N	2gram	Bakhtin_Pr_3	Komedia
223	отношение к	6	2
224	в других	1	2
225	рядом с	1	2
226	нет и	1	2
227	и к	5	2
228	до сих	5	2
229	с другой	2	2
230	нового времени	8	2
231	для этой	2	2
232	мы находим	2	2
233	по своему	6	2
234	в той	2	2
235	в ранних	2	2
236	как бы	14	2
237	сих пор	5	2
238	в так	1	2
239	еще более	5	2
240	древней аттической	1	2
241	хотя бы	2	2
242	от всех	1	2
243	к его	1	2
244	во всяком	1	2
245	их изображения	1	1
246	он вел	1	1
247	и отчасти	2	1
248	отделен от	1	1
249	раб или	1	1
250	ребенка что	1	1
251	по его	1	1
252	сравнению с	4	1
253	это что	1	1
254	чувствуют себя	1	1
255	в сущности	10	1
256	а для	2	1
257	план в	1	1
258	они были	1	1
259	ему в	1	1
260	лиц здесь	1	1
261	в каждой	1	1
262	сюжетной ситуации	1	1
263	все эти	9	1
264	что нас	1	1
265	время в	1	1
266	дают нам	1	1
267	в различных	1	1
268	и мира	1	1
269	что люди	1	1
270	позиций в	1	1
271	в область	1	1
272	нет не	1	1
273	же она	1	1
274	значение и	2	1
275	в общем	1	1
276	в греческих	1	1
277	не просто	1	1
278	друг от	1	1
279	его творчество	2	1
280	всю эту	1	1
281	в римской	1	1
282	государства и	1	1
283	название которой	1	1
284	это был	2	1
285	в полном	1	1
286	почти совсем	1	1
287	как уже	1	1
288	что античная	1	1
289	царство и	1	1
290	более или	3	1
291	следует сказать	1	1
292	этой цели	1	1
293	жизни в	3	1
294	суда и	1	1
295	для ее	3	1
296	в чисто	2	1
297	жанра и	2	1
298	мне не	2	1
299	произведений его	1	1
300	в себе	5	1
301	на его	3	1
302	главным образом	3	1
303	в античном	1	1
304	время и	1	1
305	видеть в	1	1
306	жить на	1	1
307	до самого	1	1
308	и более	2	1
309	в основу	1	1
310	а вместе	1	1
311	кажется не	1	1
312	для изображения	1	1
313	бы быть	1	1
314	самим собой	1	1
315	этой традиции	1	1
316	на все	2	1
317	знает что	1	1
318	в соответствии	2	1
319	для эпохи	1	1
320	нам по	2	1
321	в жизни	8	1
322	поведения и	1	1
323	но уже	1	1
324	самый характер	1	1
325	дни в	1	1
326	соответствии с	2	1
327	и уже	2	1
328	он и	1	1
329	мы видели	2	1
330	элемента в	1	1
331	и тогда	1	1
332	или менее	3	1
333	в эту	3	1
334	которую он	1	1
335	их самих	1	1
336	таким же	1	1
337	изменился и	1	1
338	нас не	1	1
339	и без	3	1
340	между людьми	3	1
341	и сюжетных	1	1
342	еще с	1	1
343	гетеры и	1	1
344	они уже	1	1
345	загробное царство	1	1
346	значение для	2	1
347	образом и	1	1
348	нам в	1	1
349	тем не	2	1
350	греческий источник	1	1
351	их в	2	1
352	как от	1	1
353	в пьянстве	1	1
354	освободиться от	1	1
355	и одной	1	1
356	с точки	2	1
357	но они	4	1
358	тем самым	1	1
359	правда в	2	1
360	здесь на	2	1
361	своего героя	1	1
362	в основе	5	1
363	и внутренней	1	1
364	небом и	2	1
365	и оттенки	1	1
366	никогда не	2	1
367	самой жизни	2	1
368	норм поведения	1	1
369	ничего не	6	1
370	в разных	4	1
371	имеем дело	1	1
372	углом зрения	4	1
373	и теперь	1	1
374	внешней и	1	1
375	так называемый	1	1
376	сатиры и	4	1
377	этот образ	1	1
378	в области	3	1
379	к себе	6	1
380	нет ни	2	1
381	правды в	1	1
382	и другой	3	1
383	и всех	1	1
384	числе и	10	1
385	как для	1	1
386	бы он	1	1
387	той или	1	1
388	они очень	1	1
389	который назвал	1	1
390	они и	2	1
391	все еще	3	1
392	темы и	4	1
393	всех случаях	1	1
394	дошедшие до	1	1
395	от друга	1	1
396	на основе	2	1
397	в собственном	2	1
398	или еще	1	1
399	в себя	6	1
400	путешествие в	1	1
401	произведения и	1	1
402	убеждение в	1	1
403	времени и	2	1
404	широкое значение	1	1
405	реальной жизни	1	1
406	каждого из	2	1
407	здесь нет	1	1
408	мог бы	1	1
409	которые он	1	1
410	к самой	1	1
411	других и	2	1
412	по сравнению	4	1
413	разного рода	1	1
414	но у	1	1
415	жизнь и	1	1
416	в эпоху	10	1
417	остановимся на	1	1
418	с ним	2	1
419	а их	1	1
420	с человеком	1	1
421	покончить с	1	1
422	можно найти	1	1
423	а также	4	1
424	этому мы	1	1
425	внимание на	1	1
426	и та	1	1
427	но мы	1	1
428	человек мог	1	1
429	как ее	1	1
430	его жизни	1	1
431	можем сказать	1	1
432	все его	2	1
433	этих двух	2	1
434	одного произведения	1	1
435	каждом из	3	1
436	в которую	1	1
437	от них	1	1
438	я думаю	1	1
439	нуждается в	1	1
440	для той	1	1
441	и целых	1	1
442	во всей	4	1
443	самого конца	1	1
444	быть даже	1	1
445	них в	2	1
446	и ни	1	1
447	сцену в	1	1
448	нас дошли	1	1
449	условия для	1	1
450	в литературе	5	1
451	с современной	1	1
452	по своей	9	1
453	предназначенный для	1	1
454	обе эти	3	1
455	на римской	1	1
456	всякого рода	3	1
457	образов и	4	1
458	мы видим	2	1
459	что даже	1	1
460	позволяют нам	1	1
461	очень много	1	1
462	тема в	1	1
463	по мнению	1	1
464	они могут	1	1
465	уж не	1	1
466	человека с	1	1
467	конечно не	4	1
468	больше всех	1	1
469	и детей	1	1
470	в большинстве	4	1
471	только на	1	1
472	и они	2	1
473	отношений к	1	1
474	из причин	1	1
475	не все	1	1
476	в сознании	2	1
477	в загробное	1	1
478	большинстве случаев	4	1
479	мир в	1	1
480	земли и	1	1
481	в известной	2	1
482	содержания и	1	1
483	еще некоторых	1	1
484	человека из	1	1
485	не о	2	1
486	как его	1	1
487	к той	1	1
488	он почти	1	1
489	протяжении всего	1	1
490	о которых	1	1
491	в очень	1	1
492	к самому	4	1
493	где в	2	1
494	и даже	2	1
495	более широкое	1	1
496	или иной	1	1
497	и из	3	1
498	на ее	2	1
499	человека его	1	1
500	и создает	3	1
501	случаев мы	1	1
502	и образов	2	1
503	то ее	1	1
504	что не	1	1
505	говорит о	2	1
506	как можно	1	1
507	к более	1	1
508	к человеку	2	1
509	почти в	2	1
510	этого не	1	1
511	и самый	5	1
512	выше и	2	1
513	а не	11	1
514	другой стороны	1	1
515	его по	2	1
516	там где	1	1
517	самого начала	4	1
518	основные источники	1	1
519	речи и	1	1
520	жизнь в	2	1
521	несмотря на	2	1
522	всего этого	1	1
523	с помощью	1	1
524	был ограничен	1	1
525	связь с	2	1
526	в творчестве	8	1
527	из трех	1	1
528	или по	3	1
529	времени а	1	1
530	в разной	1	1
531	за всю	1	1
532	над ним	1	1
533	к своему	1	1
534	для жанра	3	1
535	ведет к	1	1
536	второй план	1	1
537	там они	1	1
538	именно в	2	1
539	по существу	5	1
540	еще раз	5	1
541	человека который	1	1
542	характерные для	1	1
543	здесь есть	1	1
544	которые были	1	1
545	в более	4	1
546	это уже	1	1
547	может служить	1	1
548	сюжета и	1	1
549	его творчества	6	1
550	себя на	1	1
551	в результате	1	1
552	отца с	1	1
553	когда он	1	1
554	ее и	1	1
555	тем более	2	1
556	разной степени	1	1
557	находим в	1	1
558	все более	1	1
559	встречается в	1	1
560	в стихах	1	1
561	именно об	1	1
562	нет ничего	2	1
563	между ними	2	1
564	не знает	4	1
565	сказать что	10	1
566	равно как	1	1
567	о себе	2	1
568	всех других	2	1
569	в последнем	1	1
570	ко всему	1	1
571	его творчестве	2	1
572	это была	2	1
573	отношении является	1	1
574	около г	1	1
575	а может	1	1
576	люди и	2	1
577	их отношений	1	1
578	как на	1	1
