N	2gram	Vinokur_St_2	slovoVRo
144	те или	1	3
145	все время	1	3
146	того что	5	3
147	в том	27	3
148	языка на	1	3
149	поэтому и	1	3
150	бы ни	2	3
151	в качестве	5	3
152	конечно не	1	3
153	из них	3	3
154	для него	4	3
155	так как	2	3
156	у него	1	3
157	именно в	4	3
158	и экспрессивные	1	3
159	в свою	1	3
160	романа в	1	3
161	не было	3	3
162	литературному языку	1	3
163	в истории	2	3
164	но оно	1	3
165	не были	1	3
166	с этим	3	3
167	в данном	2	3
168	по существу	2	3
169	с этой	2	3
170	при всем	1	3
171	риторических формах	1	3
172	в результате	2	3
173	хотя бы	3	3
174	одной из	3	3
175	с ними	1	3
176	из этого	1	3
177	в свое	1	3
178	но эти	1	3
179	которая не	1	3
180	а между	1	2
181	смысле слова	1	2
182	например в	3	2
183	на самом	3	2
184	к своей	1	2
185	них как	1	2
186	в чисто	2	2
187	в котором	7	2
188	века в	1	2
189	той же	1	2
190	а как	4	2
191	мы не	1	2
192	же как	3	2
193	на правах	1	2
194	мы и	1	2
195	конечно и	2	2
196	свою очередь	1	2
197	и то	1	2
198	в сочетании	2	2
199	столь же	1	2
200	по своему	2	2
201	в ее	2	2
202	но не	3	2
203	слову в	1	2
204	и речи	2	2
205	что они	2	2
206	сих пор	5	2
207	хотя и	4	2
208	именно эта	1	2
209	сил в	1	2
210	в известном	3	2
211	и те	2	2
212	одному из	1	2
213	перестает быть	1	2
214	и по	3	2
215	на этом	1	2
216	одному и	1	2
217	одно и	1	2
218	те же	1	2
219	на все	1	2
220	для них	1	2
221	действительно не	2	2
222	нисколько не	1	2
223	том что	27	2
224	в эту	3	2
225	в этих	3	2
226	и той	1	2
227	но он	3	2
228	и эти	1	2
229	где нет	2	2
230	даже в	2	2
231	тому что	7	2
232	в оправу	1	2
233	на один	1	2
234	xviii века	2	2
235	и проч	1	2
236	дело не	2	2
237	все свои	1	2
238	для нас	1	2
239	ему не	2	2
240	у нас	3	2
241	ни о	1	2
242	и стиля	1	2
243	в духе	2	2
244	вокруг него	1	2
245	и о	4	2
246	то время	1	2
247	при всех	1	2
248	с оттенком	1	2
249	так в	1	2
250	роль в	1	2
251	на том	1	2
252	можно было	1	2
253	не с	1	2
254	введенные в	1	2
255	и вообще	2	2
256	в построении	1	2
257	в другом	4	2
258	голоса в	1	2
259	одного из	1	2
260	можно сказать	1	2
261	а также	2	2
262	наконец в	3	2
263	известном смысле	1	2
264	здесь не	1	2
265	между тем	5	2
266	и тем	1	2
267	с которыми	1	2
268	так что	3	2
269	укладывается в	1	2
270	связи с	4	2
271	только на	1	2
272	языком а	1	2
273	от других	1	2
274	в известной	1	2
275	в одном	6	2
276	свое выражение	2	2
277	для того	7	2
278	не укладывается	1	2
279	именно как	1	2
280	до сих	6	2
281	чем он	2	2
282	а с	3	2
283	а на	1	2
284	с которым	1	2
285	жизнь в	1	2
286	на возможность	1	2
287	мнение о	2	2
288	совершенно не	2	2
289	что все	1	2
290	связь с	2	2
291	в частности	4	2
292	эти слова	2	2
293	так же	3	2
294	его как	2	2
295	стилистического анализа	1	2
296	которые являются	1	2
297	такого рода	2	2
298	речь в	1	2
299	со всею	1	2
300	для понимания	1	2
301	в контексте	1	2
302	этом случае	1	2
303	в условиях	1	2
304	и слово	1	2
305	чисто поэтических	1	2
306	как раз	8	2
307	не является	3	2
308	одна из	1	2
309	потому что	9	2
310	язык не	1	2
311	ни было	2	2
312	между ними	1	2
313	сказать что	2	2
314	одновременно и	1	2
315	бы его	1	2
316	из романа	2	2
317	к этому	4	2
318	как известно	2	1
319	своей социальной	1	1
320	сделать его	1	1
321	с жизнью	1	1
322	жил в	1	1
323	совершенно новый	1	1
324	и до	1	1
325	из его	2	1
326	не имеют	1	1
327	конечно в	2	1
328	действительности и	1	1
329	которыми он	1	1
330	его не	3	1
331	из всех	1	1
332	в несколько	1	1
333	со всех	1	1
334	смотреть на	1	1
335	для своего	2	1
336	брань и	1	1
337	место в	1	1
338	оба эти	3	1
339	и он	3	1
340	он был	2	1
341	в последних	1	1
342	бы то	2	1
343	этим не	1	1
344	без всякого	1	1
345	могло быть	3	1
346	в в	1	1
347	но как	1	1
348	в сторону	1	1
349	которое нашло	1	1
350	в общем	3	1
351	языке так	1	1
352	слова на	1	1
353	произведение не	1	1
354	отличие от	2	1
355	в прозу	1	1
356	пушкиным как	1	1
357	проч все	1	1
358	которые не	3	1
359	характер и	1	1
360	в одной	2	1
361	в значительной	2	1
362	в течение	6	1
363	какие бы	1	1
364	что как	1	1
365	языку в	1	1
366	в очень	1	1
367	целый ряд	1	1
368	следующие строки	1	1
369	о самом	1	1
370	за все	1	1
371	где все	1	1
372	в письмах	2	1
373	к другому	1	1
374	так или	1	1
375	в этой	2	1
376	языка к	1	1
377	и тот	1	1
378	только один	1	1
379	на то	2	1
380	вследствие этого	1	1
381	очень велико	1	1
382	и если	1	1
383	что она	1	1
384	в определенном	1	1
385	только себя	1	1
386	от которого	1	1
387	которой на	1	1
388	к одному	1	1
389	не к	2	1
390	полемики с	2	1
391	есть еще	2	1
392	характерное для	1	1
393	особенностей и	1	1
394	почвы для	1	1
395	своего времени	4	1
396	в основу	1	1
397	значительной степени	2	1
398	то ни	2	1
399	а затем	2	1
400	не дает	2	1
401	и интонаций	1	1
402	заключается в	1	1
403	не умеет	1	1
404	особенно в	2	1
405	действительности в	1	1
406	форму и	1	1
407	ни в	3	1
408	но уже	1	1
409	о которых	2	1
410	и уже	1	1
411	несмотря на	2	1
412	мы видели	1	1
413	не эпохи	1	1
414	на этот	2	1
415	и некоторые	1	1
416	в один	2	1
417	возраст в	1	1
418	в еще	1	1
419	места в	1	1
420	но если	1	1
421	от своего	1	1
422	остающаяся в	1	1
423	к истории	2	1
424	и без	1	1
425	не столько	7	1
426	это разные	1	1
427	в отличие	2	1
428	о языке	1	1
429	одном из	3	1
430	сам же	1	1
431	тем не	2	1
432	и более	2	1
433	в устах	2	1
434	и вся	2	1
435	время был	1	1
436	весь в	1	1
437	не менее	3	1
438	слово должно	1	1
439	с теми	1	1
440	свое время	1	1
441	самого начала	3	1
442	которого он	1	1
443	прошлого века	1	1
444	взглянуть на	2	1
445	героев и	1	1
446	торжественный язык	1	1
447	языком и	1	1
448	но только	1	1
449	того чтобы	6	1
450	только не	2	1
451	дело в	4	1
452	связанное с	1	1
453	и лишь	1	1
454	к концу	1	1
455	вот что	3	1
456	для осуществления	1	1
457	века не	1	1
458	звучит в	1	1
459	этом отношении	9	1
460	как живая	1	1
461	в каком	2	1
462	в стиле	1	1
463	исходить из	1	1
464	но место	1	1
465	его за	1	1
466	отличается от	1	1
467	не отдавать	1	1
468	диалог между	2	1
469	поэт не	2	1
470	он никогда	1	1
471	на это	2	1
472	и это	2	1
473	в виду	7	1
474	велика в	1	1
475	себя до	1	1
476	для всего	1	1
477	с самого	3	1
478	не те	1	1
479	различие между	1	1
480	и совершенно	1	1
481	говорит на	1	1
482	переход к	1	1
483	и которые	1	1
484	каждого из	1	1
485	и среди	1	1
486	и лица	1	1
487	на которую	1	1
488	в диалог	1	1
489	даны в	2	1
490	если бы	2	1
491	разговорного языка	1	1
492	со стороны	2	1
493	без кавычек	1	1
494	с художественными	1	1
495	именно потому	1	1
496	не был	3	1
497	и что	6	1
498	идет ли	1	1
499	но основное	1	1
500	по их	2	1
501	как у	3	1
502	и речей	1	1
503	это было	2	1
504	и вследствие	1	1
505	на всех	1	1
506	смысле не	1	1
507	борьба с	2	1
508	во втором	1	1
509	нуждается в	1	1
510	что и	2	1
511	которые он	1	1
512	которой все	1	1
513	строится в	1	1
514	правом можно	1	1
515	в двух	1	1
516	более резко	1	1
517	тот же	1	1
518	силу а	1	1
519	п в	1	1
520	те которые	1	1
521	на смертном	1	1
522	в самое	1	1
523	или же	1	1
524	в х	1	1
525	одни и	1	1
526	сколько в	3	1
527	существенным и	1	1
528	в указанном	1	1
529	время по	1	1
530	не встречается	1	1
531	в начале	3	1
532	ни с	2	1
533	и их	1	1
534	в прозе	1	1
535	живого слова	1	1
536	у нее	1	1
537	среди которых	1	1
538	но что	1	1
539	только с	2	1
540	случае не	2	1
541	нашло свое	2	1
542	в ответе	1	1
543	не просто	1	1
544	его исторического	1	1
545	поэзии но	1	1
546	ближайшим образом	2	1
547	в форме	1	1
548	нет и	2	1
549	с общим	1	1
550	своему стилистическому	1	1
551	возможность иных	1	1
552	в обращении	2	1
553	или иначе	1	1
554	уходит в	1	1
555	текст в	1	1
556	его романа	1	1
557	себя и	1	1
558	что для	1	1
559	месте и	1	1
560	только по	2	1
561	них и	1	1
562	то и	1	1
563	после этих	1	1
564	ничем не	1	1
565	и самый	2	1
566	б он	1	1
567	занимает в	1	1
568	языка не	1	1
569	конечно на	1	1
570	о чем	5	1
571	в виноградов	1	1
572	взаимоотношения между	2	1
573	на эту	1	1
574	он и	1	1
575	и ему	1	1
576	в руках	1	1
577	входить в	1	1
578	и теми	1	1
579	на который	1	1
580	о себе	1	1
581	вместе с	7	1
582	относятся к	3	1
583	на границе	1	1
584	у автора	1	1
585	в среде	1	1
586	да и	1	1
587	мы до	1	1
588	быть не	1	1
589	в это	2	1
590	своего поэтического	1	1
591	языка которая	2	1
592	эти два	1	1
593	столько в	2	1
594	в первые	2	1
595	на пути	1	1
596	смертном одре	1	1
597	впрочем не	1	1
598	но это	3	1
599	между прочим	12	1
600	которые были	1	1
601	о мире	2	1
602	служить своим	1	1
603	с большой	1	1
604	но с	4	1
605	на одной	1	1
606	с полной	1	1
607	в более	1	1
608	за его	1	1
609	которых он	1	1
610	этого рода	1	1
611	он по	2	1
612	своем пути	1	1
613	работы над	4	1
614	другими формами	1	1
615	в отдельных	1	1
616	из различных	1	1
617	от них	1	1
618	от него	1	1
619	такие слова	1	1
620	эти попытки	1	1
621	бы в	1	1
622	же в	1	1
623	все попытки	1	1
624	превращаясь в	1	1
625	очень велика	1	1
626	которого ничего	1	1
627	в последнем	1	1
628	сам в	1	1
629	х годах	1	1
630	языка все	1	1
631	в какой	2	1
632	для стилистического	1	1
633	жизни и	1	1
634	пути к	1	1
635	как слово	1	1
636	и другие	2	1
637	переходы от	1	1
638	который не	1	1
639	значение в	1	1
640	как на	9	1
641	в таком	1	1
642	все что	1	1
643	они не	2	1
