N	2gram	Bakhtin_KF_1	Hudozhes
114	ничем не	1	3
115	такой же	1	3
116	она в	1	3
117	все эти	10	3
118	себе самому	1	3
119	тем что	3	3
120	для себя	5	3
121	того чтобы	2	3
122	приводит к	1	3
123	и когда	2	3
124	друг для	1	3
125	если бы	8	3
126	о нем	4	3
127	это в	1	3
128	же в	1	3
129	в литературе	1	3
130	но не	12	3
131	как его	4	3
132	и даже	1	3
133	со стороны	7	3
134	превращается в	1	3
135	по своему	3	3
136	и для	9	3
137	от него	3	3
138	для друга	1	3
139	или не	1	3
140	я и	2	2
141	говоря о	1	2
142	на самом	3	2
143	оно было	1	2
144	в их	8	2
145	той же	1	2
146	мы не	3	2
147	вопрос о	2	2
148	не была	1	2
149	вместо того	1	2
150	жизни как	5	2
151	слово не	3	2
152	не нужно	2	2
153	мышления как	2	2
154	но как	5	2
155	конечном счете	1	2
156	себе и	3	2
157	человека его	1	2
158	его я	1	2
159	хотя и	1	2
160	или иную	1	2
161	в целом	10	2
162	только на	1	2
163	жизнью и	1	2
164	на его	1	2
165	не следует	1	2
166	себе момент	1	2
167	значительной степени	1	2
168	в другом	3	2
169	ясно что	3	2
170	того или	3	2
171	особенно в	1	2
172	живет в	1	2
173	по себе	2	2
174	одной из	1	2
175	все равно	1	2
176	должно быть	6	2
177	от себя	10	2
178	что я	5	2
179	все это	10	2
180	для нее	7	2
181	как все	1	2
182	они не	1	2
183	не раз	1	2
184	не о	2	2
185	мышление в	1	2
186	не имеет	5	2
187	одна из	1	2
188	для всего	1	2
189	мышления и	2	2
190	представляется нам	1	2
191	этой книги	1	2
192	этой своей	1	2
193	с ее	2	2
194	здесь не	3	2
195	на основе	7	2
196	характер и	1	2
197	в себя	7	2
198	и каждый	1	2
199	произведения не	1	2
200	остановимся на	1	2
201	его жизни	3	2
202	в значительной	1	2
203	в конечном	1	2
204	и смысловой	2	2
205	говорить об	1	2
206	в него	2	2
207	второй половине	1	2
208	но с	1	2
209	согласиться с	1	2
210	с ними	3	2
211	и потому	2	2
212	с другим	1	2
213	и так	1	2
214	поэтому и	1	2
215	слова в	2	2
216	ту или	1	2
217	а то	1	2
218	на том	1	2
219	а с	2	2
220	себя и	2	2
221	что не	3	2
222	в данной	1	2
223	до конца	3	2
224	ближе к	3	2
225	вся жизнь	1	2
226	эти слова	1	2
227	отсюда и	3	2
228	в человеке	1	2
229	дело здесь	2	2
230	в это	2	2
231	и не	26	2
232	только для	1	2
233	нет ничего	1	2
234	в результате	1	2
235	совершенно иной	1	2
236	ни к	2	2
237	не знает	5	2
238	или иного	3	2
239	этот момент	6	2
240	даже самой	1	1
241	смысле слова	1	1
242	можно говорить	1	1
243	человеку в	1	1
244	и то	2	1
245	и др	1	1
246	это и	2	1
247	в чужой	1	1
248	и самоопределения	1	1
249	причем все	1	1
250	за собой	1	1
251	в первом	1	1
252	и до	1	1
253	нем но	1	1
254	из его	3	1
255	проникает в	5	1
256	исходит из	1	1
257	ведь и	1	1
258	видеть в	1	1
259	и за	2	1
260	также и	1	1
261	его не	1	1
262	ценности но	1	1
263	ни у	2	1
264	моя жизнь	1	1
265	и нашей	2	1
266	что уже	1	1
267	именно к	1	1
268	я не	6	1
269	хотя бы	4	1
270	ему в	2	1
271	теперь они	1	1
272	в чем	4	1
273	различия между	1	1
274	совсем не	2	1
275	меня самого	1	1
276	но достаточно	1	1
277	сознания не	2	1
278	отношение к	5	1
279	а через	1	1
280	нет и	3	1
281	средних веков	1	1
282	один и	1	1
283	относится к	1	1
284	и я	5	1
285	в акте	3	1
286	его на	2	1
287	что именно	1	1
288	ценностный центр	2	1
289	человека вообще	3	1
290	бы я	1	1
291	сознания в	2	1
292	и как	2	1
293	не являются	1	1
294	стал бы	2	1
295	от этого	2	1
296	в этот	1	1
297	есть на	2	1
298	где все	1	1
299	видения мира	1	1
300	к чему	3	1
301	и конечно	2	1
302	в которой	1	1
303	из жизни	1	1
304	ориентирована на	1	1
305	это открытие	1	1
306	бы не	3	1
307	всей своей	2	1
308	ни одна	2	1
309	и тот	1	1
310	но ведь	5	1
311	его но	1	1
312	в мир	1	1
313	главным образом	1	1
314	и одна	1	1
315	события есть	2	1
316	всех этих	3	1
317	он должен	1	1
318	его самого	1	1
319	не как	4	1
320	понятий и	1	1
321	ее и	6	1
322	к каждому	1	1
323	содержит в	1	1
324	не растворяется	1	1
325	мысли как	1	1
326	его от	1	1
327	и этот	3	1
328	все с	1	1
329	поскольку она	2	1
330	то ни	2	1
331	что все	1	1
332	том случае	1	1
333	их и	1	1
334	а их	1	1
335	в предыдущем	1	1
336	а как	2	1
337	входит в	3	1
338	может стать	1	1
339	этом смысле	3	1
340	растворяется в	1	1
341	весь мир	2	1
342	и тем	3	1
343	бы совершенно	1	1
344	но уже	1	1
345	но мы	1	1
346	соответствии с	2	1
347	нашего исследования	1	1
348	этого не	1	1
349	с тем	2	1
350	а за	1	1
351	и уже	1	1
352	которой он	2	1
353	она действительно	1	1
354	он и	2	1
355	и лицо	1	1
356	элемента в	1	1
357	как таковой	1	1
358	и того	2	1
359	нисколько не	4	1
360	смысл и	6	1
361	лучше всего	1	1
362	места в	4	1
363	она сама	1	1
364	другим и	1	1
365	я его	2	1
366	на месте	1	1
367	работая над	1	1
368	к предмету	1	1
369	место в	5	1
370	себе а	2	1
371	мысли и	1	1
372	признать что	1	1
373	его построения	1	1
374	задает себе	1	1
375	есть его	2	1
376	в одном	4	1
377	не будем	1	1
378	их в	1	1
379	не должно	3	1
380	что этот	3	1
381	ним в	1	1
382	бы быть	5	1
383	изнутри в	2	1
384	между прочим	1	1
385	не любит	1	1
386	может претендовать	1	1
387	не сказали	1	1
388	раз и	2	1
389	вовсе не	7	1
390	в отношении	1	1
391	так как	1	1
392	эта картина	1	1
393	тем самым	4	1
394	возможным и	2	1
395	что эта	2	1
396	мира не	3	1
397	как о	1	1
398	мысли в	1	1
399	дело в	2	1
400	в основе	5	1
401	например что	1	1
402	и имеет	1	1
403	из их	1	1
404	само слово	1	1
405	не могло	1	1
406	только не	1	1
407	жизни не	1	1
408	и весь	2	1
409	вследствие того	1	1
410	в противоречие	1	1
411	или как	2	1
412	но изнутри	4	1
413	такая же	1	1
414	не потому	2	1
415	к той	1	1
416	в движении	1	1
417	бытия как	5	1
418	только от	1	1
419	в трагедии	1	1
420	что ей	1	1
421	когда мы	1	1
422	могут быть	3	1
423	этого центра	1	1
424	единства в	2	1
425	же самое	1	1
426	всего в	1	1
427	и мне	1	1
428	не противоречит	1	1
429	но из	1	1
430	ничего общего	2	1
431	разные стороны	1	1
432	не делает	1	1
433	иной чем	1	1
434	чем не	4	1
435	в виду	3	1
436	свою очередь	1	1
437	но при	1	1
438	же не	1	1
439	смысл но	1	1
440	и себе	2	1
441	помнить и	1	1
442	здесь нет	2	1
443	мог бы	1	1
444	было и	2	1
445	пространственно-временной и	1	1
446	жизнь и	2	1
447	ценность в	1	1
448	здесь одновременно	1	1
449	но здесь	3	1
450	все дело	1	1
451	я теперь	1	1
452	сводится к	2	1
453	и т.д	2	1
454	может не	2	1
455	и т.п	1	1
456	он живет	1	1
457	для нас	4	1
458	этим не	1	1
459	мы делаем	1	1
460	а во	1	1
461	все в	1	1
462	он его	1	1
463	она остается	1	1
464	оказались бы	1	1
465	во всех	11	1
466	нем не	1	1
467	не со	2	1
468	во втором	1	1
469	и только	6	1
470	и содержания	1	1
471	нем и	3	1
472	картинами мира	1	1
473	в лучшем	1	1
474	и она	2	1
475	в жизнь	1	1
476	жизни его	1	1
477	тот же	1	1
478	и кажется	1	1
479	в какой	1	1
480	и этих	1	1
481	субъекта в	1	1
482	в стороне	1	1
483	это очень	1	1
484	времени и	4	1
485	всяком случае	1	1
486	и ее	2	1
487	их не	1	1
488	именно на	2	1
489	века или	1	1
490	же и	1	1
491	я в	1	1
492	свою жизнь	2	1
493	в жизни	2	1
494	так по	1	1
495	него и	1	1
496	не из	2	1
497	не дает	3	1
498	когда оно	1	1
499	его и	2	1
500	но для	2	1
501	к содержанию	2	1
502	одно из	1	1
503	могло бы	4	1
504	и та	2	1
505	не случаен	1	1
506	себя от	1	1
507	ее не	1	1
508	содержания а	1	1
509	из нее	1	1
510	и никогда	1	1
511	автор и	1	1
512	есть именно	2	1
513	отдельного человека	1	1
514	герой и	1	1
515	рядом с	3	1
516	и из	1	1
517	и героиня	1	1
518	этого человека	1	1
519	только извне	1	1
520	действующих лица	1	1
521	и единственной	5	1
522	противоречие между	1	1
523	к человеку	1	1
524	человека но	1	1
525	и своего	1	1
526	существенно для	1	1
527	о каком-то	1	1
528	и исторической	1	1
529	там где	5	1
530	что мы	1	1
531	одна и	1	1
532	жизнь в	1	1
533	здесь именно	1	1
534	этих моментов	2	1
535	вступает в	3	1
536	себя за	2	1
537	событие не	1	1
538	как это	1	1
539	противоречие с	1	1
540	подхода к	2	1
541	контексте и	1	1
542	места где	1	1
543	две жизни	1	1
544	но все	5	1
545	из которых	2	1
546	в данном	2	1
547	если оно	1	1
548	он будет	1	1
549	относиться к	1	1
550	и всей	1	1
551	быть только	8	1
552	и другой	1	1
553	и менее	1	1
554	том смысле	1	1
555	быть не	2	1
556	в контексте	5	1
557	было ни	1	1
558	него в	1	1
559	научной значимости	1	1
560	но это	6	1
561	к двум	1	1
562	в смысле	6	1
563	глядит в	1	1
564	не мог	1	1
565	не случайным	1	1
566	стремящееся к	1	1
567	в суждениях	1	1
568	при таком	1	1
569	когда он	1	1
570	которой я	2	1
571	полагать что	1	1
572	не более	1	1
573	мы должны	1	1
574	тон это	1	1
575	не я	3	1
576	неотделим от	1	1
577	от своего	1	1
578	в свою	3	1
579	мы здесь	2	1
580	к его	1	1
581	в последнем	1	1
582	сказали о	1	1
583	первом случае	1	1
584	культуры в	1	1
585	для которой	3	1
586	к другим	1	1
587	ни на	1	1
588	и эта	2	1
589	автора как	2	1
590	я могу	5	1
591	который не	1	1
592	во всяком	1	1
593	все что	1	1
