N	2gram	Vygotskiy__1	VelikijI
322	конечно ни	1	1
323	и нет	1	1
324	можно ли	2	1
325	людей а	1	1
326	искусстве но	1	1
327	и сказал	1	1
328	общественной жизни	1	1
329	как можно	1	1
330	из нас	2	1
331	есть прежде	1	1
332	к ним	2	1
333	думают что	1	1
334	на котором	1	1
335	на два	2	1
336	смысле и	1	1
337	но она	1	1
338	мы все	2	1
339	в другие	1	1
340	не существует	2	1
341	нам и	1	1
342	и от	2	1
343	найти в	1	1
344	ничего не	2	1
345	того как	1	1
346	может быть	22	1
347	в русском	2	1
348	как она	2	1
349	конце концов	3	1
350	видим что	2	1
351	против того	1	1
352	во всем	3	1
353	будто бы	2	1
354	это слово	1	1
355	в мировом	1	1
356	вот что	2	1
357	в сознании	2	1
358	к жизни	2	1
359	есть продукт	2	1
360	но вот	1	1
361	уже и	2	1
362	глубокий кризис	1	1
363	жизни в	1	1
364	что на	3	1
365	о своем	1	1
366	и права	1	1
367	да это	2	1
368	другой стороны	5	1
369	не быть	2	1
370	будет с	1	1
371	о духе	1	1
372	для нашего	1	1
373	религии и	1	1
374	от природы	1	1
375	но все	1	1
376	людей но	1	1
377	в трех	2	1
378	к этому	4	1
379	и развитием	1	1
380	его с	1	1
381	себя только	1	1
382	я вижу	1	1
383	в искусстве	4	1
384	и другие	4	1
385	в своих	4	1
386	образ в	1	1
387	в процессе	5	1
388	это в	2	1
389	природу человека	1	1
390	но к	3	1
391	отказаться от	2	1
392	себя и	2	1
393	она не	5	1
394	в роли	1	1
395	формы есть	1	1
