N	2gram	Losev_Dial_4	VLabPisa
379	дальше и	1	1
380	и если	3	1
381	как оно	1	1
382	время и	2	1
383	да и	2	1
384	художественном образе	1	1
385	что должно	1	1
386	путаницу и	1	1
387	когда все	1	1
388	момента в	1	1
389	и еще	1	1
390	не значит	2	1
391	как совершенно	1	1
392	не как	4	1
393	как абсолютная	1	1
394	уже не	9	1
395	его от	1	1
396	что может	1	1
397	на этом	3	1
398	его можно	1	1
399	именно это	1	1
400	в понятие	1	1
401	одно и	1	1
402	а вместе	1	1
403	этим самым	1	1
404	оно и	3	1
405	фактов не	1	1
406	входит в	1	1
407	этом смысле	4	1
408	чаще всего	1	1
409	говорим о	1	1
410	ни одной	1	1
411	с этой	2	1
412	реальный процесс	1	1
413	же самый	1	1
414	значит не	1	1
415	ею и	1	1
416	на этот	1	1
417	ясно из	1	1
418	или вообще	3	1
419	вещи в	1	1
420	из сферы	1	1
421	он должен	1	1
422	в которые	1	1
423	знает и	1	1
424	говорил о	2	1
425	бытие как	1	1
426	и той	3	1
427	но он	1	1
428	друг другу	1	1
429	что этот	2	1
430	не должна	1	1
431	зрения и	1	1
432	нет никакого	3	1
433	что есть	2	1
434	теми или	1	1
435	ее нужно	1	1
436	перед собою	1	1
437	вплоть до	1	1
438	о значении	1	1
439	что эта	2	1
440	без того	3	1
441	с которой	1	1
442	усилий и	1	1
443	дело не	1	1
444	того как	2	1
445	на себе	5	1
446	и искусство	2	1
447	и имеет	1	1
448	иметь в	2	1
449	но только	5	1
450	та или	3	1
451	не могло	1	1
452	может только	2	1
453	не имеет	14	1
454	для творчества	1	1
455	то вполне	1	1
456	это то	1	1
457	учения о	1	1
458	или иная	2	1
459	видим что	4	1
460	от него	3	1
461	частности об	1	1
462	и чувства	1	1
463	как не	2	1
464	е не	2	1
465	какой-то особый	1	1
466	так то	4	1
467	как будто	2	1
468	в основе	10	1
469	в каком	5	1
470	если только	1	1
471	он вполне	1	1
472	нет даже	1	1
473	идею и	3	1
474	уже о	4	1
475	самые факты	1	1
476	лежит в	3	1
477	раз навсегда	1	1
478	быть отнесены	1	1
479	однако все	1	1
480	ничего общего	4	1
481	и это	8	1
482	и которая	1	1
483	можно и	2	1
484	с ее	10	1
485	как один	1	1
486	определенной цели	1	1
487	говоря уже	3	1
488	себя до	1	1
489	же не	1	1
490	данном случае	1	1
491	его это	1	1
492	то или	3	1
493	от обычного	1	1
494	в дальнейшем	1	1
495	его самого	1	1
496	мы только	2	1
497	в плоскости	1	1
498	и никем	1	1
499	по сравнению	2	1
500	жизнь и	2	1
501	мы в	1	1
502	понятно что	1	1
503	этой жизни	2	1
504	может избрать	1	1
505	силу того	1	1
506	о котором	1	1
507	для этого	2	1
508	на отвлеченной	1	1
509	с ним	3	1
510	о нем	2	1
511	есть планы	1	1
512	и та	3	1
513	то уже	1	1
514	и что	9	1
515	в глаза	1	1
516	после того	1	1
517	с целью	1	1
518	д но	1	1
519	бытием и	1	1
520	под именем	1	1
521	или как	1	1
522	говорят о	1	1
523	доходит до	1	1
524	самый принцип	1	1
525	или иначе	2	1
526	он например	1	1
527	состояние именно	1	1
528	все кроме	1	1
529	и во	2	1
530	и ночью	1	1
531	перевоплощение в	1	1
532	и тех	2	1
533	всего этого	1	1
534	в свете	5	1
535	мы хотим	2	1
536	если это	1	1
537	в него	1	1
538	один путь	1	1
539	наконец и	1	1
540	того чего	1	1
541	с отдельными	1	1
542	быть и	3	1
543	большею частью	1	1
544	но этим	1	1
545	как нечто	2	1
546	и движение	1	1
547	очень много	2	1
548	эти отдельные	1	1
549	во времени	1	1
550	без этого	1	1
551	же и	2	1
552	есть в	4	1
553	конечно не	2	1
554	природы не	2	1
555	и насколько	1	1
556	вторую категорию	1	1
557	в виде	3	1
558	по законам	2	1
559	и чисто	5	1
560	и явно	1	1
561	еще одну	1	1
562	говорят об	1	1
563	не дает	2	1
564	и других	1	1
565	его и	1	1
566	сущность и	1	1
567	ту или	2	1
568	что будет	1	1
569	себе в	1	1
570	и из	2	1
571	ни в	8	1
572	художественного образа	3	1
573	только лишь	1	1
574	не для	1	1
575	в состоянии	1	1
576	себя от	1	1
577	отношение к	1	1
578	но что	5	1
579	и никакой	1	1
580	и вдруг	1	1
581	заметить что	1	1
582	тем что	2	1
583	гораздо сложнее	1	1
584	и вместе	1	1
585	смысла и	3	1
586	себя это	1	1
587	в едином	1	1
588	к двум	1	1
589	свою историю	2	1
590	в диалектике	2	1
591	а именно	6	1
592	совершенно точно	1	1
593	в свою	3	1
594	как же	5	1
595	же о	2	1
596	своего собственного	1	1
597	однако чтобы	1	1
598	себя и	3	1
599	них и	1	1
600	и самый	1	1
601	этих терминов	1	1
602	однако и	1	1
603	должны получить	1	1
604	жизнь в	1	1
605	личности в	5	1
606	теперь более	1	1
607	проще и	1	1
608	или с	1	1
609	что перед	1	1
610	мира в	1	1
611	очень часто	1	1
612	нет ничего	6	1
613	из мира	1	1
614	мы говорим	2	1
615	в духе	1	1
616	с реальным	1	1
617	как в	3	1
618	е чисто	1	1
619	и самые	1	1
620	механически и	1	1
621	их к	1	1
622	если так	2	1
623	где же	1	1
624	в данном	3	1
625	сравнению с	2	1
626	а если	3	1
627	так или	1	1
628	в той	1	1
629	плоти и	1	1
630	и основной	1	1
631	это его	1	1
632	имеем дело	1	1
633	и наглядно	1	1
634	я с	1	1
635	ней не	1	1
636	исходя из	1	1
637	отдельные проявления	1	1
638	это значит	8	1
639	должно быть	2	1
640	у которого	1	1
641	или другого	2	1
642	совершенно очевидно	1	1
643	только для	3	1
644	но это	4	1
645	на своем	1	1
646	поэтому что	1	1
647	не полным	1	1
648	мы видим	4	1
649	вскрыть в	1	1
650	какие же?	1	1
651	единой и	1	1
652	и оригинальность	1	1
653	место для	1	1
654	это как	2	1
655	ее и	1	1
656	и все	11	1
657	собственно говоря	2	1
658	той или	4	1
659	у достоевского	2	1
660	и ни	2	1
661	наконец все	1	1
662	находится в	2	1
663	от всего	3	1
664	потому что	10	1
665	или не	4	1
666	хотя в	1	1
667	можно конечно	1	1
668	но вот	1	1
669	личности и	10	1
670	к ее	1	1
671	в нечто	1	1
672	личность и	3	1
673	е в	2	1
674	лишь те	1	1
675	не говоря	3	1
676	из тех	1	1
677	имеет ничего	2	1
678	совершенно не	3	1
679	природе и	2	1
680	разум и	1	1
681	религии и	1	1
682	и идеи	2	1
683	есть и	3	1
684	есть то	5	1
685	в заключение	1	1
686	сущности в	1	1
687	видим в	2	1
688	это было	2	1
689	это понятие	3	1
690	ничего иного	1	1
691	можно назвать	3	1
