N	2gram	Tiupa_Narr_2	Mirosoze
221	не о	1	2
222	не случайно	2	2
223	есть выражение	1	2
224	или иной	3	2
225	как у	4	2
226	интерес к	2	2
227	что человек	1	2
228	человека его	1	2
229	что не	1	2
230	и люди	1	2
231	превращается в	2	2
232	и своего	1	2
233	не означает	1	2
234	человеческой жизни	1	2
235	личности в	2	2
236	вместе с	1	2
237	в человеке	1	2
238	к своему	2	2
239	такого рода	12	2
240	тому как	2	2
241	что же	1	2
242	да и	3	2
243	другого человека	2	2
244	но для	2	2
245	в пределе	1	2
246	личного бытия	2	2
247	сознания и	1	2
248	человек и	1	2
249	бы в	2	2
250	соединяется с	1	2
251	быть и	1	2
252	а в	9	2
253	это все	1	2
254	отношением к	1	2
255	жизни а	1	2
256	отношению к	5	2
257	это была	1	2
258	он лишь	2	2
259	гибели на	1	1
260	о любви	2	1
261	самом деле	3	1
262	он может	2	1
263	мере в	2	1
264	перед лицом	1	1
265	не иначе	1	1
266	жизни героя	1	1
267	прошлое и	1	1
268	ведь и	1	1
269	должна быть	2	1
270	со своей	2	1
271	она определяется	1	1
272	этом направлении	1	1
273	всего лишь	6	1
274	самое замечательное	1	1
275	мы не	2	1
276	ни у	1	1
277	христианской культуры	1	1
278	не была	1	1
279	но по	1	1
280	говорить о	2	1
281	на практике	1	1
282	в будущем	2	1
283	меня самого	1	1
284	он остается	1	1
285	что теперь	1	1
286	а еще	1	1
287	отношение было	1	1
288	быть в	1	1
289	два явления	1	1
290	сознания не	1	1
291	не все	2	1
292	смысла жизни	1	1
293	в новом	1	1
294	него с	1	1
295	иначе не	1	1
296	за пределы	1	1
297	определяется не	1	1
298	мира в	4	1
299	своей не	1	1
300	это был	2	1
301	кто не	1	1
302	сознания в	1	1
303	могли бы	2	1
304	и как	1	1
305	его к	1	1
306	личности а	1	1
307	за границей	2	1
308	для которого	1	1
309	отказывается от	1	1
310	в целом	3	1
311	счастья и	1	1
312	все так	1	1
313	все эти	3	1
314	поскольку в	1	1
315	ее как	1	1
316	раз в	2	1
317	этого как	1	1
318	на то	2	1
319	все те	2	1
320	это взгляд	1	1
321	не могли	1	1
322	в плане	1	1
323	что ни	1	1
324	может существовать	1	1
325	что является	1	1
326	этом втором	1	1
327	тьмы и	1	1
328	то чтобы	2	1
329	и характер	1	1
330	в другом	4	1
331	состояние как	1	1
332	об этом	4	1
333	самим собой	3	1
334	входит в	1	1
335	на протяжении	5	1
336	другим я	1	1
337	с прошлым	1	1
338	было бы	2	1
339	отца и	1	1
340	я все	1	1
341	всю свою	1	1
342	к миру	2	1
343	начала и	2	1
344	после этого	1	1
345	и тем	5	1
346	выходя из	1	1
347	любви в	1	1
348	к которым	1	1
349	жизни то	1	1
350	его внутреннее	1	1
351	эту тему	1	1
352	и уже	4	1
353	которой он	3	1
354	в я	1	1
355	с такой	1	1
356	в развитии	1	1
357	на себя	1	1
358	бы на	2	1
359	течение событий	1	1
360	как все	1	1
361	екатерина ивановна	1	1
362	и без	1	1
363	в котором	5	1
364	с точки	2	1
365	в другое	1	1
366	в которых	1	1
367	жизни с	2	1
368	своего рода	9	1
369	признать что	1	1
370	той мере	2	1
371	стало быть	2	1
372	другом и	1	1
373	она в	1	1
374	имеет смысл	1	1
375	и более	2	1
376	их в	1	1
377	теперь я	1	1
378	личность в	1	1
379	между двумя	1	1
380	чувствовала себя	1	1
381	иной раз	1	1
382	для свободы	1	1
383	но они	1	1
384	человека но	1	1
385	человечества и	1	1
386	из нас	1	1
387	как о	2	1
388	у кого	1	1
389	не по	1	1
390	нас нет	2	1
391	и будущее	1	1
392	мыслей и	1	1
393	своей природе	2	1
394	и теперь	1	1
395	в сознании	2	1
396	того же	1	1
397	а мы	1	1
398	при такой	1	1
399	бытия не	1	1
400	не мыслится	1	1
401	в нее	1	1
402	своего я	2	1
403	раскрывается в	1	1
404	не могут	1	1
405	истории не	1	1
406	для личности	1	1
407	сомневаться в	1	1
408	уже было	1	1
409	но также	2	1
410	мысли о	1	1
411	по сравнению	1	1
412	для себя	3	1
413	оно раскрывается	1	1
414	конца истории	1	1
415	само понятие	1	1
416	в ее	4	1
417	говорит об	1	1
418	приводит к	1	1
419	роль в	2	1
420	в финале	1	1
421	в xix	1	1
422	природе своей	1	1
423	например о	1	1
424	и сам	3	1
425	на нее	1	1
426	не с	1	1
427	по природе	1	1
428	которая была	1	1
429	когда в	1	1
430	бога это	1	1
431	мира и	3	1
432	на что	1	1
433	со словами	1	1
434	это обычно	1	1
435	а также	6	1
436	в личности	1	1
437	в самой	1	1
438	теперь и	1	1
439	может не	1	1
440	себя но	2	1
441	наконец в	1	1
442	который так	1	1
443	человека как	1	1
444	происходит в	1	1
445	жизнь свою	1	1
446	которым он	1	1
447	ли он	1	1
448	в какой	4	1
449	в уста	1	1
450	со всеми	2	1
451	и у	4	1
452	и чисто	1	1
453	не принимает	1	1
454	и пустая	1	1
455	мир в	1	1
456	искать в	1	1
457	а потому	1	1
458	он свободен	1	1
459	никто не	1	1
460	в прошлом	1	1
461	у нее	4	1
462	от тех	1	1
463	но что	1	1
464	возвышается над	1	1
465	который имел	1	1
466	отдельного человека	1	1
467	этом отношении	3	1
468	как литература	1	1
469	церкви и	2	1
470	бы это	1	1
471	мне то	1	1
472	лишь для	1	1
473	как можно	1	1
474	и оказываются	1	1
475	мир который	1	1
476	с другой	5	1
477	хоть и	1	1
478	вслед за	6	1
479	будет еще	1	1
480	человеку если	1	1
481	и быть	1	1
482	во второй	2	1
483	а с	2	1
484	же о	1	1
485	они более	1	1
486	личности не	1	1
487	также в	1	1
488	принадлежит не	2	1
489	у человека	1	1
490	перед человеком	1	1
491	человек есть	1	1
492	о чем	2	1
493	его собственной	1	1
494	на эту	1	1
495	настоящее и	1	1
496	весть о	1	1
497	исходит от	1	1
498	на самом	2	1
499	жизнь есть	1	1
500	все свое	1	1
501	не сразу	1	1
502	в разговоре	1	1
503	xix века	1	1
504	по своему	2	1
505	видит в	2	1
506	сравнению с	1	1
507	в той	5	1
508	а между	1	1
509	этот жизненный	1	1
510	это за	1	1
511	а потом	2	1
512	него есть	1	1
513	многих других	1	1
514	чтобы сделать	1	1
515	на человеческую	1	1
516	с этой	3	1
517	этот не	1	1
518	я сам	2	1
519	все это	1	1
520	в культуре	2	1
521	которых он	1	1
522	истины о	1	1
523	а все	1	1
524	своей собственной	2	1
525	а к	3	1
526	когда он	1	1
527	человеку а	1	1
528	как теперь	1	1
529	той или	3	1
530	мы должны	1	1
531	ведь есть	1	1
532	всякий раз	2	1
533	только что	2	1
534	лишь под	1	1
535	нем самом	1	1
536	между ними	1	1
537	две стороны	1	1
538	пределы своего	1	1
539	для исследования	1	1
540	по которой	1	1
541	из этого	1	1
542	с анной	1	1
543	личности как	2	1
544	но эти	1	1
545	это так	1	1
546	внутреннее состояние	1	1
547	по поводу	2	1
548	не ведет	1	1
549	к этому	1	1
550	тайны и	1	1
551	как на	2	1
552	которая не	2	1
