N	2gram	Vygotskiy__5	DiskursI
117	иначе говоря	1	3
118	в контексте	1	3
119	можно сказать	2	3
120	но это	1	3
121	и того	2	3
122	в пределе	1	3
123	и все	4	3
124	жизни а	1	3
125	жизни и	6	3
126	как на	11	3
127	же как	2	2
128	того же	2	2
129	и это	8	2
130	идет о	1	2
131	по преимуществу	2	2
132	характер как	1	2
133	той же	3	2
134	в повестях	1	2
135	совпадает с	1	2
136	в ней	4	2
137	мы имеем	8	2
138	всякий раз	2	2
139	большей части	1	2
140	легко может	1	2
141	к которой	1	2
142	отношение к	1	2
143	тут же	1	2
144	из важнейших	1	2
145	оказывается не	1	2
146	стороны и	4	2
147	отношения между	2	2
148	в целом	5	2
149	должна быть	2	2
150	не к	1	2
151	с таким	2	2
152	у пушкина	1	2
153	что ни	3	2
154	заключает в	4	2
155	одно и	3	2
156	и с	2	2
157	повести белкина	2	2
158	но уже	1	2
159	должно быть	2	2
160	все это	2	2
161	действие и	3	2
162	на первый	2	2
163	этом случае	2	2
164	как все	2	2
165	с точки	2	2
166	пока еще	1	2
167	речи в	1	2
168	их в	1	2
169	дело в	2	2
170	чем не	2	2
171	никогда не	9	2
172	того и	1	2
173	со своим	2	2
174	сводится к	5	2
175	что на	3	2
176	в области	1	2
177	указать на	1	2
178	с ее	1	2
179	здесь не	1	2
180	это еще	1	2
181	говорит об	1	2
182	в себя	2	2
183	времени и	3	2
184	не с	2	2
185	в результате	4	2
186	означает не	1	2
187	основе своей	1	2
188	там же	1	2
189	в переживании	1	2
190	между тем	1	2
191	русской литературе	1	2
192	что и	3	2
193	себя с	1	2
194	романа и	1	2
195	которая в	1	2
196	к их	1	2
197	не о	1	2
198	на примере	4	2
199	именно в	6	2
200	с той	2	2
201	далеко не	1	2
202	вместе с	12	2
203	или по	1	2
204	о чем	4	2
205	в той	3	2
206	или иного	1	2
207	тому как	1	2
208	что же	1	2
209	и для	6	2
210	гораздо менее	1	2
211	а в	4	2
212	может и	1	2
213	другой стороны	5	2
214	что он	17	2
215	а герой	1	2
216	это в	3	2
217	между романом	1	1
218	самых общих	1	1
219	речь идет	1	1
220	одним из	1	1
221	художественного произведения	3	1
222	переходит к	1	1
223	самом деле	8	1
224	это и	2	1
225	на деле	8	1
226	и есть	5	1
227	к другому	2	1
228	на две	1	1
229	др в	1	1
230	раньше еще	1	1
231	и могут	1	1
232	и композиционного	1	1
233	есть не	4	1
234	для своего	1	1
235	мы не	3	1
236	вопрос о	3	1
237	он как	2	1
238	в каждый	1	1
239	в сущности	12	1
240	при сохранении	1	1
241	начала в	1	1
242	самого героя	1	1
243	собой в	2	1
244	он был	2	1
245	в чем	1	1
246	автора есть	1	1
247	события в	3	1
248	во всех	2	1
249	в сюжете	1	1
250	тем как	1	1
251	действующее лицо	2	1
252	во внешнем	2	1
253	в ее	3	1
254	как система	1	1
255	чем это	3	1
256	самому герою	1	1
257	быть признаны	1	1
258	о смерти	5	1
259	точка зрения	1	1
260	не то	1	1
261	если в	1	1
262	эта особенность	1	1
263	конечном счете	1	1
264	ответ на	5	1
265	с совершенно	2	1
266	героиня и	1	1
267	произведение не	1	1
268	не просто	1	1
269	и надежды	2	1
270	друг от	2	1
271	на примерах	1	1
272	образ смерти	1	1
273	в одной	2	1
274	от содержания	1	1
275	хотя и	1	1
276	к числу	1	1
277	себе не	2	1
278	о силе	1	1
279	то в	1	1
280	в самом	14	1
281	только то	1	1
282	еще на	1	1
283	себе как	1	1
284	в которой	3	1
285	ни один	2	1
286	в нашем	2	1
287	поэтому и	1	1
288	так в	3	1
289	ни одна	1	1
290	жизнь как	1	1
291	частности на	1	1
292	как у	1	1
293	задний план	1	1
294	в поэтике	1	1
295	но именно	1	1
296	так сказать	1	1
297	и только	3	1
298	о которой	1	1
299	и именно	4	1
300	он должен	8	1
301	не как	3	1
302	качестве своего	2	1
303	в предыдущих	1	1
304	в силу	3	1
305	эстетического переживания	1	1
306	одной и	2	1
307	его от	1	1
308	на этом	6	1
309	образа и	1	1
310	с этой	2	1
311	не бывает	1	1
312	именно это	4	1
313	таким образом	20	1
314	мы его	1	1
315	совпадают с	2	1
316	сознание и	1	1
317	различие между	1	1
318	самого автора	1	1
319	она оказывается	1	1
320	об этом	3	1
321	полной мере	1	1
322	же человека	1	1
323	по выражению	1	1
324	к художественной	1	1
325	того или	1	1
326	время и	1	1
327	как при	1	1
328	своего героя	2	1
329	самой высокой	1	1
330	не соответствует	1	1
331	еще одно	1	1
332	в жизни	1	1
333	с которого	1	1
334	пребывает в	1	1
335	первые два	1	1
336	и вне	1	1
337	несмотря на	5	1
338	со всей	1	1
339	энергии в	2	1
340	которую он	1	1
341	конструктивное значение	1	1
342	она всецело	1	1
343	о герое	1	1
344	в такой	1	1
345	где мы	3	1
346	в которых	2	1
347	бы мы	3	1
348	жизни с	1	1
349	стало быть	1	1
350	и той	2	1
351	человеком и	1	1
352	в опыте	1	1
353	страха и	1	1
354	данного речевого	1	1
355	героя но	1	1
356	по крайней	1	1
357	повести в	1	1
358	перед ним	1	1
359	и наоборот	1	1
360	необходимо чтобы	1	1
361	своего происхождения	1	1
362	двух противоположных	6	1
363	не имеющего	1	1
364	и герой	2	1
365	проистекает из	1	1
366	любви и	2	1
367	при всех	1	1
368	вплоть до	1	1
369	но они	1	1
370	до известной	1	1
371	все три	1	1
372	она не	1	1
373	из нас	1	1
374	с теми	3	1
375	самого начала	3	1
376	одна из	3	1
377	к этим	2	1
378	на него	1	1
379	в процессе	1	1
380	каждый день	1	1
381	которого он	1	1
382	мы все	6	1
383	в самых	1	1
384	взглядом на	1	1
385	на язык	1	1
386	ничего не	2	1
387	благодаря тому	1	1
388	в разных	1	1
389	того как	2	1
390	имеем дело	1	1
391	своему герою	1	1
392	обратим внимание	1	1
393	онегина и	3	1
394	преимущественно на	1	1
395	к ней	1	1
396	что лирика	1	1
397	и до	2	1
398	во всем	2	1
399	с достаточной	1	1
400	не принадлежит	1	1
401	возможно более	1	1
402	исходный пункт	1	1
403	из той	1	1
404	ему не	1	1
405	известной степени	1	1
406	ни о	1	1
407	возникает из	1	1
408	к себе	1	1
409	не могут	3	1
410	но все	2	1
411	и другой	1	1
412	отличается от	2	1
413	всего в	1	1
414	к тому	8	1
415	его с	2	1
416	указывает на	4	1
417	не есть	4	1
418	в полной	2	1
419	имеет место	3	1
420	в применении	1	1
421	должен быть	2	1
422	представляют собой	2	1
423	более не	1	1
424	события так	1	1
425	от друга	2	1
426	для читателя	2	1
427	в собственном	1	1
428	действия и	4	1
429	с самого	3	1
430	эти две	3	1
431	говорится что	2	1
432	ее жизнь	1	1
433	однако эта	2	1
434	в нескольких	1	1
435	и каждый	1	1
436	сказано выше	1	1
437	это ощущение	1	1
438	чем у	3	1
439	мы в	1	1
440	строго говоря	2	1
441	ней и	1	1
442	для этого	9	1
443	и даже	2	1
444	остановимся на	3	1
445	высокое и	1	1
446	быть выведена	1	1
447	каждый из	1	1
448	раскрывается перед	1	1
449	в новелле	5	1
450	о нем	1	1
451	часто и	1	1
452	и здесь	6	1
453	другом месте	1	1
454	и т.д	1	1
455	всем протяжении	1	1
456	внимание на	4	1
457	никак не	6	1
458	и что	23	1
459	этом заключается	1	1
460	в значительной	1	1
461	нас в	1	1
462	и во	1	1
463	в конечном	1	1
464	романа как	2	1
465	на одном	4	1
466	в глазах	2	1
467	в форме	2	1
468	крайней мере	1	1
469	слов и	2	1
470	и следовательно	2	1
471	старости и	1	1
472	является результатом	1	1
473	как она	4	1
474	который бы	1	1
475	не зная	1	1
476	которое было	1	1
477	всякое произведение	1	1
478	мы вместе	2	1
479	действующих лиц	7	1
480	отказ от	1	1
481	и так	2	1
482	отношении эти	1	1
483	с которыми	1	1
484	так что	3	1
485	оказывается в	1	1
486	на всем	1	1
487	только на	4	1
488	поэтике он	1	1
489	себя и	2	1
490	в поэзии	1	1
491	отношении на	1	1
492	не дает	2	1
493	только это	1	1
494	и их	1	1
495	могло бы	1	1
496	содержания и	4	1
497	вовсе не	3	1
498	содержание и	4	1
499	в состоянии	3	1
500	может служить	1	1
501	тем что	6	1
502	к той	1	1
503	это по	2	1
504	в других	1	1
505	позволить себе	1	1
506	были бы	1	1
507	из того	3	1
508	того что	8	1
509	ночью в	1	1
510	не были	1	1
511	а стало	1	1
512	которые присущи	1	1
513	и героиня	1	1
514	и между	3	1
515	еще и	1	1
516	и др	1	1
517	в романе	2	1
518	между ними	2	1
519	в некоторых	1	1
520	превращается в	1	1
521	на этот	3	1
522	и составляет	3	1
523	что стихотворение	1	1
524	до конца	2	1
525	его как	1	1
526	на смерть	1	1
527	для романа	1	1
528	все то	2	1
529	там где	4	1
530	ближе к	1	1
531	в одно	1	1
532	именно поэтому	2	1
533	решительно не	1	1
534	равно как	1	1
535	в аристотелевском	1	1
536	на чем	1	1
537	как это	7	1
538	места для	1	1
539	места где	1	1
540	внешнем мире	1	1
541	требует от	1	1
542	из которых	4	1
543	почему он	1	1
544	по своему	1	1
545	не замечали	1	1
546	ослабляет и	1	1
547	применении к	1	1
548	и там	1	1
549	это напоминает	1	1
550	да и	1	1
551	исходя из	2	1
552	и смерти	1	1
553	даже в	1	1
554	и неожиданный	1	1
555	есть оно	1	1
556	тенденцию к	1	1
557	и от	1	1
558	что касается	2	1
559	своего исследования	1	1
560	но для	1	1
561	один из	5	1
562	рассматривать как	1	1
563	от той	2	1
564	в стихотворении	1	1
565	лицо и	2	1
566	формы и	3	1
567	лица с	1	1
568	конечно же	1	1
569	когда он	5	1
570	выдвигается на	1	1
571	же к	1	1
572	еще более	1	1
573	и ни	2	1
574	поэтических форм	1	1
575	его жизнь	1	1
576	будто бы	1	1
577	мнения из	1	1
578	же в	2	1
579	в искусстве	6	1
580	ним он	1	1
581	но всегда	1	1
582	быть и	2	1
583	к самому	2	1
584	всего на	1	1
585	одной из	1	1
586	первых двух	1	1
587	выведена из	1	1
588	сказать что	9	1
589	речи и	1	1
590	бы его	2	1
591	из этого	2	1
592	имеет не	1	1
593	только о	2	1
594	строится на	1	1
595	в какой	1	1
596	своих частей	1	1
597	нас не	2	1
598	в лирическую	1	1
599	во всяком	1	1
