N	2gram	Bakhtin_Pr_3	VLabPisa
188	ума и	2	2
189	в жизни	8	2
190	который по	1	2
191	только о	1	2
192	достоевского и	6	2
193	не всегда	1	2
194	он и	1	2
195	и для	4	2
196	пародия на	1	2
197	не интересует	1	2
198	всяком случае	1	2
199	знаем что	1	2
200	которые в	1	2
201	по крайней	1	2
202	как от	1	2
203	не менее	3	2
204	в науке	1	2
205	а для	2	2
206	на язык	4	2
207	в сознании	2	2
208	в области	3	2
209	ли это	1	2
210	в образах	1	2
211	нет ни	2	2
212	и заключается	2	2
213	некоторых из	1	2
214	же самое	1	2
215	числе и	10	2
216	должны быть	1	2
217	они и	2	2
218	в самых	1	2
219	для того	1	2
220	братьев карамазовых	1	2
221	формы и	3	2
222	и может	1	2
223	мы наблюдаем	3	2
224	в образе	3	2
225	он сам	4	2
226	и даже	2	2
227	остановимся на	1	2
228	вот это	1	2
229	во всяком	1	2
230	но к	3	2
231	обобщения в	1	2
232	от них	1	2
233	во всей	4	2
234	крайней мере	1	2
235	конце концов	1	2
236	но с	1	2
237	о его	1	2
238	что даже	1	2
239	до нас	2	2
240	всех его	1	2
241	образа в	1	2
242	носит в	1	2
243	одной из	4	2
244	вовсе не	3	2
245	к ним	1	2
246	при всей	2	2
247	не о	2	2
248	много и	3	2
249	эти явления	1	2
250	в особенности	2	2
251	или иной	1	2
252	даже не	1	2
253	до сих	5	2
254	как у	5	2
255	еще и	1	2
256	и образов	2	2
257	показывает что	1	2
258	что для	1	2
259	через это	1	2
260	идеи в	2	2
261	о чем	1	2
262	из многочисленных	1	2
263	не об	1	2
264	начиная с	3	2
265	и потому	5	2
266	из которых	1	2
267	образом по	1	2
268	и формы	1	2
269	сих пор	5	2
270	этом и	1	2
271	можно было	1	2
272	сюжета и	1	2
273	на время	2	2
274	не подлежит	1	2
275	мира и	2	2
276	по одному	1	2
277	в большей	2	2
278	все они	1	2
279	а в	2	2
280	в стихах	1	2
281	а о	1	2
282	между ними	2	2
283	к его	1	2
284	его произведений	3	2
285	отметить что	2	2
286	в своих	2	2
287	они не	3	2
288	новое время	4	1
289	а между	2	1
290	вряд ли	1	1
291	в сфере	1	1
292	одни только	1	1
293	и без	3	1
294	применении к	1	1
295	силы и	2	1
296	все его	2	1
297	жанровых особенностей	3	1
298	же по	1	1
299	и так	3	1
300	проявляются в	1	1
301	обычного хода	1	1
302	достоевского в	3	1
303	бы уже	1	1
304	правильного понимания	2	1
305	говорит достоевский	1	1
306	как мы	5	1
307	что если	1	1
308	это что	1	1
309	они могут	1	1
310	нам в	1	1
311	почти все	1	1
312	проявляется не	1	1
313	и стиль	1	1
314	но она	1	1
315	своей органической	1	1
316	мы и	2	1
317	основе этого	1	1
318	проявляется в	4	1
319	и то	1	1
320	он был	1	1
321	здесь не	4	1
322	в последних	1	1
323	и мира	1	1
324	по своему	6	1
325	предисловии к	1	1
326	жанрах например	1	1
327	кругу друзей	1	1
328	а только	1	1
329	значение и	2	1
330	не все	1	1
331	себе и	1	1
332	воплощенной в	1	1
333	полнее и	1	1
334	его развития	1	1
335	которые не	2	1
336	в истории	3	1
337	кроме того	3	1
338	свою внутреннюю	1	1
339	целый ряд	1	1
340	и наконец	2	1
341	вот несколько	1	1
342	тон и	1	1
343	сна к	1	1
344	уже в	2	1
345	различиях в	1	1
346	рассказ о	1	1
347	тому же	2	1
348	у гофмана	1	1
349	но на	1	1
350	в братьях	2	1
351	полный и	1	1
352	так сказать	5	1
353	характерны для	4	1
354	и если	3	1
355	на его	3	1
356	в определенном	1	1
357	время и	1	1
358	да и	2	1
359	собственного творческого	1	1
360	отношении очень	1	1
361	и еще	1	1
362	не как	1	1
363	эта способность	1	1
364	уже не	1	1
365	на этом	1	1
366	внутренней логикой	1	1
367	именно это	1	1
368	а вместе	1	1
369	сохранил в	1	1
370	и характер	1	1
371	связанных с	1	1
372	этому типу	1	1
373	то есть	48	1
374	в несколько	1	1
375	мере и	1	1
376	ее нельзя	1	1
377	на протяжении	5	1
378	к анализу	1	1
379	это одна	1	1
380	на почве	1	1
381	этом смысле	1	1
382	например с	1	1
383	чаще всего	1	1
384	в новое	4	1
385	смерть и	1	1
386	не чем	1	1
387	для них	1	1
388	соответствии с	2	1
389	этого не	1	1
390	с этой	1	1
391	художественной структуре	1	1
392	романы достоевского	2	1
393	несмотря на	2	1
394	понятия и	1	1
395	моментом в	1	1
396	в этих	5	1
397	вещи в	1	1
398	еще недостаточно	2	1
399	от отдельных	1	1
400	иного типа	1	1
401	собой не	1	1
402	и продолжается	1	1
403	значение для	2	1
404	и той	2	1
405	единство и	1	1
406	есть его	1	1
407	образом и	1	1
408	но он	2	1
409	творчества и	1	1
410	иным как	1	1
411	был только	1	1
412	причем каждый	1	1
413	бы быть	1	1
414	зрения и	1	1
415	освободиться от	1	1
416	вплоть до	4	1
417	и рассудка	1	1
418	в таких	1	1
419	как можно	1	1
420	в вечном	1	1
421	у платона	3	1
422	того как	1	1
423	что их	1	1
424	и гофмана	1	1
425	время как	1	1
426	значит ли	1	1
427	но только	1	1
428	для творчества	2	1
429	казалось бы	3	1
430	отметим еще	1	1
431	к ней	1	1
432	типичные черты	1	1
433	видим что	1	1
434	сущность его	1	1
435	от него	3	1
436	друг друга	1	1
437	для писателей	1	1
438	следует отметить	1	1
439	глубину и	1	1
440	целом и	1	1
441	только с	1	1
442	это главное	1	1
443	как будто	2	1
444	в основе	5	1
445	если только	1	1
446	только наиболее	1	1
447	освобождается от	1	1
448	раскрывается в	1	1
449	все то	3	1
450	его литературной	1	1
451	бы он	1	1
452	перейти к	2	1
453	над жизнью	1	1
454	сквозь призму	1	1
455	о судьбе	1	1
456	романтического типа	1	1
457	в применении	1	1
458	и это	3	1
459	чем иным	1	1
460	и которая	1	1
461	своего развития	1	1
462	творчестве гофмана	1	1
463	стихах и	1	1
464	с ее	1	1
465	меньшей отчетливостью	1	1
466	связи со	1	1
467	художественной деятельности	1	1
468	является чисто	1	1
469	творчестве но	1	1
470	в дальнейшем	7	1
471	весь творческий	1	1
472	эдгара по	2	1
473	и ту	1	1
474	почти каждый	2	1
475	проблем и	1	1
476	каждого из	2	1
477	по сравнению	4	1
478	но у	1	1
479	жизнь и	1	1
480	мы в	1	1
481	строго говоря	1	1
482	поэтому в	1	1
483	для этого	1	1
484	по мере	1	1
485	с ним	2	1
486	что об	1	1
487	связанная с	2	1
488	о нем	1	1
489	которые наиболее	1	1
490	на него	1	1
491	но несколько	1	1
492	без элементов	1	1
493	его художественной	1	1
494	и детей	1	1
495	и та	1	1
496	когда фигура	1	1
497	и что	1	1
498	после того	1	1
499	а также	4	1
500	распространение в	1	1
501	связанной с	1	1
502	знает что	1	1
503	природы с	1	1
504	подлежит сомнению	1	1
505	нет это	1	1
506	сами собою	1	1
507	души по	1	1
508	звенья и	1	1
509	которой мы	2	1
510	затем в	1	1
511	или иначе	1	1
512	и во	4	1
513	и слове	1	1
514	в форме	6	1
515	быть даже	1	1
516	романа в	1	1
517	по в	1	1
518	всего этого	1	1
519	в свете	1	1
520	и творческий	1	1
521	быть и	2	1
522	обе эти	3	1
523	и элементы	2	1
524	очень много	1	1
525	во времени	1	1
526	ему самому	1	1
527	но ее	1	1
528	платона в	1	1
529	же и	1	1
530	есть в	3	1
531	разнообразные формы	1	1
532	собою в	2	1
533	конечно не	4	1
534	только на	1	1
535	в начале	2	1
536	сферы сознания	1	1
537	не дает	1	1
538	или даже	1	1
539	и других	9	1
540	конечно нет	1	1
541	к творчеству	1	1
542	характерно что	2	1
543	который как	1	1
544	и из	3	1
545	главное для	1	1
546	в известной	2	1
547	к более	1	1
548	художественного образа	1	1
549	содержания и	1	1
550	представлений о	1	1
551	для правильного	2	1
552	писателя он	1	1
553	не для	1	1
554	отношение к	6	1
555	братьях карамазовых	2	1
556	образы его	1	1
557	дело и	1	1
558	и никакой	1	1
559	каждый из	1	1
560	широко и	1	1
561	и никогда	1	1
562	и вдруг	1	1
563	заметить что	1	1
564	тем что	2	1
565	художник не	1	1
566	достаточно напомнить	1	1
567	гораздо сложнее	1	1
568	в более	4	1
569	это положение	1	1
570	богатство и	1	1
571	со всем	1	1
572	развития в	1	1
573	связаны с	3	1
574	и сложнее	1	1
575	и создает	3	1
576	человека а	1	1
577	глубокая и	1	1
578	потом в	1	1
579	от общей	1	1
580	своего собственного	1	1
581	себя и	2	1
582	богаче и	1	1
583	в соответствии	2	1
584	связано с	1	1
585	с большей	1	1
586	и самый	5	1
587	жизнь в	2	1
588	личности в	1	1
589	наконец в	2	1
590	гончарова и	1	1
591	напряженной борьбы	1	1
592	самого начала	4	1
593	другими образами	1	1
594	очень часто	1	1
595	говорить только	1	1
596	проникновения в	1	1
597	нет ничего	2	1
598	так называемой	1	1
599	и особенно	3	1
600	представить себе	1	1
601	из форм	1	1
602	мы говорим	1	1
603	в духе	8	1
604	как в	7	1
605	и самые	1	1
606	сравнению с	4	1
607	так или	1	1
608	в той	2	1
609	некоторых его	1	1
610	деятельности это	1	1
611	эта в	1	1
612	имеем дело	1	1
613	их отношение	1	1
614	повестей белкина	1	1
615	слова и	3	1
616	еще раз	5	1
617	благодаря этому	1	1
618	остается один	1	1
619	но это	3	1
620	романов достоевского	1	1
621	покончить с	1	1
622	мы видим	2	1
623	в следующей	1	1
624	форм и	2	1
625	его творчества	6	1
626	что главное	1	1
627	ее и	1	1
628	в каждой	1	1
629	внимание на	1	1
630	и все	10	1
631	других произведений	1	1
632	той или	1	1
633	у достоевского	17	1
634	и художественной	1	1
635	еще более	5	1
636	и ни	1	1
637	вообще в	2	1
638	о самоубийстве	1	1
639	потому что	5	1
640	для проникновения	1	1
641	которых он	1	1
642	сходятся в	1	1
643	этого писателя	1	1
644	но вот	1	1
645	личности и	1	1
646	вся область	1	1
647	наконец очень	1	1
648	дело с	1	1
649	это в	1	1
650	от всех	1	1
651	это на	1	1
652	вечном муже	1	1
653	в последнем	1	1
654	и конкретнее	1	1
655	в кругу	1	1
656	и идеи	4	1
657	есть и	2	1
658	работы в	1	1
659	они всегда	1	1
660	или точнее	1	1
661	в заключение	2	1
662	к числу	1	1
663	к этой	1	1
664	это было	3	1
665	и другие	9	1
666	можно назвать	2	1
667	в таком	2	1
668	и символов	2	1
669	в роли	1	1
670	или наоборот	2	1
