N	2gram	Nazirov_Tv_1	Psycholo
250	мы все	1	2
251	это мы	1	2
252	казалось бы	1	2
253	в русском	1	2
254	эта тенденция	1	2
255	видим что	1	2
256	ли это	1	2
257	в основу	1	2
258	есть только	1	2
259	же самое	1	2
260	отказаться от	2	2
261	если же	1	2
262	в нас	1	2
263	приходит к	3	2
264	приводит к	2	2
265	с ним	3	2
266	в настоящее	1	2
267	означает что	1	2
268	и здесь	1	2
269	настоящее время	2	2
270	утверждает что	1	2
271	там же	3	2
272	но и	3	2
273	нас в	1	2
274	самому себе	1	2
275	что с	1	2
276	это имеет	1	2
277	отметить что	1	2
278	наконец в	1	2
279	как она	1	2
280	в него	2	2
281	к нему	1	2
282	всю историю	1	2
283	тот же	2	2
284	будь то	1	2
285	в разные	1	2
286	по мнению	3	2
287	внешних условий	1	2
288	по этому	1	2
289	в качестве	2	2
290	к идее	1	2
291	вот что	1	2
292	уже не	3	2
293	страшной мести	1	2
294	в жизни	2	2
295	от других	2	2
296	из них	2	2
297	ту или	1	2
298	одно из	1	2
299	и их	1	2
300	в одном	1	2
301	к ним	1	2
302	но что	1	2
303	как раз	1	2
304	себя и	1	2
305	что для	2	2
306	говорит о	3	2
307	то и	1	2
308	не означает	2	2
309	о чем	1	2
310	когда она	1	2
311	намек на	2	2
312	в связи	1	2
313	него в	1	2
314	согласии с	2	2
315	к жизни	2	2
316	что же	1	2
317	критики и	1	2
318	отличается от	1	2
319	в книге	3	2
320	одного и	1	2
321	не существует	3	2
322	и от	4	2
323	его не	1	2
324	ее и	2	2
325	от него	1	2
326	к этой	1	2
327	и как	4	2
328	только что	2	2
329	утверждал что	3	2
330	природа человека	1	2
331	не обладает	1	2
332	имеет место	1	2
333	это в	3	2
334	как результат	1	2
335	гораздо более	2	2
336	от этой	1	1
337	этом она	1	1
338	плеханов в	1	1
339	в движение	1	1
340	совершенно справедливо	1	1
341	рассматривается как	1	1
342	связана с	1	1
343	и писатель	1	1
344	к божественной	1	1
345	и веков	1	1
346	деревьями и	1	1
347	в первом	2	1
348	когда человек	2	1
349	по преимуществу	2	1
350	на этих	1	1
351	и этот	1	1
352	в несколько	1	1
353	на тех	1	1
354	шаг и	1	1
355	что если	1	1
356	единство и	1	1
357	создает себе	1	1
358	он как	1	1
359	однако этот	1	1
360	но она	2	1
361	что иное	1	1
362	принадлежит к	1	1
363	основного действия	1	1
364	в полной	1	1
365	я не	3	1
366	и ее	1	1
367	то это	1	1
368	это время	2	1
369	в ней	2	1
370	свою очередь	1	1
371	который может	1	1
372	собой в	2	1
373	еще не	1	1
374	и на	7	1
375	поэтому совершенно	1	1
376	время в	3	1
377	может сделать	1	1
378	воображение и	1	1
379	бы то	1	1
380	с его	11	1
381	во всех	1	1
382	тем как	1	1
383	по своему	1	1
384	тогда как	1	1
385	традиции в	2	1
386	человеку и	1	1
387	деле этот	1	1
388	что как	2	1
389	перед нами	2	1
390	на человека	1	1
391	как уже	1	1
392	и наконец	2	1
393	его к	1	1
394	эмоции не	1	1
395	конкретного действия	1	1
396	к загадке	1	1
397	он на	1	1
398	или иную	1	1
399	то в	2	1
400	за собой	1	1
401	из самых	1	1
402	при создании	1	1
403	художественных форм	1	1
404	еще далеко	1	1
405	учение о	1	1
406	это тот	1	1
407	и те	1	1
408	вследствие этого	1	1
409	на его	3	1
410	в статье	1	1
411	прошлое и	1	1
412	обстоятельно и	1	1
413	человек не	1	1
414	вокруг себя	2	1
415	анализ самого	1	1
416	на таком	1	1
417	же это	1	1
418	от формы	1	1
419	к одному	1	1
420	ни было	1	1
421	туман и	1	1
422	природы человека	1	1
423	заключает в	1	1
424	картины и	1	1
425	отчаянию и	1	1
426	в нее	1	1
427	но все	1	1
428	человека в	6	1
429	введение в	1	1
430	а вместе	1	1
431	с фактами	1	1
432	для всей	1	1
433	а затем	2	1
434	этом он	2	1
435	в мире	4	1
436	об этом	2	1
437	и чтобы	1	1
438	на все	1	1
439	времени и	4	1
440	к творчеству	1	1
441	а как	2	1
442	по выражению	1	1
443	знает что	1	1
444	общества в	1	1
445	особенно в	1	1
446	это не	4	1
447	живет в	2	1
448	времени по	2	1
449	этом романе	2	1
450	трудом и	1	1
451	за ней	1	1
452	на этот	1	1
453	война и	1	1
454	идет от	1	1
455	в стихах	2	1
456	все равно	1	1
457	эти годы	1	1
458	тот самый	1	1
459	и уже	1	1
460	в не	1	1
461	чем в	1	1
462	ведет к	2	1
463	значения этого	1	1
464	и того	2	1
465	еще раз	1	1
466	роль играют	1	1
467	места в	1	1
468	для него	6	1
469	и богатую	1	1
470	но если	3	1
471	из общего	1	1
472	основе всех	1	1
473	на месте	1	1
474	быть названы	1	1
475	в черновиках	2	1
476	жизни с	2	1
477	и останется	1	1
478	может вызвать	1	1
479	образом и	1	1
480	некоторые черты	1	1
481	реки в	1	1
482	в прямом	1	1
483	и более	1	1
484	толстого но	1	1
485	однако в	2	1
486	что этот	1	1
487	из теории	1	1
488	из тысячи	1	1
489	и сколько	1	1
490	и потом	1	1
491	идеи и	1	1
492	между людьми	2	1
493	вплоть до	1	1
494	в таких	1	1
495	самого начала	3	1
496	считает что	1	1
497	дело не	3	1
498	дело в	3	1
499	из внешних	1	1
500	пока еще	1	1
501	и отношений	2	1
502	никакой разницы	1	1
503	найти в	1	1
504	вот это	1	1
505	исследования на	1	1
506	всегда с	1	1
507	и учение	1	1
508	показал что	1	1
509	людей и	2	1
510	связи с	1	1
511	характер что	2	1
512	и искусства	1	1
513	и делает	1	1
514	ясно как	1	1
515	в духе	2	1
516	в направлении	2	1
517	во все	1	1
518	сравнительно с	1	1
519	ли не	1	1
520	эту повесть	1	1
521	подход к	1	1
522	оно не	1	1
523	он создает	1	1
524	из ее	1	1
525	того самого	1	1
526	но при	1	1
527	отношения и	1	1
528	не могу	2	1
529	как по	1	1
530	чем отличается	1	1
531	же и	2	1
532	мысль о	2	1
533	с самого	3	1
534	мнение что	1	1
535	прямом смысле	1	1
536	времена когда	1	1
537	что может	1	1
538	с первым	1	1
539	здесь нет	2	1
540	даже у	1	1
541	личности на	1	1
542	можно только	1	1
543	часто в	1	1
544	но у	1	1
545	быть может	2	1
546	в эпоху	1	1
547	против этого	1	1
548	о нем	1	1
549	при такой	1	1
550	вот почему	3	1
551	и та	2	1
552	обращается к	1	1
553	в глаза	2	1
554	одного из	2	1
555	и содержание	1	1
556	и энгельс	1	1
557	можно сказать	2	1
558	знаменитое описание	1	1
559	через восприятие	1	1
560	может не	2	1
561	из главных	2	1
562	и многих	1	1
563	как у	1	1
564	в эстетической	1	1
565	и вследствие	1	1
566	которая сама	1	1
567	с шкловский	1	1
568	в согласии	1	1
569	идет к	1	1
570	является одновременно	1	1
571	при исследовании	1	1
572	во всей	2	1
573	его произведении	1	1
574	вообще и	1	1
575	резко отличается	1	1
576	человека как	2	1
577	сравнение с	1	1
578	и мир	2	1
579	бросается в	1	1
580	известном смысле	1	1
581	в ту	3	1
582	но с	1	1
583	в точном	1	1
584	в двух	2	1
585	одной из	4	1
586	с там	2	1
587	том или	1	1
588	и действительно	1	1
589	когда личность	1	1
590	грань между	1	1
591	жалости и	1	1
592	очень много	1	1
593	одна и	1	1
594	иное как	1	1
595	основанные на	1	1
596	в нашей	2	1
597	которых можно	1	1
598	если в	2	1
599	а это	1	1
600	и обратно	1	1
601	школы и	1	1
602	не так	3	1
603	стоит и	1	1
604	центр тяжести	1	1
605	и главным	1	1
606	мы находим	2	1
607	сами по	1	1
608	не совпадают	1	1
609	заметить что	1	1
610	вырывается из	1	1
611	в других	1	1
612	не противоречит	1	1
613	рассказа и	1	1
614	правды и	1	1
615	жизни в	6	1
616	без всякой	1	1
617	этой проблемы	2	1
618	и из	1	1
619	что человек	3	1
620	именно в	2	1
621	другим людям	1	1
622	в свою	7	1
623	представляет собою	1	1
624	на чем	1	1
625	а с	1	1
626	соответствии с	3	1
627	традиционное представление	1	1
628	психологического анализа	1	1
629	на которых	1	1
630	и самый	1	1
631	в рассказе	3	1
632	зависит от	2	1
633	да не	1	1
634	своего рода	4	1
635	его как	2	1
636	сам себе	2	1
637	человек есть	1	1
638	была бы	1	1
639	к уже	1	1
640	которую не	1	1
641	для этой	2	1
642	один раз	1	1
643	виде в	1	1
644	было в	2	1
645	в творчестве	6	1
646	согласно этой	1	1
647	элементов и	1	1
648	другую область	1	1
649	момент создания	1	1
650	только с	1	1
651	если так	1	1
652	представления о	1	1
653	он говорит	3	1
654	указывал на	1	1
655	это произведение	1	1
656	а если	1	1
657	что бы	1	1
658	становится все	1	1
659	на эту	4	1
660	в литературе	2	1
661	и всей	1	1
662	из этой	1	1
663	него есть	2	1
664	есть признак	1	1
665	и философии	1	1
666	человеческой психики	1	1
667	другие в	1	1
668	л толстой	1	1
669	слова и	1	1
670	к объекту	1	1
671	оба они	1	1
672	о его	1	1
673	это выражение	1	1
674	имел в	1	1
675	не к	1	1
676	между собой	1	1
677	или бессознательно	1	1
678	в более	1	1
679	форм и	1	1
680	приводит нас	1	1
681	в самые	1	1
682	при таком	1	1
683	сколько бы	1	1
684	или в	2	1
685	вот его	1	1
686	полном согласии	1	1
687	романе и	1	1
688	мы должны	1	1
689	хотя бы	5	1
690	же в	1	1
691	к чисто	1	1
692	личности и	2	1
693	необходимое условие	1	1
694	только как	1	1
695	и внутренне	1	1
696	в их	3	1
697	потока а	1	1
698	с ними	1	1
699	обречены на	1	1
700	одновременно и	2	1
701	религии и	1	1
702	не что	1	1
703	бы его	1	1
704	в действительности	1	1
705	до степени	1	1
706	но эти	1	1
707	а может	1	1
708	событий в	1	1
