N	2gram	Bakhtin_KF_1	formyVre
215	и должно	1	2
216	и та	2	2
217	картина мира	1	2
218	можно сказать	1	2
219	необходимый момент	1	2
220	это не	10	2
221	и только	6	2
222	все в	1	2
223	в литературе	1	2
224	значит что	1	2
225	быть и	3	2
226	один из	2	2
227	реальном мире	1	2
228	мы видим	1	2
229	со всеми	2	2
230	него и	1	2
231	и других	2	2
232	до того	1	2
233	не для	1	2
234	рядом с	3	2
235	или иной	2	2
236	именно в	5	2
237	и самая	1	2
238	было бы	8	2
239	и затем	1	2
240	больше и	1	2
241	и пр	3	2
242	их не	1	2
243	смысла и	2	2
244	не знает	5	2
245	жизни но	3	2
246	до конца	3	2
247	если не	2	2
248	что все	1	2
249	не может	27	2
250	как это	1	2
251	по своему	3	2
252	в данном	2	2
253	в последнем	1	2
254	лежит в	1	2
255	и всех	1	2
256	только для	1	2
257	о его	1	2
258	ее и	6	2
259	но это	6	2
260	видения и	2	2
261	в действительной	4	2
262	между ними	1	2
263	не быть	3	2
264	ни была	1	2
265	равно как	1	2
266	в иной	1	2
267	жизни а	1	2
268	во всяком	1	2
269	все что	1	2
270	себя как	2	1
271	можно говорить	1	1
272	говоря о	1	1
273	чтобы не	2	1
274	и действительно	6	1
275	мы здесь	2	1
276	и то	2	1
277	на самом	3	1
278	ее до	2	1
279	выражает и	1	1
280	это и	2	1
281	и историческая	1	1
282	и живут	1	1
283	права и	1	1
284	не имеют	1	1
285	должна быть	4	1
286	видеть в	1	1
287	идеальности в	1	1
288	действительности и	1	1
289	особенно часто	1	1
290	их и	1	1
291	а как	2	1
292	со всех	1	1
293	мира как	2	1
294	миру и	1	1
295	и момент	4	1
296	и свой	2	1
297	что уже	1	1
298	вопрос о	2	1
299	выходит из	1	1
300	он как	1	1
301	ни один	1	1
302	вместо того	1	1
303	в соотнесении	14	1
304	конечно и	1	1
305	реальны как	1	1
306	имеют место	2	1
307	пр и	1	1
308	так называемые	1	1
309	гибели и	1	1
310	предмет видения	1	1
311	всех сторон	1	1
312	в ней	3	1
313	и говорить	1	1
314	мира он	1	1
315	теперь они	1	1
316	и временной	1	1
317	оно ни	1	1
318	в чем	4	1
319	с его	1	1
320	тем как	3	1
321	в нашем	1	1
322	но конечно	3	1
323	кроме указанных	1	1
324	самом деле	3	1
325	и вопрос	1	1
326	а он	1	1
327	по направлению	1	1
328	себе и	3	1
329	красота и	1	1
330	раньше позже	1	1
331	в трагедии	1	1
332	его на	2	1
333	в него	2	1
334	все остальные	1	1
335	человека вообще	3	1
336	частей и	1	1
337	когда он	1	1
338	удержать и	1	1
339	его к	2	1
340	для которой	3	1
341	чего не	2	1
342	и этим	3	1
343	в самом	1	1
344	в которой	1	1
345	бы и	3	1
346	бы не	3	1
347	человека эта	1	1
348	человека совершенно	1	1
349	и тот	1	1
350	ее как	2	1
351	его но	1	1
352	вследствие этого	2	1
353	но прежде	1	1
354	миром где	2	1
355	с чем	1	1
356	по самому	1	1
357	стороны в	3	1
358	сказать в	1	1
359	он ни	2	1
360	было с	1	1
361	мы можем	1	1
362	не значит	6	1
363	и лежат	1	1
364	не как	4	1
365	понятий и	1	1
366	образом и	1	1
367	мир как	6	1
368	на его	1	1
369	его от	1	1
370	всех своих	4	1
371	будем говорить	1	1
372	ни был	2	1
373	но все	5	1
374	всех отношениях	2	1
375	в каждом	3	1
376	другом случае	1	1
377	об этом	1	1
378	и оформления	2	1
379	это было	2	1
380	или просто	1	1
381	нет противоречия	1	1
382	свое единство	1	1
383	и тем	3	1
384	и каждый	1	1
385	ни в	12	1
386	этого она	1	1
387	все равно	1	1
388	а за	1	1
389	он и	2	1
390	когда я	3	1
391	чем в	1	1
392	мы не	3	1
393	такой же	1	1
394	в один	1	1
395	и того	2	1
396	нисколько не	4	1
397	смысл и	6	1
398	одного и	1	1
399	лучше всего	1	1
400	в своей	10	1
401	целого или	1	1
402	как все	1	1
403	не становится	1	1
404	от его	5	1
405	и также	1	1
406	где она	1	1
407	в философии	1	1
408	соотнесении с	11	1
409	чтобы затем	1	1
410	и эти	2	1
411	ним в	1	1
412	события ее	1	1
413	случае мы	2	1
414	тому что	2	1
415	любви и	1	1
416	что есть	2	1
417	какие бы	1	1
418	все для	1	1
419	при всех	1	1
420	с которой	1	1
421	что ему	1	1
422	не имеет	5	1
423	дело в	2	1
424	одна из	1	1
425	и единство	3	1
426	и сама	1	1
427	не по	4	1
428	того мира	1	1
429	но только	1	1
430	как действительно	2	1
431	и уже	1	1
432	слово и	1	1
433	человека за	1	1
434	на волю	2	1
435	или как	2	1
436	здесь на	1	1
437	причем они	1	1
438	как момент	13	1
439	и ценности	2	1
440	такая же	1	1
441	самому своему	1	1
442	охватить и	1	1
443	за исключением	1	1
444	во всем	7	1
445	есть это	1	1
446	только с	3	1
447	уже и	1	1
448	и делает	2	1
449	жизни жизнь	1	1
450	ценности для	2	1
451	и здесь	7	1
452	нет даже	1	1
453	когда мы	1	1
454	сказать только	1	1
455	герой и	1	1
456	его с	2	1
457	бы он	2	1
458	той или	3	1
459	день и	1	1
460	пр все	1	1
461	оно не	2	1
462	где он	3	1
463	всегда в	1	1
464	себе в	1	1
465	более не	1	1
466	с ее	2	1
467	как не	1	1
468	свою очередь	1	1
469	но при	1	1
470	в ее	16	1
471	характер и	1	1
472	него самого	1	1
473	иной мир	1	1
474	не за	1	1
475	времени и	4	1
476	здесь как	1	1
477	с собой	1	1
478	жить только	1	1
479	если бы	8	1
480	с человеком	3	1
481	и глубокая	1	1
482	путем чисто	1	1
483	все дело	1	1
484	сводится к	2	1
485	и т.д	2	1
486	но к	1	1
487	но мы	1	1
488	не имеем	3	1
489	и исторический	1	1
490	в различных	1	1
491	может не	2	1
492	в значительной	1	1
493	в соответствующих	1	1
494	не выходит	1	1
495	раз и	2	1
496	из общих	1	1
497	между тем	4	1
498	этот момент	6	1
499	нуждается в	1	1
500	которой все	2	1
501	даже для	1	1
502	всего этого	1	1
503	к последнему	3	1
504	содержание но	1	1
505	истина добро	1	1
506	содержания но	2	1
507	по своей	1	1
508	которой и	1	1
509	землю и	1	1
510	вступить в	1	1
511	для себя	5	1
512	целого и	1	1
513	должен быть	7	1
514	в разные	1	1
515	должен был	1	1
516	поэтому и	1	1
517	всех его	2	1
518	и ее	2	1
519	и жизни	4	1
520	именно на	2	1
521	себя в	8	1
522	внимание в	1	1
523	не можем	1	1
524	всем его	3	1
525	в виде	2	1
526	как этот	1	1
527	различия в	1	1
528	а это	2	1
529	здесь же	1	1
530	слагается и	1	1
531	специфическая особенность	1	1
532	менее всего	6	1
533	был бы	3	1
534	и час	2	1
535	в единое	2	1
536	ведь это	1	1
537	это значило	2	1
538	бытия и	10	1
539	другом в	1	1
540	не противоречит	1	1
541	момент в	7	1
542	мире где	1	1
543	событие в	5	1
544	со всем	5	1
545	точек зрения	1	1
546	моменты и	3	1
547	и идеальное	1	1
548	на ее	1	1
549	этим путем	2	1
550	говоря вообще	1	1
551	бытия в	5	1
552	что не	3	1
553	добро красота	1	1
554	нет конечно	1	1
555	может жить	1	1
556	един и	1	1
557	ничем не	1	1
558	час его	1	1
559	его как	5	1
560	несмотря на	1	1
561	но как	5	1
562	всю полноту	1	1
563	для самого	1	1
564	места для	1	1
565	этих случаях	1	1
566	с конкретной	1	1
567	лежат в	1	1
568	есть на	2	1
569	это есть	2	1
570	и связанных	1	1
571	быть только	8	1
572	в содержание	1	1
573	дело здесь	2	1
574	и смерти	1	1
575	этого слова	2	1
576	мире с	1	1
577	между прочим	1	1
578	вокруг него	2	1
579	из него	3	1
580	это уже	2	1
581	даже там	1	1
582	мы найдем	1	1
583	культуры и	5	1
584	каким бы	1	1
585	должны быть	1	1
586	где и	1	1
587	войти в	2	1
588	котором он	3	1
589	в результате	1	1
590	а все	3	1
591	он за	1	1
592	всеми своими	1	1
593	лишь как	2	1
594	из себя	8	1
595	и ни	3	1
596	и смысл	2	1
597	действительной жизни	3	1
598	в настоящее	1	1
599	данного человека	1	1
600	не являются	1	1
601	требует чтобы	1	1
602	и смысла	1	1
603	в свою	3	1
604	бы ни	1	1
605	котором я	2	1
606	совершенно не	6	1
607	дело с	2	1
608	но этот	1	1
609	все действительно	2	1
610	нет но	1	1
611	одновременно и	1	1
612	ко всему	5	1
613	живого и	1	1
614	на своем	3	1
615	по поводу	1	1
616	они не	1	1
