N	2gram	Potebnia_M_4	Literetu
179	тот же	2	2
180	одной из	1	2
181	друг друга	2	2
182	потому что	33	2
183	уже не	3	2
184	уже в	5	2
185	с другим	1	2
186	свидетельствует о	1	2
187	из них	1	2
188	одно из	1	2
189	не так	2	2
190	в одном	4	2
191	т п	4	2
192	что и	7	2
193	вовсе не	7	2
194	при всей	1	2
195	у него	1	2
196	я вижу	2	2
197	ведь мы	1	2
198	что не	6	2
199	не было	12	2
200	мы сами	3	2
201	было сказано	1	2
202	в руках	1	2
203	как это	1	2
204	из которых	2	2
205	а если	2	2
206	тому как	2	2
207	сравнении с	1	2
208	быть не	2	2
209	этом случае	5	2
210	и нет	1	2
211	хотя бы	4	2
212	с ним	5	2
213	же в	1	2
214	первый раз	1	2
215	из тех	2	2
216	не знает	1	2
217	враг и	1	2
218	в сравнении	4	2
219	в свое	1	2
220	в своих	2	2
221	все что	2	2
222	том числе	1	2
223	своим историческим	1	1
224	потом и	1	1
225	начинается с	1	1
226	на поле	1	1
227	пример и	1	1
228	что слово	10	1
229	в первом	3	1
230	отношения между	2	1
231	если б	4	1
232	по которым	1	1
233	должна быть	1	1
234	из трех	1	1
235	поэзия а	1	1
236	мое и	1	1
237	слово было	1	1
238	мы имеем	4	1
239	это совершенно	1	1
240	и себя	2	1
241	выше его	1	1
242	как мы	2	1
243	пути на	1	1
244	целым рядом	1	1
245	по нашим	1	1
246	а для	1	1
247	но даже	2	1
248	ему в	1	1
249	частный случай	1	1
250	процессов в	1	1
251	меньшей степени	1	1
252	не от	3	1
253	в основание	1	1
254	понятия в	1	1
255	и этого	1	1
256	он сам	1	1
257	себя а	1	1
258	в чем	1	1
259	сказать и	1	1
260	людей что	1	1
261	самом деле	3	1
262	словами как	1	1
263	то он	2	1
264	сознания не	1	1
265	в новом	1	1
266	отличие от	1	1
267	каким например	1	1
268	за пределы	1	1
269	посредством слова	2	1
270	относится к	1	1
271	которые не	2	1
272	и я	2	1
273	более чем	3	1
274	общего с	1	1
275	как в	7	1
276	его сердце	1	1
277	по которому	3	1
278	есть в	5	1
279	как нам	1	1
280	бы лишь	1	1
281	однако не	1	1
282	что по	2	1
283	и художественного	1	1
284	в действительности	3	1
285	и хотя	3	1
286	ложатся в	1	1
287	в самом	3	1
288	к художественному	1	1
289	словом не	1	1
290	себе как	1	1
291	что это	7	1
292	все эти	3	1
293	не оставляет	1	1
294	во многих	2	1
295	многих тысячелетий	2	1
296	еще один	1	1
297	в известном	1	1
298	человек то	1	1
299	но он	1	1
300	и те	1	1
301	на то	7	1
302	слово это	1	1
303	например как	1	1
304	не следует	2	1
305	уже тогда	1	1
306	слова а	1	1
307	же это	1	1
308	поэта и	1	1
309	оно должно	1	1
310	не судит	1	1
311	что ни	1	1
312	и по	3	1
313	образа и	3	1
314	ни был	3	1
315	таким образом	24	1
316	здесь мы	2	1
317	свое имя	1	1
318	что такой	1	1
319	и сделал	1	1
320	начинать с	1	1
321	только не	3	1
322	его не	1	1
323	а по	1	1
324	от земли	2	1
325	по выражению	1	1
326	с другими	4	1
327	это не	7	1
328	он есть	1	1
329	должен был	1	1
330	например с	2	1
331	роль что	1	1
332	люди не	1	1
333	она и	2	1
334	далеко не	1	1
335	всю жизнь	1	1
336	в слове	22	1
337	мы видели	1	1
338	между собою	4	1
339	ведет к	3	1
340	и было	1	1
341	как действительность	1	1
342	по той	1	1
343	в этих	3	1
344	в своей	1	1
345	пока не	2	1
346	до слова	1	1
347	занимающего нас	1	1
348	что до	2	1
349	от себя	1	1
350	от его	2	1
351	является в	1	1
352	несомненно что	1	1
353	но эта	2	1
354	их в	3	1
355	что этот	1	1
356	случае мы	1	1
357	например и	1	1
358	тому что	2	1
359	есть деятельность	1	1
360	что есть	3	1
361	в отношении	1	1
362	не противоречит	1	1
363	но они	1	1
364	можно указать	1	1
365	не имеет	5	1
366	того как	6	1
367	и притом	2	1
368	к новым	1	1
369	уже раз	1	1
370	свободы и	1	1
371	не могло	1	1
372	того и	1	1
373	казалось бы	1	1
374	имеем дело	2	1
375	этих двух	1	1
376	на себе	3	1
377	во всем	1	1
378	есть не	4	1
379	со своим	4	1
380	связи с	3	1
381	в сознании	4	1
382	для другого	1	1
383	этот образ	2	1
384	мы и	2	1
385	что на	2	1
386	а мы	3	1
387	все то	1	1
388	не могут	2	1
389	и вполне	2	1
390	в других	2	1
391	чтобы слово	1	1
392	же самое	4	1
393	числе и	1	1
394	к тому	3	1
395	говоря словами	2	1
396	ничего общего	1	1
397	и о	4	1
398	того чтобы	4	1
399	свою очередь	1	1
400	узком значении	1	1
401	говорит и	1	1
402	самим собою	1	1
403	на основе	1	1
404	в собственном	1	1
405	к какой	1	1
406	что делает	2	1
407	мысль о	6	1
408	в пределах	1	1
409	пока мы	2	1
410	и находится	1	1
411	на том	2	1
412	и когда	2	1
413	же касается	1	1
414	что может	2	1
415	в образе	2	1
416	можно было	2	1
417	на нее	3	1
418	творчество есть	1	1
419	во второй	1	1
420	не стоит	1	1
421	мы в	3	1
422	и трудно	1	1
423	основана на	1	1
424	в словах	1	1
425	в таком	4	1
426	находится в	5	1
427	два момента	1	1
428	о границах	1	1
429	при котором	1	1
430	но мы	2	1
431	на что	1	1
432	после того	2	1
433	можно сказать	4	1
434	пор пока	2	1
435	как форма	1	1
436	любви к	1	1
437	времени в	1	1
438	второй половины	1	1
439	на отдельные	1	1
440	состоит не	1	1
441	во втором	1	1
442	бы в	2	1
443	чем и	1	1
444	отдельные слова	1	1
445	в ту	2	1
446	еще только	1	1
447	и мы	5	1
448	тех пор	6	1
449	только этим	1	1
450	землю и	1	1
451	что только	2	1
452	к делу	1	1
453	дело с	1	1
454	в обществе	2	1
455	же он	1	1
456	человека с	1	1
457	не можем	5	1
458	только на	4	1
459	в единстве	1	1
460	твое и	1	1
461	других в	1	1
462	не все	1	1
463	слова не	3	1
464	таится в	1	1
465	и поэзии	3	1
466	если судить	1	1
467	искусство в	1	1
468	себе в	3	1
469	слова в	3	1
470	в пространстве	1	1
471	бытия и	1	1
472	как при	1	1
473	дальше в	2	1
474	как было	1	1
475	до тех	6	1
476	образом не	1	1
477	ее на	1	1
478	на деле	2	1
479	рядом с	1	1
480	нет и	1	1
481	в данный	1	1
482	мне и	1	1
483	мы это	1	1
484	деле есть	1	1
485	как у	1	1
486	искусством в	1	1
487	что человек	3	1
488	именно в	3	1
489	человека а	2	1
490	к которому	1	1
491	и прежде	2	1
492	мысль которая	2	1
493	как же	4	1
494	а с	1	1
495	и прямо	1	1
496	не совпадающих	1	1
497	к человеку	1	1
498	здесь дело	1	1
499	стремится к	2	1
500	языка в	2	1
501	мысли так	1	1
502	есть лишь	2	1
503	именно так	1	1
504	в ряду	6	1
505	не всегда	3	1
506	что мы	10	1
507	не об	1	1
508	все более	3	1
509	одно слово	5	1
510	эти слова	1	1
511	с первого	1	1
512	так же	4	1
513	который бы	2	1
514	и потому	10	1
515	мы говорим	7	1
516	высшего порядка	1	1
517	со словом	3	1
518	в столь	1	1
519	он говорит	1	1
520	пример в	1	1
521	что же	5	1
522	в развитии	1	1
523	жизни слова	1	1
524	никем не	2	1
525	и менее	1	1
526	в своем	8	1
527	в это	2	1
528	его в	4	1
529	возникает в	1	1
530	в смысле	3	1
531	я с	1	1
532	мире а	1	1
533	не мог	1	1
534	слова так	1	1
535	при таком	1	1
536	и другим	3	1
537	на самом	3	1
538	мира и	1	1
539	которая в	1	1
540	на память	1	1
541	другого не	1	1
542	она уже	1	1
543	ее и	1	1
544	от него	2	1
545	и все	4	1
546	как теперь	2	1
547	со второй	1	1
548	той или	1	1
549	еще более	2	1
550	ни к	2	1
551	от всего	1	1
552	отношению ко	1	1
553	отношении к	1	1
554	ее развития	1	1
555	и сила	1	1
556	нет ничего	3	1
557	такова что	1	1
558	от своего	1	1
559	только как	4	1
560	от всех	1	1
561	в свою	2	1
562	к его	2	1
563	от поэзии	1	1
564	переход от	3	1
565	в последнем	1	1
566	поменялись местами	1	1
567	по которой	1	1
568	из этого	2	1
569	есть и	2	1
570	и состоит	3	1
571	ее в	1	1
572	то оно	1	1
573	и эта	1	1
574	каждое слово	1	1
575	можно назвать	2	1
