N	2gram	Nazirov_Vr_1	Formalny
125	это время	1	2
126	нужно было	1	2
127	было в	1	2
128	тем самым	1	2
129	если это	1	2
130	что эта	1	2
131	в конце	3	2
132	отношение к	2	2
133	то в	1	2
134	правда в	1	2
135	совсем не	1	2
136	единства и	1	2
137	но не	1	2
138	с ним	4	2
139	этом смысле	1	2
140	в таком	1	2
141	потому что	1	2
142	из него	1	2
143	в той	2	2
144	между тем	5	2
145	но как	2	2
146	это не	4	2
147	никогда не	2	2
148	что для	1	2
149	в этих	1	2
150	не имеет	1	2
151	в предисловии	1	2
152	из этого	1	2
153	в качестве	1	2
154	можно говорить	1	2
155	и лишь	1	2
156	в чем	3	2
157	и от	1	2
158	и о	3	2
159	во второй	1	2
160	к сожалению	1	2
161	один из	1	2
162	он был	3	2
163	едва ли	1	2
164	не могли	1	2
165	в виду	4	2
166	столь же	2	2
167	на первый	2	2
168	равно как	1	2
169	в котором	6	2
170	вряд ли	1	2
171	во всей	1	2
172	их в	2	2
173	совпадает с	1	2
174	в ее	1	2
175	до конца	1	2
176	ее и	1	2
177	не просто	1	2
178	представление о	1	2
179	не будет	1	2
180	первый план	1	2
181	в известной	1	2
182	при помощи	2	2
183	в развитии	1	2
184	уже в	4	2
185	говорить не	1	2
186	для создания	1	2
187	и это	2	2
188	но это	2	2
189	том что	3	2
190	идет о	1	2
191	не могла	1	1
192	и этот	1	1
193	для всех	1	1
194	все свои	1	1
195	и борьбы	1	1
196	был в	1	1
197	в себе	2	1
198	это за	1	1
199	в форме	1	1
200	же не	2	1
201	ориентировался на	1	1
202	для нас	4	1
203	п в	2	1
204	и самые	1	1
205	одним из	3	1
206	в литературу	1	1
207	и а	2	1
208	за исключением	1	1
209	но он	3	1
210	это то	1	1
211	в литературе	1	1
212	и самый	1	1
213	говорит о	1	1
214	того же	1	1
215	то он	1	1
216	идет не	1	1
217	и начинается	1	1
218	так же	4	1
219	отличается от	1	1
220	всего была	1	1
221	начинается с	1	1
222	никто не	1	1
223	как на	1	1
224	в эти	2	1
225	важно и	1	1
226	в этот	3	1
227	крайней мере	1	1
228	самим собой	1	1
229	преимуществу на	1	1
230	не менее	2	1
231	рядом с	2	1
232	в другую	1	1
233	он стал	1	1
234	только при	1	1
235	по крайней	1	1
236	на то	3	1
237	как эта	1	1
238	только о	1	1
239	сих пор	1	1
240	не заметили	1	1
241	скорее напротив	1	1
242	каким был	1	1
243	этого и	1	1
244	и во	3	1
245	указания на	1	1
246	к которому	1	1
247	дает нам	1	1
248	и творческого	1	1
249	в условиях	1	1
250	на место	2	1
251	это будет	1	1
252	такое понимание	1	1
253	и такую	1	1
254	это влияние	1	1
255	ничего общего	1	1
256	впервые на	1	1
257	ли не	1	1
258	а от	1	1
259	для россии	1	1
260	что уже	1	1
261	пока не	1	1
262	по которой	1	1
263	а тем	1	1
264	который был	3	1
265	этот период	1	1
266	похож на	1	1
267	развиваться в	1	1
268	что слово	1	1
269	но они	1	1
270	так при	1	1
271	не об	1	1
272	типичным представителем	1	1
273	к вопросу	1	1
274	в россии	5	1
275	достоевский и	8	1
276	органическое единство	1	1
277	и сам	1	1
278	которой не	1	1
279	может в	1	1
280	именно у	1	1
281	до сих	1	1
282	с утверждением	1	1
283	лишь один	1	1
284	а их	1	1
285	только как	1	1
286	выражение в	1	1
287	несмотря на	4	1
288	что из	1	1
289	во все	1	1
290	предположение что	1	1
291	что к	2	1
292	и глубокой	1	1
293	как он	1	1
294	нельзя не	1	1
295	свою очередь	1	1
296	он лишь	1	1
297	всего то	1	1
298	во всем	1	1
299	да и	1	1
300	его отношение	1	1
301	полагает что	1	1
302	но на	1	1
303	том как	1	1
304	этом романе	1	1
305	характерно для	1	1
306	ясно что	1	1
307	к ним	2	1
308	под влиянием	1	1
309	из их	1	1
310	тем не	1	1
311	о чем	2	1
312	на них	1	1
313	вопросу о	1	1
314	той же	1	1
315	их и	1	1
316	в них	2	1
317	близкий к	1	1
318	не могло	1	1
319	о возможном	1	1
320	влияния на	1	1
321	а белого	1	1
322	которых не	1	1
323	от этой	1	1
324	он весьма	1	1
325	не дают	1	1
326	содержания в	1	1
327	далеко не	3	1
328	с исторической	1	1
329	героя в	1	1
330	и образ	1	1
331	как известно	1	1
332	он отличается	1	1
333	ближе к	1	1
334	помощью которых	1	1
335	возвращается к	1	1
336	именно этот	1	1
337	в своих	4	1
338	постановки вопроса	1	1
339	от них	1	1
340	мы бы	1	1
341	во многом	4	1
342	о том	4	1
343	ее не	1	1
344	же в	2	1
345	на этот	1	1
346	все равно	1	1
347	в каком	1	1
348	художественные произведения	1	1
349	нам не	1	1
350	не лучше	1	1
351	пока только	1	1
352	оказалось что	1	1
353	целый ряд	4	1
354	и есть	1	1
355	некоторые статьи	1	1
356	но при	1	1
357	которых он	1	1
358	хотя в	1	1
359	эта попытка	1	1
360	не будем	1	1
361	в эту	2	1
362	и достоевский	2	1
363	как литературные	1	1
364	как же	2	1
365	как общее	1	1
366	каковы же	1	1
367	такая же	1	1
368	из первых	1	1
369	о нем	6	1
370	и раньше	1	1
371	все в	1	1
372	возникает вопрос	1	1
373	в первой	1	1
374	к своей	1	1
375	он уже	1	1
376	автором на	1	1
377	но для	1	1
378	в своем	3	1
379	вячеслав иванов	1	1
380	в свою	2	1
