N	2gram	Propp_Russ_2	FransuaR
507	а с	2	1
508	по всей	3	1
509	на ней	1	1
510	что для	3	1
511	говорит о	2	1
512	выступает в	1	1
513	в некоторых	9	1
514	притом не	1	1
515	к сожалению	1	1
516	самом же	2	1
517	не было	2	1
518	такая организация	1	1
519	комедии с	1	1
520	а так	1	1
521	о чем	4	1
522	под влиянием	1	1
523	для этой	3	1
524	в руках	2	1
525	связь с	3	1
526	этой же	1	1
527	него в	1	1
528	своей книги	1	1
529	эта связь	2	1
530	некоторые из	1	1
531	во всю	1	1
532	за ноги	1	1
533	огня в	1	1
534	что за	1	1
535	несколько раз	1	1
536	смысле этого	1	1
537	на эту	2	1
538	если человек	1	1
539	и связанных	1	1
540	и там	3	1
541	земли то	1	1
542	по существу	4	1
543	исходя из	1	1
544	этого слова	1	1
545	не является	1	1
546	она как	2	1
547	не касается	1	1
548	к смеху	1	1
549	в основном	1	1
550	только для	1	1
551	что касается	1	1
552	бессмертия и	1	1
553	под названием	2	1
554	становятся в	4	1
555	этот день	10	1
556	этом же	1	1
557	тем и	2	1
558	он по	1	1
559	в настоящее	1	1
560	тот кто	1	1
561	а к	2	1
562	представлениями о	2	1
563	из различных	1	1
564	воду и	2	1
565	из себя	1	1
566	у них	2	1
567	черти и	1	1
568	в круг	1	1
569	ноги и	1	1
570	болезней и	1	1
571	они как	1	1
572	их с	1	1
573	природе и	1	1
574	всех других	1	1
575	им не	1	1
576	и жизнь	1	1
577	можно наблюдать	1	1
578	и другой	3	1
579	как воплощение	1	1
580	это так	1	1
581	к этой	1	1
582	же случае	1	1
583	это в	2	1
584	борьбы между	1	1
585	на лице	1	1
586	как на	1	1
587	в таком	4	1
