1	то есть	20	39
219	в случае	1	3
220	оно не	2	3
221	в основе	7	3
222	введение в	1	3
223	не знает	1	3
224	в нашем	1	3
225	из этих	1	3
226	в значительной	2	3
227	в слове	1	3
228	только то	1	3
229	нет и	1	3
230	требует для	2	3
231	он сам	1	3
232	и к	4	3
233	не было	7	3
234	быть только	1	3
235	это тоже	1	3
236	в чистом	1	3
237	должны были	1	3
238	к предмету	1	3
239	в целом	4	3
240	тому как	3	3
241	здесь только	1	3
242	просто как	1	3
243	и должны	1	3
244	и является	1	3
245	с самого	1	3
246	лишь в	4	3
247	и от	1	3
248	с тем	1	3
249	это и	1	3
250	что они	1	3
251	одновременно и	2	3
252	и времени	1	2
253	с историей	1	2
254	это было	2	2
255	сводится к	5	2
256	учение о	1	2
257	или не	1	2
258	к нему	1	2
259	и действительно	1	2
260	здесь как	1	2
261	в действительности	3	2
262	каждый из	1	2
263	только по	1	2
264	до наших	1	2
265	и само	1	2
266	то чтобы	1	2
267	в голову	1	2
268	но зато	2	2
269	случае если	1	2
270	точки зрения	3	2
271	перед нами	3	2
272	о двух	1	2
273	вместе с	1	2
274	это в	2	2
275	себе и	1	2
276	здесь не	1	2
277	сами по	2	2
278	но обязательно	2	2
279	от его	1	2
280	в системе	1	2
281	он не	1	2
282	из трех	1	2
283	и др	2	2
284	мы назвали	1	2
285	частности в	2	2
286	совпадает с	2	2
287	мысль о	1	2
288	ни даже	1	2
289	и прежде	1	2
290	говоря мы	1	2
291	том случае	1	2
292	не требует	1	2
293	в качестве	34	2
294	для всех	1	2
295	или о	1	2
296	русском языке	1	2
297	по содержанию	1	2
298	однако это	2	2
299	или ином	1	2
300	или в	2	2
301	этот термин	1	2
302	основана на	1	2
303	самого начала	1	2
304	об этом	2	2
305	возможно только	2	2
306	настоящего времени	1	2
307	только при	1	2
308	на нем	1	2
309	не имеющих	1	2
310	во всех	5	2
311	отношения в	1	2
312	другое как	1	2
313	независимо от	1	2
314	которая и	1	2
315	мысли и	2	2
316	более не	1	2
317	и сам	1	2
318	но при	3	2
319	является функцией	1	2
320	том числе	2	2
321	и слишком	1	2
322	и весьма	1	2
323	по преимуществу	1	2
324	ничем не	1	2
325	той же	1	2
326	содержит в	1	2
327	в тех	2	2
328	но все	1	2
329	в и	1	2
330	между которыми	1	2
331	что каждый	1	2
332	как нечто	1	2
333	в той	1	2
334	отличается от	2	2
335	не в	7	2
336	роль в	7	2
337	что и	3	2
338	а также	8	2
339	и ее	2	2
340	значение а	1	2
341	свидетельствует о	2	2
342	одним и	1	2
343	данного термина	1	2
344	в них	4	2
345	и мы	1	2
346	что с	2	2
347	на него	1	2
348	быть и	1	2
349	не то	1	2
350	время и	1	2
351	при таком	1	2
352	и при	1	2
353	что всякое	1	2
354	в понимании	1	2
355	чтобы не	1	2
356	о нем	2	2
357	войти в	1	2
358	которые в	1	2
359	имея в	3	2
360	во все	1	2
361	в разные	2	2
362	речь идет	1	2
363	еще в	3	2
364	это обстоятельство	1	2
365	для понятия	1	2
366	человек не	1	2
367	что до	1	2
368	числе и	2	2
369	мыслится в	1	2
370	без которой	1	2
371	на русском	1	2
372	представляет собой	17	2
373	подобно тому	2	2
374	в одно	1	2
375	с понятием	2	2
376	о них	1	2
377	слишком большая	1	1
378	но отнюдь	2	1
379	по причине	1	1
380	с другим	1	1
381	одно это	1	1
382	от этого	1	1
383	не следует	2	1
384	и теперь	1	1
385	форме и	1	1
386	ему в	2	1
387	так сказать	2	1
388	и до	1	1
389	что это	1	1
390	в данной	3	1
391	не имеют	1	1
392	в обычном	1	1
393	значение так	1	1
394	нашего рассмотрения	1	1
395	и одновременно	2	1
396	как не	3	1
397	оно имеет	1	1
398	из виду	1	1
399	здесь пока	1	1
400	если и	1	1
401	другом случае	1	1
402	же их	1	1
403	мы его	1	1
404	опирается на	2	1
405	а с	5	1
406	в литературоведении	2	1
407	не могли	1	1
408	но от	1	1
409	речи как	2	1
410	свое время	1	1
411	значение или	1	1
412	и его	2	1
413	ближе к	1	1
414	образом и	1	1
415	отказаться от	1	1
416	о его	1	1
417	может существовать	1	1
418	оно в	1	1
419	этом отношении	1	1
420	дело с	2	1
421	в буквальном	1	1
422	одного из	2	1
423	языка с	2	1
424	все наши	1	1
425	термина в	1	1
426	ли что-нибудь	1	1
427	различные и	1	1
428	о чем-то	1	1
429	я не	1	1
430	мира в	3	1
431	вообще в	1	1
432	отсутствие в	1	1
433	тем или	1	1
434	как это	1	1
435	характер и	2	1
436	теории в	1	1
437	в едином	2	1
438	представляет собою	1	1
439	для построения	1	1
440	речь о	1	1
441	говорили о	2	1
442	известном смысле	1	1
443	речевой деятельности	1	1
444	но оно	1	1
445	не всякая	1	1
446	ту или	1	1
447	для которых	1	1
448	оно существует	1	1
449	смысл в	2	1
450	к этому	2	1
451	или на	3	1
452	приводит в	1	1
453	то она	2	1
454	времени в	2	1
455	вопроса о	1	1
456	и потому	3	1
457	к общему	1	1
458	как можно	1	1
459	в лингвистике	3	1
460	полноты и	1	1
461	если можно	1	1
462	в литературе	2	1
463	и другой	1	1
464	которые лежат	1	1
465	что его	1	1
466	помимо воли	1	1
467	лежат в	1	1
468	для понимания	2	1
469	содержания а	1	1
470	даже помимо	1	1
471	что оба	1	1
472	в нем	9	1
473	складывается из	1	1
474	к одной	1	1
475	определенный и	1	1
476	могла бы	2	1
477	не соответствует	1	1
478	которая как	1	1
479	и всю	1	1
480	можно усмотреть	2	1
481	и те	1	1
482	должны быть	3	1
483	было и	1	1
484	и во	2	1
485	основе этих	1	1
486	в рамках	5	1
487	говорит о	1	1
488	них имеются	1	1
489	никогда не	2	1
490	в отдельности	1	1
491	который при	1	1
492	нового термина	1	1
493	к другим	2	1
494	краткость и	1	1
495	сведения о	1	1
496	на что	1	1
497	на них	1	1
498	в смысле	1	1
499	некоторые из	1	1
500	и строго	1	1
501	на земле	1	1
502	себя и	1	1
503	как от	1	1
504	различия между	3	1
505	такое слово	1	1
506	что языковые	1	1
507	особого рода	2	1
508	или между	1	1
509	но они	2	1
510	говорить не	1	1
511	они не	2	1
512	вполне определенного	1	1
513	не должно	1	1
514	потому и	1	1
515	на такие	1	1
516	в одном	2	1
517	друг друга	1	1
518	но по	1	1
519	на объект	1	1
520	с термином	1	1
521	глубокое и	1	1
522	о теории	1	1
523	но далеко	1	1
524	если их	1	1
525	то при	1	1
526	как уже	3	1
527	со стороны	7	1
528	этих двух	1	1
529	в какой	2	1
530	учения об	1	1
531	как вещь	1	1
532	в следующей	1	1
533	нового времени	1	1
534	вообще может	1	1
535	целом и	1	1
536	связи как	1	1
537	столь же	3	1
538	еще у	1	1
539	начиная от	1	1
540	однако и	2	1
541	образом в	1	1
542	можно даже	1	1
543	у них	1	1
544	в речевой	2	1
545	бы на	1	1
546	во время	1	1
547	целого которое	1	1
548	другие например	1	1
549	новое качество	1	1
550	что даже	2	1
551	человеческого сознания	3	1
552	о невозможности	1	1
553	они имеют	1	1
554	как предметом	1	1
555	который не	1	1
556	до конца	1	1
557	именно в	3	1
558	что здесь	1	1
559	даже сказать	1	1
560	в каких	1	1
561	тем же	1	1
562	не приходится	2	1
563	требует от	1	1
564	одной из	4	1
565	но язык	1	1
566	слова или	1	1
567	о некоторых	1	1
568	его на	1	1
569	общения в	2	1
570	только потому	1	1
571	если в	1	1
572	область в	1	1
573	лежит в	1	1
574	здесь совершенно	1	1
575	особенно в	1	1
576	и далеко	1	1
577	речи но	1	1
578	на этом	2	1
579	в момент	2	1
580	общения с	3	1
581	всего как	1	1
582	и кончая	1	1
583	ничего нельзя	1	1
584	есть без	1	1
585	слово со	1	1
586	в разделе	1	1
587	мы имеем	2	1
588	одним из	2	1
589	так например	2	1
590	в теории	1	1
591	бы быть	3	1
592	чего не	1	1
593	не обладает	1	1
594	и один	1	1
595	такие же	1	1
596	подход к	1	1
597	на себя	2	1
598	представляет себе	2	1
599	сам по	1	1
600	к ним	3	1
601	оба они	1	1
602	чем не	1	1
603	их перед	1	1
604	определенными и	1	1
605	времени однако	1	1
606	различия в	1	1
607	между тем	4	1
608	язык вообще	1	1
609	к его	2	1
610	членораздельных звуков	1	1
611	и представляет	2	1
612	в пределах	2	1
613	с его	4	1
614	не несет	1	1
615	для многих	1	1
616	и чем	1	1
617	речи и	1	1
618	науки о	1	1
619	в силу	5	1
620	термина и	1	1
621	по своей	11	1
622	что было	1	1
623	хранения и	1	1
624	которое было	1	1
625	как в	10	1
626	не мог	1	1
627	не на	1	1
628	необходимой для	1	1
629	и будут	1	1
630	с их	1	1
631	на почве	1	1
632	теперь уже	1	1
633	значении и	1	1
634	и побуждает	1	1
635	многие из	1	1
636	начала мы	1	1
637	и нет	1	1
638	невозможна в	1	1
639	позицию в	1	1
640	носителя и	1	1
641	в известной	1	1
642	в каждом	2	1
643	возникающих в	1	1
644	к языку	1	1
645	отношений или	1	1
646	еще только	1	1
647	необходимо чтобы	1	1
648	но для	1	1
649	которое уже	1	1
650	же так	1	1
651	не привносит	1	1
652	в другом	2	1
653	которых она	1	1
654	в свое	1	1
655	отношение к	4	1
656	слово имеет	1	1
657	слова в	2	1
658	разрушило бы	1	1
659	слово не	2	1
660	говорим только	1	1
661	он говорит	1	1
662	и главное	1	1
663	том как	1	1
664	это слово	1	1
665	чем и	1	1
666	что во	1	1
667	к другому	2	1
668	для своего	2	1
669	понимать как	1	1
670	в значении	2	1
671	здесь в	2	1
672	стороны это	2	1
673	такое описание	1	1
674	времени и	3	1
675	в которых	4	1
676	это прежде	3	1
677	поэтому в	1	1
678	за рамки	2	1
679	его из	1	1
680	для сохранения	1	1
681	или иную	1	1
682	иное значение	1	1
683	которое мы	1	1
684	что ни	1	1
685	здесь это	1	1
686	имеет свою	3	1
687	от того	1	1
688	слов о	1	1
689	отношения к	2	1
690	это не	3	1
691	которая в	1	1
692	а его	1	1
693	другое дело	1	1
694	с ее	2	1
695	в известном	1	1
696	звуках речи	1	1
