N	2gram	Vinokur_St_2	Freidism
316	одним из	6	1
317	совершенно новой	1	1
318	же как	3	1
319	за то	3	1
320	собою разумеется	2	1
321	кажется что	3	1
322	не имеют	1	1
323	века в	1	1
324	их и	1	1
325	в несколько	1	1
326	а как	4	1
327	со всех	1	1
328	на тех	1	1
329	тягу к	1	1
330	нуждаются в	1	1
331	вопрос о	6	1
332	ответить на	1	1
333	поле в	1	1
334	оно принадлежит	1	1
335	что самый	1	1
336	память о	1	1
337	оба эти	3	1
338	склонен объяснять	1	1
339	о возможности	1	1
340	мы и	1	1
341	конечно и	2	1
342	так а	1	1
343	при таких	1	1
344	в каждой	1	1
345	такое отношение	1	1
346	зрения но	1	1
347	оценок и	1	1
348	не был	3	1
349	без всякого	1	1
350	и всего	1	1
351	о смерти	1	1
352	только потому	2	1
353	в качестве	5	1
354	нет и	2	1
355	и речи	2	1
356	отличаются от	1	1
357	что они	2	1
358	из таких	2	1
359	к сожалению	2	1
360	которые не	3	1
361	эту борьбу	1	1
362	в истории	2	1
363	как говорит	2	1
364	что во	1	1
365	независимо от	1	1
366	общего с	1	1
367	вот как	1	1
368	противоречие в	1	1
369	остановиться на	1	1
370	это был	2	1
371	что когда	1	1
372	был связан	1	1
373	и хотя	1	1
374	за собой	1	1
375	где все	1	1
376	то обстоятельство	4	1
377	по преимуществу	1	1
378	только один	1	1
379	говорят о	1	1
380	как он	2	1
381	на то	2	1
382	вообще не	3	1
383	идей и	1	1
384	что было	2	1
385	от его	2	1
386	таких условиях	1	1
387	т д	6	1
388	они свидетельствуют	1	1
389	новое и	1	1
390	на совершенно	1	1
391	оно-то и	1	1
392	теперь еще	1	1
393	его от	1	1
394	к выводу	1	1
395	в основу	1	1
396	не следует	1	1
397	а затем	2	1
398	из всех	1	1
399	не нашел	2	1
400	не умеет	1	1
401	три дня	1	1
402	и которые	1	1
403	окажется что	1	1
404	каждого из	1	1
405	форму и	1	1
406	этом смысле	1	1
407	должен был	4	1
408	так сильно	1	1
409	и тем	1	1
410	во многом	2	1
411	любви в	1	1
412	для них	1	1
413	его среды	1	1
414	о которых	2	1
415	во внимание	2	1
416	он и	1	1
417	никакого смысла	1	1
418	можно считать	1	1
419	ничем существенным	1	1
420	в один	2	1
421	не мог	3	1
422	они говорят	2	1
423	в связь	1	1
424	этом случае	1	1
425	и разнообразным	1	1
426	той ролью	1	1
427	и тут	1	1
428	нас не	2	1
429	к словам	1	1
430	и без	1	1
431	что вся	1	1
432	не к	2	1
433	в одном	6	1
434	и эти	1	1
435	намека на	1	1
436	нас к	1	1
437	иной раз	1	1
438	можно ли	1	1
439	отметить что	2	1
440	в содержании	2	1
441	приступая к	1	1
442	на два	1	1
443	первая часть	1	1
444	к новым	1	1
445	не по	2	1
446	материала в	1	1
447	но вместе	1	1
448	взглянуть на	2	1
449	образом в	1	1
450	о них	1	1
451	дело в	4	1
452	трагедии в	4	1
453	в форму	1	1
454	положение вещей	1	1
455	к ней	1	1
456	та сложная	1	1
457	свидетельствуют о	2	1
458	нужно искать	1	1
459	самым важным	1	1
460	что на	3	1
461	ли нам	1	1
462	и далее	1	1
463	обстоятельство что	4	1
464	и здесь	3	1
465	нет ни	1	1
466	на границе	1	1
467	похож на	1	1
468	его за	1	1
469	назвать в	1	1
470	всего что	1	1
471	в поле	1	1
472	по сравнению	1	1
473	уже на	1	1
474	он никогда	1	1
475	отказаться от	1	1
476	на это	2	1
477	велико что	1	1
478	о том	17	1
479	наши дни	1	1
480	и это	2	1
481	и которая	1	1
482	меня в	2	1
483	и сами	1	1
484	на другой	1	1
485	мысль о	1	1
486	то время	1	1
487	зрелости и	1	1
488	таком виде	1	1
489	материала для	3	1
490	котором мы	1	1
491	и сам	2	1
492	котором он	1	1
493	переход к	1	1
494	на нее	3	1
495	времени и	4	1
496	не с	1	1
497	с собой	1	1
498	в результате	2	1
499	к тем	1	1
500	основана на	1	1
501	этом месте	2	1
502	разумеется что	4	1
503	в эпоху	1	1
504	ничего не	4	1
505	связанное с	1	1
506	похожим на	1	1
507	возникают и	1	1
508	на все	1	1
509	а также	2	1
510	заставляет быть	1	1
511	внимание на	4	1
512	говорит об	2	1
513	под маской	1	1
514	после того	4	1
515	этой почве	1	1
516	в пользу	3	1
517	с соответствующими	1	1
518	по их	2	1
519	и во	1	1
520	борьба с	2	1
521	с теми	1	1
522	в которую	2	1
523	уже при	1	1
524	от них	1	1
525	но нет	1	1
526	что человек	1	1
527	в форме	1	1
528	все время	1	1
529	каких бы	1	1
530	у которого	1	1
531	в лице	1	1
532	не зная	1	1
533	к которому	1	1
534	правом можно	1	1
535	в двух	1	1
536	согласиться с	1	1
537	материальных основах	1	1
538	и быть	1	1
539	поэтому и	1	1
540	который в	1	1
541	несомненно была	2	1
542	бы ни	2	1
543	это же	1	1
544	и прочие	1	1
545	одни и	1	1
546	не соответствует	1	1
547	к какому	1	1
548	судить о	1	1
549	с нею	3	1
550	близко к	1	1
551	то и	1	1
552	отношений к	1	1
553	также и	2	1
554	различия в	1	1
555	а это	1	1
556	от других	1	1
557	о причинах	1	1
558	одно из	1	1
559	не так	1	1
560	этом сам	1	1
561	я что	1	1
562	само собою	2	1
563	может служить	1	1
564	принципиально не	1	1
565	как будто	1	1
566	тем что	3	1
567	реплики в	1	1
568	но за	1	1
569	о каком	1	1
570	связан с	3	1
571	представление о	1	1
572	даже не	1	1
573	на них	1	1
574	именно в	4	1
575	строится в	1	1
576	в каких	1	1
577	с той	2	1
578	на чем	1	1
579	такое же	2	1
580	воспоминания о	2	1
581	в некоторых	2	1
582	только по	2	1
583	и речь	1	1
584	а на	1	1
585	на которых	1	1
586	в свете	1	1
587	меньше всего	3	1
588	было для	2	1
589	у всех	2	1
590	на возможность	1	1
591	там где	2	1
592	или с	2	1
593	жизнь в	1	1
594	так называемых	1	1
595	имея в	1	1
596	при его	1	1
597	для самого	1	1
598	находим в	2	1
599	к своему	2	1
600	к процессу	1	1
601	сравнению с	1	1
602	такого рода	2	1
603	только себя	1	1
604	который он	1	1
605	быть не	1	1
606	в это	2	1
607	материал для	3	1
608	борьбе за	2	1
609	в контексте	1	1
610	в первые	2	1
611	этой трагедии	1	1
612	не будем	1	1
613	нужно отметить	1	1
614	в книге	1	1
615	отправился к	1	1
616	являются не	1	1
617	было еще	1	1
618	этого рода	1	1
619	настолько велико	1	1
620	он по	2	1
621	поэтому она	1	1
622	но эти	1	1
623	целый ряд	1	1
624	бы в	1	1
625	еще более	4	1
626	и смысл	1	1
627	бы слова	1	1
628	будто бы	1	1
629	же в	1	1
630	в том	27	1
631	отношении к	3	1
632	тона в	1	1
633	образы не	1	1
634	обычно не	1	1
635	их с	1	1
636	я это	1	1
637	из этого	1	1
638	который не	1	1
639	на своем	1	1
640	определенного характера	1	1
641	нет что	1	1
642	значение в	1	1
643	можно назвать	1	1
644	гораздо более	1	1
