N	2gram	Nazirov_Tv_1	Mirosoze
114	том что	11	4
115	с ума	1	4
116	жизнь и	1	4
117	тому что	1	4
118	не имеет	1	4
119	свободы и	2	4
120	что у	1	4
121	так и	2	4
122	для этого	1	4
123	означает что	1	4
124	народной жизни	1	4
125	земной жизни	1	4
126	в русском	1	4
127	себя в	1	4
128	уже не	3	4
129	что и	2	4
130	в свою	7	4
131	до конца	2	4
132	самого себя	1	4
133	т е	1	4
134	человека не	1	4
135	что в	12	4
136	же как	1	3
137	чтобы не	1	3
138	это и	3	3
139	той же	3	3
140	и иван	2	3
141	и самого	1	3
142	и на	7	3
143	иное как	1	3
144	в чем	2	3
145	человеку и	1	3
146	достоевского не	6	3
147	в сне	2	3
148	он в	1	3
149	творчество достоевского	3	3
150	как он	1	3
151	идеи и	1	3
152	душу и	1	3
153	страдания и	2	3
154	в россии	3	3
155	восстает против	1	3
156	в каждом	3	3
157	не будет	2	3
158	и с	3	3
159	человеческое существо	1	3
160	в глубине	1	3
161	на все	1	3
162	его в	1	3
163	мира сего	1	3
164	с самим	1	3
165	ни в	1	3
166	в них	1	3
167	он же	1	3
168	все равно	1	3
169	всю жизнь	1	3
170	одна и	1	3
171	и тогда	1	3
172	не мог	2	3
173	сам достоевский	2	3
174	своей свободы	1	3
175	и против	2	3
176	что иное	1	3
177	западной европы	1	3
178	он хочет	1	3
179	людей и	2	3
180	достоевский в	3	3
181	только с	1	3
182	достоевским в	4	3
183	в трагедии	1	3
184	себя и	1	3
185	не существует	3	3
186	прогресса и	2	3
187	личности он	2	3
188	в образе	1	3
189	достоевского о	1	3
190	было в	2	3
191	с ним	3	3
192	и перед	1	3
193	и должно	1	3
194	о том	6	3
195	самого достоевского	3	3
196	жизни он	2	3
197	каждого человека	1	3
198	в том	7	3
199	только в	5	3
200	и страдание	1	3
201	не так	3	3
202	творчестве достоевского	5	3
203	тем что	1	3
204	с другим	1	3
205	до сих	1	3
206	к которому	1	3
207	свобода человеческого	1	3
208	в картине	1	3
209	с которым	2	3
210	для человека	3	3
211	от свободы	1	3
212	в творчестве	6	3
213	жизни в	6	3
214	сих пор	1	3
215	и от	4	3
216	человека для	1	3
217	природа человека	1	3
218	отношении к	1	3
219	на смену	2	3
220	сказать что	2	3
221	не что	1	3
222	в своих	5	3
223	и человек	2	3
224	я и	3	2
225	любовь в	1	2
226	он считает	1	2
227	уже все	1	2
228	от этой	1	2
229	к небытию	1	2
230	когда человек	2	2
231	достоевского в	12	2
232	не имеют	4	2
233	его не	1	2
234	в сфере	1	2
235	из подполья	13	2
236	но она	2	2
237	принадлежит к	1	2
238	который может	1	2
239	не от	1	2
240	не был	3	2
241	во всех	1	2
242	по отношению	1	2
243	преступление и	5	2
244	свою вину	2	2
245	как к	2	2
246	в мысли	1	2
247	хотя и	3	2
248	говорит что	2	2
249	в действительности	1	2
250	от своей	1	2
251	добро и	1	2
252	то в	2	2
253	в которой	3	2
254	по достоевскому	2	2
255	и те	1	2
256	если он	1	2
257	но на	1	2
258	и если	1	2
259	на его	3	2
260	этого вопроса	1	2
261	не к	1	2
262	друг для	1	2
263	на этом	1	2
264	еще более	2	2
265	этом он	2	2
266	то все	1	2
267	свою противоположность	2	2
268	мышкина и	1	2
269	достоевского и	3	2
270	чем в	1	2
271	достоевского нет	1	2
272	в этих	2	2
273	закона и	1	2
274	ее в	3	2
275	место в	3	2
276	но эта	1	2
277	сне смешного	2	2
278	его до	1	2
279	ему как	1	2
280	в атмосфере	1	2
281	а от	1	2
282	эта мысль	1	2
283	него была	1	2
284	человека если	2	2
285	человека от	1	2
286	жизни не	1	2
287	природы в	1	2
288	к ней	2	2
289	связи с	1	2
290	как будто	5	2
291	в основе	2	2
292	к себе	1	2
293	нет ни	2	2
294	оно не	1	2
295	быть назван	1	2
296	приходит к	3	2
297	людей в	2	2
298	мысль о	2	2
299	смешного человека	3	2
300	верит в	2	2
301	человека он	1	2
302	еще в	2	2
303	в последней	1	2
304	быть может	2	2
305	по себе	1	2
306	перед народом	1	2
307	и возможно	1	2
308	вот почему	3	2
309	и та	2	2
310	и что	1	2
311	в сущности	1	2
312	нас в	1	2
313	к нему	1	2
314	свобода и	1	2
315	не надо	1	2
316	все время	1	2
317	такой человек	1	2
318	но с	1	2
319	тот же	2	2
320	бы его	1	2
321	между тем	1	2
322	герои достоевского	4	2
323	в новых	2	2
324	достоевский показывает	1	2
325	так что	2	2
326	же и	2	2
327	со своим	1	2
328	уже в	3	2
329	своей природы	1	2
330	идеи достоевского	1	2
331	него и	1	2
332	и других	3	2
333	и мир	2	2
334	не случайно	4	2
335	лишь один	1	2
336	как у	1	2
337	что человек	3	2
338	человека его	2	2
339	души и	1	2
340	подполья и	1	2
341	что не	2	2
342	превращается в	1	2
343	не означает	2	2
344	личности в	2	2
345	в идиоте	3	2
346	личности и	2	2
347	вместе с	2	2
348	человек должен	1	2
349	в человеке	4	2
350	это есть	1	2
351	что же	1	2
352	да и	1	2
353	из этой	1	2
354	социализма в	1	2
355	сам не	1	2
356	от народа	1	2
357	каждом человеке	2	2
358	и страсть	1	2
359	в средство	1	2
360	и зло	1	2
361	в более	1	2
362	человек и	1	2
363	ее и	2	2
364	но когда	1	2
365	для друга	1	2
366	а в	6	2
367	это все	1	2
368	но этот	1	2
369	жизни а	1	2
370	отношению к	1	2
371	он лишь	1	2
372	кризис гуманизма	1	1
373	всем и	1	1
374	говорят о	1	1
375	самом деле	2	1
376	из самых	1	1
377	человеческой души	2	1
378	в мыслях	1	1
379	прошлое и	1	1
380	от которых	1	1
381	со своей	1	1
382	всего лишь	1	1
383	свободу как	1	1
384	преступления и	5	1
385	что если	1	1
386	человека у	2	1
387	среды и	3	1
388	движение в	1	1
389	человека чем	1	1
390	но по	1	1
391	для раскрытия	1	1
392	говорить о	1	1
393	свои права	1	1
394	на практике	1	1
395	и ее	1	1
396	святые и	1	1
397	вывод что	1	1
398	достоевского был	1	1
399	социализм достоевский	1	1
400	с традицией	2	1
401	в преступлении	6	1
402	тем как	1	1
403	нет не	2	1
404	бесы и	1	1
405	друг на	1	1
406	не все	1	1
407	если в	2	1
408	него с	1	1
409	русскую национальную	1	1
410	я только	1	1
411	с поразительной	1	1
412	но без	2	1
413	человек может	2	1
414	государства и	1	1
415	с этим	1	1
416	мира в	2	1
417	он перестает	1	1
418	своем творчестве	1	1
419	романах достоевского	15	1
420	и главный	1	1
421	это был	1	1
422	сознания в	1	1
423	и как	4	1
424	сторона в	1	1
425	его к	1	1
426	в материал	2	1
427	личности а	1	1
428	для которого	1	1
429	бога есть	2	1
430	лежит на	1	1
431	из жизни	1	1
432	нее он	1	1
433	в целом	4	1
434	что достоевский	7	1
435	формы в	1	1
436	человечества не	1	1
437	все эти	1	1
438	поскольку в	1	1
439	его свободы	1	1
440	в жертву	1	1
441	чем его	1	1
442	с народной	1	1
443	времен и	1	1
444	в записках	4	1
445	версилова и	1	1
446	достоевского поэтому	1	1
447	все другие	1	1
448	перестает быть	1	1
449	отношений между	2	1
450	человечества так	1	1
451	европейской культуры	1	1
452	братья карамазовы	1	1
453	достоевскому он	1	1
454	природы человека	1	1
455	у пушкина	2	1
456	в плане	1	1
457	для утверждения	1	1
458	то человек	1	1
459	него было	1	1
460	но все	1	1
461	добра или	1	1
462	россии по	1	1
463	в вечности	2	1
464	же не	1	1
465	мире не	1	1
466	об этом	2	1
467	раскольников и	1	1
468	их и	1	1
469	самим собой	4	1
470	ли это?	1	1
471	и бессмертие	1	1
472	на протяжении	3	1
473	цивилизации и	1	1
474	люди не	1	1
475	было бы	1	1
476	трудом и	1	1
477	начала и	1	1
478	и тем	2	1
479	за ней	1	1
480	и наказания	5	1
481	антропологии достоевского	1	1
482	в социальном	1	1
483	не люблю	1	1
484	он принадлежит	1	1
485	достоевский и	3	1
486	символический смысл	1	1
487	с тем	1	1
488	на друга	1	1
489	ибо он	1	1
490	эту тему	1	1
491	и уже	1	1
492	нигде не	1	1
493	достоевский говорит	1	1
494	достоевского было	1	1
495	на себя	1	1
496	личности на	1	1
497	но если	3	1
498	человеку как	2	1
499	что такое	1	1
500	христианский социализм	1	1
501	в котором	6	1
502	человеком и	1	1
503	к одному	1	1
504	в другое	1	1
505	прибегает к	1	1
506	себе а	1	1
507	он весь	1	1
508	жизни с	2	1
509	своего рода	4	1
510	него не	1	1
511	и чувствовал	1	1
512	о русских	1	1
513	и более	1	1
514	ставрогина в	1	1
515	их личности	1	1
516	он выступает	1	1
517	с раскольниковым	1	1
518	и потом	1	1
519	этого движения	1	1
520	человека но	3	1
521	не знающих	1	1
522	все мы	1	1
523	у кого	1	1
524	к этим	1	1
525	не по	3	1
526	же его	1	1
527	он готов	1	1
528	для всего	1	1
529	у этого	1	1
530	учения о	1	1
531	к добру	2	1
532	глава v	1	1
533	и будущее	2	1
534	и маленького	1	1
535	xix веке	1	1
536	был так	1	1
537	собственной личности	1	1
538	хочет быть	1	1
539	существо должен	1	1
540	того же	2	1
541	до того	1	1
542	исторического процесса	1	1
543	и искусства	1	1
544	и делает	1	1
545	доходящий до	1	1
546	что на	1	1
547	при такой	1	1
548	записок из	3	1
549	в нее	1	1
550	в движении	2	1
551	пребывает в	1	1
552	своего я	2	1
553	в момент	4	1
554	будущее в	1	1
555	не могут	1	1
556	и часто	1	1
557	своей книге	1	1
558	мало чем	1	1
559	сама жизнь	1	1
560	бы он	1	1
561	отличается от	1	1
562	мысли о	1	1
563	он видит	3	1
564	в вечность	1	1
565	того самого	1	1
566	всего этого	1	1
567	в ее	1	1
568	к нам	1	1
569	буржуазной цивилизации	2	1
570	над людьми	1	1
571	говорит об	2	1
572	он с	1	1
573	настасьи филипповны	2	1
574	говорили что	1	1
575	приводит к	2	1
576	роль в	1	1
577	в финале	4	1
578	волю к	1	1
579	в xix	1	1
580	им как	1	1
581	веру в	1	1
582	не выдерживают	1	1
583	и сам	1	1
584	раскольникова уже	1	1
585	по природе	6	1
586	живет в	2	1
587	его героев	1	1
588	и религии	1	1
589	но у	1	1
590	исчезнет как	1	1
591	европы у	1	1
592	в эпоху	1	1
593	из внешних	1	1
594	вот это	1	1
595	жене и	1	1
596	народом в	1	1
597	в самой	1	1
598	к превращению	1	1
599	достоевского все	1	1
600	другое его	1	1
601	она всегда	1	1
602	подходил к	1	1
603	может не	2	1
604	все та	1	1
605	достоевского он	2	1
606	каждый человек	1	1
607	путь к	1	1
608	это в	3	1
609	преступлении и	4	1
610	идет к	1	1
611	стоит и	1	1
612	себя но	2	1
613	достоевского это	4	1
614	наконец в	1	1
615	нем и	1	1
616	человека как	2	1
617	и любит	1	1
618	цели не	1	1
619	социальной среды	1	1
620	и личной	1	1
621	характерный для	1	1
622	будь то	1	1
623	в какой	1	1
624	и всю	1	1
625	это очень	1	1
626	с чертом	1	1
627	для раскольникова	1	1
628	тема в	1	1
629	всех его	1	1
630	человеке но	1	1
631	нет бессмертия	1	1
632	внешних условий	1	1
633	в голове	1	1
634	быть человеком	1	1
635	со всеми	3	1
636	не то	2	1
637	к идее	1	1
638	и у	2	1
639	его совесть	1	1
640	записках из	3	1
641	до предела	1	1
642	на высоте	1	1
643	всегда было	1	1
644	достоевский во	1	1
645	его и	1	1
646	был бы	2	1
647	достоевского его	1	1
648	в пространстве	2	1
649	у нее	1	1
650	для них	1	1
651	но что	1	1
652	эта истина	1	1
653	человек как	3	1
654	отдельного человека	2	1
655	счастья в	1	1
656	и всякий	1	1
657	принять страдание	1	1
658	достоевского через	1	1
659	протяжении всего	2	1
660	подпольного человека	11	1
661	правды и	1	1
662	с иваном	1	1
663	с другой	3	1
664	вслед за	2	1
665	наказание а	1	1
666	во второй	2	1
667	а с	1	1
668	своего собственного	2	1
669	он считал	1	1
670	самоутверждения в	1	1
671	чувствовал что	1	1
672	жалости и	1	1
673	личности не	2	1
674	перед тем	2	1
675	если сам	1	1
676	достоевского с	8	1
677	от общества	2	1
678	у других	1	1
679	дойти до	1	1
680	человек есть	1	1
681	о чем	1	1
682	его собственной	1	1
683	на эту	4	1
684	от всех	1	1
685	настоящее и	1	1
686	перед лизой	1	1
687	люди в	1	1
688	связь с	1	1
689	этап в	1	1
690	достоевского только	1	1
691	ни на	3	1
692	на самом	3	1
693	сама ищет	1	1
694	человека начинает	1	1
695	не сразу	1	1
696	и наказание	4	1
697	ней он	1	1
698	xix века	6	1
699	в жизнь	1	1
700	по своему	1	1
701	в изображении	1	1
702	достоевский предвидел	1	1
703	видит в	1	1
704	вот чего	1	1
705	в романах	13	1
706	но сам	1	1
707	противоположность в	1	1
708	человеком не	1	1
709	русского народа	1	1
710	и борьба	1	1
711	и братья	1	1
712	что раскольников	1	1
713	вложенными в	1	1
714	него есть	2	1
715	человек делается	1	1
716	духовной жизни	1	1
717	толстого в	1	1
718	и прошедшее	1	1
719	стремления к	2	1
720	с этой	1	1
721	свободы в	1	1
722	и ад	1	1
723	все это	10	1
724	свободы для	1	1
725	он верит	1	1
726	достоевский как	3	1
727	культуры и	1	1
728	вело к	1	1
729	но тот	1	1
730	он по	1	1
731	русской жизни	4	1
732	когда он	2	1
733	была своя	1	1
734	целый ряд	1	1
735	из себя	2	1
736	о достоевском	1	1
737	конце концов	1	1
738	мы должны	1	1
739	чувство вины	2	1
740	человека она	1	1
741	всякий раз	1	1
742	только что	2	1
743	все они	1	1
744	всеми его	1	1
745	этой теме	1	1
746	всех на	2	1
747	с людьми	1	1
748	жизнь это	1	1
749	себе всю	1	1
750	достоевский прибегает	1	1
751	свободы от	1	1
752	да не	1	1
753	была бы	1	1
754	русские люди	1	1
755	ко всему	1	1
756	и жизнь	1	1
757	ставрогина и	1	1
758	приводит нас	1	1
759	но эти	1	1
760	а может	1	1
761	к этой	1	1
762	и наказании	4	1
763	была совершенно	1	1
764	к этому	2	1
765	на лице	1	1
766	с божественной	1	1
