N	2gram	Bakhtin_Pr_5	Tragedij
466	же была	1	1
467	героя с	1	1
468	чтобы он	1	1
469	это неизбежно	1	1
470	ужасно люблю	1	1
471	мне пришло	1	1
472	в общем	3	1
473	характерно что	1	1
474	него нет	2	1
475	эстетической критики	1	1
476	и их	1	1
477	всяком случае	4	1
478	главное для	1	1
479	слова в	6	1
480	чтобы она	1	1
481	не для	1	1
482	ту сторону	1	1
483	братьях карамазовых	3	1
484	идет в	1	1
485	быть по	1	1
486	и вместе	1	1
487	ориентацией в	1	1
488	рядом с	4	1
489	в особенности	1	1
490	до начала	1	1
491	с другим	13	1
492	самом тоне	1	1
493	знаете я	1	1
494	была и	2	1
495	добродетели а	1	1
496	что не	4	1
497	обратиться к	1	1
498	на этот	2	1
499	от злости	1	1
500	а не	4	1
501	власти и	1	1
502	с которым	4	1
503	он просит	1	1
504	а вы	1	1
505	не я	1	1
506	это она	1	1
507	он намеренно	1	1
508	этом случае	1	1
509	себя на	1	1
510	иван карамазов	2	1
511	я хочу	2	1
512	ненависть и	1	1
513	о себе	17	1
514	эти слова	3	1
515	вместе с	2	1
516	и особенно	1	1
517	ко всем	1	1
518	и потому	1	1
519	своего слова	3	1
520	времени за	1	1
521	да я	1	1
522	всех людей	1	1
523	в человеке	1	1
524	над ним	1	1
525	не знал	2	1
526	б я	2	1
527	если так	1	1
528	мне теперь	1	1
529	в романах	5	1
530	несколько раз	2	1
531	в той	4	1
532	смысле этого	2	1
533	не удалось	1	1
534	слова он	1	1
535	столкновение с	1	1
536	по плечу	1	1
537	это его	1	1
538	нам еще	1	1
539	все сильнее	1	1
540	этого слова	5	1
541	и беспокойство	1	1
542	с этой	2	1
543	вопреки этой	1	1
544	диалог из	2	1
545	и от	3	1
546	так ли	1	1
547	здесь есть	2	1
548	хочет и	1	1
549	я очень	3	1
550	такой образ	1	1
551	любовь к	1	1
552	не является	1	1
553	его имя	1	1
554	я знаю	1	1
555	смердяков и	2	1
556	самое главное	2	1
557	подполья это	1	1
558	своими товарищами	1	1
559	в результате	1	1
560	это как	3	1
561	в двух	1	1
562	о нем	2	1
563	ивану карамазову	2	1
564	появилось в	1	1
565	это может	1	1
566	романе это	1	1
567	бы в	4	1
568	и совершенно	1	1
569	у которого	1	1
570	но у	1	1
571	конце концов	3	1
572	хотя бы	2	1
573	что ты	4	1
574	только что	3	1
575	я в	4	1
576	пусть пусть	1	1
577	очень хорошо	1	1
578	за этим	1	1
579	над собою	1	1
580	героя и	10	1
581	из тех	1	1
582	но этот	1	1
583	ко всему	1	1
584	в кругу	1	1
585	и жизнь	1	1
586	может ли	1	1
587	время он	1	1
588	и эта	1	1
589	это в	2	1
590	во всяком	4	1
