N	2gram	Berdyaev_M_2	Komedia
349	был поставлен	1	1
350	нет в	4	1
351	мне то	1	1
352	этого не	1	1
353	не всегда	2	1
354	сам не	2	1
355	а потом	1	1
356	бога и	5	1
357	его образ	1	1
358	от своего	1	1
359	человек и	2	1
360	как все	1	1
361	человеком и	1	1
362	прийти к	1	1
363	место в	2	1
364	не от	2	1
365	его отношение	4	1
366	признать что	1	1
367	любовь и	3	1
368	стало быть	1	1
369	и мать	1	1
370	которые в	2	1
371	но он	11	1
372	человеческой природой	2	1
373	так называемого	1	1
374	кто идет	1	1
375	вернемся к	1	1
376	ему как	2	1
377	быть лишь	2	1
378	в атмосфере	2	1
379	могли дать	1	1
380	эта мысль	2	1
381	как можно	1	1
382	того как	3	1
383	душе и	1	1
384	к этим	1	1
385	из людей	4	1
386	в самых	1	1
387	же его	1	1
388	он с	1	1
389	всех бедствий	1	1
390	человека от	2	1
391	и весь	1	1
392	и женщины	4	1
393	он хочет	3	1
394	по своей	3	1
395	во всем	5	1
396	и теперь	1	1
397	со своим	2	1
398	в сознании	1	1
399	и дурной	1	1
400	что на	1	1
401	не останется	1	1
402	бог и	1	1
403	в трагедии	3	1
404	представляется нам	1	1
405	его для	1	1
406	чтобы сделать	1	1
407	что наш	1	1
408	в тихом	1	1
409	тот путь	1	1
410	жить с	1	1
411	того самого	1	1
412	они стали	2	1
413	подобно тому	2	1
414	имеет больше	1	1
415	приходит к	2	1
416	был для	2	1
417	к браку	1	1
418	и от	3	1
419	как с	1	1
420	что у	4	1
421	с собой	2	1
422	те же	5	1
423	ты не	1	1
424	живет в	1	1
425	есть также	2	1
426	мог бы	1	1
427	когда в	1	1
428	ничего подобного	3	1
429	в которые	2	1
430	жизнь и	4	1
431	них есть	2	1
432	для этого	4	1
433	своего отца	1	1
434	средством для	1	1
435	теперь и	1	1
436	и та	2	1
437	на что	1	1
438	мысль не	1	1
439	после того	2	1
440	может не	1	1
441	нас в	2	1
442	как нет	1	1
443	то в	2	1
444	путь к	1	1
445	другого а	1	1
446	во втором	1	1
447	ее на	1	1
448	не надо	2	1
449	вслед за	1	1
450	и она	3	1
451	своей природе	1	1
452	и хотели	1	1
453	ответственности и	2	1
454	но так	1	1
455	там и	6	1
456	ни к	1	1
457	мы видим	2	1
458	всю свою	1	1
459	ли он	1	1
460	им на	1	1
461	только в	3	1
462	в стороне	1	1
463	об их	1	1
464	которая была	1	1
465	а после	1	1
466	со всеми	1	1
467	но подобно	1	1
468	и все-таки	1	1
469	к какому	1	1
470	и у	1	1
471	а собственная	1	1
472	а напротив	1	1
473	ни одного	2	1
474	друг за	2	1
475	отрезает себе	1	1
476	не из	1	1
477	и других	2	1
478	уже нет	1	1
479	не сам	1	1
480	в новом	1	1
481	в судьбе	2	1
482	не находит	1	1
483	любовной страсти	1	1
484	в прошлом	1	1
485	вот с	1	1
486	не случайно	2	1
487	и никогда	3	1
488	существо и	1	1
489	идея не	1	1
490	в финале	1	1
491	правом на	1	1
492	не были	1	1
493	органической частью	1	1
494	черты сходства	2	1
495	что человек	2	1
496	уходит в	2	1
497	а с	1	1
498	мы еще	2	1
499	то при	1	1
500	считает себя	3	1
501	что любовь	1	1
502	превращается в	2	1
503	от высшей	1	1
504	с которым	3	1
505	не допускает	1	1
506	и ему	1	1
507	было в	3	1
508	человек в	3	1
509	он уже	2	1
510	и потому	7	1
511	кто это	1	1
512	решение вопроса	1	1
513	ним как	1	1
514	видит в	1	1
515	такого рода	2	1
516	тому как	2	1
517	и там	6	1
518	эту мысль	1	1
519	для человека	3	1
520	да и	2	1
521	можно принять	1	1
522	она на	1	1
523	и отсутствие	1	1
524	будет и	1	1
525	в средство	2	1
526	не любил	1	1
527	он должен	1	1
528	она должна	1	1
529	многие из	1	1
530	как отец	1	1
531	перед собой	1	1
532	и гибнет	1	1
533	в мировую	1	1
534	своей собственной	1	1
535	а к	1	1
536	могли бы	1	1
537	как теперь	1	1
538	же что	2	1
539	у них	4	1
540	в этих	2	1
541	за него	1	1
542	нравственный пафос	1	1
543	чувствовали себя	1	1
544	все они	1	1
545	бы на	1	1
546	отношении к	3	1
547	к самому	2	1
548	отрекается от	3	1
549	жизни в	3	1
550	для каких-либо	1	1
551	с ней	1	1
552	на смену	3	1
553	к женщине	1	1
554	сказать что	3	1
555	и только	1	1
556	да не	1	1
557	была бы	1	1
558	но этот	2	1
559	для нашего	1	1
560	жизни а	2	1
561	бы его	2	1
562	на своем	1	1
563	легко понять	1	1
564	быть назван	2	1
565	жизнь в	6	1
566	жизни и	6	1
567	законной жене	1	1
568	по поводу	1	1
569	и эта	2	1
570	как на	1	1
571	они не	4	1
