N	2gram	Vygotskiy__6	Vvedenie
237	в очень	1	3
238	а потому	1	3
239	до конца	3	3
240	говорит о	1	3
241	только по	4	3
242	из наиболее	1	3
243	зависит от	3	3
244	так же	15	3
245	что же	1	3
246	действительность в	2	3
247	в своем	7	3
248	но с	2	3
249	каждой из	2	3
250	к тому	10	3
251	в результате	1	3
252	относящиеся к	1	3
253	к этому	1	3
254	в частности	4	3
255	могут не	2	2
256	не иначе	4	2
257	языка с	1	2
258	же как	6	2
259	это делает	1	2
260	и до	1	2
261	из его	1	2
262	что мы	11	2
263	мы уже	2	2
264	есть не	1	2
265	мы не	6	2
266	что если	2	2
267	имеет свою	1	2
268	что можно	1	2
269	того же	7	2
270	в каждой	4	2
271	понятия в	6	2
272	себе и	2	2
273	понимать в	1	2
274	его к	1	2
275	в этот	1	2
276	меньшей мере	2	2
277	применительно к	1	2
278	учение о	1	2
279	движение от	1	2
280	что каждая	1	2
281	в силу	17	2
282	но вместе	1	2
283	одной и	3	2
284	подобно тому	1	2
285	и наоборот	1	2
286	в другом	2	2
287	и с	1	2
288	входит в	1	2
289	действительности в	1	2
290	который по	1	2
291	в прошлом	1	2
292	но уже	1	2
293	во внимание	2	2
294	несмотря на	2	2
295	и тогда	1	2
296	не мог	1	2
297	из того	5	2
298	и при	1	2
299	будет в	1	2
300	с точки	10	2
301	состоит в	2	2
302	мы называем	2	2
303	не столько	1	2
304	большей степени	1	2
305	стоит в	1	2
306	мысли и	2	2
307	для объяснения	2	2
308	и той	3	2
309	так называемое	1	2
310	не могли	5	2
311	том же	5	2
312	тому что	11	2
313	что чем	2	2
314	в отношении	10	2
315	с теми	1	2
316	на котором	2	2
317	того как	5	2
318	одна из	1	2
319	например что	1	2
320	это еще	1	2
321	работа над	2	2
322	никогда не	8	2
323	казалось бы	2	2
324	находятся в	1	2
325	до того	3	2
326	как следует	1	2
327	от того	10	2
328	у нас	2	2
329	к таким	2	2
330	деятельности и	1	2
331	когда мы	6	2
332	есть только	1	2
333	лежит в	3	2
334	как только	2	2
335	той или	1	2
336	что остается	1	2
337	рядом с	1	2
338	этих понятий	2	2
339	в работах	1	2
340	значительной мере	2	2
341	языка так	1	2
342	значение в	1	2
343	так и	6	2
344	принять во	2	2
345	не с	2	2
346	мог бы	3	2
347	не нужно	1	2
348	не исчерпывается	1	2
349	для этого	2	2
350	же самое	6	2
351	в известных	1	2
352	и здесь	3	2
353	что научное	2	2
354	второй половине	1	2
355	исследования и	3	2
356	каждом данном	1	2
357	в значительной	2	2
358	связь между	4	2
359	во всех	4	2
360	во втором	3	2
361	нуждается в	3	2
362	своему значению	1	2
363	язык в	1	2
364	тем более	1	2
365	все время	3	2
366	оказалось что	1	2
367	языка на	2	2
368	именно на	1	2
369	по самой	5	2
370	языка а	1	2
371	только на	2	2
372	если таким	1	2
373	мы можем	9	2
374	с системой	1	2
375	само собой	2	2
376	или иной	1	2
377	в ряде	1	2
378	и др	2	2
379	по тем	1	2
380	что обе	1	2
381	более общего	1	2
382	ближе к	1	2
383	в связи	2	2
384	виде в	1	2
385	с помощью	13	2
386	все более	2	2
387	путь от	1	2
388	мы говорим	2	2
389	в разной	1	2
390	с чисто	1	2
391	из которых	1	2
392	с этим	4	2
393	этого слова	2	2
394	тому как	1	2
395	это есть	3	2
396	по существу	2	2
397	но это	2	2
398	и развития	6	2
399	которые были	1	2
400	в более	1	2
401	деле как	1	2
402	не существует	1	2
403	котором он	1	2
404	между ними	7	2
405	у них	2	2
406	то о	1	2
407	бы в	3	2
408	конце концов	1	2
409	мы должны	3	2
410	хотя в	2	2
411	нам не	1	2
412	с ней	3	2
413	самой своей	4	2
414	он и	1	2
415	точно так	1	2
416	и другие	2	2
417	это в	2	2
418	объяснения того	1	1
419	например в	4	1
420	от научного	1	1
421	вообще все	1	1
422	не остается	1	1
423	сам по	1	1
424	выражения в	1	1
425	этом пункте	1	1
426	на самом	1	1
427	это и	3	1
428	которые существуют	3	1
429	стадии в	1	1
430	сразу и	1	1
431	отношения между	4	1
432	известной части	1	1
433	что эти	1	1
434	видеть в	1	1
435	в зависимости	5	1
436	отношения к	3	1
437	и за	1	1
438	и могут	1	1
439	которыми он	2	1
440	прямо а	1	1
441	что всякий	2	1
442	собой продукт	1	1
443	весь круг	1	1
444	нам в	1	1
445	исследования в	3	1
446	есть нечто	1	1
447	в возможности	2	1
448	требует от	3	1
449	всего сказанного	2	1
450	применения в	1	1
451	чтения и	1	1
452	для нашей	2	1
453	слово не	2	1
454	к общему	2	1
455	быть понято	1	1
456	выяснено в	1	1
457	к данным	1	1
458	которые он	2	1
459	понятий что	1	1
460	ему надо	1	1
461	что его	1	1
462	более того	2	1
463	то очевидно	1	1
464	иного рода	1	1
465	язык или	1	1
466	он умеет	5	1
467	но как	3	1
468	будет обозначить	1	1
469	одном и	3	1
470	только тогда	4	1
471	понимать что	2	1
472	очевидно что	3	1
473	а и	2	1
474	как в	3	1
475	в новом	2	1
476	отличие от	1	1
477	нет и	1	1
478	что они	2	1
479	связи и	3	1
480	мы снова	2	1
481	этой системе	1	1
482	общего с	1	1
483	увидим далее	1	1
484	как к	1	1
485	кроме того	1	1
486	просто как	1	1
487	собой деятельность	1	1
488	и понимания	1	1
489	показывает что	7	1
490	все возможные	1	1
491	и полностью	2	1
492	психологии и	1	1
493	то в	5	1
494	составляет содержание	1	1
495	не приходится	1	1
496	в которой	7	1
497	их развитии	1	1
498	проблем в	1	1
499	бы сказать	2	1
500	не совпадает	2	1
501	он в	1	1
502	то обстоятельство	1	1
503	раз в	3	1
504	остановиться на	3	1
505	иным путем	1	1
506	и тот	1	1
507	только один	1	1
508	что отношения	2	1
509	на то	4	1
510	если он	2	1
511	но на	2	1
512	обоих этих	1	1
513	на его	3	1
514	его объектом	1	1
515	его исследования	1	1
516	было установить	1	1
517	известных пределах	1	1
518	по глубине	1	1
519	идет от	2	1
520	эту задачу	1	1
521	мысли более	1	1
522	формы но	1	1
523	не значит	1	1
524	он должен	4	1
525	как увидим	3	1
526	большая или	1	1
527	новое и	1	1
528	одно и	1	1
529	как надо	1	1
530	как они	2	1
531	факт что	1	1
532	что все	5	1
533	они должны	1	1
534	различие между	2	1
535	слова или	1	1
536	особенности в	1	1
537	развития на	3	1
538	но совершенно	2	1
539	известно что	2	1
540	уже сказано	1	1
541	ведь в	1	1
542	автоматически и	1	1
543	его и	1	1
544	нашего исследования	5	1
545	он действительно	1	1
546	этими вопросами	1	1
547	этим и	1	1
548	можно считать	1	1
549	иначе говоря	3	1
550	и того	4	1
551	процесса то	1	1
552	в научной	1	1
553	одного и	4	1
554	т.д и	1	1
555	и становится	1	1
556	только тем	1	1
557	относительно которых	1	1
558	моментом в	2	1
559	во время	1	1
560	в ходе	3	1
561	никак не	1	1
562	взгляд на	1	1
563	в такой	2	1
564	и без	1	1
565	же направлении	2	1
566	еще нет	1	1
567	к предмету	6	1
568	прийти к	1	1
569	совершенно понятно	1	1
570	представление о	1	1
571	в отличие	1	1
572	и исходным	1	1
573	от его	1	1
574	как одна	1	1
575	втором случае	2	1
576	точку зрения	2	1
577	свои собственные	1	1
578	иначе как	5	1
579	но он	2	1
580	зависимости от	5	1
581	не его	1	1
582	надо сказать	1	1
583	речи в	2	1
584	возможно только	3	1
585	не должно	1	1
586	этом и	1	1
587	и очень	1	1
588	не представляют	1	1
589	отношениях а	1	1
590	второго рода	1	1
591	уже выше	1	1
592	это обычно	1	1
593	этого же	1	1
594	первый из	1	1
595	мысли в	4	1
596	стадии развития	1	1
597	мышления и	7	1
598	самого начала	7	1
599	уже из	2	1
600	к новым	1	1
601	к этим	1	1
602	не по	3	1
603	определенной ступени	1	1
604	о таких	1	1
605	в самых	1	1
606	опираться на	1	1
607	не могло	2	1
608	а для	1	1
609	вопрос который	1	1
610	задач не	1	1
611	имеем дело	2	1
612	этих двух	1	1
613	тогда она	1	1
614	его отношение	3	1
615	эти связи	2	1
616	иными словами	1	1
617	связь и	1	1
618	и является	2	1
619	во всем	1	1
620	это сказывается	1	1
621	не принадлежит	1	1
622	входят в	2	1
623	что на	4	1
624	не потому	1	1
625	в действительности	1	1
626	обстоятельство что	1	1
627	в специальном	1	1
628	человека в	1	1
629	шла в	1	1
630	отличается от	3	1
631	должны быть	1	1
632	обратно в	1	1
633	анализа и	1	1
634	к овладению	1	1
635	оно не	4	1
636	что при	4	1
637	опыта и	3	1
638	отсюда следует	1	1
639	возникает как	1	1
640	этом понятии	1	1
641	особенности этого	1	1
642	понятным почему	1	1
643	языка по	1	1
644	могло оказаться	1	1
645	приходит к	2	1
646	как таковым	1	1
647	и входит	1	1
648	и о	1	1
649	свою очередь	1	1
650	без всякого	1	1
651	от изучения	1	1
652	возникают в	1	1
653	только то	3	1
654	на той	1	1
655	с самого	7	1
656	вопрос что	1	1
657	что именно	2	1
658	как с	2	1
659	дать его	1	1
660	то как	1	1
661	что у	2	1
662	к исследованию	2	1
663	очевидно необходимо	1	1
664	которыми мы	1	1
665	самого понятия	3	1
666	о связи	2	1
667	еще в	2	1
668	можно только	2	1
669	том как	2	1
670	жизнь и	1	1
671	между собой	9	1
672	в определенной	1	1
673	которые у	1	1
674	образом в	3	1
675	из основных	1	1
676	труда но	1	1
677	именно потому	2	1
678	настоящее время	1	1
679	и из	1	1
680	не содержит	1	1
681	после того	1	1
682	теми или	1	1
683	может не	1	1
684	языке как	1	1
685	образом мы	2	1
686	это было	1	1
687	данных которые	1	1
688	на отдельные	1	1
689	том или	1	1
690	если принять	3	1
691	вся эта	1	1
692	для второго	1	1
693	различие в	1	1
694	данного круга	1	1
695	при исследовании	1	1
696	когда оно	2	1
697	или иными	1	1
698	во всей	1	1
699	и можно	1	1
700	наконец в	1	1
701	вопрос был	2	1
702	в свете	5	1
703	в лучшем	1	1
704	условия для	1	1
705	прямым выражением	1	1
706	значит что	1	1
707	развития но	3	1
708	что здесь	1	1
709	пункт в	1	1
710	на которой	1	1
711	своим источником	1	1
712	выяснить как	1	1
713	в новой	2	1
714	мы видим	7	1
715	это во-первых	1	1
716	явления в	1	1
717	по данному	1	1
718	к нашему	1	1
719	а опосредствованно	2	1
720	во-первых она	1	1
721	этот факт	2	1
722	сам собой	1	1
723	через их	1	1
724	с которыми	1	1
725	не то	1	1
726	которой оно	1	1
727	первостепенное значение	2	1
728	есть в	3	1
729	языка совершенно	1	1
730	нас с	1	1
731	должен уметь	1	1
732	на всем	1	1
733	и у	1	1
734	своим собственным	1	1
735	знаний по	1	1
736	в значении	1	1
737	а это	3	1
738	каким образом	2	1
739	то только	1	1
740	этого процесса	2	1
741	или даже	1	1
742	дает ему	1	1
743	языка но	1	1
744	данному предмету	1	1
745	понятий в	12	1
746	за ним	2	1
747	обратиться к	1	1
748	к мысли	1	1
749	для него	6	1
750	и специфического	1	1
751	понятия так	5	1
752	не означает	1	1
753	слова в	1	1
754	содержания и	1	1
755	гораздо большей	1	1
756	ее не	1	1
757	у него	2	1
758	могли не	1	1
759	к общим	1	1
760	ближайшим образом	1	1
761	связей которые	1	1
762	обильные и	1	1
763	были бы	2	1
764	глубине и	1	1
765	из важнейших	1	1
766	нужно было	1	1
767	деятельности как	1	1
768	развития а	1	1
769	этот взгляд	1	1
770	эта работа	1	1
771	оно будет	1	1
772	здесь в	1	1
773	заключенная в	1	1
774	все равно	1	1
775	к которому	2	1
776	с той	1	1
777	мысль которая	1	1
778	как же	1	1
779	а с	1	1
780	это своеобразное	1	1
781	факта что	1	1
782	своего собственного	2	1
783	и затем	1	1
784	связано с	3	1
785	не на	2	1
786	после всего	1	1
787	могут привести	1	1
788	он только	1	1
789	остается еще	2	1
790	которые не	1	1
791	и составляет	3	1
792	а главное	1	1
793	тот факт	1	1
794	в руках	1	1
795	значению для	1	1
796	имеет своей	1	1
797	одну из	1	1
798	как видно	1	1
799	сослаться на	3	1
800	в ряду	2	1
801	и том	2	1
802	мы знаем	4	1
803	если не	1	1
804	связей и	2	1
805	или меньшая	1	1
806	не видит	2	1
807	в момент	1	1
808	разной мере	1	1
809	бы оно	2	1
810	с первого	1	1
811	что раньше	1	1
812	рода и	1	1
813	и самые	1	1
814	дополнение к	1	1
815	к своему	1	1
816	стороны как	1	1
817	чем к	1	1
818	для первого	1	1
819	понятия о	2	1
820	в тех	1	1
821	которой как	1	1
822	языке и	2	1
823	изучение этих	1	1
824	содержание но	1	1
825	том смысле	2	1
826	имеют первостепенное	1	1
827	в гораздо	1	1
828	лучшем случае	1	1
829	относительно поздно	1	1
830	заключенного в	2	1
831	короче говоря	1	1
832	становится возможным	5	1
833	самое существенное	1	1
834	с большой	1	1
835	на одной	1	1
836	и более	2	1
837	отношениях между	1	1
838	от той	1	1
839	изменения в	1	1
840	не прямо	2	1
841	и от	2	1
842	своему содержанию	1	1
843	что оно	7	1
844	и иного	2	1
845	это как	1	1
846	в настоящее	1	1
847	для нас	2	1
848	как эта	2	1
849	есть система	1	1
850	и все	5	1
851	не должен	1	1
852	случае и	1	1
853	на языке	1	1
854	отношении к	3	1
855	в системе	3	1
856	все вместе	1	1
857	может и	1	1
858	в высшем	1	1
859	только тому	2	1
860	в свою	1	1
861	новый и	2	1
862	для исследования	1	1
863	он представляет	1	1
864	впервые в	1	1
865	на общий	1	1
866	совершенно не	1	1
867	в соответствующей	2	1
868	что понятие	1	1
869	путь не	1	1
870	одновременно и	1	1
871	первом случае	3	1
872	только о	1	1
873	есть то	1	1
874	самое что	1	1
875	в заключение	1	1
876	вся история	1	1
877	включает в	1	1
878	ее в	2	1
879	того времени	1	1
880	в своих	3	1
881	это понятие	1	1
882	все что	1	1
883	этой точки	1	1
884	они не	4	1
