N	2gram	Vinokur_Ku_2	EvropaiE
179	более чем	1	2
180	с этим	3	2
181	помнить что	1	2
182	как культура	1	2
183	хотя и	4	2
184	целый ряд	5	2
185	и как	1	2
186	что это	7	2
187	в этой	6	2
188	что к	1	2
189	в случае	1	2
190	этот процесс	1	2
191	и если	2	2
192	с течением	1	2
193	как оно	1	2
194	главным образом	3	2
195	он не	3	2
196	и революции	1	2
197	и еще	2	2
198	в силу	7	2
199	какой бы	1	2
200	таким образом	5	2
201	поскольку она	1	2
202	и с	7	2
203	заключается в	2	2
204	например с	1	2
205	и творчества	1	2
206	далеко не	1	2
207	в своих	2	2
208	на и	1	2
209	такой же	1	2
210	в этих	1	2
211	и сейчас	2	2
212	в котором	1	2
213	и более	2	2
214	только те	1	2
215	тому чтобы	1	2
216	тем меньше	2	2
217	она не	2	2
218	тогда когда	1	2
219	на язык	1	2
220	отчасти уже	1	2
221	как будто	2	2
222	что на	4	2
223	течением времени	1	2
224	не могут	5	2
225	могут быть	4	2
226	всего в	3	2
227	но также	4	2
228	имеет место	1	2
229	утверждать что	2	2
230	как не	3	2
231	свою очередь	2	2
232	говоря уже	2	2
233	данном случае	2	2
234	на основе	1	2
235	с мировым	1	2
236	мог бы	1	2
237	во многом	1	2
238	на месте	1	2
239	наше внимание	1	2
240	по сравнению	2	2
241	если бы	12	2
242	но нужно	1	2
243	русских и	1	2
244	и что	8	2
245	кажется что	1	2
246	в значительной	1	2
247	к нему	2	2
248	ее от	1	2
249	в его	5	2
250	мы должны	2	2
251	но с	1	2
252	культурная традиция	1	2
253	же к	1	2
254	этот вопрос	6	2
255	в какой	1	2
256	не устраняет	1	2
257	есть в	3	2
258	в большинстве	1	2
259	бы совершенно	1	2
260	в одном	1	2
261	меньше чем	2	2
262	ныне в	1	2
263	заметить что	1	2
264	в других	1	2
265	а именно	2	2
266	каких бы	1	2
267	на этот	2	2
268	а не	10	2
269	нужно иметь	1	2
270	с а	1	2
271	что все	5	2
272	следовало бы	2	2
273	можно утверждать	1	2
274	вместе с	5	2
275	за тем	1	2
276	сравнению с	1	2
277	не дают	1	2
278	наряду с	1	2
279	что же	5	2
280	поскольку он	1	2
281	войны и	1	2
282	с большой	1	2
283	или в	4	2
284	то не	2	2
285	и все	2	2
286	но еще	1	2
287	бы в	1	2
288	же в	3	2
289	а в	3	2
290	даже при	1	2
291	не есть	1	2
292	между ними	1	2
293	не говоря	2	2
294	другой стороны	7	2
295	так но	1	1
296	культурном развитии	1	1
297	ту же	6	1
298	также что	2	1
299	и т	39	1
300	место при	1	1
301	добавить что	2	1
302	получает в	1	1
303	и это	3	1
304	тех же	2	1
305	же по	1	1
306	и до	2	1
307	речь идет	2	1
308	исходит из	1	1
309	противном случае	1	1
310	на западе	1	1
311	и утверждается	1	1
312	той же	2	1
313	точнее и	1	1
314	что между	2	1
315	политики в	3	1
316	это что	1	1
317	большую роль	1	1
318	чтобы не	2	1
319	есть нечто	1	1
320	время как	1	1
321	говорить о	4	1
322	мы получаем	1	1
323	которое не	1	1
324	когда мы	1	1
325	революции в	1	1
326	качестве одного	1	1
327	является определяющим	1	1
328	с его	1	1
329	то мы	1	1
330	мы будем	2	1
331	в китае	1	1
332	по отношению	1	1
333	для всякого	1	1
334	более как	1	1
335	отличие от	2	1
336	сущности к	1	1
337	к сожалению	1	1
338	относится к	1	1
339	показать в	1	1
340	в рамках	1	1
341	дает нам	2	1
342	значение его	1	1
343	на минуту	1	1
344	всех стран	1	1
345	что нет	1	1
346	все же	7	1
347	однако не	4	1
348	в противном	1	1
349	кроме того	1	1
350	смысле этого	2	1
351	к тем	1	1
352	могли бы	2	1
353	что по	1	1
354	говорит об	1	1
355	его к	2	1
356	характер как	1	1
357	значения как	1	1
358	из положения	1	1
359	чуть ли	1	1
360	в нашем	7	1
361	которые в	1	1
362	только между	1	1
363	что автор	1	1
364	в последнее	1	1
365	идут в	1	1
366	значение так	1	1
367	нами в	1	1
368	бы только	1	1
369	уже отчасти	1	1
370	тому же	1	1
371	претендовать на	1	1
372	все ее	1	1
373	говорили бы	1	1
374	при этом	2	1
375	т д	14	1
376	не значит	1	1
377	и когда	1	1
378	в принципе	1	1
379	состоит в	2	1
380	не как	2	1
381	в корне	2	1
382	то как	1	1
383	ли не	2	1
384	и сибири	1	1
385	на этом	3	1
386	как более	1	1
387	это один	1	1
388	или иных	1	1
389	но все	4	1
390	значительной степени	1	1
391	в нем	4	1
392	в совершенно	1	1
393	различие между	3	1
394	том случае	2	1
395	должны будут	1	1
396	лишь в	5	1
397	но нам	1	1
398	который по	1	1
399	о характере	2	1
400	роли и	1	1
401	о которых	3	1
402	рядом с	2	1
403	соответствии с	2	1
404	русской культуры	1	1
405	во внимание	1	1
406	фигурирует в	1	1
407	здесь можно	1	1
408	и целые	1	1
409	и было	1	1
410	значение как	1	1
411	потому и	1	1
412	мы приходим	1	1
413	в такой	1	1
414	если можно	2	1
415	нам ясен	1	1
416	в отличие	2	1
417	далее в	1	1
418	от себя	1	1
419	признать что	1	1
420	на такие	2	1
421	значение для	1	1
422	творчества и	1	1
423	в современном	2	1
424	с такими	1	1
425	том же	1	1
426	для этого	3	1
427	для нее	1	1
428	тому что	1	1
429	если и	3	1
430	все эти	12	1
431	не менее	7	1
432	что эта	2	1
433	одна из	1	1
434	что принцип	1	1
435	революции и	2	1
436	о таких	1	1
437	наблюдений над	1	1
438	индифферентизм к	1	1
439	для всего	1	1
440	это мы	1	1
441	казалось бы	3	1
442	всякой иной	2	1
443	в самой	2	1
444	именно с	3	1
445	они являются	1	1
446	в русском	10	1
447	на себе	4	1
448	следует понимать	1	1
449	во всем	1	1
450	вместо того	1	1
451	и его	3	1
452	связи с	3	1
453	в случаях	1	1
454	так называемый	1	1
455	же смысл	1	1
456	полное свое	1	1
457	е не	1	1
458	следует что	3	1
459	доказать что	2	1
460	так то	1	1
461	часть которых	1	1
462	которые никак	1	1
463	у нас	12	1
464	такие же	1	1
465	образования как	1	1
466	прочих равных	1	1
467	должны быть	2	1
468	пределах которых	1	1
469	все еще	1	1
470	свое значение	1	1
471	этого периода	1	1
472	всегда в	1	1
473	приходит к	1	1
474	и о	4	1
475	то она	1	1
476	указывать на	1	1
477	язык и	2	1
478	это имело	1	1
479	последнее время	3	1
480	то или	3	1
481	что само	2	1
482	то время	1	1
483	был бы	2	1
484	те же	3	1
485	одного из	2	1
486	по природе	1	1
487	об этом	5	1
488	заключалась в	1	1
489	когда в	2	1
490	такие изменения	1	1
491	поэтому в	1	1
492	в некоторой	1	1
493	быть может	1	1
494	чем обычно	1	1
495	и вообще	2	1
496	к другу	1	1
497	слово на	1	1
498	сводится к	3	1
499	тех кто	1	1
500	на вопрос	1	1
501	внимание на	1	1
502	значение имеют	1	1
503	нас в	1	1
504	не выходит	1	1
505	отрицательный ответ	1	1
506	самом процессе	1	1
507	при прочих	1	1
508	глаза на	1	1
509	всего этого	1	1
510	и следовательно	2	1
511	в лучшем	3	1
512	этих более	1	1
513	значит что	1	1
514	большей или	3	1
515	быть и	1	1
516	но так	2	1
517	один из	5	1
518	iv в	1	1
519	тот же	5	1
520	с ними	2	1
521	дело с	1	1
522	всех этих	3	1
523	которое мы	1	1
524	что как	1	1
525	или же	2	1
526	случаи когда	3	1
527	кажется с	1	1
528	переходит в	1	1
529	конечно не	2	1
530	какова должна	1	1
531	уже не	8	1
532	уже в	3	1
533	если мы	4	1
534	то и	3	1
535	есть наиболее	2	1
536	борьбы с	1	1
537	только тогда	1	1
538	что не	6	1
539	одно из	1	1
540	для него	1	1
541	и их	1	1
542	представить себе	2	1
543	ли этот	1	1
544	мы находим	1	1
545	войной и	1	1
546	у других	1	1
547	минуту забывать	1	1
548	от того	4	1
549	или иное	3	1
550	выходит за	2	1
551	а на	2	1
552	также на	1	1
553	на примере	2	1
554	или иначе	3	1
555	время совершенно	1	1
556	сказал бы	1	1
557	которые можно	1	1
558	в каких	1	1
559	с той	2	1
560	или меньшей	3	1
561	имело место	1	1
562	одних и	1	1
563	что для	2	1
564	каком смысле	1	1
565	в построениях	1	1
566	в соответствии	3	1
567	не было	4	1
568	которых мы	2	1
569	и далее	2	1
570	с которым	1	1
571	зрения возможности	1	1
572	к осознанию	1	1
573	свое собственное	1	1
574	не допускает	1	1
575	что мы	6	1
576	становится ясным	1	1
577	мы знаем	4	1
578	если не	1	1
579	в связи	4	1
580	так называемых	2	1
581	связь с	1	1
582	уже о	3	1
583	видели в	1	1
584	суждений о	1	1
585	политической и	1	1
586	в европе	1	1
587	поэтому если	1	1
588	о возможности	2	1
589	если так	1	1
590	что за	2	1
591	а если	2	1
592	она есть	1	1
593	последнем случае	1	1
594	это различие	1	1
595	действительно ли	1	1
596	том смысле	1	1
597	должно быть	4	1
598	вспомним что	1	1
599	с ее	1	1
600	этого слова	5	1
601	создано и	1	1
602	слова и	5	1
603	аналогии с	3	1
604	живет и	3	1
605	лучшем случае	3	1
606	к двум	1	1
607	и новой	1	1
608	и где	2	1
609	протеста против	2	1
610	тех или	1	1
611	большее количество	1	1
612	более того	1	1
613	указать на	1	1
614	выше не	1	1
615	она может	1	1
616	что оно	3	1
617	о котором	2	1
618	переводе на	1	1
619	политические и	1	1
620	в большей	3	1
621	значении но	1	1
622	но это	3	1
623	строя в	1	1
624	на осуществление	1	1
625	бы на	2	1
626	и другие	1	1
627	и революцией	1	1
628	интересно отметить	1	1
629	оно не	2	1
630	что даже	1	1
631	в свое	2	1
632	будет тем	1	1
633	целей и	1	1
634	к этой	3	1
635	на ту	2	1
636	случае если	2	1
637	это в	2	1
638	понимать что	1	1
639	который не	1	1
640	гораздо более	3	1
641	смысле что	1	1
