N	2gram	Propp_Morf_1	Psycholo
541	нечто иное	1	1
542	является одновременно	1	1
543	помощи которых	1	1
544	точное изучение	1	1
545	во втором	3	1
546	уже только	1	1
547	во всей	1	1
548	ее можно	1	1
549	является результатом	2	1
550	тех пор	1	1
551	бросается в	1	1
552	но так	1	1
553	образом как	1	1
554	содержится в	1	1
555	но с	1	1
556	д и	1	1
557	в точном	1	1
558	чем это	2	1
559	одной из	1	1
560	пр как	1	1
561	том или	1	1
562	как нечто	1	1
563	и действительно	1	1
564	же оно	2	1
565	грань между	1	1
566	очень много	1	1
567	ссылкой на	1	1
568	но то	1	1
569	такую работу	1	1
570	никаких новых	2	1
571	какой степени	1	1
572	итак в	1	1
573	отношении друг	1	1
574	усиливается или	1	1
575	значение и	1	1
576	в нашей	1	1
577	если в	5	1
578	все формы	1	1
579	каким образом	1	1
580	что делают	1	1
581	в данной	1	1
582	за ним	1	1
583	что данный	1	1
584	не так	1	1
585	но путь	1	1
586	мы находим	1	1
587	от тех	1	1
588	для меня	1	1
589	которые могут	1	1
590	процессов и	1	1
591	как при	1	1
592	как такового	1	1
593	заметить что	8	1
594	в других	3	1
595	не противоречит	1	1
596	и материал	1	1
597	должны рассматриваться	1	1
598	в особенности	1	1
599	без всякой	2	1
600	формах в	1	1
601	ей не	1	1
602	указывая что	1	1
603	или при	2	1
604	действующих лиц	11	1
605	представляет собою	6	1
606	еще и	1	1
607	такое же	1	1
608	а с	2	1
609	мы еще	1	1
610	и др	10	1
611	могут иметь	1	1
612	в настоящей	1	1
613	и пр	37	1
614	есть у	1	1
615	мы скажем	1	1
616	материала все	1	1
617	она является	1	1
618	на которых	1	1
619	в рассказе	1	1
620	хотя эта	1	1
621	одну из	1	1
622	мы изучаем	1	1
623	следует только	1	1
624	воды и	1	1
625	чрезвычайно много	1	1
626	для этой	3	1
627	один раз	1	1
628	действия в	1	1
629	если это	3	1
630	так называемых	2	1
631	между собою	2	1
632	считать не	1	1
633	он представляет	1	1
634	и действие	1	1
635	кроме тех	1	1
636	быть объяснено	1	1
637	относятся к	2	1
638	к другой	1	1
639	что именно	1	1
640	наблюдение что	1	1
641	так мы	1	1
642	описания от	1	1
643	прошлого века	1	1
644	раз обратное	1	1
645	другу и	2	1
646	быть во	1	1
647	а если	4	1
648	она есть	1	1
649	в той	1	1
650	лежат в	1	1
651	что бы	1	1
652	становится все	1	1
653	на эту	1	1
654	первом случае	3	1
655	из этой	1	1
656	сама собой	1	1
657	форма в	3	1
658	и заметок	1	1
659	должно быть	1	1
660	указанием на	1	1
661	в это	1	1
662	о его	1	1
663	получает от	1	1
664	но для	2	1
665	между собой	4	1
666	можно сравнить	2	1
667	предпосылки что	1	1
668	форм и	1	1
669	совершается в	2	1
670	или в	4	1
671	показать как	1	1
672	то не	1	1
673	на камне	1	1
674	на других	1	1
675	теряет свою	1	1
676	мы должны	3	1
677	находится в	1	1
678	без специального	1	1
679	хотя бы	4	1
680	скажем что	1	1
681	а эта	2	1
682	же в	2	1
683	но вот	2	1
684	известными формами	1	1
685	между ними	1	1
686	берется одна	1	1
687	как явление	1	1
688	материала или	1	1
689	с ними	1	1
690	с такой	1	1
691	к другу	2	1
692	этим объясняется	1	1
693	никто не	3	1
694	которым они	1	1
695	но эти	1	1
696	случае если	1	1
