N	2gram	Bakhtin_Fr_8	VelikijI
246	только несколько	1	1
247	хлеба и	1	1
248	мировой истории	3	1
249	с братьями	2	1
250	какая же	1	1
251	него в	1	1
252	вместе с	2	1
253	так же	2	1
254	то есть	24	1
255	есть такое	1	1
256	в лице	1	1
257	что всякий	1	1
258	является и	2	1
259	мы в	1	1
260	еще с	1	1
261	их к	1	1
262	в которых	2	1
263	и сделали	1	1
264	в изображении	4	1
265	он говорит	2	1
266	если оно	1	1
267	сравнению с	1	1
268	времени с	2	1
269	в одном	2	1
270	в тот	1	1
271	есть еще	1	1
272	с тремя	1	1
273	этот мир	1	1
274	и смерти	1	1
275	этого слова	1	1
276	с этой	2	1
277	еще к	1	1
278	одинаково не	1	1
279	и внешней	1	1
280	здесь есть	3	1
281	к ним	2	1
282	своему назначению	1	1
283	на котором	2	1
284	не по	1	1
285	смысле и	1	1
286	и от	1	1
287	и всегда	1	1
288	мира и	2	1
289	это как	1	1
290	того как	2	1
291	число но	1	1
292	может быть	3	1
293	вообще в	1	1
294	видим что	2	1
295	во всем	4	1
296	это слово	1	1
297	наших дней	1	1
298	на части	1	1
299	звучит в	1	1
300	связь с	3	1
301	что на	2	1
302	может и	1	1
303	в образах	1	1
304	другой стороны	2	1
305	не быть	1	1
306	борются в	1	1
307	есть и	5	1
308	людей но	1	1
309	к этому	2	1
310	его с	1	1
311	еще недостаточно	2	1
312	и другие	5	1
313	в своих	4	1
314	а того	1	1
315	в процессе	5	1
316	и эта	2	1
317	это в	2	1
318	но к	1	1
319	они не	5	1
320	формы есть	1	1
