N	2gram	Bakhtin_Fr_2	VeschiIm
141	оно не	1	4
142	есть то	1	4
143	самом деле	1	3
144	отношения к	4	3
145	мы имеем	1	3
146	бы что	1	3
147	но даже	2	3
148	и как-то	1	3
149	в нем	9	3
150	перестает быть	2	3
151	подобно тому	2	3
152	на этом	1	3
153	могла бы	1	3
154	в жизни	4	3
155	несмотря на	3	3
156	можно только	1	3
157	в своей	5	3
158	не понимает	1	3
159	все это	9	3
160	есть именно	1	3
161	их в	3	3
162	как можно	1	3
163	как о	1	3
164	тогда когда	1	3
165	своего существования	1	3
166	того чтобы	2	3
167	или как	1	3
168	к ней	2	3
169	к себе	1	3
170	к тому	1	3
171	всегда есть	1	3
172	на это	1	3
173	без всякого	2	3
174	в собственном	3	3
175	и сам	1	3
176	понимание и	1	3
177	так и	6	3
178	и вообще	3	3
179	можно сказать	2	3
180	если это	1	3
181	один из	7	3
182	мы видим	1	3
183	тот же	5	3
184	что он	3	3
185	только на	1	3
186	и чисто	4	3
187	а это	1	3
188	мы находим	4	3
189	в одном	3	3
190	отношение к	8	3
191	даже и	2	3
192	никогда не	5	3
193	вместе с	2	3
194	тому как	2	3
195	есть как	1	3
196	да и	3	3
197	она уже	1	3
198	бы в	1	3
199	и ни	1	3
200	хотя бы	1	3
201	от этого	1	2
202	тем же	1	2
203	поэтому и	1	2
204	мы уже	6	2
205	той же	1	2
206	к чему	1	2
207	как мы	7	2
208	человека и	3	2
209	но она	1	2
210	конечно и	1	2
211	на их	1	2
212	и мира	1	2
213	мы будем	1	2
214	себе и	2	2
215	как в	1	2
216	понять и	2	2
217	я имею	1	2
218	образом и	1	2
219	выражение в	5	2
220	только один	1	2
221	он не	1	2
222	для того	1	2
223	в силу	1	2
224	и вот	3	2
225	и этот	1	2
226	но все	4	2
227	в одну	2	2
228	а затем	3	2
229	об этом	1	2
230	на все	3	2
231	то есть	32	2
232	на этой	2	2
233	затем и	2	2
234	ни в	3	2
235	не мог	1	2
236	здравого смысла	2	2
237	жизнь и	2	2
238	понимания и	1	2
239	и эти	2	2
240	же мы	1	2
241	суждения о	1	2
242	но они	3	2
243	пусть даже	1	2
244	дело в	1	2
245	для всего	1	2
246	это совершенно	1	2
247	в разных	1	2
248	в самой	2	2
249	как она	1	2
250	отвлеченным и	1	2
251	и его	17	2
252	ничто не	1	2
253	это уже	1	2
254	однако это	1	2
255	то она	1	2
256	говорили что	1	2
257	и когда	1	2
258	в виду	3	2
259	и та	1	2
260	как ее	1	2
261	и во	4	2
262	еще более	1	2
263	что только	2	2
264	сказали что	1	2
265	в качестве	2	2
266	существования и	2	2
267	мы можем	2	2
268	свое выражение	1	2
269	о которых	1	2
270	в особенности	5	2
271	не относится	1	2
272	превращается в	3	2
273	них и	1	2
274	о чем	3	2
275	что из	1	2
276	ближе к	1	2
277	если не	1	2
278	но оно	1	2
279	в частности	1	2
280	мы говорили	1	2
281	в более	1	2
282	но именно	3	2
283	жизни в	3	2
284	состоит из	1	2
285	является и	1	2
286	в своих	4	2
287	так же	2	2
288	во всяком	2	2
289	говорили о	1	1
290	связана с	3	1
291	с кем	1	1
292	только потому	1	1
293	по этим	1	1
294	то на	1	1
295	сказано что	1	1
296	к абстрактному	1	1
297	по преимуществу	2	1
298	что эти	1	1
299	оно было	1	1
300	действительности и	1	1
301	с таким	1	1
302	и существенную	1	1
303	для своего	1	1
304	превратились в	1	1
305	которую мы	1	1
306	в которой	1	1
307	что уже	1	1
308	сущности это	1	1
309	на эти	1	1
310	он как	2	1
311	какая разница	1	1
312	и со	3	1
313	самая маленькая	1	1
314	уже в	5	1
315	проявляется в	1	1
316	и самого	1	1
317	в xix	3	1
318	и на	17	1
319	понимания самого	1	1
320	суждение о	2	1
321	это действительно	1	1
322	с его	5	1
323	могло быть	1	1
324	смысле мы	1	1
325	только тогда	1	1
326	в общем	1	1
327	впервые и	1	1
328	это или	1	1
329	и речи	1	1
330	один и	1	1
331	него только	1	1
332	в истории	6	1
333	стороны и	1	1
334	нельзя было	3	1
335	перед нами	1	1
336	и где	1	1
337	хотя и	2	1
338	и к	4	1
339	в смысл	1	1
340	еще на	1	1
341	бы с	1	1
342	есть для	2	1
343	отличной от	1	1
344	все эти	7	1
345	учение о	2	1
346	отчасти и	2	1
347	в этой	10	1
348	всего к	1	1
349	раз в	3	1
350	должны еще	2	1
351	не могла	1	1
352	главным образом	1	1
353	при этом	5	1
354	знали что	1	1
355	и еще	2	1
356	в понимании	2	1
357	и совершенно	1	1
358	том чтобы	1	1
359	одной и	1	1
360	из него	1	1
361	его от	1	1
362	и по	1	1
363	всех своих	1	1
364	будем говорить	1	1
365	через край	1	1
366	и ей	1	1
367	поэтому понимание	1	1
368	того или	1	1
369	должен был	2	1
370	не простое	1	1
371	метод на	1	1
372	говорить в	1	1
373	во многом	1	1
374	в них	13	1
375	но вся	1	1
376	она и	1	1
377	далеко не	3	1
378	но лишь	1	1
379	не всегда	1	1
380	всегда и	1	1
381	он и	1	1
382	которой ничто	1	1
383	она была	4	1
384	со всей	1	1
385	от всякого	1	1
386	имен и	1	1
387	этом случае	1	1
388	причины и	1	1
389	и откровенной	1	1
390	именно и	1	1
391	и без	2	1
392	уже к	2	1
393	в котором	1	1
394	то для	1	1
395	своего имени	1	1
396	представление о	1	1
397	свой смысл	1	1
398	на точке	1	1
399	не учитывает	1	1
400	поэтому в	1	1
401	единство и	1	1
402	есть его	1	1
403	совершенно иначе	1	1
404	это относится	1	1
405	уже сказали	1	1
406	где нет	1	1
407	даже в	3	1
408	сознании в	1	1
409	книги или	1	1
410	себя момент	1	1
411	что эта	1	1
412	можно понимать	1	1
413	иной раз	1	1
414	которое он	1	1
415	было не	1	1
416	с и	1	1
417	носили на	1	1
418	больше чем	1	1
419	всего на	1	1
420	явление в	1	1
421	в наше	1	1
422	находиться в	1	1
423	место это	1	1
424	ровно ничего	1	1
425	xix веке	3	1
426	так называемый	1	1
427	эти три	1	1
428	только с	3	1
429	с другом	1	1
430	только от	1	1
431	не могут	1	1
432	могут быть	2	1
433	пребывать в	1	1
434	понять что	1	1
435	но также	1	1
436	существует только	1	1
437	они стали	1	1
438	всем миром	1	1
439	воли и	1	1
440	в конце	2	1
441	как не	1	1
442	на основе	2	1
443	действует одна	1	1
444	то уже	1	1
445	и от	1	1
446	только не	1	1
447	него самого	1	1
448	с самого	1	1
449	в пределах	2	1
450	материи и	1	1
451	они могут	1	1
452	в другом	2	1
453	имею в	1	1
454	такое понимание	1	1
455	подойти к	1	1
456	именно этот	1	1
457	самого главного	1	1
458	немецкий язык	1	1
459	ярче всего	1	1
460	связанное с	2	1
461	это понимание	1	1
462	о нем	1	1
463	не был	3	1
464	всего человечества	1	1
465	таким же	1	1
466	на что	1	1
467	и который	1	1
468	должно было	1	1
469	и всякая	1	1
470	нуждается в	2	1
471	в сферу	1	1
472	к которому	1	1
473	что здесь	1	1
474	этот метод	1	1
475	одного из	2	1
476	гораздо меньше	1	1
477	говорили выше	1	1
478	в какой	1	1
479	но ни	1	1
480	и весьма	1	1
481	несколько подробнее	1	1
482	никак нельзя	1	1
483	вообще всей	1	1
484	не было	4	1
485	теперь в	1	1
486	с одной	3	1
487	именно на	2	1
488	и событий	1	1
489	конечно не	1	1
490	и у	1	1
491	единое и	1	1
492	факт если	1	1
493	эти и	1	1
494	в виде	1	1
495	в начале	5	1
496	является не	1	1
497	то этот	1	1
498	его сущность	1	1
499	зрения на	2	1
500	себе в	2	1
501	роль только	1	1
502	всяком случае	2	1
503	слова в	1	1
504	вовсе не	10	1
505	к первой	2	1
506	не о	1	1
507	у него	2	1
508	нужно сказать	3	1
509	но из	1	1
510	бы это	1	1
511	в очень	1	1
512	вне ее	1	1
513	где в	1	1
514	живой и	1	1
515	до сих	4	1
516	нельзя сказать	2	1
517	и прежде	2	1
518	воззрения но	1	1
519	мы еще	2	1
520	говорит о	1	1
521	и несущественного	1	1
522	одной стороны	3	1
523	есть лишь	1	1
524	как ни	1	1
525	он становится	1	1
526	когда она	1	1
527	существу и	1	1
528	и она	1	1
529	все к	1	1
530	которая именно	1	1
531	всем что	2	1
532	неотделимо от	1	1
533	из которых	1	1
534	вокруг себя	2	1
535	по существу	2	1
536	друг с	1	1
537	мы сказали	2	1
538	сих пор	4	1
539	этого метода	1	1
540	природу и	2	1
541	понимании и	1	1
542	этот образ	1	1
543	не является	1	1
544	сознания и	2	1
545	тогда уже	1	1
546	более существенно	1	1
547	есть система	1	1
548	лишь как	2	1
549	и новое	1	1
550	и внешней	1	1
551	чтобы его	1	1
552	и смысл	2	1
553	вообще в	1	1
554	каждая часть	1	1
555	конце концов	1	1
556	мы должны	2	1
557	ибо в	1	1
558	исключительно в	1	1
559	очень хорошо	2	1
560	в целях	2	1
561	к самому	1	1
562	одной из	2	1
563	как явления	1	1
564	с ней	1	1
565	понимать как	1	1
566	только как	1	1
567	другой стороны	3	1
568	из своей	2	1
569	сила и	2	1
570	но эти	3	1
571	уже есть	1	1
572	образ в	1	1
573	и эта	2	1
574	других явлений	1	1
575	в противоположность	2	1
576	к этому	1	1
577	думать что	2	1
