N	2gram	Bakhtin_Pr_3	RusskieA
246	тем как	1	1
247	их так	1	1
248	еще далеко	2	1
249	одно мгновение	1	1
250	ее до	1	1
251	не входит	2	1
252	к слову	2	1
253	ответ на	1	1
254	нет и	3	1
255	что они	6	1
256	так бы	1	1
257	отнюдь не	2	1
258	несколько раз	2	1
259	независимо от	1	1
260	некоторое время	1	1
261	в своем	2	1
262	в различные	1	1
263	в одних	1	1
264	перед нами	1	1
265	хотя и	3	1
266	когда он	2	1
267	и наконец	5	1
268	не являются	1	1
269	всего как	1	1
270	увидим что	2	1
271	ясно и	1	1
272	в самом	8	1
273	еще на	1	1
274	уже в	3	1
275	он в	4	1
276	или во	1	1
277	тому же	2	1
278	ее как	3	1
279	как он	3	1
280	на то	1	1
281	но на	4	1
282	не могла	1	1
283	же но	1	1
284	и если	2	1
285	вообще не	2	1
286	в нем	19	1
287	в статье	1	1
288	плачут и	1	1
289	так сказать	2	1
290	образом на	1	1
291	всех этих	2	1
292	он должен	2	1
293	на третий	1	1
294	только в	6	1
295	в нее	1	1
296	эта же	1	1
297	именно это	1	1
298	но все	5	1
299	это конечно	1	1
300	по его	1	1
301	а вместе	1	1
302	встречаются и	1	1
303	что все	4	1
304	особенность в	1	1
305	значение в	1	1
306	круг в	1	1
307	в другом	8	1
308	на все	1	1
309	а как	2	1
310	знает что	3	1
311	входит в	2	1
312	того или	2	1
313	и дает	1	1
314	по улицам	1	1
315	по всему	2	1
316	только одно	1	1
317	нет в	2	1
318	не ушла	1	1
319	такой же	3	1
320	остается в	2	1
321	их на	1	1
322	можно найти	1	1
323	таким же	1	1
324	как все	1	1
325	в такой	3	1
326	его мнению	1	1
327	еще с	1	1
328	как символ	3	1
329	своего рода	2	1
330	человеком и	1	1
331	но эта	1	1
332	только для	1	1
333	однако в	2	1
334	что этот	1	1
335	на всю	2	1
336	из одного	1	1
337	возвращается к	1	1
338	считает что	1	1
339	на него	7	1
340	в основе	1	1
341	когда уже	2	1
342	к тебе	1	1
343	в огромном	1	1
344	ничего не	4	1
345	именно с	1	1
346	них идет	1	1
347	по своей	1	1
348	такая же	2	1
349	и его	16	1
350	же он	2	1
351	так например	1	1
352	которое не	1	1
353	до того	1	1
354	как будто	7	1
355	этом отношении	1	1
356	не является	2	1
357	и выводы	1	1
358	верны но	1	1
359	и несколько	1	1
360	от их	1	1
361	и веселья	1	1
362	него на	2	1
363	все ясно	1	1
364	все не	1	1
365	и другим	1	1
366	для его	2	1
367	кто же	2	1
368	оно не	1	1
369	указал на	1	1
370	здесь еще	1	1
371	в применении	1	1
372	и это	4	1
373	и которая	1	1
374	стояли у	1	1
375	себе в	1	1
376	совпадают с	1	1
377	свою очередь	1	1
378	всем этим	2	1
379	здесь не	1	1
380	говорит и	1	1
381	не могу	3	1
382	без всякого	1	1
383	на основе	1	1
384	затем его	1	1
385	в особенности	1	1
386	в пределах	6	1
387	приводит к	1	1
388	и совершенно	1	1
389	части что	1	1
390	что у	6	1
391	с собой	1	1
392	так и	6	1
393	мог бы	2	1
394	найти в	1	1
395	под силу	2	1
396	но у	1	1
397	он был	1	1
398	без всякой	1	1
399	но иногда	1	1
400	если бы	4	1
401	собой и	2	1
402	и вообще	2	1
403	с ним	8	1
404	но может	1	1
405	находится в	2	1
406	лицо его	1	1
407	сводится к	3	1
408	можно сказать	1	1
409	видели также	1	1
410	и во	3	1
411	путь из	1	1
412	же степени	2	1
413	этот момент	1	1
414	в его	22	1
415	во всей	1	1
416	по разным	1	1
417	в середине	1	1
418	в ту	1	1
419	все время	5	1
420	и мир	2	1
421	уходит в	1	1
422	быть и	2	1
423	вопрос который	1	1
424	но так	3	1
425	на которой	1	1
426	остается без	1	1
427	но с	2	1
428	тот же	2	1
429	в основном	1	1
430	с ними	6	1
431	что он	23	1
432	пришел к	1	1
433	мы увидим	2	1
434	но ни	2	1
435	и действительно	1	1
436	те которые	1	1
437	и так	5	1
438	е человека	1	1
439	в эти	2	1
440	человека с	3	1
441	из которого	1	1
442	же и	2	1
443	или нарочито	1	1
444	в большинстве	2	1
445	только на	4	1
446	здесь это	1	1
447	еще очень	1	1
448	он одновременно	1	1
449	и обратно	1	1
450	превращаются в	1	1
451	был бы	2	1
452	не так	1	1
453	для него	13	1
454	всяком случае	5	1
455	в одном	5	1
456	ты меня	2	1
457	в конце	5	1
458	чтобы она	1	1
459	ту сторону	2	1
460	как его	2	1
461	случае не	1	1
462	нами еще	1	1
463	как раз	4	1
464	не просто	1	1
465	они становятся	1	1
466	рядом с	4	1
467	время как	1	1
468	в другой	2	1
469	и даже	7	1
470	очень верно	1	1
471	от другого	3	1
472	это без	1	1
473	под руки	1	1
474	человек но	1	1
475	него не	1	1
476	под влиянием	3	1
477	которые будут	1	1
478	был он	1	1
479	или другого	2	1
480	эти слова	3	1
481	в одной	3	1
482	и потому	2	1
483	к себе	17	1
484	в москве	1	1
485	а так	2	1
486	по своему	3	1
487	ненависть к	3	1
488	на тот	1	1
489	нашу задачу	1	1
490	смысле этого	2	1
491	он может	2	1
492	что весь	1	1
493	и основной	1	1
494	ко всему	1	1
495	бы значительно	1	1
496	и более	1	1
497	и жизнь	1	1
498	быть не	1	1
499	этого слова	7	1
500	и не	29	1
501	но это	4	1
502	внимания на	1	1
503	в который	1	1
504	что касается	1	1
505	третий день	1	1
506	случаях когда	1	1
507	ли в	1	1
508	за руку	1	1
509	ее но	1	1
510	и путем	1	1
511	от него	6	1
512	а может	2	1
513	и создавать	1	1
514	мы должны	5	1
515	его уже	1	1
516	смехе и	1	1
517	только что	3	1
518	которые в	2	1
519	или не	1	1
520	не я	2	1
521	его к	3	1
522	несмотря на	1	1
523	только с	3	1
524	все еще	1	1
525	о своем	1	1
526	в свою	1	1
527	сказать что	2	1
528	другой стороны	3	1
529	на который	2	1
530	как за	1	1
531	всех других	1	1
532	него в	1	1
533	время не	2	1
534	и становится	1	1
535	в заключение	2	1
536	во всяком	5	1
537	как на	2	1
