N	2gram	Tiupa_Disk_1	FransuaR
267	не знала	1	1
268	в ее	3	1
269	относятся и	1	1
270	но не	11	1
271	в новом	2	1
272	тогда как	19	1
273	себе и	1	1
274	он пишет	1	1
275	отличие от	5	1
276	в едином	2	1
277	до наших	1	1
278	за пределы	2	1
279	что они	1	1
280	всего это	1	1
281	что хотя	1	1
282	в истории	4	1
283	приходит на	1	1
284	что во	1	1
285	его на	1	1
286	к данному	2	1
287	и нет	1	1
288	все же	3	1
289	не являются	1	1
290	определить как	2	1
291	в самом	3	1
292	не приходится	2	1
293	точкой зрения	2	1
294	он в	1	1
295	тому же	5	1
296	в нашем	1	1
297	всего к	1	1
298	с их	1	1
299	другом случае	1	1
300	но его	1	1
301	можно определить	2	1
302	всей его	2	1
303	человек не	1	1
304	вследствие этого	3	1
305	по словам	2	1
306	время и	1	1
307	различные формы	1	1
308	не как	4	1
309	силу своей	2	1
310	том чтобы	2	1
311	новое и	1	1
312	характер в	1	1
313	i в	1	1
314	которого и	1	1
315	по аналогии	1	1
316	другое в	1	1
317	в каждом	2	1
318	не будет	1	1
319	где нет	1	1
320	говорить не	1	1
321	с целью	1	1
322	людей своего	1	1
323	как к	2	1
324	этом смысле	1	1
325	они по	1	1
326	в речевом	1	1
327	и тем	2	1
328	данном случае	2	1
329	не соответствует	1	1
330	здесь это	1	1
331	в жизни	1	1
332	позволяет им	1	1
333	для них	1	1
334	но уже	1	1
335	его точка	1	1
336	с тем	1	1
337	в слове	1	1
338	со своими	1	1
339	оно имеет	1	1
340	мировой истории	1	1
341	автора и	1	1
342	и при	1	1
343	свою речь	1	1
344	лежат в	1	1
345	наших дней	2	1
346	и без	2	1
347	всяком случае	1	1
348	в котором	5	1
349	вторая часть	1	1
350	мы называем	1	1
351	представление о	1	1
352	мысли и	2	1
353	должны были	1	1
354	в силу	5	1
355	которые в	1	1
356	что было	1	1
357	как от	1	1
358	не должна	1	1
359	по себе	3	1
360	при помощи	1	1
361	содержит в	1	1
362	в непрерывных	1	1
363	потустороннем мире	1	1
364	начиная от	1	1
365	культуры это	1	1
366	но они	2	1
367	а иногда	1	1
368	самого начала	1	1
369	то чего	1	1
370	на него	1	1
371	в основе	7	1
372	для всего	1	1
373	выбора между	1	1
374	к концу	1	1
375	своей природе	2	1
376	по своей	11	1
377	это слово	1	1
378	так например	2	1
379	связи с	4	1
380	не по	1	1
381	исторических деятелей	1	1
382	и делает	1	1
383	что на	1	1
384	не могут	1	1
385	встречается в	1	1
386	что его	1	1
387	текстов а	1	1
388	здесь они	1	1
389	но одновременно	2	1
390	и иерархическое	1	1
391	развития культуры	1	1
392	своего развития	1	1
393	и о	4	1
394	значения и	1	1
395	на нем	1	1
396	здесь не	1	1
397	с сохранением	1	1
398	здесь также	1	1
399	в буквальном	1	1
400	характер и	2	1
401	мысль о	1	1
402	различие между	2	1
403	по этой	2	1
404	не трудно	1	1
405	времени и	3	1
406	не с	3	1
407	чем у	1	1
408	поэтому в	1	1
409	выходит за	1	1
410	об этом	2	1
411	образом в	1	1
412	но здесь	1	1
413	в таком	1	1
414	тем чем	1	1
415	на все	1	1
416	типа но	1	1
417	уже были	1	1
418	в другом	2	1
419	другой он	1	1
420	достигается не	1	1
421	и что	2	1
422	утверждает что	1	1
423	аналогии с	1	1
424	но только	1	1
425	оно лишь	1	1
426	в различных	2	1
427	там же	1	1
428	времени в	2	1
429	по их	1	1
430	том или	1	1
431	и всю	1	1
432	мир и	1	1
433	от одного	1	1
434	замкнутое и	1	1
435	существенную роль	3	1
436	них в	2	1
437	наконец в	1	1
438	представления о	2	1
439	действительности в	1	1
440	но она	1	1
441	по содержанию	1	1
442	к которому	2	1
443	во всем	1	1
444	еще и	1	1
445	в литературу	2	1
446	он уже	1	1
447	между тем	4	1
448	в контексте	1	1
449	образа жизни	1	1
450	себя в	2	1
451	и всякий	1	1
452	завершение в	1	1
453	как процесс	1	1
454	а напротив	1	1
455	все многообразие	1	1
456	оно в	1	1
457	в виде	1	1
458	здесь же	1	1
459	во втором	4	1
460	или даже	2	1
461	но от	1	1
462	его и	1	1
463	их как	1	1
464	до самых	1	1
465	в известной	1	1
466	слова в	2	1
467	к ним	3	1
468	иногда и	1	1
469	или ином	1	1
470	к той	3	1
471	и строго	1	1
472	аналогично тому	1	1
473	но эти	1	1
474	и даже	3	1
475	всего многообразия	1	1
476	его себе	1	1
477	что человек	1	1
478	здесь в	2	1
479	по своим	4	1
480	лица в	1	1
481	и создает	1	1
482	уходит в	1	1
483	и прежде	1	1
484	в античной	2	1
485	через фазу	1	1
486	или о	1	1
487	в воображении	1	1
488	героя и	2	1
489	говорит о	1	1
490	выступает в	1	1
491	литературы нового	1	1
492	более того	2	1
493	в рассказе	2	1
494	однако и	2	1
495	один из	3	1
496	картину мира	1	1
497	и фигура	1	1
498	о чем	2	1
499	разных местах	1	1
500	ближе к	1	1
501	но оно	1	1
502	в частности	9	1
503	ближе всего	1	1
504	второго лица	1	1
505	как это	1	1
506	к себе	2	1
507	только его	1	1
508	иерархическое место	1	1
509	приводит в	1	1
510	автора в	2	1
511	в речах	1	1
512	которое по	1	1
513	к другому	2	1
514	он говорит	1	1
515	лицом к	1	1
516	с некоторыми	2	1
517	такого рода	4	1
518	в тех	2	1
519	как целое	1	1
520	но оказывается	1	1
521	с этой	1	1
522	слова и	1	1
523	в основном	1	1
524	оба они	1	1
525	природу и	1	1
526	в начале	2	1
527	же самое	2	1
528	как александр	1	1
529	и собственно	1	1
530	при всем	1	1
531	общие черты	1	1
532	писал в	1	1
533	в одно	1	1
534	это уже	1	1
535	в следующей	1	1
536	каким бы	1	1
537	явления по	1	1
538	котором он	2	1
539	с фольклорными	1	1
540	тем более	1	1
541	едином но	1	1
542	на языке	1	1
543	души с	1	1
544	по ходу	1	1
545	указывает на	2	1
546	в системе	1	1
547	может и	2	1
548	в период	1	1
549	которое создает	1	1
550	с ней	1	1
551	на смену	3	1
552	сказать что	3	1
553	дело с	2	1
554	к его	2	1
555	от целого	1	1
556	героя в	2	1
557	всех других	1	1
558	к различным	2	1
559	в каком	1	1
560	речи как	2	1
561	время они	1	1
562	заметить что	2	1
563	также не	1	1
564	в своих	3	1
565	именно здесь	1	1
566	всем своим	1	1
567	они не	2	1
