N	2gram	Nazirov_Tv_2	KulturaY
131	в которые	1	3
132	этого вопроса	1	3
133	знаем что	1	3
134	в таких	1	3
135	в процессе	2	3
136	слова не	1	3
137	казалось бы	3	3
138	же время	7	3
139	и его	9	3
140	связи с	1	3
141	отличается от	1	3
142	что оно	1	3
143	как мы	1	3
144	в виду	1	3
145	а в	4	3
146	на это	1	3
147	сводится к	2	3
148	можно встретить	1	3
149	что и	1	3
150	уже в	2	3
151	у него	6	3
152	как раз	1	3
153	тем что	3	3
154	именно в	6	3
155	в соответствии	4	3
156	а главное	1	3
157	на фоне	1	3
158	своей собственной	1	3
159	но это	5	3
160	не знает	1	3
161	совершенно не	1	3
162	и это	3	3
163	точно так	1	3
164	речь идет	1	2
165	же как	3	2
166	и потому	4	2
167	и есть	2	2
168	можно говорить	1	2
169	по преимуществу	2	2
170	и до	1	2
171	почти всегда	1	2
172	в году	16	2
173	той же	1	2
174	что если	1	2
175	печати и	1	2
176	они имеют	2	2
177	не то	1	2
178	что за	1	2
179	конечном счете	1	2
180	ответ на	1	2
181	отличие от	2	2
182	не просто	1	2
183	что они	4	2
184	наше время	2	2
185	дает нам	1	2
186	не хватает	1	2
187	русским языком	1	2
188	его к	1	2
189	что само	1	2
190	за собой	4	2
191	и у	2	2
192	что ничего	1	2
193	вообще а	1	2
194	и если	2	2
195	по словам	2	2
196	при этом	8	2
197	в основании	1	2
198	в другом	1	2
199	того или	1	2
200	заключается в	1	2
201	о характере	1	2
202	но уже	3	2
203	это положение	1	2
204	рядом с	2	2
205	достоевского и	2	2
206	соответствии с	4	2
207	как и	6	2
208	мы видели	1	2
209	и еще	2	2
210	в своей	6	2
211	таким же	1	2
212	в их	3	2
213	если можно	1	2
214	в отличие	2	2
215	в которых	3	2
216	и более	1	2
217	тем самым	4	2
218	в современном	3	2
219	в устах	2	2
220	только для	2	2
221	тем меньше	1	2
222	о значении	1	2
223	она не	1	2
224	хотелось бы	1	2
225	может служить	2	2
226	образом в	1	2
227	в день	1	2
228	и приводит	1	2
229	в наше	2	2
230	и далее	2	2
231	всего что	1	2
232	свою очередь	1	2
233	характер и	1	2
234	роль в	2	2
235	что у	4	2
236	что для	1	2
237	вопрос этот	1	2
238	когда в	1	2
239	и вообще	2	2
240	говорим о	1	2
241	в память	1	2
242	одного из	1	2
243	как у	3	2
244	в конечном	1	2
245	нуждается в	1	2
246	в глазах	1	2
247	в современной	1	2
248	мне кажется	1	2
249	с ними	2	2
250	отказ от	1	2
251	или же	1	2
252	с одной	1	2
253	за этим	1	2
254	был бы	1	2
255	не говорит	1	2
256	в целях	1	2
257	никогда не	11	2
258	и даже	5	2
259	ли это	1	2
260	превращается в	3	2
261	на этот	2	2
262	за год	1	2
263	в частности	2	2
264	с первого	1	2
265	мы говорим	1	2
266	так мы	2	2
267	как будто	1	2
268	ли не	2	2
269	с этой	3	2
270	и для	1	2
271	и от	4	2
272	всякого рода	2	2
273	литература и	1	2
274	но зато	3	2
275	будто бы	1	2
276	в свою	1	2
277	только как	1	2
278	но можно	1	2
279	или иного	1	2
280	себе не	1	2
281	к действию	1	2
282	это определение	3	2
283	в своих	3	2
284	по поводу	1	2
285	народ в	1	1
286	по адресу	1	1
287	в такой	2	1
288	и без	2	1
289	в сердце	1	1
290	совершенно новый	1	1
291	крестьян и	1	1
292	на деле	1	1
293	было то	1	1
294	в котором	3	1
295	смысл этого	1	1
296	сам автор	1	1
297	на западе	3	1
298	объясняется и	1	1
299	едва ли	2	1
300	этот и	1	1
301	это объяснение	1	1
302	по европе	2	1
303	бы уже	1	1
304	мы не	4	1
305	этого определения	1	1
306	большую роль	1	1
307	но интересно	1	1
308	выразилось в	1	1
309	мы и	1	1
310	а теперь	1	1
311	же что	1	1
312	и он	2	1
313	с большим	3	1
314	большие основания	1	1
315	мог бы	1	1
316	он был	1	1
317	это действительно	1	1
318	столь же	1	1
319	это своего	1	1
320	с его	1	1
321	не без	1	1
322	то мы	1	1
323	как правило	2	1
324	предположить что	1	1
325	но как	1	1
326	в противоречии	1	1
327	по отношению	3	1
328	есть по	1	1
329	нет и	2	1
330	так что	2	1
331	и первый	1	1
332	не видно	1	1
333	в рамках	1	1
334	общего с	1	1
335	меры в	1	1
336	положение нуждается	1	1
337	такова же	1	1
338	и как	1	1
339	говорит что	1	1
340	сказал бы	1	1
341	писателя как	1	1
342	и к	1	1
343	несравненно более	2	1
344	мы определяем	1	1
345	то в	1	1
346	в себя	1	1
347	время я	1	1
348	в которой	2	1
349	в литературном	2	1
350	мы получаем	1	1
351	в целом	6	1
352	сказать о	1	1
353	в статьях	1	1
354	за это	1	1
355	чуть ли	1	1
356	из этих	1	1
357	во многих	2	1
358	что автор	1	1
359	в известном	1	1
360	выше было	1	1
361	нами в	1	1
362	общеизвестно что	1	1
363	в себе	3	1
364	но он	1	1
365	тому же	2	1
366	но ведь	2	1
367	доказывать что	1	1
368	в случае	1	1
369	русское слово	1	1
370	сказать в	1	1
371	а скорее	2	1
372	от которого	1	1
373	эта система	1	1
374	в первую	1	1
375	не значит	1	1
376	первой части	4	1
377	в принципе	4	1
378	к одному	1	1
379	первым и	1	1
380	это если	1	1
381	том чтобы	1	1
382	на жизнь	1	1
383	так например	3	1
384	эта же	1	1
385	не замечаем	1	1
386	принято считать	1	1
387	в каждом	1	1
388	кириллов и	1	1
389	из всех	1	1
390	а по	1	1
391	первую очередь	1	1
392	которого не	1	1
393	известно что	2	1
394	организации этих	1	1
395	я считаю	1	1
396	который по	1	1
397	нет в	1	1
398	не понимают	1	1
399	кому не	1	1
400	может нас	1	1
401	и некоторых	2	1
402	смысле или	1	1
403	потому и	1	1
404	такой же	2	1
405	мы как	1	1
406	можно так	1	1
407	же это	1	1
408	место в	3	1
409	еще с	1	1
410	классической литературы	2	1
411	мне удалось	1	1
412	признать что	1	1
413	сознаться что	1	1
414	в поэме	1	1
415	в одном	2	1
416	точку зрения	2	1
417	быть может	3	1
418	в прямом	1	1
419	их в	2	1
420	однако в	1	1
421	том же	2	1
422	что этот	2	1
423	где нет	2	1
424	даже в	1	1
425	тому что	1	1
426	а а	4	1
427	xviii века	2	1
428	виду что	1	1
429	самого начала	1	1
430	заботиться о	1	1
431	дело в	1	1
432	одна из	3	1
433	до сих	3	1
434	в структуре	1	1
435	письме к	1	1
436	а сама	1	1
437	невозможно но	1	1
438	поучителен в	1	1
439	первая часть	4	1
440	записывает в	1	1
441	при котором	1	1
442	в иерусалим	1	1
443	говорить лишь	1	1
444	то этот	1	1
445	нужна была	1	1
446	только с	2	1
447	тех кому	1	1
448	свое собственное	1	1
449	с болью	1	1
450	лежит в	1	1
451	внутренней необходимостью	1	1
452	которого я	1	1
453	русской классической	1	1
454	как только	1	1
455	за что	1	1
456	указывает на	1	1
457	не есть	1	1
458	полным правом	2	1
459	если же	1	1
460	ничего общего	1	1
461	году в	1	1
462	приходит к	1	1
463	у достоевского	30	1
464	смысле что	1	1
465	указывать на	1	1
466	в ее	2	1
467	на основе	1	1
468	только то	1	1
469	с самого	1	1
470	то время	1	1
471	это для	1	1
472	что однако	1	1
473	учит нас	1	1
474	не с	1	1
475	связан с	1	1
476	во многом	2	1
477	не дают	1	1
478	а все	1	1
479	что от	1	1
480	в синтаксисе	1	1
481	поэтому в	1	1
482	против этого	1	1
483	можно пойти	1	1
484	века на	1	1
485	с полным	2	1
486	это я	1	1
487	о том	5	1
488	на вопрос	1	1
489	не приходит	1	1
490	почему же	1	1
491	не стоит	2	1
492	в чем	4	1
493	на точку	1	1
494	и требует	1	1
495	русской литературе	1	1
496	переходит в	1	1
497	а потому	1	1
498	но нет	1	1
499	от этих	1	1
500	с а	1	1
501	мы уже	1	1
502	значит что	1	1
503	в й	3	1
504	известном смысле	1	1
505	д и	2	1
506	пор еще	1	1
507	что всегда	1	1
508	одной из	3	1
509	то он	1	1
510	по мнению	3	1
511	или его	1	1
512	п эта	1	1
513	кроме своих	1	1
514	видеть что	1	1
515	в большинстве	1	1
516	в поэзии	1	1
517	в виде	2	1
518	не составляет	1	1
519	или даже	2	1
520	его и	2	1
521	не так	2	1
522	для него	3	1
523	и их	1	1
524	наука о	1	1
525	сами по	1	1
526	отличен от	1	1
527	у нее	3	1
528	отношение к	1	1
529	для меня	1	1
530	противоречии с	1	1
531	не случайно	2	1
532	должен был	1	1
533	и никогда	1	1
534	тогда в	1	1
535	в руки	2	1
536	и только	2	1
537	цитаты из	1	1
538	возможно что	1	1
539	или иной	1	1
540	и точно	1	1
541	и несравненно	1	1
542	хоть и	1	1
543	и прежде	1	1
544	в предисловии	1	1
545	представляет собою	1	1
546	и между	1	1
547	и др	3	1
548	в середине	1	1
549	как идея	1	1
550	нет почти	1	1
551	жизнь в	1	1
552	к осознанию	1	1
553	человек в	1	1
554	и я	1	1
555	если не	4	1
556	есть одно	1	1
557	известным и	1	1
558	связь с	2	1
559	я уже	1	1
560	в роде	1	1
561	предисловии к	1	1
562	он говорит	1	1
563	в область	3	1
564	не был	1	1
565	не поднялась	1	1
566	наряду с	7	1
567	эти слова	1	1
568	такого рода	1	1
569	ведет к	1	1
570	с вечным	1	1
571	и двух	1	1
572	поскольку он	1	1
573	когда он	4	1
574	думать о	1	1
575	и такие	1	1
576	том смысле	1	1
577	ссылки на	1	1
578	сих пор	3	1
579	заставляет нас	3	1
580	влечет за	2	1
581	ничего кроме	1	1
582	объясняется отчасти	1	1
583	которые были	1	1
584	не носит	1	1
585	встретить и	1	1
586	не мог	1	1
587	с большой	1	1
588	быта да	1	1
589	в книге	1	1
590	более того	2	1
591	отвечает на	1	1
592	злобой дня	1	1
593	это как	1	1
594	в голову	1	1
595	давно уже	2	1
596	находит свое	1	1
597	в литературной	2	1
598	не должен	1	1
599	сознательно стремился	1	1
600	в свете	3	1
601	в этих	1	1
602	нет никаких	1	1
603	что вообще	1	1
604	толстого и	1	1
605	более широкое	1	1
606	может и	1	1
607	о своем	1	1
608	это все	2	1
609	первый раз	1	1
610	между ними	1	1
611	лишь что	1	1
612	русская литература	1	1
613	не принимают	1	1
614	день и	1	1
615	было показано	2	1
616	имеют смысл	1	1
617	у которых	1	1
618	д в	3	1
619	но эти	2	1
620	в искусстве	2	1
621	и другие	1	1
622	как на	1	1
