N	2gram	Bakhtin_KF_1	Problemy
221	нами в	1	2
222	мира но	4	2
223	всей его	2	2
224	вследствие этого	2	2
225	на его	1	2
226	он ни	2	2
227	всех этих	3	2
228	войти в	2	2
229	и единство	3	2
230	ни был	2	2
231	здесь мы	4	2
232	то ни	2	2
233	мы его	1	2
234	же не	1	2
235	при этом	4	2
236	всеми своими	1	2
237	дело здесь	2	2
238	между отдельными	1	2
239	в жизни	2	2
240	кажется что	2	2
241	и уже	1	2
242	чем в	1	2
243	даже там	1	2
244	как целое	1	2
245	данте и	1	2
246	как таковой	1	2
247	в один	1	2
248	в отношении	1	2
249	в котором	24	2
250	но он	1	2
251	приводит его	1	2
252	человека но	1	2
253	с которой	1	2
254	мира не	3	2
255	мысли в	1	2
256	к этим	1	2
257	поэтому в	1	2
258	нем в	1	2
259	следовательно и	1	2
260	жизни не	1	2
261	а лишь	3	2
262	в сознании	2	2
263	уже и	1	2
264	не потому	2	2
265	к себе	2	2
266	во все	1	2
267	из самого	2	2
268	для себя	5	2
269	и входит	1	2
270	него самого	1	2
271	что может	1	2
272	отсюда и	3	2
273	сознании и	1	2
274	может развить	1	2
275	все значимое	1	2
276	единство сознания	1	2
277	вне его	1	2
278	и во	1	2
279	от них	1	2
280	противоречия и	1	2
281	во всей	4	2
282	в лучшем	1	2
283	для самого	1	2
284	один из	2	2
285	мы видим	1	2
286	тот же	1	2
287	хотя бы	4	2
288	тем или	1	2
289	и ее	2	2
290	именно на	2	2
291	значимость и	2	2
292	же и	1	2
293	конечно не	7	2
294	в большинстве	1	2
295	ни было	4	2
296	большинстве случаев	1	2
297	его и	2	2
298	него нет	1	2
299	одно из	1	2
300	его мире	1	2
301	ведь это	1	2
302	с собою	1	2
303	не о	2	2
304	и даже	1	2
305	себя и	2	2
306	месте и	1	2
307	она является	1	2
308	единство бытия	2	2
309	мысль как	2	2
310	представляется нам	1	2
311	единство же	1	2
312	только как	4	2
313	в данном	2	2
314	не существенно	1	2
315	ведь только	1	2
316	в первой	1	2
317	не способны	1	2
318	в контексте	5	2
319	него в	1	2
320	лучшем случае	1	2
321	в смысле	6	2
322	нисколько не	4	2
323	каждая мысль	1	2
324	и от	1	2
325	человек и	1	2
326	бы он	2	2
327	же в	1	2
328	не есть	20	2
329	друг против	1	2
330	не способна	1	2
331	между ними	1	2
332	жизни а	1	2
333	жизни и	8	2
334	но эти	1	2
335	против друга	1	2
336	смысле слова	1	1
337	ясно и	3	1
338	в движение	1	1
339	функции в	1	1
340	его целом?	1	1
341	мир где	5	1
342	проблемы в	1	1
343	ее до	2	1
344	тем же	1	1
345	в первом	1	1
346	исходит из	1	1
347	противном случае	1	1
348	как представитель	1	1
349	видеть в	1	1
350	едва ли	2	1
351	и должен	2	1
352	и за	2	1
353	свой мир	1	1
354	его не	1	1
355	их и	1	1
356	из всех	1	1
357	со всех	1	1
358	к предмету	1	1
359	мы не	3	1
360	на первом	2	1
361	единство и	1	1
362	именно к	1	1
363	не была	1	1
364	жизни как	5	1
365	бы ни	1	1
366	и он	1	1
367	предмет видения	1	1
368	во мне	3	1
369	себе а	2	1
370	быть понято	1	1
371	теряя своей	1	1
372	и мира	1	1
373	его действительности	1	1
374	во всех	11	1
375	но конечно	3	1
376	а следовательно	3	1
377	действительностью становится	1	1
378	этих миров	1	1
379	как если	1	1
380	а только	1	1
381	абстрактный момент	2	1
382	к которой	2	1
383	и всякий	1	1
384	в ткань	1	1
385	в качестве	2	1
386	смысловое единство	1	1
387	нет и	3	1
388	события для	1	1
389	относится к	1	1
390	независимо от	3	1
391	что именно	1	1
392	возникает лишь	1	1
393	бы действительно	1	1
394	значит однако	1	1
395	в противном	1	1
396	в событие	2	1
397	чего нет	1	1
398	хотя и	1	1
399	по соображениям	1	1
400	в действительности	1	1
401	от этого	2	1
402	за собой	1	1
403	поэтому он	1	1
404	видения мира	1	1
405	себе как	2	1
406	та же	2	1
407	что это	3	1
408	в нашем	1	1
409	в мышлении	1	1
410	ни одна	2	1
411	в известном	1	1
412	другом случае	1	1
413	было дано	2	1
414	имеем в	2	1
415	в философии	1	1
416	ибо действительно	1	1
417	их а	1	1
418	не следует	1	1
419	время и	5	1
420	к миру	1	1
421	и совершенно	3	1
422	он должен	1	1
423	не укоренен	1	1
424	имеет смысл	1	1
425	извне как	1	1
426	не теряя	1	1
427	мысли как	1	1
428	одном кругозоре	1	1
429	и по	1	1
430	лишь с	2	1
431	сознание но	1	1
432	мне в	4	1
433	укоренен в	1	1
434	могла бы	4	1
435	не будет	2	1
436	что все	1	1
437	единое и	5	1
438	что мир	1	1
439	об этом	1	1
440	лишь в	8	1
441	может стать	1	1
442	действительности в	2	1
443	и мы	2	1
444	то все	1	1
445	не совпадает	1	1
446	быть не	2	1
447	весь мир	2	1
448	смысл лишь	2	1
449	ведь если	1	1
450	здесь нет	2	1
451	которому и	1	1
452	от содержательной	1	1
453	но уже	1	1
454	быть только	8	1
455	она и	1	1
456	все равно	1	1
457	он действительно	1	1
458	мы имеем	5	1
459	меня но	4	1
460	движение по	1	1
461	остается в	1	1
462	смысл и	6	1
463	час и	1	1
464	одного и	1	1
465	места в	4	1
466	бытии и	2	1
467	от своего	1	1
468	итак ни	1	1
469	как факт	1	1
470	то для	1	1
471	системное единство	1	1
472	знает и	2	1
473	мир не	1	1
474	место в	5	1
475	он принимает	1	1
476	признать что	1	1
477	не путем	1	1
478	значение для	1	1
479	дан в	2	1
480	является только	1	1
481	вложена в	1	1
482	задает себе	1	1
483	где она	1	1
484	есть его	2	1
485	образом и	1	1
486	как содержательное	2	1
487	жизни является	2	1
488	оказалось бы	1	1
489	личная жизнь	1	1
490	если и	1	1
491	котором оно	1	1
492	при всех	1	1
493	каком плане	1	1
494	отчетливо и	1	1
495	акта и	1	1
496	есть а	1	1
497	и отсюда	2	1
498	не имеет	5	1
499	дело в	2	1
500	не вытекает	1	1
501	только это	2	1
502	и именно	2	1
503	сознания как	2	1
504	мира нет	1	1
505	и имеет	1	1
506	того чтобы	2	1
507	не могло	1	1
508	только не	1	1
509	из него	3	1
510	распадется на	1	1
511	и весь	2	1
512	суждение не	1	1
513	как момент	13	1
514	действительно в	1	1
515	на этом	1	1
516	определения как	1	1
517	это слово	1	1
518	его он	1	1
519	ибо все	3	1
520	и сама	1	1
521	его чистоте	1	1
522	здесь же	1	1
523	бы иной	1	1
524	в области	2	1
525	в каком	4	1
526	у меня	1	1
527	именно оно	1	1
528	в трагедии	1	1
529	в момент	3	1
530	мы абстрактно	1	1
531	миг не	1	1
532	она принципиально	1	1
533	лежит в	1	1
534	единства в	2	1
535	же самое	1	1
536	должны быть	1	1
537	случайна и	1	1
538	всего в	1	1
539	не принцип	1	1
540	к тому	1	1
541	они даны	1	1
542	для героя	1	1
543	активности в	2	1
544	него как	1	1
545	существенный момент	1	1
546	должен быть	7	1
547	аналогию с	1	1
548	но только	1	1
549	иной чем	1	1
550	не существует	1	1
551	свою очередь	1	1
552	но при	1	1
553	ни одно	5	1
554	здесь не	3	1
555	в ее	16	1
556	только при	1	1
557	характер и	1	1
558	чтобы быть	2	1
559	можно сделать	1	1
560	философия в	1	1
561	она только	1	1
562	как с	1	1
563	и когда	2	1
564	вмещается в	1	1
565	котором мы	3	1
566	в другом	3	1
567	времени и	4	1
568	здесь как	1	1
569	этой мысли	1	1
570	подойти к	1	1
571	своих границах	2	1
572	не мир	1	1
573	остается только	1	1
574	героя весь	1	1
575	был не	1	1
576	для этого	2	1
577	в настоящее	1	1
578	со стороны	7	1
579	но эту	1	1
580	в содержании	1	1
581	как этот	1	1
582	образом в	1	1
583	в виду	3	1
584	его построения	1	1
585	познания и	4	1
586	к каждому	1	1
587	первом случае	1	1
588	один миг	1	1
589	бытия неизбежно	1	1
590	о том	3	1
591	и та	2	1
592	другими словами	1	1
593	настоящее время	1	1
594	и миром	1	1
595	единство его	1	1
596	и теоретически	1	1
597	можно сказать	1	1
598	и единый	2	1
599	и всех	1	1
600	или более	1	1
601	и смысловой	2	1
602	определение и	1	1
603	ее от	1	1
604	как предмета	2	1
605	во втором	1	1
606	как его	4	1
607	к своеобразному	1	1
608	мне как	3	1
609	которых слагается	1	1
610	и только	6	1
611	и всякое	1	1
612	если это	1	1
613	вся жизнь	1	1
614	есть что	1	1
615	найти и	1	1
616	утверждение и	1	1
617	она может	1	1
618	сознания его	1	1
619	того что	3	1
620	быть и	3	1
621	известном смысле	1	1
622	наличное в	1	1
623	согласиться с	1	1
624	одной из	1	1
625	в какой	1	1
626	мира его	1	1
627	и действительно	6	1
628	целого и	1	1
629	в напряженном	1	1
630	и так	1	1
631	это очень	1	1
632	а с	2	1
633	замкнутость и	1	1
634	единый контекст	1	1
635	себя в	8	1
636	целом это	1	1
637	говорить об	1	1
638	есть действительно	2	1
639	или иным	2	1
640	и чисто	1	1
641	него и	1	1
642	тот мир	1	1
643	а то	1	1
644	и других	2	1
645	мир поэтому	1	1
646	произведения не	1	1
647	к содержанию	2	1
648	как сплошное	1	1
649	следует что	1	1
650	нее в	2	1
651	есть правда	1	1
652	себе в	1	1
653	и их	6	1
654	и навсегда	2	1
655	могло бы	4	1
656	нет она	1	1
657	он становится	1	1
658	остается чисто	1	1
659	не для	1	1
660	существенно что	2	1
661	ним как	1	1
662	к ним	4	1
663	может служить	1	1
664	бытия и	10	1
665	возможных точек	1	1
666	из нее	1	1
667	принципиально не	2	1
668	и никогда	1	1
669	того или	3	1
670	это было	2	1
671	к той	1	1
672	героя для	1	1
673	другой и	1	1
674	нет в	4	1
675	такова концепция	1	1
676	для того	3	1
677	а эта	3	1
678	приходится признать	1	1
679	он живет	1	1
680	нет мир	1	1
681	различны в	1	1
682	однако что	2	1
683	на ее	1	1
684	здесь в	1	1
685	а именно	1	1
686	вообще и	1	1
687	и самая	1	1
688	другие а	1	1
689	во второй	1	1
690	к его	1	1
691	если мы	1	1
692	что не	3	1
693	в живом	1	1
694	но есть	2	1
695	только к	1	1
696	этот термин	1	1
697	притом не	1	1
698	ничем не	1	1
699	нем и	3	1
700	только момент	4	1
701	зависит от	1	1
702	но из	1	1
703	чисто теоретическим	1	1
704	жизнь в	1	1
705	не он	1	1
706	в бытии	26	1
707	что мы	1	1
708	свою значимость	1	1
709	оценки и	2	1
710	сознаний из	1	1
711	если не	2	1
712	представитель своей	1	1
713	где есть	1	1
714	ибо ее	1	1
715	вступает в	3	1
716	действительно и	3	1
717	самого как	1	1
718	и она	2	1
719	зрения автора	1	1
720	ни на	1	1
721	в формальной	1	1
722	своей значимости	3	1
723	как одно	1	1
724	подхода к	2	1
725	мысли но	1	1
726	над ним	1	1
727	если оно	1	1
728	что за	2	1
729	и оценок	1	1
730	лежат в	1	1
731	героя это	2	1
732	над всяким	1	1
733	где под	1	1
734	истинное суждение	1	1
735	к событию	1	1
736	бы его	1	1
737	нем как	4	1
738	и менее	1	1
739	к следующему	1	1
740	этого слова	2	1
741	его ибо	1	1
742	слова и	1	1
743	как из	1	1
744	и одна	1	1
745	при условии	2	1
746	его конкретного	1	1
747	сознания это	1	1
748	не раз	1	1
749	и единого	1	1
750	отсюда следует	2	1
751	в единый	1	1
752	и само	1	1
753	что я	5	1
754	единой и	3	1
755	как содержательную	1	1
756	мы только	1	1
757	его с	2	1
758	в индивидуальном	1	1
759	сознания в	2	1
760	совершенно иной	1	1
761	ее и	6	1
762	на объективное	1	1
763	всего можно	1	1
764	и все	7	1
765	ибо нет	2	1
766	не непосредственно	1	1
767	только что	1	1
768	все они	1	1
769	ее в	1	1
770	я в	1	1
771	в искусстве	1	1
772	состав и	1	1
773	бы оно	2	1
774	помимо его	1	1
775	становления и	1	1
776	слова я	1	1
777	в свою	3	1
778	лишь по	1	1
779	с ней	1	1
780	это в	1	1
781	котором я	2	1
782	совершенно не	6	1
783	бы быть	5	1
784	или иного	3	1
785	на своем	3	1
786	связать и	1	1
787	где он	3	1
788	слово и	1	1
789	и эта	2	1
790	мир дан	1	1
791	к этому	2	1
792	такой же	1	1
