N	2gram	Propp_Isto_3	Formalny
515	пока не	1	1
516	важен как	1	1
517	он весь	1	1
518	другую сторону	1	1
519	и должна	1	1
520	носит характер	1	1
521	богов и	1	1
522	к ним	1	1
523	гипотезы о	1	1
524	могли не	1	1
525	это по	1	1
526	перейти к	2	1
527	превращаться в	1	1
528	с другим	1	1
529	или иначе	1	1
530	сюда же	2	1
531	здесь в	1	1
532	в свою	4	1
533	характерно для	2	1
534	исходит из	1	1
535	говорит о	1	1
536	он отличается	1	1
537	пр то	1	1
538	а на	1	1
539	на этот	1	1
540	здесь дело	2	1
541	здесь были	3	1
542	именно так	2	1
543	в руках	1	1
544	находились в	1	1
545	на эту	1	1
546	д отсюда	1	1
547	если не	2	1
548	объясняется не	1	1
549	связь с	6	1
550	так же	3	1
551	с обратным	1	1
552	всем что	1	1
553	из возможных	1	1
554	и иной	1	1
555	но такое	1	1
556	а так	1	1
557	к своему	1	1
558	обратил внимание	1	1
559	где же	1	1
560	о чем	1	1
561	одной стороны	2	1
562	а если	3	1
563	смысле этого	1	1
564	и там	4	1
565	и пытается	1	1
566	отношении он	1	1
567	не что	3	1
568	да и	2	1
569	и следующий	1	1
570	образом на	1	1
571	сам не	1	1
572	этого слова	1	1
573	тенденция к	1	1
574	не подвергались	1	1
575	этом случае	5	1
576	в использовании	1	1
577	сих пор	5	1
578	каждое из	1	1
579	о его	1	1
580	но для	1	1
581	под влиянием	1	1
582	к вопросу	1	1
583	в книге	1	1
584	всего с	1	1
585	имеет тенденцию	1	1
586	при таком	1	1
587	не существует	1	1
588	своем пути	1	1
589	этой системы	2	1
590	для нас	4	1
591	особого рода	3	1
592	целый ряд	3	1
593	увидим дальше	1	1
594	мы должны	7	1
595	этом придется	1	1
596	или не	2	1
597	же в	2	1
598	лежит в	1	1
599	не дает	2	1
600	вступает в	3	1
601	его к	1	1
602	одной из	1	1
603	толстой не	1	1
604	вопрос так	1	1
605	является и	1	1
606	нет но	1	1
607	пр это	1	1
608	можно утверждать	2	1
609	по которой	1	1
610	нему является	1	1
611	героя в	1	1
612	в каком	1	1
613	но эти	1	1
614	как на	1	1
615	и эта	1	1
616	им и	1	1
617	которая не	1	1
