N	2gram	Medvedev_V_1	FransuaR
230	они и	1	2
231	которая не	2	2
232	за его	1	2
233	начиная с	2	2
234	в духе	1	2
235	не могут	7	2
236	что все	3	2
237	и слова	1	2
238	числе и	2	2
239	к тому	4	2
240	в каждом	2	2
241	должен быть	4	2
242	образы и	5	2
243	говорит и	8	2
244	данном случае	1	2
245	и что	1	2
246	еще в	1	2
247	том как	3	2
248	жизнь и	1	2
249	же самое	2	2
250	связанная с	1	2
251	вот это	2	2
252	другом месте	2	2
253	и та	1	2
254	можно сказать	4	2
255	в значительной	3	2
256	между тем	5	2
257	переходит в	1	2
258	в ту	1	2
259	в свете	1	2
260	происходит в	1	2
261	в качестве	11	2
262	значение и	1	2
263	роль и	1	2
264	ведь это	1	2
265	в известной	1	2
266	идет в	1	2
267	может быть	22	2
268	заметить что	1	2
269	в особенности	2	2
270	не подлежит	2	2
271	а именно	1	2
272	себя и	1	2
273	образами и	2	2
274	один из	5	2
275	гете и	2	2
276	на эту	1	2
277	один раз	1	2
278	труд и	1	2
279	нет ни	2	2
280	в пределах	5	2
281	конечно не	1	2
282	войны и	2	2
283	слова и	1	2
284	благодаря этому	1	2
285	только для	1	2
286	это явление	1	2
287	хотя бы	19	2
288	в системе	2	2
289	то что	6	2
290	одновременно и	1	2
291	это в	1	2
292	к этому	9	2
293	с новыми	1	1
294	частности к	1	1
295	вряд ли	1	1
296	также что	2	1
297	с жизнью	1	1
298	и через	2	1
299	связана с	2	1
300	становится в	1	1
301	выражения в	1	1
302	он может	2	1
303	между всеми	1	1
304	то в	1	1
305	а об	1	1
306	все те	1	1
307	собою в	1	1
308	и этот	2	1
309	по его	2	1
310	поэзии и	1	1
311	всей ее	1	1
312	в несколько	1	1
313	а как	2	1
314	систему образов	3	1
315	на эти	2	1
316	что многие	2	1
317	в большом	1	1
318	то это	2	1
319	в ход	1	1
320	похожи на	1	1
321	жизни это	1	1
322	гете на	1	1
323	проявляется в	1	1
324	и противоречиво	1	1
325	людей это	1	1
326	и мира	1	1
327	служит для	1	1
328	художественном творчестве	6	1
329	с реальной	2	1
330	их роли	1	1
331	видели что	3	1
332	но как	3	1
333	же на	1	1
334	одном и	2	1
335	не все	1	1
336	значение ее	1	1
337	конечном счете	5	1
338	по отношению	7	1
339	само же	1	1
340	в едином	1	1
341	и речи	1	1
342	за пределы	1	1
343	что они	3	1
344	необходимо и	2	1
345	это самое	1	1
346	более чем	1	1
347	что во	1	1
348	общего с	1	1
349	мира однако	1	1
350	понять и	1	1
351	сознания в	1	1
352	от января	3	1
353	целый ряд	1	1
354	что по	1	1
355	связанный с	1	1
356	и упрощает	1	1
357	эту проблему	1	1
358	и свою	1	1
359	имеют громадное	1	1
360	лет а	1	1
361	следует говорить	1	1
362	и невозможно	1	1
363	бы и	6	1
364	формы в	1	1
365	за это	1	1
366	тут и	1	1
367	бы не	2	1
368	процесса не	1	1
369	что автор	1	1
370	общественного человека	1	1
371	в себе	6	1
372	связи между	1	1
373	ее как	2	1
374	на то	1	1
375	закрепленное в	1	1
376	этого выражения	1	1
377	так сказать	2	1
378	время и	1	1
379	творца и	1	1
380	силой и	1	1
381	отношении очень	1	1
382	эту задачу	1	1
383	момента в	1	1
384	и еще	1	1
385	в понимании	1	1
386	и осмысленной	1	1
387	не как	1	1
388	и по	3	1
389	сообщает что	1	1
390	этим формам	1	1
391	именно это	1	1
392	то за	1	1
393	человека в	2	1
394	как оно	1	1
395	а затем	2	1
396	и характер	1	1
397	рассказывает о	4	1
398	них не	4	1
399	было в	2	1
400	в жизни	2	1
401	ни одной	1	1
402	далеко не	2	1
403	что не	3	1
404	и формы	2	1
405	они в	1	1
406	потому и	1	1
407	обратимся к	1	1
408	их на	1	1
409	между ними	3	1
410	в ходе	1	1
411	в котором	3	1
412	что всякий	1	1
413	знает и	1	1
414	это подтверждается	1	1
415	признать что	1	1
416	в памяти	1	1
417	вот эта	1	1
418	и той	1	1
419	эта не	2	1
420	которые в	2	1
421	обращение к	1	1
422	не его	1	1
423	но было	1	1
424	их в	6	1
425	на его	1	1
426	что этот	1	1
427	мере и	1	1
428	свидетельств и	1	1
429	тому что	6	1
430	которые обычно	2	1
431	роль играют	1	1
432	наконец некоторые	1	1
433	у платона	1	1
434	теми или	1	1
435	очень наглядно	1	1
436	а иногда	1	1
437	места из	1	1
438	эти формы	1	1
439	наконец и	1	1
440	мышления и	1	1
441	тогда когда	2	1
442	того как	1	1
443	одна из	4	1
444	даже во	1	1
445	к этим	2	1
446	в процессе	16	1
447	определяет как	1	1
448	гете по	1	1
449	указывалось что	1	1
450	из него	1	1
451	никогда не	4	1
452	нет места	1	1
453	казалось бы	1	1
454	это то	1	1
455	при всем	3	1
456	событий поэтому	1	1
457	сущность его	1	1
458	связанное с	2	1
459	свидетельствуют о	2	1
460	со своим	2	1
461	не по	2	1
462	как будто	1	1
463	игре и	1	1
464	в области	2	1
465	больше того	1	1
466	у нас	2	1
467	все то	1	1
468	от жизни	1	1
469	составная часть	1	1
470	образов их	1	1
471	бы он	1	1
472	той или	1	1
473	для его	4	1
474	слова с	1	1
475	и порождает	1	1
476	что при	2	1
477	и потому	2	1
478	даже самые	1	1
479	и художественное	3	1
480	значения и	1	1
481	от реальной	1	1
482	собою и	2	1
483	свою очередь	1	1
484	образ живет	1	1
485	значительной мере	3	1
486	это только	4	1
487	себя до	1	1
488	формы и	2	1
489	он определяет	1	1
490	нет например	1	1
491	реальной действительности	10	1
492	и явлениями	1	1
493	никак не	1	1
494	так было	1	1
495	она играет	1	1
496	и образа	1	1
497	приводит к	5	1
498	это для	1	1
499	в дальнейшем	1	1
500	и сам	1	1
501	то как	1	1
502	что у	2	1
503	в образе	2	1
504	это вовсе	1	1
505	еще не	2	1
506	понятно что	1	1
507	поэтому в	1	1
508	и популярных	1	1
509	если бы	3	1
510	для этого	1	1
511	остановимся на	2	1
512	после того	1	1
513	творчества они	1	1
514	образом в	3	1
515	о нем	1	1
516	в каком-то	1	1
517	вот почему	4	1
518	характер этого	1	1
519	на вопрос	2	1
520	и поэтому	1	1
521	говорит об	2	1
522	все его	2	1
523	ее и	1	1
524	по их	1	1
525	в конечном	7	1
526	подлежит сомнению	1	1
527	на протяжении	1	1
528	которой мы	1	1
529	нем свое	1	1
530	от них	2	1
531	этому поводу	7	1
532	во всей	2	1
533	в форме	3	1
534	этот последний	1	1
535	исторического развития	1	1
536	и самые	1	1
537	быть и	1	1
538	порядка и	1	1
539	но с	2	1
540	речи о	1	1
541	с ними	4	1
542	явлении что	1	1
543	от всего	1	1
544	пор не	1	1
545	в стороне	1	1
546	и связанный	1	1
547	верно и	1	1
548	начинает свой	1	1
549	между этими	1	1
550	и ее	4	1
551	но то	2	1
552	же при	1	1
553	по этому	9	1
554	причем в	1	1
555	плане и	1	1
556	и из	1	1
557	и детей	1	1
558	образы не	1	1
559	не обходится	3	1
560	только тогда	1	1
561	свидетельствует о	1	1
562	является не	4	1
563	не дает	1	1
564	из них	9	1
565	его и	1	1
566	мы знаем	3	1
567	говорит о	7	1
568	себе в	1	1
569	или иными	1	1
570	в прозе	1	1
571	и неверно	1	1
572	к ним	1	1
573	при всей	2	1
574	не о	2	1
575	друг друга	1	1
576	не случайно	1	1
577	он пишет	7	1
578	много и	1	1
579	тем что	1	1
580	в целях	2	1
581	процесс в	1	1
582	эти явления	2	1
583	но к	1	1
584	а потому	1	1
585	образы живут	1	1
586	помыслах и	1	1
587	со всем	1	1
588	без всякой	1	1
589	или иной	2	1
590	и создает	1	1
591	по которой	1	1
592	как у	2	1
593	все мистические	1	1
594	и сложнее	1	1
595	и тех	1	1
596	стороны он	1	1
597	метафорами и	1	1
598	он это	1	1
599	затем у	1	1
600	и быть	2	1
601	наконец в	1	1
602	месте в	1	1
603	его мировоззрением	1	1
604	что для	3	1
605	связано с	1	1
606	дошедших до	1	1
607	появляются и	1	1
608	в любой	1	1
609	мир а	1	1
610	и труд	1	1
611	и раскрыть	1	1
612	мы говорим	1	1
613	наконец очень	1	1
614	им как	2	1
615	со своими	1	1
616	сейчас же	1	1
617	и том	2	1
618	мира в	1	1
619	если не	1	1
620	нужно признать	1	1
621	так называемой	1	1
622	в частности	11	1
623	время она	1	1
624	сказал и	1	1
625	из форм	1	1
626	тенденций в	1	1
627	в той	1	1
628	основное содержание	1	1
629	да и	1	1
630	и судьбы	1	1
631	понимать как	2	1
632	это особенно	2	1
633	еще раз	1	1
634	и некоторые	1	1
635	о его	2	1
636	самое существенное	1	1
637	например у	2	1
638	в книге	2	1
639	в более	1	1
640	лишь его	1	1
641	многие из	2	1
642	в сферу	1	1
643	о совершенно	1	1
644	было еще	1	1
645	этого рода	2	1
646	этому и	1	1
647	от него	1	1
648	как составная	1	1
649	из себя	2	1
650	еще более	1	1
651	стороны в	2	1
652	вслед за	2	1
653	но вот	1	1
654	процессе своего	2	1
655	в свою	1	1
656	и при	5	1
657	сложной и	1	1
658	пределах своей	4	1
659	разум и	1	1
660	отношению к	7	1
661	только о	2	1
662	на своем	1	1
663	обойтись и	1	1
664	все произведение	2	1
665	в виде	1	1
666	но ни	1	1
667	ее в	4	1
668	сумасшедшего и	1	1
669	можно назвать	1	1
670	в таком	1	1
671	во всяком	1	1
672	они не	2	1
673	ничего общего	1	1
