N	2gram	Propp_Isto_7	formyVre
531	по этому	2	1
532	два типа	1	1
533	чаще всего	3	1
534	с последующим	1	1
535	что из	2	1
536	так что	3	1
537	в большинстве	1	1
538	и они	1	1
539	случаях когда	4	1
540	что во	2	1
541	на определенной	1	1
542	этому вопросу	1	1
543	или даже	2	1
544	при помощи	3	1
545	из них	2	1
546	описывается как	1	1
547	смерти и	1	1
548	он имеет	1	1
549	рассказы об	1	1
550	него нет	1	1
551	богов и	1	1
552	мы можем	4	1
553	или это	2	1
554	мы выделим	1	1
555	но уже	1	1
556	тут же	1	1
557	ее на	4	1
558	деле и	1	1
559	них и	1	1
560	героя его	2	1
561	брак и	2	1
562	это будет	1	1
563	связан с	1	1
564	и также	1	1
565	здесь ясно	1	1
566	с другим	1	1
567	женится на	2	1
568	в каких	2	1
569	сама по	1	1
570	говорит о	2	1
571	что им	1	1
572	то и	4	1
573	ей не	1	1
574	а на	1	1
575	и самый	1	1
576	у героя	2	1
577	о чем	1	1
578	но есть	3	1
579	на которые	1	1
580	становится ясным	2	1
581	если не	4	1
582	для этой	1	1
583	все более	1	1
584	начиная с	1	1
585	не дается	1	1
586	героя по	1	1
587	роли которую	2	1
588	из форм	1	1
589	в иных	1	1
590	с началом	1	1
591	не знал	2	1
592	его личной	1	1
593	по своему	1	1
594	и вот	1	1
595	в нужный	1	1
596	в тех	5	1
597	свойства и	1	1
598	все наше	1	1
599	здесь идет	1	1
600	и смерти	1	1
601	один день	1	1
602	и формы	1	1
603	дается и	1	1
604	о своих	1	1
605	случай случай	1	1
606	не меняет	1	1
607	и оно	2	1
608	между прочим	3	1
609	этом и	2	1
610	здесь прежде	1	1
611	же значение	1	1
612	значение по	1	1
613	при всем	1	1
614	отличный от	1	1
615	до них	1	1
616	особенности во	1	1
617	тем и	1	1
618	и от	2	1
619	жениха и	4	1
620	причем в	2	1
621	это он	1	1
622	и перед	1	1
623	в другое	2	1
624	к будущему	1	1
625	на первый	4	1
626	но эти	1	1
627	от него	3	1
628	тем более	2	1
629	бегство и	1	1
630	но зато	1	1
631	от всего	1	1
632	все они	1	1
633	и личные	1	1
634	здесь даже	1	1
635	брачного возраста	1	1
636	с ними	1	1
637	этот вопрос	2	1
638	первый раз	1	1
639	с ней	3	1
640	это делает	1	1
641	от всех	2	1
642	всех других	2	1
643	значение они	1	1
644	что ты	1	1
645	на ней	3	1
646	героя в	1	1
647	материал по	1	1
648	где он	1	1
649	собой это	1	1
650	к этой	1	1
651	героя как	1	1
652	им и	1	1
