N	2gram	Propp_Russ_2	Vvedenie
183	и других	3	3
184	из них	4	3
185	в одном	1	3
186	в конце	1	3
187	что и	2	3
188	отношение к	1	3
189	до конца	3	3
190	говорит о	2	3
191	на основании	1	3
192	из наиболее	2	3
193	зависит от	1	3
194	так же	4	3
195	в изучении	1	3
196	в своем	1	3
197	но с	1	3
198	к этому	5	3
199	вряд ли	2	2
200	же как	4	2
201	и до	1	2
202	мы уже	1	2
203	мы не	6	2
204	что если	1	2
205	которое в	2	2
206	д а	1	2
207	так называемые	1	2
208	природы и	2	2
209	значение и	1	2
210	тогда как	2	2
211	так называемая	1	2
212	его к	1	2
213	в этот	10	2
214	под ней	1	2
215	чем больше	1	2
216	выражение в	1	2
217	ни одна	1	2
218	что к	1	2
219	не следует	1	2
220	сведения и	1	2
221	о которой	1	2
222	и совершенно	1	2
223	не к	2	2
224	но вместе	2	2
225	подобно тому	3	2
226	в другом	1	2
227	и с	10	2
228	входит в	1	2
229	уже знаем	1	2
230	из числа	1	2
231	для них	2	2
232	несмотря на	1	2
233	ни с	1	2
234	должно быть	2	2
235	после этого	2	2
236	и тогда	1	2
237	из того	1	2
238	и при	2	2
239	состоит в	15	2
240	не столько	2	2
241	стоит в	1	2
242	для объяснения	2	2
243	так называемое	1	2
244	том же	4	2
245	что чем	1	2
246	того как	2	2
247	одна из	11	2
248	о них	2	2
249	это еще	1	2
250	никогда не	2	2
251	ничего не	1	2
252	iv в	1	2
253	до того	1	2
254	у нас	4	2
255	к таким	2	2
256	когда мы	2	2
257	как только	1	2
258	с полной	1	2
259	рядом с	1	2
260	идет речь	1	2
261	значение в	1	2
262	так и	1	2
263	не с	2	2
264	мог бы	1	2
265	для этого	5	2
266	и здесь	1	2
267	другом месте	1	2
268	связь между	2	2
269	во всех	3	2
270	ее от	2	2
271	этому поводу	2	2
272	в форме	2	2
273	тем более	1	2
274	все время	1	2
275	если это	1	2
276	быть и	1	2
277	здесь не	1	2
278	по времени	1	2
279	и так	1	2
280	по этому	2	2
281	сильнее чем	1	2
282	сомнений в	1	2
283	каждый из	2	2
284	только на	1	2
285	от других	1	2
286	к разным	1	2
287	могло бы	1	2
288	само собой	1	2
289	и чем	1	2
290	по его	1	2
291	в ряде	1	2
292	и др	1	2
293	обратить внимание	1	2
294	не было	2	2
295	этому времени	1	2
296	а так	1	2
297	должна была	5	2
298	него в	1	2
299	из которых	2	2
300	направление в	1	2
301	с этим	2	2
302	этих случаях	4	2
303	этого слова	1	2
304	тому как	3	2
305	по существу	4	2
306	был в	1	2
307	но это	1	2
308	у них	2	2
309	мы должны	1	2
310	будто бы	5	2
311	с ней	5	2
312	природе и	1	2
313	время не	1	2
314	и другие	14	2
315	это в	2	2
316	вопрос мы	1	1
317	также что	2	1
318	например в	1	1
319	относится и	1	1
320	на самом	2	1
321	в стороне	2	1
322	это и	2	1
323	и различиях	1	1
324	можно говорить	1	1
325	на две	2	1
326	что эти	1	1
327	объясняется и	1	1
328	и за	1	1
329	та же	2	1
330	в полной	1	1
331	в xix	3	1
332	видеть как	2	1
333	он был	1	1
334	на них	4	1
335	это различные	1	1
336	что его	1	1
337	которое он	1	1
338	этим не	1	1
339	смотрят на	1	1
340	самих себя	1	1
341	в область	1	1
342	этом говорит	1	1
343	только тогда	3	1
344	к слову	1	1
345	очевидно что	2	1
346	а и	2	1
347	как в	7	1
348	а через	2	1
349	отличие от	3	1
350	нет и	1	1
351	что они	1	1
352	в поисках	1	1
353	идут в	2	1
354	народа в	1	1
355	в одних	1	1
356	кроме того	2	1
357	что по	4	1
358	показывает что	8	1
359	это толкование	1	1
360	более или	1	1
361	них как	2	1
362	тем временем	1	1
363	из самых	1	1
364	еще на	1	1
365	в которой	2	1
366	его также	1	1
367	он в	1	1
368	что так	1	1
369	остановиться на	1	1
370	оставалась в	1	1
371	только один	1	1
372	тому же	1	1
373	во многих	9	1
374	на то	1	1
375	если он	2	1
376	но на	1	1
377	не могла	1	1
378	в статье	1	1
379	нужно не	1	1
380	интерес представляет	1	1
381	он должен	1	1
382	здесь говорится	1	1
383	он поставил	1	1
384	именно это	1	1
385	это конечно	1	1
386	а затем	4	1
387	что все	1	1
388	в каком-нибудь	1	1
389	в число	1	1
390	того или	1	1
391	он есть	2	1
392	известно что	1	1
393	чаще всего	1	1
394	выходя из	1	1
395	его у	1	1
396	случае на	1	1
397	не всегда	3	1
398	говорится о	1	1
399	обратный путь	1	1
400	этим в	1	1
401	в научной	1	1
402	и становится	1	1
403	или менее	1	1
404	они говорят	1	1
405	в эту	3	1
406	во время	12	1
407	имен и	1	1
408	что между	1	1
409	которая имеет	1	1
410	в такой	1	1
411	как когда-то	1	1
412	представление о	5	1
413	не от	1	1
414	в отличие	3	1
415	даже просто	1	1
416	признает что	1	1
417	должны были	2	1
418	нельзя отрицать	1	1
419	как одна	1	1
420	ряда других	1	1
421	но он	3	1
422	тесно связаны	1	1
423	xvi-xvii вв	1	1
424	является так	1	1
425	что этот	1	1
426	древних народов	1	1
427	объяснить себе	2	1
428	не была	1	1
429	этом и	2	1
430	например и	1	1
431	и очень	1	1
432	это обычно	1	1
433	а наоборот	3	1
434	в таких	3	1
435	этого же	1	1
436	представляющие собой	1	1
437	связан и	1	1
438	ее с	1	1
439	представлением о	1	1
440	вытекает из	1	1
441	на некоторое	1	1
442	о таких	1	1
443	случае не	1	1
444	следовательно и	1	1
445	вопрос который	1	1
446	характер чем	1	1
447	и является	1	1
448	во всем	2	1
449	и после	3	1
450	е не	1	1
451	их по	3	1
452	что на	2	1
453	себя именно	1	1
454	которая по	1	1
455	представлять себе	1	1
456	такие же	3	1
457	превращается в	1	1
458	в духе	1	1
459	и другой	3	1
460	разницей что	1	1
461	оно не	1	1
462	что при	2	1
463	быть назван	1	1
464	и которая	1	1
465	из всего	1	1
466	и о	3	1
467	свою очередь	1	1
468	и многие	2	1
469	без всякого	1	1
470	народа то	1	1
471	и этим	1	1
472	говорится что	4	1
473	что именно	1	1
474	то как	1	1
475	что у	1	1
476	достаточно чтобы	1	1
477	что также	1	1
478	еще в	2	1
479	можно только	1	1
480	том как	1	1
481	жизнь и	2	1
482	высокой ступени	1	1
483	между собой	2	1
484	образом в	2	1
485	состоять в	1	1
486	из основных	2	1
487	настоящее время	1	1
488	и объяснить	1	1
489	после того	2	1
490	может не	1	1
491	должно было	3	1
492	все в	2	1
493	места и	1	1
494	вся эта	2	1
495	из задач	1	1
496	но нет	1	1
497	во всей	1	1
498	имеет то	1	1
499	которая должна	1	1
500	о единстве	1	1
501	также в	2	1
502	в свете	3	1
503	в литературе	1	1
504	что здесь	3	1
505	на которой	1	1
506	в новой	2	1
507	и дело	2	1
508	почвы на	1	1
509	представления в	1	1
510	очень много	1	1
511	по очереди	2	1
512	то эти	1	1
513	или же	5	1
514	по другим	1	1
515	есть в	2	1
516	вопроса о	1	1
517	ее а	1	1
518	вернуться к	1	1
519	а это	1	1
520	есть однако	1	1
521	или даже	3	1
522	области в	1	1
523	за ним	3	1
524	и свойства	1	1
525	который как	1	1
526	для него	1	1
527	есть та	1	1
528	руки и	3	1
529	ее не	1	1
530	к ним	1	1
531	указание на	1	1
532	самом же	2	1
533	случае с	1	1
534	нужно было	1	1
535	составляет предмет	1	1
536	здесь в	2	1
537	с той	1	1
538	а с	2	1
539	на которые	1	1
540	в природе	3	1
541	и затем	1	1
542	но есть	1	1
543	без особых	1	1
544	связано с	2	1
545	не на	1	1
546	притом не	1	1
547	и своим	1	1
548	в руках	2	1
549	на эту	2	1
550	наблюдения и	1	1
551	в одно	1	1
552	для этой	3	1
553	был он	1	1
554	в момент	2	1
555	имея в	1	1
556	в точности	1	1
557	все то	2	1
558	и особенно	1	1
559	как эти	1	1
560	и потому	1	1
561	эта связь	2	1
562	название не	1	1
563	более широкого	1	1
564	и создавать	1	1
565	отсюда возникает	1	1
566	раз наоборот	1	1
567	в европе	2	1
568	многих случаях	2	1
569	а между	1	1
570	случае она	1	1
571	и основной	1	1
572	в тех	1	1
573	быть только	2	1
574	изучение этих	1	1
575	чтобы сделать	1	1
576	быть не	1	1
577	точности соответствует	1	1
578	или с	3	1
579	не касается	1	1
580	и была	1	1
581	в который	1	1
582	по образцу	1	1
583	или по	1	1
584	и более	1	1
585	исследование о	1	1
586	и от	3	1
587	она может	1	1
588	политическая история	1	1
589	следует представлять	1	1
590	он по	1	1
591	в настоящее	1	1
592	нас нет	1	1
593	а к	2	1
594	для нас	6	1
595	из различных	1	1
596	и все	4	1
597	из себя	1	1
598	по одной	1	1
599	в круг	1	1
600	зачаточном состоянии	1	1
601	же в	6	1
602	на части	9	1
603	имеет целью	2	1
604	в свою	1	1
605	месте в	1	1
606	понимать как	1	1
607	совершенно не	2	1
608	одновременно и	1	1
609	ко всему	1	1
610	через них	7	1
611	этим объясняется	1	1
612	в заключение	1	1
613	также не	1	1
614	ее в	8	1
615	в своих	2	1
616	очень редко	1	1
617	и эта	1	1
618	почему о	1	1
619	в таком	4	1
620	все что	1	1
