N	2gram	Tiupa_Lite_1	TeoriaLi
786	организатором коммуникативного	1	1
787	человек как	1	1
788	как такового	1	1
789	в воображаемой	1	1
790	собственному произволу	1	1
791	существования способа	1	1
792	о каком	1	1
793	представляют собой	1	1
794	он же	1	1
795	общей теории	1	1
796	другого и	1	1
797	в общественном	1	1
798	если говорить	1	1
799	отказаться от	1	1
800	очевидным образом	1	1
801	который впрочем	1	1
802	с той	1	1
803	в уме	4	1
804	ролевых отношений	1	1
805	я когда	1	1
806	на чем	1	1
807	еще и	3	1
808	окружающей его	2	1
809	мира это	1	1
810	во внешней	1	1
811	и внешнее	1	1
812	что для	2	1
813	себя водяным	1	1
814	творческий акт	1	1
815	в хх	6	1
816	фактор художественного	1	1
817	относится как	1	1
818	превращается в	2	1
819	и политического	1	1
820	не было	3	1
821	это мир	1	1
822	и эстетического	1	1
823	стремится к	1	1
824	из наиболее	2	1
825	более того	1	1
826	и завершает	1	1
827	музыкант он	1	1
828	и картины	1	1
829	представил себя	1	1
830	деятельность по	1	1
831	трагический персонаж	1	1
832	и я	6	1
833	с предельной	1	1
834	от жанра	1	1
835	над озером	1	1
836	в бытии	1	1
837	и ему	1	1
838	если не	1	1
839	в связи	4	1
840	впечатлений в	1	1
841	в разрушении	1	1
842	игру в	1	1
843	и татьяна	2	1
844	в одной	1	1
845	свое одиночество	2	1
846	я из	1	1
847	внешнем мире	1	1
848	от ее	1	1
849	к своему	1	1
850	быть это	3	1
851	ударение на	1	1
852	чему нельзя	1	1
853	субъективного я	1	1
854	целом ряде	1	1
855	и страдивариус	1	1
856	зарождается на	1	1
857	двух сыновей	1	1
858	и пусть	1	1
859	одновременно с	1	1
860	было и	1	1
861	тому как	2	1
862	и ритмически	1	1
863	например для	1	1
864	и неслиянность	1	1
865	в мир	1	1
866	да и	3	1
867	выполняет свое	1	1
868	для понимания	2	1
869	скрывайся и	1	1
870	вследствие которого	2	1
871	евгении онегине	1	1
872	многих других	1	1
873	же природы	1	1
874	онегин и	1	1
875	мыслится как	3	1
876	в это	1	1
877	авторская позиция	1	1
878	с этой	5	1
879	точка безумия	2	1
880	художественное произведение	2	1
881	каждого из	1	1
882	искусства в	1	1
883	о его	1	1
884	этом и	1	1
885	рефлективного традиционализма	4	1
886	я от	2	1
887	коммуникативных стратегий	2	1
888	при всем	3	1
889	писал в	2	1
890	это уже	2	1
891	молчи скрывайся	1	1
892	ее законов	1	1
893	для автора	1	1
894	свою свободную	1	1
895	и от	1	1
896	художественной культуры	10	1
897	хх века	10	1
898	все они	2	1
899	поэзия выполняет	1	1
900	которая в	2	1
901	невоспроизводимости творческого	1	1
902	не позволяет	1	1
903	себя самого	1	1
904	духовного я	1	1
905	это может	1	1
906	водяным бесом	1	1
907	в третьем	1	1
908	места в	1	1
909	как явление	1	1
910	это точка	2	1
911	пушкиным в	1	1
912	действительной жизни	1	1
913	своей внутренней	2	1
914	ни было	1	1
915	эстетическому субъекту	1	1
916	же в	5	1
917	полагал что	2	1
918	не есть	2	1
919	в стихах	1	1
920	внутреннее я	1	1
921	нами не	1	1
922	может и	1	1
923	от первого	1	1
924	с ней	1	1
925	а внутри	1	1
926	от всех	1	1
927	впервые в	1	1
928	совершенно не	1	1
929	внутреннюю свободу	1	1
930	поэт не	1	1
931	в иной	1	1
932	себе самому	1	1
933	автора в	2	1
934	о литературе	1	1
935	я это	1	1
936	из этого	1	1
937	дискурс власти	1	1
938	слиться в	1	1
939	переживание переживания	1	1
940	что такое	2	1
941	жизни и	3	1
942	в своих	4	1
943	по поводу	2	1
944	типа есть	1	1
945	героя как	2	1
946	личностного я	2	1
947	можно назвать	1	1
948	все что	1	1
949	впрочем у	1	1
950	этой точки	3	1
