N	2gram	Bakhtin_sl_1	Mirosoze
445	как две	1	1
446	не внешне	1	1
447	этого слова	1	1
448	с этой	3	1
449	все это	5	1
450	глубины и	1	1
451	которые были	1	1
452	которых он	1	1
453	культуры и	1	1
454	формы и	3	1
455	он по	1	1
456	правду и	1	1
457	целый ряд	1	1
458	той или	9	1
459	все они	7	1
460	от всякого	2	1
461	всеми его	1	1
462	нем самом	1	1
463	на их	1	1
464	между ними	2	1
465	с ней	2	1
466	они как	2	1
467	связей и	1	1
468	из этого	3	1
469	всего как	1	1
470	сам в	1	1
471	в свое	3	1
472	на своем	5	1
473	но эти	3	1
474	к этому	2	1
475	им и	1	1
476	как на	1	1
477	которая не	3	1
