N	2gram	Potebnia_M_1	Analitik
168	на него	3	2
169	же время	4	2
170	так например	3	2
171	в нас	7	2
172	роль в	1	2
173	с ее	2	2
174	к т	2	2
175	языка и	17	2
176	те же	1	2
177	на которую	2	2
178	нас к	1	2
179	с ним	3	2
180	что в	22	2
181	в произведении	1	2
182	никак не	2	2
183	его в	1	2
184	и во	3	2
185	собственно говоря	1	2
186	между тем	5	2
187	в его	5	2
188	людьми или	1	2
189	или напротив	1	2
190	того что	8	2
191	один из	1	2
192	себя в	1	2
193	для всех	5	2
194	не есть	10	2
195	по выражению	1	2
196	одно из	3	2
197	и их	3	2
198	или даже	3	2
199	в одном	8	2
200	вовсе не	5	2
201	уже и	1	2
202	вслед за	1	2
203	отношения в	1	2
204	превращается в	1	2
205	на этот	2	2
206	его как	1	2
207	была бы	2	2
208	и слово	1	2
209	вместе с	8	2
210	так же	5	2
211	такого рода	1	2
212	в ответ	1	2
213	в состоянии	3	2
214	и для	5	2
215	при таком	4	2
216	он по	1	2
217	внимание на	1	2
218	еще более	2	2
219	субъектом и	1	2
220	от своего	1	2
221	сказать что	3	2
222	другой стороны	5	2
223	речи и	10	2
224	все что	2	2
225	к этому	1	2
226	в таком	5	2
227	же нам	1	1
228	а между	3	1
229	по законам	2	1
230	этого в	2	1
231	ко всем	2	1
232	и т	6	1
233	с с	1	1
234	выражения в	1	1
235	самом деле	1	1
236	переход от	1	1
237	органическое единство	1	1
238	отношений в	1	1
239	в первом	5	1
240	не имело	1	1
241	как история	1	1
242	по его	7	1
243	их и	2	1
244	полагает что	1	1
245	есть не	2	1
246	впечатления в	1	1
247	между его	1	1
248	до такой	1	1
249	именно к	1	1
250	что иное	2	1
251	не вполне	1	1
252	в полной	1	1
253	из того	2	1
254	они были	1	1
255	и самого	1	1
256	иное как	2	1
257	в чем	1	1
258	тем как	3	1
259	для жизни	1	1
260	то он	2	1
261	других а	1	1
262	не все	2	1
263	очевидно что	3	1
264	а и	1	1
265	сама по	3	1
266	одни из	1	1
267	бы для	1	1
268	субъекта и	4	1
269	независимо от	6	1
270	этой стороны	1	1
271	в противном	3	1
272	на человека	1	1
273	в полном	2	1
274	применении к	2	1
275	когда он	1	1
276	этой речи	1	1
277	его к	2	1
278	тем же	2	1
279	более или	1	1
280	следующим образом	1	1
281	сомневаться во	2	1
282	в которой	2	1
283	себя к	1	1
284	взаимодействиях с	1	1
285	бы с	1	1
286	следует понимать	1	1
287	все эти	1	1
288	бы не	6	1
289	из этих	4	1
290	но без	2	1
291	в известном	1	1
292	по форме	1	1
293	что даже	2	1
294	минуту он	1	1
295	лица и	2	1
296	как он	1	1
297	но на	2	1
298	так сказать	2	1
299	быть только	5	1
300	шапку и	1	1
301	что вообще	1	1
302	по словам	1	1
303	в нем	20	1
304	имело бы	1	1
305	и появляется	1	1
306	к одному	2	1
307	не как	1	1
308	различия в	2	1
309	из виду	1	1
310	об отношении	3	1
311	что одно	2	1
312	и по	6	1
313	событие мы	1	1
314	как речь	1	1
315	в каждом	4	1
316	нам остается	1	1
317	из самой	1	1
318	а их	1	1
319	во-вторых не	1	1
320	времени и	2	1
321	входит в	1	1
322	заключается в	3	1
323	при встрече	1	1
324	в глазах	3	1
325	это не	7	1
326	слова только	1	1
327	то все	2	1
328	не совпадает	1	1
329	эту минуту	1	1
330	что один	1	1
331	подобно всем	1	1
332	извне то	1	1
333	может вполне	1	1
334	в жизни	3	1
335	только одно	1	1
336	ни в	1	1
337	в них	3	1
338	все равно	1	1
339	далеко не	1	1
340	зрения или	1	1
341	место и	1	1
342	со своими	1	1
343	ведет к	1	1
344	которые следует	1	1
345	воля и	1	1
346	обратимся к	1	1
347	нисколько не	2	1
348	и частей	1	1
349	таком воззрении	1	1
350	но если	2	1
351	и при	3	1
352	таким же	2	1
353	взгляд на	2	1
354	в следующем	1	1
355	в такой	1	1
356	что я	1	1
357	в синтаксисе	1	1
358	обнаруживается в	2	1
359	времени не	1	1
360	не его	1	1
361	и эти	1	1
362	и более	2	1
363	внимание и	1	1
364	однако в	4	1
365	том же	2	1
366	что этот	1	1
367	ни одна	2	1
368	такой смысл	1	1
369	тому что	3	1
370	нас самих	1	1
371	виду что	1	1
372	ничего нового	1	1
373	и другое	3	1
374	тогда когда	9	1
375	всех языках	1	1
376	которого он	1	1
377	деятельности для	1	1
378	но только	1	1
379	для всего	1	1
380	что ни	1	1
381	в разных	2	1
382	именно с	1	1
383	который служит	1	1
384	приблизился к	1	1
385	как она	3	1
386	него ничего	1	1
387	по своей	1	1
388	это слово	1	1
389	убедиться в	1	1
390	потому что	52	1
391	судьба дала	1	1
392	связи с	3	1
393	же до	1	1
394	как теперь	1	1
395	у нас	2	1
396	языка в	6	1
397	предположение о	1	1
398	одно и	1	1
399	начиная с	1	1
400	его внутренней	1	1
401	если он	1	1
402	из самого	3	1
403	легко можно	1	1
404	должны быть	7	1
405	этот переход	1	1
406	на такую	1	1
407	указывает на	1	1
408	он видит	1	1
409	что при	5	1
410	отказаться от	1	1
411	если же	5	1
412	в применении	2	1
413	для себя	3	1
414	и о	2	1
415	вступая в	1	1
416	значения и	1	1
417	то она	2	1
418	в виду	2	1
419	свою очередь	4	1
420	но при	3	1
421	в ее	1	1
422	все прочие	1	1
423	только то	2	1
424	слова а	1	1
425	если они	1	1
426	продолжает жить	1	1
427	в образе	1	1
428	в отношении	1	1
429	речи как	1	1
430	этом месте	1	1
431	из одного	3	1
432	и оставляет	1	1
433	и произведение	1	1
434	о нем	1	1
435	мы могли	1	1
436	в другом	1	1
437	на вопрос	1	1
438	разумеется в	1	1
439	и что	10	1
440	что его	1	1
441	все его	1	1
442	отличаются от	1	1
443	это была	1	1
444	служит для	2	1
445	каждом из	1	1
446	к нему	1	1
447	с его	1	1
448	от них	1	1
449	своих слов	1	1
450	даже для	1	1
451	на словах	1	1
452	во внутренней	3	1
453	не будучи	1	1
454	слов и	4	1
455	с а	2	1
456	оно и	3	1
457	стороны других	2	1
458	мы видим	4	1
459	менее в	1	1
460	и представляет	1	1
461	дело с	1	1
462	нуждается в	2	1
463	внутреннее единство	2	1
464	в какой	1	1
465	на природу	1	1
466	хотя бы	2	1
467	к их	1	1
468	между этими	1	1
469	и ее	1	1
470	все они	2	1
471	внимание что	2	1
472	этот вопрос	2	1
473	уже в	1	1
474	вопроса о	2	1
475	нами и	1	1
476	то и	7	1
477	в действие	1	1
478	в начале	2	1
479	существования и	1	1
480	как кажется	3	1
481	мышления и	1	1
482	за ним	2	1
483	проникает в	1	1
484	из чужих	1	1
485	представить себе	3	1
486	слова в	2	1
487	сами по	1	1
488	так как	21	1
489	к ним	2	1
490	может служить	1	1
491	себе и	1	1
492	как его	1	1
493	которые могут	1	1
494	другом в	1	1
495	не говорит	1	1
496	нам не	1	1
497	с другим	3	1
498	нельзя сказать	1	1
499	каждом отдельном	1	1
500	в свою	4	1
501	может показаться	1	1
502	еще и	1	1
503	уже известно	1	1
504	себя и	1	1
505	только к	1	1
506	его из	1	1
507	противном случае	3	1
508	она вполне	1	1
509	более того	1	1
510	зависит от	5	1
511	то эти	1	1
512	силы не	1	1
513	на смерть	1	1
514	возвращаясь к	1	1
515	а так	4	1
516	душевной жизни	9	1
517	если не	2	1
518	в связи	1	1
519	было в	1	1
520	но оно	3	1
521	такой степени	1	1
522	и потому	5	1
523	относятся к	1	1
524	только его	1	1
525	всем остальным	1	1
526	например если	2	1
527	но такое	1	1
528	власти над	1	1
529	который мы	1	1
530	это приводит	1	1
531	между нами	1	1
532	части речи	1	1
533	в тех	1	1
534	самого себя	4	1
535	ко всему	1	1
536	или менее	1	1
537	для человека	2	1
538	стороны и	2	1
539	да и	1	1
540	человек всегда	1	1
541	как нельзя	1	1
542	принять и	1	1
543	и какое	1	1
544	том смысле	4	1
545	и там	1	1
546	что же	2	1
547	с этой	2	1
548	слова и	4	1
549	на которой	1	1
550	только для	3	1
551	между прочим	2	1
552	получает от	1	1
553	с этими	1	1
554	перед нами	1	1
555	остается в	1	1
556	к другим	2	1
557	не получает	1	1
558	и воля	4	1
559	не имея	1	1
560	то можно	1	1
561	прежде чем	3	1
562	который ставит	1	1
563	сколько бы	1	1
564	как на	3	1
565	его не	1	1
566	например не	1	1
567	для нас	9	1
568	от него	4	1
569	по одной	3	1
570	к этой	3	1
571	тем более	2	1
572	и как	6	1
573	мы должны	3	1
574	будто бы	1	1
575	но это	5	1
576	только что	2	1
577	все остальные	4	1
578	не одну	1	1
579	же в	2	1
580	могли быть	1	1
581	мысли о	4	1
582	к ее	1	1
583	это открытие	1	1
584	от первого	1	1
585	слово в	1	1
586	отношением к	1	1
587	совершенно не	1	1
588	быть признано	1	1
589	по одному	1	1
590	в односложных	1	1
591	по которой	1	1
592	не что	2	1
593	из этого	2	1
594	языка то	4	1
595	животных а	1	1
596	на это	1	1
597	во-первых не	1	1
598	и б	2	1
599	без исключения	1	1
600	этой точки	1	1
601	следует сказать	1	1
602	точно так	11	1
603	смысле что	1	1
