N	2gram	Tiupa_Hudo_1	FransuaR
427	с этими	1	1
428	в соответствии	1	1
429	характерных для	1	1
430	времени то	1	1
431	образом что	1	1
432	в это	1	1
433	значений и	1	1
434	текст в	3	1
435	а с	2	1
436	мира это	1	1
437	говорит о	1	1
438	смысла и	1	1
439	а другому	1	1
440	с которым	1	1
441	не поверить	1	1
442	художественной формы	1	1
443	на время	2	1
444	и слово	1	1
445	на фоне	1	1
446	на новую	1	1
447	игру в	1	1
448	к его	2	1
449	и потому	2	1
450	в строгом	1	1
451	всех людей	1	1
452	нимало не	1	1
453	литературе как	1	1
454	с некоторыми	1	1
455	здесь выступает	1	1
456	эти последние	1	1
457	культуры в	2	1
458	о трагическом	1	1
459	этого слова	2	1
460	с этой	1	1
461	слова и	2	1
462	в условиях	1	1
463	поэтому у	1	1
464	мира в	2	1
465	литературе в	1	1
466	тех или	2	1
467	в более	1	1
468	в мировой	1	1
469	они существенно	1	1
470	в связи	1	1
471	происходит в	1	1
472	же по	1	1
473	и другими	1	1
474	жизнь в	1	1
475	тот кто	2	1
476	в третьем	1	1
477	не более	1	1
478	и существенно	2	1
479	от всего	1	1
480	том случае	1	1
481	не дает	1	1
482	в системе	2	1
483	в свою	3	1
484	как ряд	1	1
485	и внутренне	1	1
486	речи и	3	1
487	европейской традиции	1	1
488	узком и	1	1
489	на это	1	1
490	в действительности	1	1
491	что в	6	1
492	случае если	1	1
493	в таком	1	1
494	все что	1	1
