N	2gram	Bakhtin_Pr_4	RusskieA
328	не всегда	1	1
329	он и	4	1
330	себя внимание	2	1
331	превращались в	1	1
332	но если	3	1
333	и при	3	1
334	никак не	3	1
335	слова совершенно	1	1
336	и без	1	1
337	необходимо указать	1	1
338	эта как	1	1
339	место в	1	1
340	не столько	1	1
341	от времени	1	1
342	что до	1	1
343	что я	6	1
344	одном из	2	1
345	из своей	1	1
346	но эта	1	1
347	точку зрения	1	1
348	которые в	2	1
349	такую же	1	1
350	не могли	2	1
351	и под	1	1
352	нету он	1	1
353	направленности как	1	1
354	от своих	1	1
355	нет того	1	1
356	все для	1	1
357	при всех	1	1
358	дня и	1	1
359	и роль	1	1
360	виду что	1	1
361	и время	4	1
362	в то	5	1
363	не о	1	1
364	дело не	1	1
365	тогда когда	1	1
366	дело в	3	1
367	что их	1	1
368	здесь на	1	1
369	когда они	1	1
370	в самых	1	1
371	иметь в	1	1
372	значение этого	1	1
373	следовательно и	2	1
374	примерно в	1	1
375	и всегда	1	1
376	слова как	3	1
377	явление в	2	1
378	в три	1	1
379	и углубленной	1	1
380	и его	6	1
381	к этим	1	1
382	и сама	1	1
383	весь этот	1	1
384	с другом	5	1
385	такие же	1	1
386	в духе	2	1
387	отсюда как	1	1
388	должны быть	1	1
389	что наш	1	1
390	другое слово	1	1
391	служить и	1	1
392	они становятся	1	1
393	слова с	7	1
394	обращение к	1	1
395	если же	5	1
396	для себя	1	1
397	и это	3	1
398	они должны	3	1
399	и о	3	1
400	у себя	1	1
401	в виду	4	1
402	и сами	1	1
403	данном случае	1	1
404	в собственном	1	1
405	года этот	1	1
406	на свой	6	1
407	некоторых других	1	1
408	еще лучше	1	1
409	на том	2	1
410	если они	1	1
411	и сам	5	1
412	можно было	2	1
413	и мы	1	1
414	уже на	1	1
415	связанных с	1	1
416	во второй	1	1
417	жизнь и	3	1
418	но иногда	1	1
419	если бы	3	1
420	приводит его	1	1
421	и вообще	1	1
422	конец этого	1	1
423	по мере	4	1
424	стремление к	1	1
425	что им	1	1
426	но здесь	3	1
427	и нужно	1	1
428	только так	2	1
429	что часто	1	1
430	немного на	1	1
431	только жизнь	1	1
432	можно сказать	4	1
433	звучит так	1	1
434	к нему	5	1
435	не могло	2	1
436	по типу	1	1
437	и во	3	1
438	во втором	1	1
439	от одного	2	1
440	в форме	1	1
441	наконец в	1	1
442	в настоящей	1	1
443	и следовательно	2	1
444	в слово	2	1
445	было бы	3	1
446	вопросу в	1	1
447	полу и	1	1
448	на которой	1	1
449	слово с	5	1
450	иной художественной	1	1
451	что он	6	1
452	и так	2	1
453	он во	1	1
454	он уже	2	1
455	это слово	5	1
456	бы ни	2	1
457	точка зрения	1	1
458	с которыми	1	1
459	есть в	6	1
460	уже в	4	1
461	же явления	2	1
462	это значение	1	1
463	не дает	2	1
464	слова если	1	1
465	всяком случае	1	1
466	даже к	2	1
467	может служить	1	1
468	дело и	1	1
469	не могут	3	1
470	хотел бы	1	1
471	в очень	1	1
472	вид что	1	1
473	же деле	1	1
474	и старается	2	1
475	раза в	1	1
476	влияние на	2	1
477	к которому	1	1
478	когда по	1	1
479	еще и	4	1
480	по всей	1	1
481	что не	1	1
482	что для	1	1
483	связано с	1	1
484	другому и	1	1
485	в любой	1	1
486	которых мы	1	1
487	и самый	1	1
488	однако и	1	1
489	жизнь в	3	1
490	в руках	2	1
491	точек зрения	4	1
492	мы остановимся	1	1
493	совершенно очевидно	1	1
494	в одно	2	1
495	прямо на	2	1
496	мы знаем	1	1
497	себя на	2	1
498	он впервые	1	1
499	уже давно	1	1
500	сюда же	1	1
501	деле это	1	1
502	нами как	1	1
503	входили в	1	1
504	зрения он	1	1
505	настоящей работы	1	1
506	в пределах	10	1
507	в данном	2	1
508	имеют первостепенное	2	1
509	по поводу	1	1
510	который мы	1	1
511	можно согласиться	1	1
512	в той	3	1
513	принадлежащий к	1	1
514	между текстами	1	1
515	и смерти	1	1
516	проблем не	1	1
517	только себя	1	1
518	в первой	2	1
519	два раза	1	1
520	друг с	5	1
521	лишает их	1	1
522	есть и	2	1
523	самом же	1	1
524	своего апогея	1	1
525	в нижнем	1	1
526	что мы	2	1
527	слово для	1	1
528	но для	3	1
529	кроме того	4	1
530	хотя они	1	1
531	всем этим	1	1
532	ничего а	1	1
533	люди по	1	1
534	а к	1	1
535	в двух	1	1
536	от него	1	1
537	и все	9	1
538	из своего	1	1
539	важное значение	1	1
540	только с	1	1
541	можно ответить	1	1
542	его жизнь	2	1
543	на более	1	1
544	и различные	2	1
545	этом можно	1	1
546	его значение	1	1
547	ты не	1	1
548	слово в	6	1
549	это все	1	1
550	между ними	10	1
551	не знает	4	1
552	сказать что	2	1
553	но можно	1	1
554	после каждого	1	1
555	отношению к	5	1
556	в заключение	2	1
557	всегда была	1	1
558	ли они	1	1
559	жизни и	5	1
560	в таком	1	1
561	они не	2	1
562	значение они	1	1
563	можно назвать	1	1
564	как на	1	1
565	во всяком	2	1
566	все что	2	1
567	в роли	1	1
