N	2gram	Vygotskiy__1	Tvorches
126	с самого	1	3
127	не означает	2	2
128	может не	1	2
129	этом он	1	2
130	и отношений	1	2
131	в себе	4	2
132	но она	1	2
133	времени по	1	2
134	и того	1	2
135	гораздо более	2	2
136	и наконец	1	2
137	на деле	3	2
138	в него	2	2
139	можно сказать	1	2
140	вместе с	8	2
141	его как	1	2
142	когда человек	1	2
143	в литературе	1	2
144	в стихах	1	2
145	в двух	1	2
146	вслед за	6	2
147	вокруг себя	1	2
148	людей и	1	2
149	жизни с	1	2
150	не будет	3	2
151	сам себе	1	2
152	что как	1	2
153	это время	1	2
154	т п	16	2
155	был бы	5	2
156	характер что	1	2
157	в духе	1	2
158	зависит от	1	2
159	ведет к	1	2
160	одновременно и	1	2
161	отказаться от	2	2
162	в жизни	2	2
163	и у	4	2
164	него есть	1	2
165	настоящее время	2	2
166	намек на	2	2
167	было в	1	2
168	не в	11	2
169	у пушкина	3	2
170	личности и	1	2
171	из главных	1	2
172	так что	5	2
173	если в	1	2
174	тот же	2	2
175	об этом	1	2
176	то в	1	2
177	собой в	1	2
178	мы находим	1	2
179	согласии с	2	2
180	отдельного человека	10	2
181	не то	2	2
182	есть не	2	2
183	но только	3	2
184	человека как	1	2
185	к жизни	2	2
186	в одной	3	2
187	что она	6	2
188	приводит к	2	2
189	в себя	2	2
190	а затем	1	2
191	традиции в	1	2
192	с там	1	2
193	в нашей	1	2
194	к тому	4	2
195	такой же	2	2
196	в этих	4	2
197	и мир	1	2
198	в отличие	3	2
199	а как	1	2
200	по самому	5	2
201	в черновиках	1	2
202	между людьми	1	2
203	отличие от	4	2
204	в качестве	2	2
205	этой проблемы	1	2
206	или в	1	2
207	в чем	2	2
208	здесь нет	1	2
209	же самая	2	2
210	того же	2	2
211	сказать что	7	2
212	же и	1	2
213	в первом	1	2
214	тем не	2	2
215	только что	2	2
216	что для	2	2
217	и тем	2	2
218	в основе	2	2
219	одна из	4	2
220	себе не	3	2
221	и та	1	2
222	по преимуществу	1	2
223	могут быть	11	2
224	именно в	1	2
225	когда он	2	2
226	во всей	1	2
227	что и	13	2
228	этом романе	1	2
229	живет в	1	2
230	для этой	1	2
231	в направлении	1	2
232	до конца	6	2
233	как к	2	2
234	ее и	2	2
235	и когда	3	2
236	от других	2	2
237	при помощи	20	2
238	однако в	1	2
239	говорит что	5	2
240	на эти	2	2
241	в частности	3	2
242	так и	3	2
243	самом деле	9	2
244	в ней	1	2
245	к этому	4	2
246	одного из	1	2
247	точно так	3	2
248	в глаза	1	2
249	только на	3	2
250	перед нами	1	2
251	из них	2	2
252	в виду	4	2
253	быть может	1	2
254	не могу	1	2
255	мысль о	1	2
256	прямом смысле	1	1
257	что по	3	1
258	человек есть	1	1
259	и из	1	1
260	им в	3	1
261	и этот	1	1
262	в полном	2	1
263	представляет собою	1	1
264	форму и	2	1
265	при создании	1	1
266	это произведение	1	1
267	и здесь	2	1
268	очень много	1	1
269	в несколько	1	1
270	места в	1	1
271	ни в	9	1
272	и энгельс	1	1
273	основе всех	1	1
274	и обратно	1	1
275	как у	1	1
276	еще не	1	1
277	по выражению	1	1
278	реки в	1	1
279	и вот	3	1
280	это все	3	1
281	в связи	2	1
282	тогда как	1	1
283	от всех	3	1
284	идет от	1	1
285	конце концов	3	1
286	из общего	1	1
287	же это	1	1
288	событий в	1	1
289	в не	1	1
290	тот самый	1	1
291	только как	1	1
292	того самого	1	1
293	и самый	1	1
294	бы то	1	1
295	знаменитое описание	1	1
296	и всякий	2	1
297	отличается от	2	1
298	в русском	2	1
299	а это	1	1
300	в более	1	1
301	стоит и	1	1
302	мышления и	3	1
303	психологического анализа	1	1
304	показывает что	5	1
305	это есть	5	1
306	говоря если	2	1
307	эмоции не	1	1
308	не к	1	1
309	время как	5	1
310	и ее	1	1
311	приводит нас	1	1
312	на этот	1	1
313	утверждает что	2	1
314	связи с	1	1
315	на чем	1	1
316	это выражение	1	1
317	к божественной	1	1
318	и действительно	1	1
319	учение о	1	1
320	и их	2	1
321	обращается к	1	1
322	в движение	1	1
323	не было	3	1
324	искусство и	4	1
325	известном смысле	1	1
326	в нас	2	1
327	и многих	1	1
328	при такой	1	1
329	а вместе	1	1
330	вот его	1	1
331	одного и	2	1
332	на тех	1	1
333	создает себе	1	1
334	одна и	1	1
335	т е	3	1
336	часто в	1	1
337	к нему	2	1
338	есть признак	1	1
339	рассказа и	1	1
340	сих пор	3	1
341	наконец в	2	1
342	что это	6	1
343	война и	1	1
344	в какой	5	1
345	введение в	1	1
346	это тот	1	1
347	вообще и	1	1
348	указывал на	1	1
349	но мы	3	1
350	чем отличается	1	1
351	и веков	1	1
352	да не	1	1
353	исследования на	1	1
354	иное как	1	1
355	формы в	4	1
356	никакой разницы	1	1
357	поэтому совершенно	1	1
358	деле этот	1	1
359	в конце	3	1
360	но с	1	1
361	в голове	2	1
362	до сих	3	1
363	можно только	1	1
364	как это	4	1
365	художественного творчества	6	1
366	человек не	1	1
367	некоторые черты	1	1
368	то и	2	1
369	как раз	2	1
370	бы что	2	1
371	во всех	1	1
372	целый ряд	6	1
373	по себе	9	1
374	только то	2	1
375	и те	1	1
376	в художественном	3	1
377	потока а	1	1
378	туман и	1	1
379	обстоятельно и	1	1
380	совершенно точно	6	1
381	бы и	2	1
382	не обладает	2	1
383	ли не	1	1
384	тем как	1	1
385	момент создания	1	1
386	ли это	2	1
387	религии и	1	1
388	заключает в	1	1
389	совершенно справедливо	1	1
390	если так	1	1
391	из ее	1	1
392	его в	2	1
393	эта тенденция	2	1
394	и богатую	1	1
395	же в	1	1
396	его к	1	1
397	который может	1	1
398	совсем не	3	1
399	из внешних	1	1
400	но все	1	1
401	его произведении	1	1
402	принадлежит к	1	1
403	полном согласии	1	1
404	в искусстве	4	1
405	нуждается в	3	1
406	его и	3	1
407	эту повесть	1	1
408	правды и	1	1
409	художественное произведение	10	1
410	оно не	1	1
411	в нее	1	1
412	что же	2	1
413	ту или	2	1
414	тому что	4	1
415	между собой	1	1
416	основного действия	1	1
417	от формы	1	1
418	к чему	2	1
419	и внутренне	1	1
420	в ее	5	1
421	резко отличается	1	1
422	которую не	1	1
423	с этой	4	1
424	вплоть до	1	1
425	в разные	2	1
426	всю историю	2	1
427	это имеет	2	1
428	что эта	3	1
429	по этому	2	1
430	только не	3	1
431	которых можно	1	1
432	действия и	2	1
433	в таких	1	1
434	в таком	3	1
435	видим что	2	1
436	обречены на	1	1
437	особенно в	1	1
438	человека не	3	1
439	против этого	1	1
440	и сколько	1	1
441	к творчеству	1	1
442	это мы	2	1
443	в собственном	3	1
444	между тем	4	1
445	сами по	1	1
446	однако этот	1	1
447	виде в	1	1
448	найти в	1	1
449	элементов и	1	1
450	что иное	1	1
451	толстого но	1	1
452	может сделать	1	1
453	согласно этой	1	1
454	отчаянию и	1	1
455	эта теория	5	1
456	на все	1	1
457	на месте	1	1
458	вот что	2	1
459	с шкловский	1	1
460	что этот	1	1
461	в полной	1	1
462	человеческой психики	1	1
463	и к	3	1
464	подход к	1	1
465	из этой	1	1
466	конкретного действия	1	1
467	как одна	2	1
468	быть названы	1	1
469	себе а	3	1
470	в других	1	1
471	страшной мести	2	1
472	в область	2	1
473	которое может	2	1
474	мы никогда	4	1
475	в согласии	1	1
476	все время	4	1
477	картины и	1	1
478	нас в	2	1
479	и главным	1	1
480	от него	2	1
481	что если	1	1
482	у нас	4	1
483	нет никакой	3	1
484	т д	8	1
485	другим людям	1	1
486	но эти	1	1
487	в статье	1	1
488	внешних условий	2	1
489	личности на	1	1
490	за собой	1	1
491	что у	3	1
492	же самое	2	1
493	что такое	2	1
494	связана с	1	1
495	романе и	1	1
496	в процессе	5	1
497	что на	3	1
498	если мы	12	1
499	самому себе	2	1
500	литературной традиции	3	1
501	что оно	3	1
502	пока еще	1	1
503	мы должны	1	1
504	основанные на	1	1
505	как он	2	1
506	только с	1	1
507	художественных форм	1	1
508	свою очередь	1	1
509	в сущности	10	1
510	или бессознательно	1	1
511	с этим	3	1
512	к этой	2	1
513	и о	4	1
514	когда она	2	1
515	роль играют	1	1
516	л толстой	1	1
517	трудом и	1	1
518	во все	1	1
519	этом она	1	1
520	как она	2	1
521	именно и	2	1
522	и вследствие	1	1
523	имеет место	2	1
524	и содержание	1	1
525	тому же	3	1
526	что с	2	1
527	и учение	1	1
528	а с	1	1
529	оба они	1	1
530	прошлое и	1	1
531	традиционное представление	1	1
532	идет к	1	1
533	и потом	1	1
534	к загадке	1	1
535	к ним	2	1
536	в самые	1	1
537	воображение и	1	1
538	о чем	2	1
539	на человека	1	1
540	вырывается из	1	1
541	как результат	2	1
542	заметить что	1	1
543	то это	1	1
544	природы человека	1	1
545	в эпоху	1	1
546	человеку и	1	1
547	этой области	2	1
548	него в	2	1
549	с фактами	1	1
550	которая сама	1	1
551	еще далеко	1	1
552	из самых	1	1
553	центр тяжести	1	1
554	по своему	1	1
555	с ними	1	1
556	плеханов в	1	1
557	в них	2	1
558	он как	1	1
559	значения этого	1	1
560	к идее	2	1
561	идеи и	1	1
562	одной стороны	6	1
563	и всей	1	1
564	другой стороны	5	1
565	но даже	2	1
566	представления о	1	1
567	ни было	1	1
568	времена когда	1	1
569	оно было	2	1
570	или иную	1	1
571	шаг и	1	1
572	в настоящее	2	1
573	жалости и	1	1
574	до степени	1	1
575	том же	2	1
576	что читатель	2	1
577	в эстетической	1	1
578	на которых	1	1
579	и писатель	1	1
580	от этой	1	1
581	при исследовании	1	1
582	с одной	5	1
583	другую область	1	1
584	к чисто	1	1
585	и останется	1	1
586	нигде не	2	1
587	может вызвать	1	1
588	слова и	1	1
589	для всей	1	1
590	как уже	1	1
591	другие в	1	1
592	не что	1	1
593	единство и	1	1
594	не могут	3	1
595	от себя	4	1
596	сравнение с	1	1
597	с тем	3	1
598	образом и	1	1
599	и искусства	1	1
600	критики и	2	1
601	анализ самого	1	1
602	себя и	2	1
603	не совпадают	1	1
604	к объекту	1	1
605	в одном	2	1
606	и чтобы	1	1
607	и если	4	1
608	и что	8	1
609	при таком	1	1
610	она не	5	1
611	без всякой	1	1
612	не противоречит	1	1
613	деревьями и	1	1
614	в основу	2	1
615	природа человека	2	1
616	в точном	1	1
617	еще раз	1	1
618	роль в	3	1
619	в действительности	1	1
620	вот это	1	1
621	и философии	1	1
622	ясно как	1	1
623	бы его	1	1
624	является одновременно	1	1
625	большей частью	2	1
626	этого вопроса	2	1
627	сравнительно с	1	1
628	всякий раз	8	1
629	в известном	2	1
630	в прямом	1	1
631	же как	4	1
632	он создает	1	1
633	считает что	1	1
634	даже у	1	1
635	одно из	2	1
636	столь же	4	1
637	рассматривается как	1	1
638	если же	2	1
639	как по	1	1
640	но что	2	1
641	из теории	1	1
642	но у	1	1
643	все равно	1	1
644	его не	2	1
645	за ней	1	1
646	общества в	1	1
647	он же	2	1
648	была бы	1	1
649	о его	1	1
650	совершенно прав	2	1
651	он на	1	1
652	чем в	1	1
653	всегда с	1	1
654	школы и	1	1
655	но при	1	1
656	в области	11	1
657	и есть	5	1
658	из тысячи	1	1
659	отношения и	1	1
660	а может	1	1
661	становится все	1	1
662	что может	1	1
663	знает что	1	1
664	когда личность	1	1
665	к уже	1	1
666	мы имеем	4	1
667	необходимое условие	1	1
668	через восприятие	1	1
669	эти годы	1	1
670	было бы	6	1
671	и уже	1	1
672	что бы	1	1
673	никак не	4	1
674	форм и	1	1
675	на этих	1	1
676	мнение что	1	1
677	есть только	2	1
678	один раз	1	1
679	будь то	2	1
680	заключается в	7	1
681	могло бы	4	1
682	на таком	1	1
683	бросается в	1	1
684	и это	3	1
685	грань между	1	1
686	для всех	4	1
687	означает что	2	1
688	имел в	1	1
689	о нем	1	1
690	вследствие этого	1	1
691	и делает	1	1
692	мы все	2	1
693	не есть	3	1
694	указывает на	4	1
695	казалось бы	2	1
696	том или	1	1
697	этой теории	6	1
698	сколько бы	1	1
699	и тогда	2	1
700	к одному	1	1
701	мы знаем	3	1
702	искусства как	4	1
703	и более	1	1
704	с первым	1	1
705	как говорит	2	1
706	показал что	1	1
707	отметить что	2	1
708	а если	1	1
