N	2gram	Berdyaev_V_1	Myslijsy
321	значения и	2	1
322	в виду	1	1
323	и говорит	1	1
324	на том	2	1
325	образование в	1	1
326	на нее	1	1
327	за то	3	1
328	не с	2	1
329	в результате	1	1
330	это только	1	1
331	составные части	1	1
332	сама она	1	1
333	и внешней	1	1
334	управляющих ими	1	1
335	нас и	3	1
336	только до	1	1
337	находится в	1	1
338	после того	1	1
339	теперь и	1	1
340	и который	1	1
341	говорит еще	1	1
342	нас а	1	1
343	раз и	1	1
344	в которую	1	1
345	своим предметом	1	1
346	во всех	3	1
347	ее от	1	1
348	но нет	1	1
349	что бы	1	1
350	я был	1	1
351	в двух	1	1
352	тот же	3	1
353	было что	1	1
354	и ее	1	1
355	имеет своим	1	1
356	по этому	3	1
357	и счастье	1	1
358	конечно не	2	1
359	каким образом	1	1
360	или даже	1	1
361	его и	2	1
362	для человечества	2	1
363	в прошлом	2	1
364	к ним	1	1
365	не хотим	1	1
366	жизни в	1	1
367	тому кто	1	1
368	как сам	1	1
369	истина и	1	1
370	миру и	1	1
371	и быть	1	1
372	мы забыли	1	1
373	и люди	2	1
374	превращается в	3	1
375	кто знает	1	1
376	может ли	1	1
377	мы так	1	1
378	у человека	1	1
379	с которым	1	1
380	было для	1	1
381	есть истина	1	1
382	словах и	1	1
383	более глубокое	1	1
384	эта идея	1	1
385	человека к	1	1
386	есть такое	1	1
387	первые слова	1	1
388	если оно	1	1
389	этих словах	1	1
390	а потом	1	1
391	да и	2	1
392	происхождения и	1	1
393	думать о	1	1
394	это значит	1	1
395	людей где	1	1
396	на пути	1	1
397	на разных	1	1
398	есть знак	1	1
399	которая в	1	1
400	в силах	4	1
401	человек и	1	1
402	хлеба и	1	1
403	вообще в	1	1
404	я в	1	1
405	давно уже	2	1
406	к ее	1	1
407	может и	1	1
408	я говорю	2	1
409	первый раз	3	1
410	с ними	1	1
411	него в	1	1
412	есть и	1	1
413	в массе	1	1
414	ее в	2	1
415	и эта	1	1
416	слово только	1	1
417	во всяком	2	1
418	формы есть	1	1
419	силы на	1	1
