N	2gram	Nazirov_Tv_1	StatiiOP
352	что как	2	1
353	в своем	4	1
354	город в	1	1
355	современников в	1	1
356	и где	1	1
357	когда он	2	1
358	целый ряд	1	1
359	и как	4	1
360	но эта	1	1
361	при таком	1	1
362	для которого	1	1
363	всего лишь	1	1
364	при создании	1	1
365	из жизни	1	1
366	представляет собой	3	1
367	время во	1	1
368	еще один	1	1
369	в известном	1	1
370	почти одновременно	1	1
371	в дальнейшем	3	1
372	чем его	1	1
373	говорят о	1	1
374	что ли	1	1
375	как он	1	1
376	но на	1	1
377	человек не	1	1
378	времени это	2	1
379	что она	2	1
380	в нем	3	1
381	связанные с	1	1
382	а просто	1	1
383	свою собственную	1	1
384	же это	1	1
385	этого вопроса	1	1
386	не к	1	1
387	что еще	1	1
388	жизни слова	1	1
389	него было	1	1
390	все с	1	1
391	в нее	1	1
392	повторяет в	1	1
393	подход к	1	1
394	россии по	1	1
395	а затем	2	1
396	же касается	1	1
397	самого автора	1	1
398	самим собой	4	1
399	на этой	1	1
400	ты мне	1	1
401	делает его	1	1
402	соответствии с	3	1
403	от пушкинского	1	1
404	смысле с	1	1
405	не заметить	1	1
406	мы знаем	1	1
407	чем в	1	1
408	можно считать	1	1
409	и прямо	1	1
410	и некоторые	1	1
411	и того	2	1
412	их на	1	1
413	с ума	1	1
414	как по	1	1
415	большой степени	1	1
416	не во	2	1
417	интерес и	1	1
418	к истории	1	1
419	на месте	1	1
420	он понимал	1	1
421	в черновиках	2	1
422	от себя	1	1
423	могло бы	1	1
424	сам же	1	1
425	что после	1	1
426	том же	1	1
427	по себе	1	1
428	даже в	3	1
429	полностью не	1	1
430	вплоть до	1	1
431	что ему	1	1
432	дело в	3	1
433	на него	1	1
434	собой довольно	1	1
435	которого он	2	1
436	для творчества	1	1
437	раннем творчестве	1	1
438	казалось бы	1	1
439	преимущественно в	1	1
440	к вопросу	1	1
441	в самой	1	1
442	того в	1	1
443	как она	1	1
444	ее с	1	1
445	со своим	1	1
446	до того	1	1
447	определенной исторической	1	1
448	и со	1	1
449	вот в	2	1
450	что подчеркивается	1	1
451	процесса в	4	1
452	уже о	1	1
453	его мышления	1	1
454	нет ни	2	1
455	героев и	3	1
456	же самое	1	1
457	является одним	2	1
458	не случайно	4	1
459	а что	2	1
460	по возможности	1	1
461	бы он	1	1
462	и свое	1	1
463	протяжении всего	2	1
464	в наше	2	1
465	он ищет	1	1
466	году в	2	1
467	приходит к	3	1
468	и о	1	1
469	свою очередь	1	1
470	не успел	1	1
471	в ее	1	1
472	к нам	1	1
473	с каким	2	1
474	в собственном	1	1
475	сей день	1	1
476	этой схемы	1	1
477	он с	1	1
478	нет никакой	1	1
479	во главе	2	1
480	так в	1	1
481	приводит к	2	1
482	мнение что	1	1
483	и необходимости	2	1
484	на том	2	1
485	и когда	2	1
486	и сам	1	1
487	в образе	1	1
488	особенно в	1	1
489	чем у	1	1
490	русского литературного	1	1
491	борьба против	1	1
492	часто в	1	1
493	но у	1	1
494	который трактуется	1	1
495	отказе от	1	1
496	нашло свое	1	1
497	в эпоху	1	1
498	о котором	2	1
499	по мере	1	1
500	с ним	3	1
501	стремление к	2	1
502	в а	1	1
503	трактуется как	1	1
504	означает что	1	1
505	все его	1	1
506	и должно	1	1
507	вот почему	3	1
508	он успел	1	1
509	в раннем	1	1
510	влияние на	2	1
511	подходил к	1	1
512	может не	2	1
513	времени в	13	1
514	как у	1	1
515	знает что	1	1
516	вопросу о	1	1
517	жизни он	2	1
518	связь между	1	1
519	эту форму	1	1
520	русской литературе	4	1
521	говорит мне	1	1
522	и комический	1	1
523	это имеет	1	1
524	эти два	1	1
525	что и	2	1
526	язык в	1	1
527	вообще и	1	1
528	именно в	2	1
529	отказался от	1	1
530	человека как	2	1
531	к пушкину	1	1
532	ней же	1	1
533	и самые	1	1
534	известном смысле	1	1
535	в петербурге	4	1
536	в двух	2	1
537	его в	1	1
538	его перевод	1	1
539	всей жизни	1	1
540	это очень	1	1
541	наше время	2	1
542	который в	3	1
543	тема в	1	1
544	века как	1	1
545	идет к	1	1
546	во вкусе	2	1
547	вопрос об	1	1
548	основанные на	1	1
549	же он	1	1
550	характерной для	1	1
551	для всех	1	1
552	не одну	1	1
553	стихотворения и	1	1
554	такого изображения	1	1
555	не подражание	1	1
556	которых можно	1	1
557	а это	1	1
558	от других	2	1
559	из них	2	1
560	он принадлежит	1	1
561	в комедии	1	1
562	и их	1	1
563	над своими	1	1
564	в одном	1	1
565	в современном	2	1
566	но что	1	1
567	идет в	1	1
568	во всей	2	1
569	в других	1	1
570	даже и	1	1
571	не противоречит	1	1
572	представляют собой	1	1
573	не укладывается	1	1
574	и из	1	1
575	то это	1	1
576	времени чем	1	1
577	было и	1	1
578	стремился к	1	1
579	объясняется тем	1	1
580	говорит о	3	1
581	не означает	2	1
582	означало бы	1	1
583	народ это	1	1
584	о чем	1	1
585	как говорит	1	1
586	в одно	2	1
587	для этой	2	1
588	виде в	1	1
589	с помощью	1	1
590	люди в	1	1
591	в частности	2	1
592	вышла в	1	1
593	конечно о	1	1
594	эти слова	2	1
595	люди и	1	1
596	историю как	1	1
597	и xix	1	1
598	подхода к	3	1
599	ней он	1	1
600	эпохи это	1	1
601	создается не	1	1
602	в данном	2	1
603	видит в	1	1
604	было написано	1	1
605	наряду с	1	1
606	и этот	1	1
607	году он	1	1
608	что же	1	1
609	очень важно	1	1
610	в литературе	2	1
611	когда она	1	1
612	даже с	1	1
613	то к	1	1
614	это значит	1	1
615	главе с	2	1
616	от романтической	1	1
617	которое однако	1	1
618	в отказе	1	1
619	от народа	1	1
620	бога и	2	1
621	о его	1	1
622	хуже для	1	1
623	с большой	4	1
624	в книге	3	1
625	это уже	5	1
626	и времени	1	1
627	причем в	2	1
628	это как	3	1
629	теми двумя	1	1
630	и все	6	1
631	места в	1	1
632	почти в	1	1
633	своих героев	3	1
634	дело было	1	1
635	хотя бы	5	1
636	отсюда же	2	1
637	сверх того	1	1
638	очень хорошо	1	1
639	давно уже	1	1
640	отношении к	1	1
641	тем хуже	1	1
642	мог не	1	1
643	не знает	2	1
644	но этот	1	1
645	автора в	1	1
646	одновременно и	2	1
647	я это	1	1
648	ко всему	1	1
649	времен и	1	1
650	художественного творчества	1	1
651	жизни и	3	1
652	но эти	1	1
653	чем пушкин	1	1
654	я за	1	1
655	только не	1	1
656	так же	3	1
657	другое в	1	1
