N	2gram	Tiupa_Hudo_1	VerxiiNi
243	и до	1	1
244	определенной категории	1	1
245	то самое	1	1
246	и этот	1	1
247	равнодушен к	1	1
248	мы уже	4	1
249	той же	2	1
250	их и	1	1
251	а как	1	1
252	мы не	2	1
253	было известно	1	1
254	что уже	1	1
255	имеется и	1	1
256	именно к	1	1
257	этом не	1	1
258	перед людьми	1	1
259	в сущности	1	1
260	личности с	1	1
261	же что	1	1
262	было очень	1	1
263	в ней	4	1
264	целого не	1	1
265	а другие	1	1
266	на них	1	1
267	мы читаем	2	1
268	в широком	1	1
269	не представляется	2	1
270	что его	1	1
271	в чем	1	1
272	в творениях	2	1
273	своей души	1	1
274	в сторону	1	1
275	же она	1	1
276	по отношению	8	1
277	а и	2	1
278	а через	1	1
279	отличие от	1	1
280	к своей	1	1
281	друга и	1	1
282	легче и	1	1
283	что они	1	1
284	себя в	4	1
285	связи и	1	1
286	один и	1	1
287	как по	2	1
288	идет о	3	1
289	в одной	2	1
290	но пока	1	1
291	как в	8	1
292	как к	3	1
293	это был	1	1
294	что касается	1	1
295	однако не	1	1
296	на человека	1	1
297	это тоже	1	1
298	от этого	1	1
299	то в	4	1
300	к чему	1	1
301	та же	4	1
302	не более	1	1
303	и тот	1	1
304	имеет для	1	1
305	так сказать	2	1
306	на его	2	1
307	и таких	1	1
308	но именно	1	1
309	всех этих	1	1
310	в первую	2	1
311	он должен	1	1
312	к одному	1	1
313	что еще	1	1
314	душу и	1	1
315	отделилась от	1	1
316	и более	1	1
317	являются его	1	1
318	на земле	1	1
319	чтобы в	1	1
320	миропорядок в	1	1
321	на этом	3	1
322	что она	4	1
323	человека в	6	1
324	жить в	1	1
325	от нее	1	1
326	не следует	2	1
327	единственное что	1	1
328	бы быть	1	1
329	на этой	1	1
330	его в	3	1
331	входит в	1	1
332	первую очередь	2	1
333	собственного желания	1	1
334	это не	7	1
335	было бы	6	1
336	весь мир	1	1
337	к нашей	1	1
338	как объекты	1	1
339	в жизни	1	1
340	и смерти	3	1
341	к области	1	1
342	ни в	5	1
343	соответствии с	1	1
344	жизни то	1	1
345	в слове	1	1
346	как и	9	1
347	этим и	1	1
348	ни с	1	1
349	такою же	1	1
350	не противоречат	1	1
351	духовной жизни	1	1
352	должно быть	2	1
353	и того	1	1
354	перед собой	2	1
355	от своего	1	1
356	в своей	10	1
357	что среди	1	1
358	таким же	1	1
359	еще недостаточно	1	1
360	в такой	2	1
361	в их	2	1
362	человеком и	1	1
363	место в	1	1
364	ничего в	1	1
365	в отличие	1	1
366	жизни с	1	1
367	душевное состояние	1	1
368	но среди	1	1
369	героев не	1	1
370	их в	1	1
371	однако в	2	1
372	не должно	1	1
373	по себе	2	1
374	даже в	3	1
375	сам он	1	1
376	чистом виде	1	1
377	на три	1	1
378	но они	1	1
379	из нас	3	1
380	на себе	2	1
381	взглянуть на	1	1
382	духовной близости	1	1
383	казалось бы	7	1
384	это главным	1	1
385	ничего не	8	1
386	невозможно но	1	1
387	и весь	1	1
388	вследствие того	1	1
389	образом он	1	1
390	и остается	1	1
391	уже говорили	1	1
392	ничто не	1	1
393	жизни каждого	1	1
394	исключая и	1	1
395	она обладает	1	1
396	никуда не	1	1
397	когда мы	1	1
398	могут быть	1	1
399	не знаем	2	1
400	к созерцательности	1	1
401	потом с	1	1
402	мысли о	2	1
403	и конечно	1	1
404	рассказы будучи	1	1
405	на это	1	1
406	в каждой	1	1
407	для себя	3	1
408	разные стороны	1	1
409	с ее	2	1
410	свою очередь	1	1
411	духе и	1	1
412	здесь не	2	1
413	в ее	3	1
414	данном случае	1	1
415	принимая это	1	1
416	как субъекты	1	1
417	в себя	2	1
418	роль в	1	1
419	традиции не	1	1
420	живет в	2	1
421	когда его	1	1
422	несомненно на	1	1
423	чем у	1	1
424	том как	3	1
425	остается не	1	1
426	он сам	1	1
427	с ним	4	1
428	лишь то	1	1
429	первом случае	1	1
430	созерцательности и	1	1
431	картина мира	4	1
432	одного из	1	1
433	может не	1	1
434	до известной	1	1
435	и своей	1	1
436	все в	1	1
437	в которую	1	1
438	он равнодушен	1	1
439	впрочем достаточно	1	1
440	творчества в	1	1
441	во втором	1	1
442	эти два	1	1
443	на одном	1	1
444	и об	2	1
445	как она	2	1
446	происходит в	1	1
447	людей а	2	1
448	совсем не	1	1
449	с ними	2	1
450	которым он	1	1
451	друг друга	5	1
452	характер не	1	1
453	еще и	1	1
454	и так	2	1
455	сказки в	1	1
456	и ее	1	1
457	их не	1	1
458	и его	5	1
459	только на	2	1
460	может случиться	1	1
461	но совершенно	1	1
462	растворяется в	1	1
463	известно только	1	1
464	участие в	2	1
465	что сама	1	1
466	мы знаем	2	1
467	горах и	3	1
468	представить себе	1	1
469	не означает	2	1
470	могло бы	1	1
471	иначе как	1	1
472	сами по	1	1
473	бытия и	4	1
474	у него	9	1
475	и никогда	1	1
476	жизни на	2	1
477	заметить что	2	1
478	как раз	4	1
479	тем что	3	1
480	тогда как	7	1
481	так легко	1	1
482	представляют собой	2	1
483	на стороне	2	1
484	из двух	1	1
485	представляется в	1	1
486	когда тот	1	1
487	этого человека	1	1
488	в самую	1	1
489	которой нет	1	1
490	и своего	1	1
491	человеческой жизни	4	1
492	жизнь в	1	1
493	всей своей	1	1
494	о чем	1	1
495	только от	1	1
496	различие между	1	1
497	так называемых	1	1
498	является его	1	1
499	их с	1	1
500	нет ничего	2	1
501	в далеком	1	1
502	него в	1	1
503	эти слова	2	1
504	ни на	1	1
505	от характера	1	1
506	с этим	3	1
507	в данном	1	1
508	и за	1	1
509	сказать лишь	1	1
510	здесь имеется	1	1
511	внешней стороны	1	1
512	да и	2	1
513	думать о	2	1
514	там где	1	1
515	человека и	1	1
516	и менее	1	1
517	является для	1	1
518	такой же	3	1
519	но это	1	1
520	не замечая	1	1
521	к двум	1	1
522	только еще	1	1
523	но для	1	1
524	в славянском	1	1
525	известной степени	1	1
526	жизни вот	1	1
527	и состоит	1	1
528	души в	1	1
529	то о	2	1
530	находит свое	1	1
531	бы в	1	1
532	тем более	1	1
533	ни к	2	1
534	его жизнь	2	1
535	теперь же	1	1
536	же в	3	1
537	как показывает	1	1
538	есть продукт	1	1
539	соединяется с	1	1
540	давно уже	1	1
541	к ее	1	1
542	может и	3	1
543	не похожи	1	1
544	из поля	1	1
545	существования и	1	1
546	а ведь	1	1
547	впервые в	2	1
548	культуры в	1	1
549	в свое	1	1
550	с внешней	2	1
551	к этой	3	1
552	в своих	3	1
553	они не	2	1
