N	2gram	Tiupa_Disk_2	PoTuStor
332	и тех	1	1
333	здесь в	3	1
334	эти две	1	1
335	и прежде	2	1
336	и быть	1	1
337	на чем	1	1
338	а с	5	1
339	близко к	1	1
340	в некоторых	1	1
341	одной стороны	4	1
342	переживается и	1	1
343	на этот	1	1
344	а не	14	1
345	книга о	1	1
346	для человека	1	1
347	об ее	1	1
348	внешнем мире	1	1
349	и столь	1	1
350	в ранний	2	1
351	в данном	7	1
352	применении к	1	1
353	тому как	2	1
354	что же	2	1
355	а потом	2	1
356	в состоянии	1	1
357	и действия	1	1
358	в культуре	1	1
359	этом и	1	1
360	и собственно	1	1
361	под названием	1	1
362	известной степени	1	1
363	формы и	1	1
364	не подлежит	2	1
365	которая в	2	1
366	особого рода	1	1
367	интерес к	2	1
368	еще более	1	1
369	и ни	1	1
370	на языке	2	1
371	ключом к	2	1
372	я в	5	1
373	же в	1	1
374	хотя в	1	1
375	но всегда	1	1
376	и практически	1	1
377	и желания	1	1
378	жизни в	3	1
379	они определили	1	1
380	в период	4	1
381	с ней	2	1
382	все люди	2	1
383	в своих	6	1
384	это в	2	1
385	как на	3	1
386	творчество как	1	1
