N	2gram	Propp_Russ_1	Istorich
501	подводя итоги	1	1
502	к таким	3	1
503	разнообразны и	1	1
504	начиная с	3	1
505	нам что	1	1
506	и другой	3	1
507	идут все	3	1
508	хранится в	1	1
509	и другим	2	1
510	в работах	1	1
511	если же	1	1
512	ничего общего	2	1
513	же известно	1	1
514	обычно в	1	1
515	необходимо изучить	1	1
516	и поэтому	2	1
517	тем и	2	1
518	приходит к	1	1
519	как не	2	1
520	свою очередь	2	1
521	эти представления	2	1
522	отсюда же	1	1
523	вид что	1	1
524	к нам	2	1
525	что души	1	1
526	и сам	1	1
527	он так	2	1
528	в образе	2	1
529	можно было	1	1
530	каждого из	1	1
531	двор ни	1	1
532	домой и	2	1
533	это сходство	2	1
534	во второй	1	1
535	часто в	1	1
536	что дело	1	1
537	имеется в	1	1
538	но иногда	1	1
539	для этого	2	1
540	древнейшая форма	1	1
541	по мере	1	1
542	с ним	2	1
543	означает что	2	1
544	но здесь	1	1
545	к заключению	1	1
546	другой характер	2	1
547	но имеют	1	1
548	и та	1	1
549	при котором	1	1
550	никак не	1	1
551	что каждый	1	1
552	можно встретить	1	1
553	необходимо указать	1	1
554	объясняется так	1	1
555	которых они	1	1
556	родов и	1	1
557	связаны с	3	1
558	явление в	1	1
559	из своего	1	1
560	материал не	1	1
561	кто в	1	1
562	что указывает	1	1
563	что бы	1	1
564	бывает и	1	1
565	также в	3	1
566	они состоят	1	1
567	вопросу в	1	1
568	в земле	2	1
569	другие же	1	1
570	заупокойного культа	1	1
571	в верхнем	1	1
572	только у	2	1
573	оказалось что	1	1
574	тот же	1	1
575	за столом	2	1
576	особенно если	1	1
577	будет для	1	1
578	который в	1	1
579	смерти как	1	1
580	по этому	3	1
581	под образа	1	1
582	по другим	1	1
583	другой признак	1	1
584	с живыми	1	1
585	в год	1	1
586	тем временем	1	1
587	не можем	3	1
588	уже в	1	1
589	в большие	1	1
590	в большинстве	2	1
591	в нашей	1	1
592	в начале	1	1
593	черты этого	1	1
594	они могли	2	1
595	частично же	2	1
596	каким образом	1	1
597	будто совершенно	1	1
598	обрядами и	2	1
599	к своим	1	1
600	дети или	1	1
601	сперва в	1	1
602	одно из	5	1
603	получают от	1	1
604	и их	4	1
605	обычно не	2	1
606	и должна	1	1
607	в песне	3	1
608	случае не	1	1
609	они с	1	1
610	заметить что	1	1
611	люди не	1	1
612	тогда как	2	1
613	от того	1	1
614	ее на	1	1
615	обрядами может	1	1
616	же деле	1	1
617	также на	3	1
618	так не	1	1
619	не делали	1	1
620	как у	1	1
621	этого обычая	5	1
622	нас в	1	1
623	несколько примеров	1	1
624	с другом	1	1
625	такое же	2	1
626	себя и	2	1
627	i это	1	1
628	говорит о	1	1
629	по нескольку	2	1
630	них же	1	1
631	самом же	1	1
632	которые не	3	1
633	на этот	3	1
634	них из	1	1
635	которых мы	1	1
636	не означает	2	1
637	с наступлением	1	1
638	жизнь в	1	1
639	вопрос можно	1	1
640	подобного рода	1	1
641	долгое время	1	1
642	ниже в	1	1
643	о чем	3	1
644	мы остановимся	1	1
645	делали с	1	1
646	или с	1	1
647	что мы	1	1
648	под влиянием	1	1
649	становится ясным	1	1
650	в руках	1	1
651	можно будет	1	1
652	других случаях	3	1
653	этой работы	2	1
654	многих случаях	2	1
655	многих местах	2	1
656	но такое	1	1
657	обратил внимание	1	1
658	в область	1	1
659	к обычаю	1	1
660	тому как	1	1
661	как бы	5	1
662	которые по	1	1
663	а позже	1	1
664	и всей	2	1
665	целый год	1	1
666	в отдельности	2	1
667	друг с	1	1
668	исходя из	1	1
669	этого слова	3	1
670	чтобы как	1	1
671	выводы этой	1	1
672	с особым	1	1
673	заботятся о	2	1
674	в основном	3	1
675	только для	2	1
676	через семь	1	1
677	все это	6	1
678	приведем несколько	1	1
679	речь будет	1	1
680	в один	2	1
681	но для	1	1
682	к вопросу	2	1
683	имели власть	1	1
684	тех случаях	1	1
685	он видел	1	1
686	случаях когда	1	1
687	связь не	1	1
688	уже на	1	1
689	при таком	1	1
690	и другими	2	1
691	видно из	1	1
692	и вошел	1	1
693	на которой	1	1
694	следующий за	1	1
695	или нет	1	1
696	год это	2	1
697	на более	1	1
698	в новый	6	1
699	и получают	1	1
700	в домах	3	1
701	не знает	1	1
702	но можно	1	1
703	в иной	1	1
704	что делалось	1	1
705	в фольклоре	2	1
706	является и	1	1
707	последовательность событий	1	1
708	объясняет почему	1	1
709	у которых	2	1
710	что обряд	2	1
711	основываясь на	1	1
712	но эти	3	1
713	только одна	1	1
714	направление в	1	1
715	другие сроки	6	1
716	как на	1	1
717	в таком	1	1
