N	2gram	Propp_Russ_1	Psycholo
178	по преимуществу	1	2
179	не имеют	1	2
180	поэзии и	1	2
181	большей частью	1	2
182	между собой	2	2
183	его словам	1	2
184	всего этого	1	2
185	это имеет	2	2
186	в общем	1	2
187	очевидно что	1	2
188	не просто	2	2
189	отнюдь не	2	2
190	в истории	1	2
191	что именно	2	2
192	это был	1	2
193	целый ряд	1	2
194	и наконец	1	2
195	этот случай	1	2
196	представляет собой	4	2
197	не нашли	1	2
198	думать что	3	2
199	все другие	1	2
200	у древних	1	2
201	всех этих	2	2
202	в силу	2	2
203	и по	8	2
204	так например	6	2
205	в совершенно	1	2
206	показывает что	5	2
207	что чем	1	2
208	такой же	2	2
209	и ее	1	2
210	даже у	1	2
211	должны были	2	2
212	но они	3	2
213	и эти	1	2
214	и более	2	2
215	их в	3	2
216	что сам	1	2
217	в этих	3	2
218	которые она	1	2
219	дело не	1	2
220	вытекает из	1	2
221	и всегда	1	2
222	ничего не	3	2
223	к ней	2	2
224	животных и	4	2
225	у нас	8	2
226	не могут	1	2
227	поэтический жанр	1	2
228	из всего	1	2
229	свою очередь	2	2
230	данном случае	1	2
231	то время	1	2
232	в глаза	1	2
233	вошел в	1	2
234	для этого	2	2
235	с ним	2	2
236	мы рассмотрим	1	2
237	при такой	1	2
238	стихи как	1	2
239	внимание на	1	2
240	и та	1	2
241	но мы	1	2
242	и который	1	2
243	и во	1	2
244	хотел бы	1	2
245	и следовательно	1	2
246	что здесь	1	2
247	дело так	1	2
248	и действительно	1	2
249	должен был	1	2
250	ниже что	1	2
251	в качестве	3	2
252	есть в	1	2
253	уже не	6	2
254	или не	1	2
255	в виде	6	2
256	к своим	1	2
257	одно из	5	2
258	всяком случае	1	2
259	но что	2	2
260	заметить что	1	2
261	представляют собой	7	2
262	и поэтический	1	2
263	еще и	1	2
264	а с	4	2
265	говорит о	1	2
266	до конца	2	2
267	однако и	1	2
268	сослаться на	1	2
269	уже давно	1	2
270	надо было	1	2
271	в данном	1	2
272	что всякое	1	2
273	в первой	1	2
274	по существу	4	2
275	быть не	1	2
276	этого слова	3	2
277	при таком	1	2
278	и другими	2	2
279	совершенно ясна	1	2
280	не более	1	2
281	же в	1	2
282	так же	3	2
283	его к	2	2
284	нам не	1	2
285	имеет место	2	2
286	из своей	1	2
287	указывают на	1	2
288	и другие	13	2
289	они не	1	2
290	можно назвать	1	2
291	во всяком	1	2
292	как известно	2	1
293	о каких	1	1
294	же как	1	1
295	чтобы не	1	1
296	переходит к	1	1
297	легко заметить	1	1
298	этого пения	1	1
299	и потому	2	1
300	относятся к	2	1
301	представлял собой	1	1
302	в первом	1	1
303	по которым	1	1
304	и до	2	1
305	на две	1	1
306	над ней	1	1
307	хорош и	1	1
308	что мы	1	1
309	их и	3	1
310	в несколько	1	1
311	мы имеем	4	1
312	каждого стиха	1	1
313	из своих	1	1
314	они приносят	1	1
315	это означает	1	1
316	самый акт	1	1
317	не столько	1	1
318	и назначение	1	1
319	с детства	1	1
320	на себя	2	1
321	случаи когда	1	1
322	чтобы у	1	1
323	и он	1	1
324	которую можно	1	1
325	еще не	4	1
326	в чем	1	1
327	с его	1	1
328	значение которых	1	1
329	природы и	2	1
330	но не	2	1
331	на основе	1	1
332	это видно	1	1
333	одном и	1	1
334	не все	1	1
335	более как	1	1
336	отличие от	1	1
337	тут же	2	1
338	мы сейчас	1	1
339	разница в	1	1
340	доказать что	1	1
341	относится к	1	1
342	которые не	3	1
343	действовать согласно	1	1
344	можно еще	1	1
345	независимо от	2	1
346	то чем	1	1
347	она как	1	1
348	к новому	1	1
349	кроме того	1	1
350	тех случаях	1	1
351	хотя и	2	1
352	именно такие	1	1
353	себе дело	1	1
354	между двумя	2	1
355	еще упомянуть	2	1
356	очень много	1	1
357	его имеет	1	1
358	за это	1	1
359	в час	1	1
360	всей своей	1	1
361	зависимости от	1	1
362	думается что	1	1
363	и те	3	1
364	вытекающее из	1	1
365	ее для	1	1
366	чтобы они	2	1
367	более сильным	1	1
368	с нашим	1	1
369	не как	1	1
370	собой не	1	1
371	однако он	1	1
372	том чтобы	1	1
373	теперь еще	1	1
374	подобно тому	1	1
375	но все	3	1
376	русском языке	1	1
377	сделать из	2	1
378	как они	2	1
379	а затем	1	1
380	значение в	1	1
381	и с	2	1
382	на этой	2	1
383	это не	10	1
384	в жизни	2	1
385	с которого	1	1
386	сперва в	1	1
387	для них	3	1
388	чаще всего	3	1
389	нас к	2	1
390	на основании	1	1
391	он и	1	1
392	о чем	3	1
393	о характере	1	1
394	перед своими	1	1
395	и было	1	1
396	попытаемся вскрыть	1	1
397	было не	1	1
398	мы попытаемся	2	1
399	можно ответить	1	1
400	этого нет	1	1
401	и при	1	1
402	таким же	3	1
403	представить себе	1	1
404	нас не	2	1
405	последние три	1	1
406	во времена	1	1
407	в их	4	1
408	представляла собой	2	1
409	на каждом	3	1
410	что до	1	1
411	и римлян	1	1
412	стоит в	2	1
413	стихийными силами	1	1
414	основании этих	1	1
415	но эта	1	1
416	п с	4	1
417	такой способ	1	1
418	теми же	1	1
419	при рассмотрении	1	1
420	в пении	1	1
421	с такими	1	1
422	и вообще	1	1
423	а иногда	4	1
424	на глазах	1	1
425	считает что	1	1
426	дело в	1	1
427	здесь на	1	1
428	ее с	1	1
429	к этим	1	1
430	не по	1	1
431	в самых	1	1
432	из их	1	1
433	не могло	1	1
434	упоминания о	1	1
435	именно с	2	1
436	или как	1	1
437	собой то	1	1
438	в русском	4	1
439	как время	1	1
440	это слово	1	1
441	имеет совершенно	1	1
442	вот что	1	1
443	с таким	1	1
444	этом отношении	1	1
445	что на	4	1
446	такие же	1	1
447	к таким	3	1
448	ни о	1	1
449	совершает над	1	1
450	будто нет	1	1
451	нам что	1	1
452	и другой	3	1
453	и всех	1	1
454	так а	1	1
455	из чего	1	1
456	ничего общего	2	1
457	в каждой	1	1
458	обычно в	1	1
459	не ограничивается	1	1
460	они наделены	1	1
461	значения и	2	1
462	вывод что	3	1
463	в некоторых	4	1
464	только при	1	1
465	можно показать	1	1
466	в собственном	1	1
467	можно сделать	3	1
468	на свой	1	1
469	слова а	1	1
470	можно было	1	1
471	так и	7	1
472	здесь он	1	1
473	те же	1	1
474	не с	3	1
475	и каждый	1	1
476	и всюду	1	1
477	подойти к	2	1
478	две части	1	1
479	что дело	1	1
480	без сомнения	1	1
481	этого мало	2	1
482	по мере	1	1
483	ней как	1	1
484	вероятно что	1	1
485	и нужно	1	1
486	что часто	1	1
487	но этого	1	1
488	прав в	1	1
489	второй половине	1	1
490	чтобы с	1	1
491	и просто	1	1
492	можно сказать	1	1
493	это часто	1	1
494	нас в	1	1
495	не весь	1	1
496	подробное описание	1	1
497	этому поводу	2	1
498	раньше чем	1	1
499	попала в	1	1
500	направлений в	1	1
501	в форме	1	1
502	разницы между	1	1
503	по содержанию	3	1
504	другой более	1	1
505	быть и	2	1
506	показывают что	2	1
507	же все	1	1
508	всякого рода	3	1
509	этот вопрос	2	1
510	будто бы	6	1
511	своего апогея	1	1
512	вызывает у	1	1
513	по этому	3	1
514	случай этот	1	1
515	с которыми	1	1
516	какой степени	2	1
517	совершенно естественно	1	1
518	что следовательно	1	1
519	это показывает	2	1
520	и у	5	1
521	только на	3	1
522	себя и	2	1
523	и печаль	1	1
524	в нашей	1	1
525	и новым	1	1
526	в начале	1	1
527	за счет	2	1
528	смысла в	1	1
529	и других	7	1
530	но совершенно	1	1
531	только одно	1	1
532	не будут	1	1
533	совсем другое	1	1
534	и их	4	1
535	что нам	1	1
536	с этими	1	1
537	тому же	1	1
538	не о	1	1
539	из одной	1	1
540	дело и	1	1
541	должны будем	1	1
542	каждый из	1	1
543	в других	11	1
544	смерти и	1	1
545	не было	2	1
546	только у	2	1
547	так не	1	1
548	как у	1	1
549	которые можно	2	1
550	к которому	1	1
551	не потому	1	1
552	тому как	1	1
553	в отличие	1	1
554	что для	1	1
555	от этого	1	1
556	света и	1	1
557	на которых	1	1
558	и самый	1	1
559	жизнь в	1	1
560	совершенно очевидно	1	1
561	которые как	1	1
562	одна и	1	1
563	ближе к	1	1
564	мы знаем	1	1
565	если не	1	1
566	них таким	1	1
567	в частности	2	1
568	у себя	1	1
569	предположить что	2	1
570	в область	1	1
571	целом ряде	1	1
572	последний элемент	1	1
573	подводя итоги	1	1
574	помещена в	1	1
575	форма и	1	1
576	не умели	1	1
577	бросается в	1	1
578	и смерти	1	1
579	останавливаться на	2	1
580	уж ты	1	1
581	между прочим	2	1
582	видел что	1	1
583	люди не	1	1
584	случае он	1	1
585	к описанию	1	1
586	что наш	1	1
587	не является	1	1
588	деле как	1	1
589	уже на	1	1
590	должна была	2	1
591	тем и	2	1
592	тот кто	1	1
593	как не	2	1
594	в отдельных	1	1
595	от него	1	1
596	идет не	1	1
597	или нет	1	1
598	мы должны	2	1
599	должен остаться	1	1
600	его жизнь	1	1
601	этом можно	1	1
602	еще прибавить	1	1
603	именно здесь	1	1
604	это все	1	1
605	между ними	1	1
606	с ней	2	1
607	только как	1	1
608	это на	1	1
609	и так	1	1
610	других случаях	3	1
611	нет но	1	1
612	указали на	1	1
613	ко всему	1	1
614	в отдельности	2	1
615	есть и	1	1
616	видели в	1	1
617	этим объясняется	1	1
618	в заключение	1	1
619	которые приводят	1	1
620	жизни и	1	1
621	все что	1	1
