N	2gram	Propp_Isto_4	VLabPisa
114	с этим	2	3
115	и как	5	3
116	и к	1	3
117	всех этих	1	3
118	и по	5	3
119	его в	9	3
120	что не	1	3
121	с тем	2	3
122	мы видели	6	3
123	во время	7	3
124	точки зрения	1	3
125	этих и	1	3
126	это мы	2	3
127	со своим	1	3
128	у нас	2	3
129	она не	3	3
130	том как	2	3
131	и трудно	1	3
132	в виду	1	3
133	что и	9	3
134	того что	2	3
135	этот вопрос	2	3
136	и их	2	3
137	даже и	2	3
138	момент в	1	3
139	именно в	1	3
140	мы знаем	8	3
141	так же	18	3
142	по поводу	1	3
143	по существу	3	3
144	или в	3	3
145	бы в	1	3
146	только что	3	3
147	жизни и	1	3
148	как на	1	3
149	связана с	2	2
150	он может	2	2
151	видеть в	2	2
152	по его	2	2
153	а как	2	2
154	мы имеем	7	2
155	же как	13	2
156	но даже	1	2
157	то это	5	2
158	так называемые	1	2
159	в ней	1	2
160	меньшей степени	1	2
161	еще не	6	2
162	в различных	1	2
163	в чем	1	2
164	но не	5	2
165	это видно	2	2
166	если в	1	2
167	том числе	1	2
168	относится к	3	2
169	что нет	1	2
170	хотя и	2	2
171	но в	5	2
172	он в	4	2
173	у каждого	1	2
174	этих соображений	1	2
175	наиболее существенные	1	2
176	ее как	1	2
177	как он	6	2
178	что она	3	2
179	три года	4	2
180	он не	7	2
181	том чтобы	1	2
182	например как	1	2
183	подобно тому	1	2
184	что ни	3	2
185	так например	2	2
186	человека в	1	2
187	а затем	3	2
188	им как	1	2
189	в другом	5	2
190	или наконец	1	2
191	который по	1	2
192	не всегда	6	2
193	он и	1	2
194	знаем что	7	2
195	от его	1	2
196	если бы	2	2
197	по себе	2	2
198	не менее	2	2
199	можно указать	2	2
200	тогда когда	1	2
201	к этим	2	2
202	не по	2	2
203	не вполне	1	2
204	и весь	1	2
205	отношении что	1	2
206	в области	2	2
207	том отношении	1	2
208	от того	2	2
209	в образах	1	2
210	же самое	2	2
211	должны быть	1	2
212	что при	1	2
213	на это	2	2
214	формы и	2	2
215	и может	1	2
216	роль в	1	2
217	в образе	3	2
218	он сам	1	2
219	и даже	4	2
220	представления об	1	2
221	на вопрос	3	2
222	говорит об	2	2
223	лишь в	2	2
224	от них	2	2
225	но с	1	2
226	что даже	1	2
227	до нас	1	2
228	но то	1	2
229	одной из	1	2
230	у них	1	2
231	при помощи	10	2
232	могло бы	2	2
233	вовсе не	4	2
234	к ним	2	2
235	при всей	1	2
236	много и	1	2
237	в особенности	2	2
238	до сих	5	2
239	как у	1	2
240	несколько примеров	2	2
241	показывает что	10	2
242	и систему	1	2
243	зависит от	1	2
244	о чем	3	2
245	показывает как	2	2
246	что мы	3	2
247	тому как	1	2
248	из которых	5	2
249	войны и	1	2
250	сих пор	5	2
251	между прочим	2	2
252	но для	2	2
253	в большей	1	2
254	будто бы	1	2
255	а в	8	2
256	между ними	3	2
257	понимать как	1	2
258	к его	1	2
259	в своих	1	2
260	они не	1	2
261	вряд ли	1	1
262	говоря о	1	1
263	доказывается тем	1	1
264	начинается с	2	1
265	силы и	1	1
266	все его	1	1
267	почти не	1	1
268	и так	1	1
269	он всегда	3	1
270	что эти	1	1
271	все те	1	1
272	должна быть	2	1
273	им самим	1	1
274	бы уже	1	1
275	процесс может	1	1
276	как мы	5	1
277	что если	1	1
278	содержания в	1	1
279	вопрос о	4	1
280	именно к	1	1
281	наличие в	1	1
282	но она	1	1
283	на себя	4	1
284	мы и	1	1
285	и то	6	1
286	собой в	2	1
287	он был	1	1
288	между собой	1	1
289	сходные с	2	1
290	здесь не	4	1
291	процесс этот	1	1
292	ними в	1	1
293	очень многим	1	1
294	глубокой древности	1	1
295	своей работе	1	1
296	а только	1	1
297	дело обстоит	1	1
298	только тогда	3	1
299	не все	1	1
300	же выводам	1	1
301	а и	1	1
302	себе и	1	1
303	или иное	1	1
304	его развития	1	1
305	которые не	1	1
306	или у	1	1
307	в истории	2	1
308	общего с	1	1
309	этого развития	1	1
310	бы при	1	1
311	уже указывалось	1	1
312	следующее а	1	1
313	целый ряд	1	1
314	достаточно ясно	1	1
315	говорит что	2	1
316	что по	1	1
317	и наконец	1	1
318	привести к	1	1
319	уже в	2	1
320	за это	2	1
321	тут и	2	1
322	что так	1	1
323	ничего и	1	1
324	такая форма	1	1
325	имеем в	2	1
326	на то	3	1
327	но на	1	1
328	дальше и	1	1
329	и если	3	1
330	на его	3	1
331	силой и	1	1
332	фюстель де	2	1
333	не как	1	1
334	но вместе	1	1
335	уже не	5	1
336	его от	2	1
337	на этом	2	1
338	одно и	1	1
339	оно дает	1	1
340	когда говорит	1	1
341	этих материалов	2	1
342	связанных с	2	1
343	то все	1	1
344	и золотой	1	1
345	чаще всего	1	1
346	считая этот	1	1
347	смерть и	1	1
348	ни одной	2	1
349	в наследство	1	1
350	этого не	2	1
351	с этой	2	1
352	которой он	2	1
353	здесь можно	2	1
354	на этот	2	1
355	как целое	1	1
356	в саду	1	1
357	представление что	1	1
358	в этих	7	1
359	или вообще	1	1
360	их он	1	1
361	он должен	3	1
362	знает и	2	1
363	впрочем эта	1	1
364	на свою	1	1
365	можно вызвать	2	1
366	образом и	1	1
367	но он	4	1
368	друг другу	1	1
369	и эти	1	1
370	что этот	4	1
371	связь этого	1	1
372	нет никакого	1	1
373	что есть	2	1
374	вплоть до	1	1
375	в таких	2	1
376	о значении	1	1
377	что эта	3	1
378	дело не	2	1
379	того как	4	1
380	как весь	1	1
381	время как	1	1
382	виду не	1	1
383	и имеет	1	1
384	не могло	2	1
385	не имеет	3	1
386	о природе	3	1
387	у этого	1	1
388	или иная	1	1
389	в три	1	1
390	же процесс	1	1
391	к ней	1	1
392	видим что	2	1
393	от него	2	1
394	друг друга	1	1
395	как не	1	1
396	года в	1	1
397	мы бы	1	1
398	целом и	1	1
399	только с	2	1
400	как будто	1	1
401	в основе	1	1
402	они показывают	2	1
403	только наиболее	1	1
404	становится понятным	2	1
405	что достаточно	1	1
406	один раз	1	1
407	случайно и	2	1
408	говорят в	1	1
409	характер этой	1	1
410	не случайное	1	1
411	перейти к	1	1
412	над жизнью	1	1
413	ничего общего	1	1
414	характер этого	1	1
415	и это	1	1
416	рисуется как	1	1
417	теперь на	1	1
418	можно и	1	1
419	именно эту	1	1
420	и толстой	2	1
421	говорит н	1	1
422	с ее	1	1
423	и служит	1	1
424	данном случае	3	1
425	затем его	1	1
426	то время	1	1
427	это для	3	1
428	в дальнейшем	6	1
429	не ошибался	1	1
430	что у	3	1
431	помощи которой	2	1
432	легенды о	1	1
433	а порой	1	1
434	и никем	1	1
435	часто в	1	1
436	по сравнению	3	1
437	жизнь и	1	1
438	является в	1	1
439	короче говоря	1	1
440	только нет	1	1
441	этапы в	1	1
442	для этого	1	1
443	по мере	1	1
444	это обычно	2	1
445	с ним	1	1
446	а по	4	1
447	о нем	1	1
448	на него	3	1
449	это явствует	1	1
450	это происходит	2	1
451	и что	5	1
452	в глаза	1	1
453	после того	2	1
454	с того	3	1
455	для нас	3	1
456	а также	3	1
457	с целью	2	1
458	д но	1	1
459	знает что	1	1
460	помощи которых	1	1
461	говорят о	1	1
462	доходит до	1	1
463	или иначе	1	1
464	и во	2	1
465	примеры показывают	1	1
466	говорит он	1	1
467	в форме	2	1
468	в свете	3	1
469	в русском	1	1
470	так говорит	1	1
471	в него	1	1
472	сюда относится	1	1
473	указывает что	2	1
474	быть и	1	1
475	хотя изучение	1	1
476	взят из	1	1
477	в меньшей	1	1
478	человека таким	1	1
479	речи о	1	1
480	как нечто	3	1
481	к их	1	1
482	очень много	1	1
483	эти отдельные	1	1
484	очень многих	1	1
485	на охоте	2	1
486	вот этот	2	1
487	есть в	2	1
488	к какому	1	1
489	конечно не	2	1
490	можно установить	1	1
491	только на	1	1
492	в виде	2	1
493	в начале	1	1
494	которых можно	4	1
495	еще одну	1	1
496	наличие его	1	1
497	не дает	2	1
498	и других	3	1
499	материалов для	1	1
500	его и	2	1
501	очень разнообразных	1	1
502	к каким	1	1
503	теснейшим образом	1	1
504	ни в	2	1
505	представлений о	2	1
506	не для	1	1
507	отношение к	2	1
508	не случайно	2	1
509	и вдруг	1	1
510	заметить что	1	1
511	тем что	5	1
512	не обязательна	1	1
513	этой категории	1	1
514	и вместе	1	1
515	в более	1	1
516	без всякой	1	1
517	образ то	1	1
518	материалов показывает	1	1
519	не обязательно	1	1
520	а именно	3	1
521	совершенно точно	1	1
522	что тот	1	1
523	которые свойственны	1	1
524	как же	1	1
525	силу но	1	1
526	связано с	1	1
527	материал в	1	1
528	на эту	1	1
529	со своими	1	1
530	явствует из	1	1
531	очень часто	1	1
532	есть одно	1	1
533	ответить на	1	1
534	представить себе	1	1
535	из форм	1	1
536	теперь к	1	1
537	имеются в	1	1
538	соображений становится	1	1
539	как в	7	1
540	у первого	1	1
541	неотделимо от	1	1
542	в данном	3	1
543	сравнению с	3	1
544	это его	1	1
545	образом на	1	1
546	доходят до	1	1
547	ли эта	1	1
548	исходя из	1	1
549	никем не	1	1
550	чтобы ответить	1	1
551	или другого	1	1
552	представляется как	1	1
553	сказать не	1	1
554	но это	3	1
555	на своем	1	1
556	это явление	1	1
557	случае он	1	1
558	мы видим	6	1
559	какие же?	1	1
560	не занимает	1	1
561	к пониманию	1	1
562	происходит в	2	1
563	свете этих	4	1
564	а к	1	1
565	не представляет	1	1
566	у некоторых	1	1
567	внимание на	1	1
568	и все	2	1
569	еще более	1	1
570	и ни	1	1
571	и смысл	1	1
572	ни к	1	1
573	потому что	6	1
574	увидим ниже	1	1
575	которых он	1	1
576	и наоборот	2	1
577	исключительно в	1	1
578	или не	1	1
579	к ее	1	1
580	е в	3	1
581	любопытно что	1	1
582	это в	1	1
583	эти же	1	1
584	не один	1	1
585	по которой	1	1
586	есть и	2	1
587	или точнее	1	1
588	показывают как	1	1
589	к этой	3	1
590	но характер	1	1
591	видим в	1	1
592	и другие	3	1
593	часто встречается	1	1
594	в роли	2	1
