N	2gram	Potebnia_M_4	Sovremen
131	мы с	1	2
132	что такое	7	2
133	из которых	2	2
134	возможность и	1	2
135	форма в	1	2
136	самый вопрос	1	2
137	же мы	2	2
138	не менее	5	2
139	о значении	1	2
140	научное объяснение	1	2
141	можно назвать	2	2
142	на котором	4	2
143	не знаем	2	2
144	наблюдения и	1	2
145	в настоящее	1	2
146	этих двух	1	2
147	в науке	3	2
148	еще более	2	2
149	мы видим	2	2
150	тот же	2	2
151	в свою	2	2
152	такие же	5	2
153	не могут	2	2
154	могут быть	7	2
155	что при	1	2
156	для развития	1	2
157	же самое	4	2
158	что в	17	2
159	если же	4	2
160	в таком	4	2
161	во всяком	5	2
162	а может	2	1
163	правда не	1	1
164	и это	2	1
165	можно говорить	1	1
166	потом и	1	1
167	человека и	3	1
168	в объяснении	1	1
169	то она	1	1
170	как происходит	2	1
171	три направления	1	1
172	объективной стороны	1	1
173	а из	1	1
174	ним или	1	1
175	на самом	3	1
176	но тем	2	1
177	но изменение	1	1
178	необходимости и	1	1
179	отношению к	8	1
180	так в	3	1
181	и до	3	1
182	бы к	1	1
183	что такой	1	1
184	то нужно	1	1
185	совершенно невозможен	1	1
186	иметь место	1	1
187	в мире	2	1
188	можно было	2	1
189	мы уже	3	1
190	те же	3	1
191	есть не	4	1
192	мы имеем	4	1
193	нуждаются в	1	1
194	в субъективном	1	1
195	смысле можно	1	1
196	это только	1	1
197	мы в	3	1
198	если бы	13	1
199	и вообще	2	1
200	с человеком	1	1
201	что иное	2	1
202	этому одному	1	1
203	или как	1	1
204	хотя конечно	2	1
205	развивается только	2	1
206	нечто совсем	1	1
207	с тою	1	1
208	того же	1	1
209	о том	8	1
210	только возможно	1	1
211	в ней	2	1
212	и та	4	1
213	и иначе	1	1
214	что каждый	1	1
215	на них	1	1
216	он сам	1	1
217	эти качества	1	1
218	все его	1	1
219	иное как	2	1
220	быть в	1	1
221	же время	3	1
222	что его	2	1
223	его в	4	1
224	во всех	1	1
225	науке и	1	1
226	мы намерены	1	1
227	природы и	2	1
228	но конечно	1	1
229	различия между	1	1
230	как нет	2	1
231	данном случае	2	1
232	но не	1	1
233	образом все	1	1
234	но как	1	1
235	достаточно для	1	1
236	и основное	1	1
237	заключают в	1	1
238	при исследовании	1	1
239	во втором	1	1
240	по отношению	10	1
241	а потому	1	1
242	более как	1	1
243	это увидим	1	1
244	это сравнение	2	1
245	крайней мере	5	1
246	вообще и	3	1
247	один и	5	1
248	может стать	1	1
249	которая и	1	1
250	в ту	2	1
251	сложное и	2	1
252	идет о	1	1
253	независимо от	6	1
254	к которому	1	1
255	к нему	5	1
256	более и	2	1
257	один из	2	1
258	кроме того	3	1
259	к различным	1	1
260	с понятием	1	1
261	одной из	1	1
262	в действительности	3	1
263	увидим что	1	1
264	только в	15	1
265	происходит новое	1	1
266	почти совершенно	1	1
267	то он	2	1
268	жизни к	2	1
269	та же	1	1
270	к другому	1	1
271	целого на	1	1
272	в известном	1	1
273	промежуток времени	1	1
274	явлений и	1	1
275	и тот	3	1
276	этот вопрос	3	1
277	конечно не	2	1
278	и у	2	1
279	и те	1	1
280	в большинстве	2	1
281	только на	4	1
282	то этим	2	1
283	этот процесс	1	1
284	и если	3	1
285	а это	1	1
286	чтобы он	1	1
287	он не	2	1
288	и еще	1	1
289	себе в	3	1
290	и их	3	1
291	эти три	1	1
292	пока не	2	1
293	к одному	3	1
294	допустим что	5	1
295	сами по	2	1
296	вовсе не	7	1
297	случае когда	2	1
298	конечно явление	1	1
299	но что	2	1
300	какой бы	1	1
301	одной и	1	1
302	объяснение этого	1	1
303	и им	1	1
304	бы все	1	1
305	заключает в	8	1
306	наука не	2	1
307	это значит	1	1
308	не из	5	1
309	уже совершенно	1	1
310	и только	3	1
311	не будет	3	1
312	элементарным законам	1	1
313	и может	4	1
314	в другом	1	1
315	и сделал	1	1
316	том случае	3	1
317	одной стороны	1	1
318	и речи	1	1
319	чем в	2	1
320	мы это	1	1
321	развития на	1	1
322	до сих	4	1
323	с другой	2	1
324	как у	1	1
325	может ли	1	1
326	образом если	1	1
327	нельзя сказать	3	1
328	именно в	3	1
329	наблюдению если	1	1
330	здесь в	1	1
331	но самый	1	1
332	сказать несколько	2	1
333	будет ли	1	1
334	и прежде	2	1
335	должен был	1	1
336	такое же	2	1
337	в природе	1	1
338	его с	1	1
339	только к	1	1
340	только одно	1	1
341	но уже	3	1
342	нет в	1	1
343	нужно сказать	1	1
344	не было	12	1
345	рядом с	1	1
346	она и	2	1
347	ей не	1	1
348	все равно	3	1
349	для своего	1	1
350	опыта как	1	1
351	одна и	2	1
352	на эту	1	1
353	должно быть	5	1
354	обратимся к	1	1
355	и следовательно	3	1
356	понятия и	1	1
357	первое и	1	1
358	в связи	1	1
359	том что	12	1
360	в эту	1	1
361	все более	3	1
362	этом случае	5	1
363	но если	1	1
364	том как	1	1
365	и при	2	1
366	нужно взять	1	1
367	таким же	5	1
368	так же	4	1
369	в такой	1	1
370	мы говорим	7	1
371	без помощи	1	1
372	в первый	2	1
373	xix века	1	1
374	и значит	1	1
375	от его	2	1
376	в данном	4	1
377	природы но	1	1
378	в течение	2	1
379	является только	1	1
380	иметь перед	2	1
381	и той	1	1
382	время нет	1	1
383	и другую	1	1
384	научной мысли	1	1
385	но эта	2	1
386	которые в	1	1
387	а потом	1	1
388	быть только	1	1
389	по крайней	5	1
390	и более	4	1
391	там где	3	1
392	влечет за	1	1
393	должны признать	1	1
394	по себе	11	1
395	в своем	8	1
396	только о	2	1
397	можем сказать	2	1
398	происходит это	1	1
399	несколько слов	2	1
400	благодаря этому	1	1
401	и нет	1	1
402	сих пор	4	1
403	всегда мы	1	1
404	играть в	1	1
405	но они	1	1
406	с ним	5	1
407	что эта	1	1
408	она не	2	1
409	что с	1	1
410	и тогда	1	1
411	но для	1	1
412	свое время	1	1
413	мысли в	2	1
414	говорить что	1	1
415	не имеет	5	1
416	это последнее	4	1
417	дело в	1	1
418	она принуждена	1	1
419	одном направлении	1	1
420	поэтому совершенно	1	1
421	в процессе	3	1
422	ходом развития	1	1
423	с и	2	1
424	только не	3	1
425	вытекает из	1	1
426	этого явления	1	1
427	никогда не	3	1
428	или в	1	1
429	это совершенно	1	1
430	человек и	1	1
431	хотя и	5	1
432	в отдельных	2	1
433	это то	1	1
434	можем ли	1	1
435	она уже	1	1
436	только из	1	1
437	или другой	1	1
438	место только	1	1
439	или нет	1	1
440	не более	1	1
441	должно заключаться	1	1
442	видим что	1	1
443	эта для	1	1
444	его значения	2	1
445	и его	2	1
446	связи с	3	1
447	был прежде	1	1
448	же в	1	1
449	но это	3	1
450	могли быть	1	1
451	на которой	1	1
452	и из	3	1
453	а о	1	1
454	между ними	4	1
455	не знает	1	1
456	природы не	1	1
457	сказать что	8	1
458	не быть	1	1
459	его таким	1	1
460	в живой	1	1
461	самое в	1	1
462	и для	2	1
463	но можно	1	1
464	если у	1	1
465	равно как	2	1
466	развития и	2	1
467	этот третий	1	1
468	не что	2	1
469	с какою	1	1
470	свободы и	1	1
471	человека в	2	1
472	в то	4	1
473	в свое	1	1
474	есть то	4	1
475	самое что	1	1
476	них это	1	1
477	мы по	1	1
478	окончательную форму	1	1
479	но еще	1	1
480	той или	1	1
481	в своих	2	1
482	и эта	1	1
483	все что	2	1
484	из многих	1	1
485	на второй	1	1
486	ничего общего	1	1
