N	2gram	Nazirov_Tv_1	Istorich
222	еще один	1	2
223	в таких	1	2
224	и другое	1	2
225	в русской	5	2
226	самого начала	3	2
227	одна из	2	2
228	что их	1	2
229	в могилу	1	2
230	не по	3	2
231	только с	1	2
232	особое внимание	1	2
233	возникает из	1	2
234	не могут	1	2
235	в области	1	2
236	указывает на	1	2
237	не есть	1	2
238	отказаться от	2	2
239	быть назван	1	2
240	вывод что	1	2
241	в ее	1	2
242	мысль о	2	2
243	с самого	3	2
244	приводит к	2	2
245	и когда	2	2
246	за то	2	2
247	живет в	2	2
248	в композиции	1	2
249	еще в	2	2
250	с ним	3	2
251	в глубине	1	2
252	о нем	1	2
253	но мы	1	2
254	он пришел	1	2
255	там же	3	2
256	нас в	1	2
257	между тем	1	2
258	этот момент	1	2
259	в конечном	4	2
260	во всей	2	2
261	в ту	3	2
262	с той	1	2
263	тот же	2	2
264	одной из	4	2
265	их не	1	2
266	прошлого и	2	2
267	по этому	1	2
268	себя в	1	2
269	совершенно естественно	1	2
270	для всех	1	2
271	то и	1	2
272	ни было	1	2
273	его и	1	2
274	был бы	2	2
275	не так	3	2
276	вовсе не	5	2
277	как раз	1	2
278	а с	1	2
279	что не	2	2
280	говорит о	3	2
281	на этот	1	2
282	не на	1	2
283	не означает	2	2
284	зависит от	2	2
285	его как	2	2
286	xix века	6	2
287	как бы	17	2
288	в основном	4	2
289	и часто	1	2
290	не существует	3	2
291	и от	4	2
292	была бы	1	2
293	в виде	3	2
294	в частности	2	2
295	это было	1	2
296	к этому	2	2
297	значения этого	1	1
298	в русских	1	1
299	этой связи	2	1
300	рассматривается как	1	1
301	связана с	1	1
302	с исторической	1	1
303	тон рассказа	2	1
304	отметим что	1	1
305	на самом	3	1
306	к своей	1	1
307	это и	3	1
308	но тем	1	1
309	и есть	1	1
310	в первом	2	1
311	ту же	3	1
312	и этот	1	1
313	в году	7	1
314	уже по	1	1
315	мы уже	1	1
316	его не	1	1
317	а как	2	1
318	есть не	2	1
319	собой прямые	1	1
320	та же	4	1
321	он как	1	1
322	говорить о	1	1
323	на себя	1	1
324	в полной	1	1
325	но даже	1	1
326	он был	1	1
327	иное как	1	1
328	время в	3	1
329	значило бы	1	1
330	совсем не	1	1
331	не видала	1	1
332	с поразительной	1	1
333	отнюдь не	5	1
334	и я	1	1
335	как по	1	1
336	в истории	1	1
337	из возможных	1	1
338	из уст	1	1
339	что как	2	1
340	вспомним что	1	1
341	в полном	1	1
342	целый ряд	1	1
343	сюжет о	1	1
344	сторона в	1	1
345	и к	1	1
346	стоит обратить	1	1
347	этой цели	1	1
348	смерти в	1	1
349	в этот	1	1
350	страх перед	2	1
351	то в	2	1
352	со своей	1	1
353	сливаются в	1	1
354	в которой	3	1
355	и у	2	1
356	нее он	1	1
357	мне не	1	1
358	образом и	1	1
359	во главе	2	1
360	можно не	2	1
361	связанного с	1	1
362	многое в	1	1
363	своей теории	1	1
364	но он	2	1
365	но его	2	1
366	говорят о	1	1
367	тому же	1	1
368	мнение что	1	1
369	обратить особое	1	1
370	и пространство	1	1
371	своем развитии	1	1
372	а просто	1	1
373	выше уже	1	1
374	так сказать	2	1
375	о которой	1	1
376	что еще	1	1
377	у читателя	1	1
378	с представлением	1	1
379	и будет	2	1
380	все с	1	1
381	а дальше	1	1
382	в основу	1	1
383	же у	1	1
384	на всю	1	1
385	этом он	2	1
386	же касается	1	1
387	весьма условно	1	1
388	на ту	1	1
389	времени и	4	1
390	к превращению	1	1
391	бы нам	1	1
392	действительности в	2	1
393	известно что	2	1
394	за ней	1	1
395	в жизни	2	1
396	кажется что	1	1
397	люди не	1	1
398	в них	1	1
399	в историческом	1	1
400	соответствии с	3	1
401	пребывает в	1	1
402	на грани	1	1
403	и уже	1	1
404	чем в	1	1
405	и некоторые	1	1
406	не мог	2	1
407	и выйти	1	1
408	не значит	1	1
409	над человеком	1	1
410	в своей	4	1
411	а наоборот	1	1
412	центр тяжести	1	1
413	представление о	3	1
414	себе а	1	1
415	от себя	1	1
416	всякий раз	1	1
417	героя то	1	1
418	из своей	1	1
419	вплоть до	1	1
420	может вызвать	1	1
421	живут в	1	1
422	соприкосновения с	1	1
423	в прямом	1	1
424	из тысячи	1	1
425	тому что	1	1
426	изоляции от	1	1
427	в отношении	1	1
428	что эта	1	1
429	она не	1	1
430	же самая	2	1
431	героям в	1	1
432	и притом	2	1
433	ее с	1	1
434	что иное	1	1
435	это еще	1	1
436	он с	1	1
437	это мы	1	1
438	дворец и	1	1
439	через него	1	1
440	не лучше	1	1
441	на наш	1	1
442	вне его	1	1
443	глава ii	1	1
444	к ней	2	1
445	он хочет	1	1
446	заметить что	1	1
447	одного лица	1	1
448	это пространство	1	1
449	кроме того	1	1
450	входят в	1	1
451	никуда не	2	1
452	у нас	1	1
453	он вполне	1	1
454	один раз	1	1
455	относиться к	1	1
456	мы узнаем	1	1
457	есть признак	1	1
458	ли не	1	1
459	переход в	1	1
460	а что	2	1
461	по возможности	1	1
462	что оно	1	1
463	прошлого в	1	1
464	бы он	1	1
465	оно не	1	1
466	и это	1	1
467	приходит к	3	1
468	vii в	1	1
469	но по	1	1
470	в виду	2	1
471	меня в	1	1
472	как один	1	1
473	вспомним хотя	1	1
474	реальной действительности	1	1
475	нет никакой	1	1
476	только то	1	1
477	в себя	2	1
478	говорили что	1	1
479	на том	2	1
480	прямом смысле	1	1
481	если они	1	1
482	что у	1	1
483	поэтому мы	1	1
484	промежутки времени	1	1
485	общения с	2	1
486	уже на	1	1
487	найти в	1	1
488	иногда в	1	1
489	можно только	1	1
490	в последней	1	1
491	стремление к	2	1
492	из других	2	1
493	своей книге	1	1
494	в самой	1	1
495	внимание на	1	1
496	и та	2	1
497	никак не	1	1
498	надо было	2	1
499	в глаза	2	1
500	может не	2	1
501	знает что	1	1
502	один момент	1	1
503	путь к	1	1
504	стоит и	1	1
505	считаем необходимым	1	1
506	значит что	2	1
507	герой в	2	1
508	но с	1	1
509	будь то	1	1
510	даже если	1	1
511	указывал на	1	1
512	который в	3	1
513	и ее	1	1
514	религии то	1	1
515	с какой	1	1
516	явление но	1	1
517	вот почему	3	1
518	же и	2	1
519	своего рода	4	1
520	только на	2	1
521	которых можно	1	1
522	от других	2	1
523	и книга	2	1
524	мышления и	1	1
525	одно из	1	1
526	сами по	1	1
527	и со	1	1
528	т п	2	1
529	в конце	1	1
530	у нее	1	1
531	мотива в	1	1
532	но что	1	1
533	у него	7	1
534	в соответствии	3	1
535	дома имеют	1	1
536	свое лицо	2	1
537	науки в	1	1
538	но она	2	1
539	самым главным	1	1
540	же деле	1	1
541	связан с	3	1
542	он живет	1	1
543	совершенно точно	1	1
544	мы никогда	1	1
545	чем он	1	1
546	это все	1	1
547	было и	1	1
548	широте и	1	1
549	что для	2	1
550	естественно что	1	1
551	самом же	1	1
552	не было	1	1
553	на друга	1	1
554	нем и	1	1
555	так называемой	1	1
556	а так	1	1
557	него не	1	1
558	или или	1	1
559	для этой	2	1
560	его лица	2	1
561	уже о	1	1
562	такое представление	1	1
563	люди и	1	1
564	эта связь	1	1
565	куда же	1	1
566	к жизни	2	1
567	а если	1	1
568	не дают	1	1
569	когда она	1	1
570	и всей	1	1
571	и братья	1	1
572	да и	1	1
573	как средство	1	1
574	то к	1	1
575	бы его	1	1
576	и мотивы	1	1
577	и более	1	1
578	цели не	1	1
579	действительности не	1	1
580	сейчас же	1	1
581	рассмотрение с	1	1
582	друг на	1	1
583	в один	2	1
584	пока еще	1	1
585	с большой	4	1
586	в более	1	1
587	поэтому совершенно	1	1
588	как отражение	1	1
589	почему-то не	1	1
590	приводит нас	1	1
591	при таком	1	1
592	которая в	1	1
593	гораздо шире	1	1
594	хотя и	3	1
595	и все	6	1
596	со второй	1	1
597	на берегу	3	1
598	хотя в	1	1
599	очень хорошо	1	1
600	все более	2	1
601	он видит	3	1
602	с людьми	1	1
603	именно здесь	1	1
604	только как	1	1
605	равно как	1	1
606	их с	1	1
607	природе и	1	1
608	жизни а	1	1
609	не сами	1	1
610	не что	1	1
611	что ты	2	1
612	эти слова	2	1
613	себе не	2	1
614	где он	2	1
615	важно для	1	1
616	а может	1	1
617	к этой	1	1
618	событий в	1	1
619	гораздо более	2	1
