N	2gram	Propp_Isto_3	RusskieA
397	е с	1	1
398	общеизвестно что	1	1
399	тому же	2	1
400	в лес	12	1
401	на то	1	1
402	не имеют	2	1
403	что было	2	1
404	он не	5	1
405	видел в	1	1
406	не как	1	1
407	в начале	1	1
408	здесь говорится	1	1
409	есть один	1	1
410	в немецкой	3	1
411	подобно тому	1	1
412	сказок у	1	1
413	встречаются и	1	1
414	а затем	3	1
415	здесь мы	5	1
416	к заключению	1	1
417	и иногда	1	1
418	его в	3	1
419	уже знаем	2	1
420	известно что	2	1
421	но их	1	1
422	земледелия и	2	1
423	должен был	3	1
424	и тем	1	1
425	не соответствует	1	1
426	по всему	1	1
427	сперва в	1	1
428	на охоту	5	1
429	ни в	2	1
430	этом мы	1	1
431	к своим	1	1
432	русском фольклоре	1	1
433	в этой	5	1
434	со своими	2	1
435	не всегда	4	1
436	он и	3	1
437	мы видели	13	1
438	оно имеет	1	1
439	народы у	1	1
440	наука в	1	1
441	рассмотрим некоторые	1	1
442	но если	1	1
443	никак не	1	1
444	просто в	1	1
445	видел и	1	1
446	по три	1	1
447	необходимо указать	1	1
448	как указывает	6	1
449	установить что	1	1
450	это подтверждается	1	1
451	от времени	1	1
452	дров и	1	1
453	одном из	3	1
454	ее на	1	1
455	которые в	1	1
456	свет на	1	1
457	и эти	3	1
458	не могли	1	1
459	жены на	2	1
460	и наоборот	1	1
461	чтобы решить	1	1
462	сам он	1	1
463	случае их	1	1
464	был уже	1	1
465	от своих	2	1
466	которые она	1	1
467	в то	2	1
468	самый акт	3	1
469	хотелось бы	2	1
470	здесь на	2	1
471	ее с	1	1
472	но вместе	1	1
473	подобное же	1	1
474	в самых	2	1
475	считает что	1	1
476	можем предположить	4	1
477	дворец и	1	1
478	на землю	2	1
479	впрочем в	1	1
480	явление в	1	1
481	в три	2	1
482	они связаны	1	1
483	видим что	4	1
484	и его	4	1
485	и сама	1	1
486	помочь в	1	1
487	они показывают	1	1
488	с другом	1	1
489	сказках герой	1	1
490	нам что	1	1
491	хранится в	1	1
492	в сказках	9	1
493	что некоторые	3	1
494	связь не	1	1
495	не единственный	3	1
496	если же	1	1
497	время они	2	1
498	же известно	1	1
499	обычно в	1	1
500	и это	2	1
501	необходимо изучить	1	1
502	основываясь на	1	1
503	и о	2	1
504	на другой	2	1
505	данном случае	3	1
506	тех случаях	1	1
507	то время	2	1
508	что души	1	1
509	на том	3	1
510	и сам	1	1
511	можно было	1	1
512	видно из	1	1
513	гл iii	2	1
514	каждого из	1	1
515	двор ни	1	1
516	уже на	1	1
517	этим в	1	1
518	связанных с	2	1
519	не имели	1	1
520	во второй	1	1
521	часто в	1	1
522	имеется в	1	1
523	но иногда	1	1
524	если бы	6	1
525	древнейшая форма	1	1
526	по мере	1	1
527	мы рассмотрим	2	1
528	что им	2	1
529	но здесь	1	1
530	чтобы как	1	1
531	вот почему	2	1
532	но имеют	1	1
533	и та	1	1
534	при котором	1	1
535	самых разнообразных	1	1
536	что каждый	1	1
537	можно сказать	2	1
538	объясняется так	1	1
539	можно встретить	1	1
540	нас в	1	1
541	к нему	5	1
542	родов и	1	1
543	под образа	1	1
544	раньше чем	3	1
545	ходить на	2	1
546	материал не	1	1
547	кто в	1	1
548	что указывает	1	1
549	что бы	1	1
550	они состоят	1	1
551	дома в	8	1
552	было бы	3	1
553	вопросу в	1	1
554	приведенных материалов	3	1
555	а позже	1	1
556	другие же	1	1
557	что здесь	6	1
558	как из	1	1
559	на которой	1	1
560	имели власть	1	1
561	землю и	1	1
562	в верхнем	1	1
563	несколько примеров	1	1
564	тот же	1	1
565	что он	9	1
566	которых они	1	1
567	и действительно	2	1
568	будет для	1	1
569	очень много	2	1
570	и так	2	1
571	речь будет	1	1
572	который в	1	1
573	смерти как	1	1
574	ниже что	1	1
575	в область	1	1
576	случаи когда	4	1
577	том чтобы	1	1
578	по другим	1	1
579	с живыми	1	1
580	тем временем	1	1
581	уже в	1	1
582	в большие	1	1
583	или не	2	1
584	в нашей	1	1
585	же в	2	1
586	черты этого	1	1
587	каким образом	1	1
588	не дает	2	1
589	только одно	1	1
590	дети или	1	1
591	всяком случае	2	1
592	русский материал	2	1
593	и один	2	1
594	и должна	1	1
595	в животном	2	1
596	случае не	1	1
597	должны будем	1	1
598	они с	1	1
599	домах на	1	1
600	заметить что	1	1
601	люди не	1	1
602	с обрядом	2	1
603	от того	1	1
604	не противоречит	5	1
605	не единственная	1	1
606	вид что	1	1
607	же деле	1	1
608	возможно что	6	1
609	так не	1	1
610	не делали	1	1
611	как у	1	1
612	что дело	1	1
613	тому как	1	1
614	мы еще	3	1
615	другой признак	1	1
616	в год	1	1
617	что не	2	1
618	i это	1	1
619	говорит о	1	1
620	них же	1	1
621	связано с	4	1
622	бывает и	1	1
623	которых мы	1	1
624	на которых	1	1
625	ниже в	1	1
626	с наступлением	1	1
627	жизнь в	1	1
628	в руках	1	1
629	на смерть	3	1
630	подобного рода	1	1
631	долгое время	1	1
632	мы остановимся	1	1
633	которые по	1	1
634	делали с	1	1
635	или с	1	1
636	которой он	1	1
637	под влиянием	1	1
638	становится ясным	1	1
639	мы знаем	2	1
640	если не	2	1
641	разнообразны и	1	1
642	уже давно	2	1
643	сюда же	2	1
644	представления о	2	1
645	совсем так	2	1
646	можно будет	1	1
647	вопрос можно	1	1
648	в иной	1	1
649	или по	5	1
650	но такое	1	1
651	в пределах	4	1
652	обратил внимание	1	1
653	по своему	1	1
654	обрядами может	1	1
655	в данном	4	1
656	к обычаю	1	1
657	подводя итоги	1	1
658	же можно	2	1
659	ко всему	1	1
660	целый год	1	1
661	друг с	1	1
662	исходя из	1	1
663	и было	2	1
664	есть и	5	1
665	самом же	1	1
666	как только	2	1
667	выводы этой	1	1
668	с особым	1	1
669	что мы	1	1
670	через семь	1	1
671	приведем несколько	1	1
672	но для	1	1
673	кроме того	1	1
674	только одна	1	1
675	он видел	1	1
676	случаях когда	1	1
677	есть некоторая	1	1
678	почему именно	1	1
679	при таком	1	1
680	производилось в	2	1
681	и вошел	1	1
682	оказалось что	1	1
683	следующий за	1	1
684	от него	2	1
685	и все	3	1
686	на одной	2	1
687	или нет	1	1
688	из своего	1	1
689	только с	1	1
690	заупокойного культа	1	1
691	отсюда же	1	1
692	на более	1	1
693	будет ниже	1	1
694	нет никаких	2	1
695	получают от	1	1
696	ты не	2	1
697	случаи показывают	2	1
698	странным образом	2	1
699	и получают	1	1
700	на смену	4	1
701	не знает	1	1
702	сказать что	3	1
703	но можно	1	1
704	является и	1	1
705	объясняет почему	1	1
706	отношению к	2	1
707	этим объясняется	3	1
708	в работах	1	1
709	жизни и	2	1
710	в таком	1	1
711	и вновь	2	1
712	они не	4	1
713	что делалось	1	1
714	как на	1	1
715	точно так	2	1
716	во всяком	2	1
717	все что	3	1
