N	2gram	Tiupa_Anal_2	SlovoVZh
261	автор как	1	1
262	бы выводит	1	1
263	себе и	1	1
264	крайней мере	3	1
265	непосредственно в	1	1
266	именно в	3	1
267	сама по	1	1
268	слов и	1	1
269	и уж	1	1
270	самим автором	1	1
271	так для	1	1
272	так называемая	1	1
273	различных моментов	1	1
274	что здесь	1	1
275	комнаты и	1	1
276	на которой	1	1
277	все остальные	1	1
278	поле зрения	2	1
279	перед нами	1	1
280	автора героя	1	1
281	хотя и	4	1
282	в двух	2	1
283	художественного восприятия	2	1
284	тот же	1	1
285	ценностей и	1	1
286	ли он	1	1
287	более или	1	1
288	себе не	2	1
289	следующим образом	1	1
290	зрения как	1	1
291	нашего времени	4	1
292	случае она	1	1
293	о самом	1	1
294	это особый	1	1
295	внутренней речью	1	1
296	тому как	3	1
297	слова их	1	1
298	во времени	2	1
299	и оба	1	1
300	отношения между	1	1
301	что нам	1	1
302	в целом	8	1
303	фразы в	1	1
304	себя в	2	1
305	еще один	1	1
306	события она	1	1
307	это ни	1	1
308	слушателями интонация	1	1
309	есть в	3	1
310	в ритме	2	1
311	сливаются в	1	1
312	его словесные	1	1
313	нами и	1	1
314	героя с	1	1
315	исходит из	1	1
316	что она	2	1
317	противном случае	1	1
318	на этих	1	1
319	не вне	1	1
320	обращение к	1	1
321	или даже	2	1
322	его и	1	1
323	зрительный образ	1	1
324	одно из	2	1
325	и их	2	1
326	со слушателями	1	1
327	ведь это	2	1
328	не как	1	1
329	художественного высказывания	2	1
330	природу художественной	1	1
331	в одном	2	1
332	не совпадают	1	1
333	вовсе не	2	1
334	как его	1	1
335	дело и	1	1
336	у него	4	1
337	подобно тому	3	1
338	на этом	4	1
339	в окно	2	1
340	или иных	2	1
341	характерны для	1	1
342	значительной степени	2	1
343	том же	1	1
344	бы это	1	1
345	соприкасается говорящий	1	1
346	что все	2	1
347	своем значении	1	1
348	в другом	1	1
349	другого и	2	1
350	оно становится	1	1
351	мы это	1	1
352	и т.п	8	1
353	и из	1	1
354	входит в	1	1
355	на протяжении	2	1
356	них в	1	1
357	ко второму	1	1
358	и тех	1	1
359	было бы	3	1
360	миру и	1	1
361	не совпадает	1	1
362	этом смысле	2	1
363	без внутренней	1	1
364	и тем	4	1
365	один и	1	1
366	смысл высказывания	1	1
367	обращенная к	1	1
368	только к	1	1
369	говорит о	5	1
370	во внутренней	1	1
371	художественно значимым	1	1
372	интонация как	1	1
373	не знает	3	1
374	все равно	1	1
375	далеко не	1	1
376	отношения в	2	1
377	непосредственно к	1	1
378	в ее	1	1
379	которой он	1	1
380	несмотря на	3	1
381	о чем	2	1
382	становится главным	1	1
383	же не	2	1
384	обратимся к	1	1
385	и тогда	1	1
386	остается в	1	1
387	со всей	1	1
388	себя на	1	1
389	или менее	1	1
390	интонации соприкасается	1	1
391	вступает в	2	1
392	такой степени	1	1
393	но если	1	1
394	в частности	16	1
395	художественное значение	1	1
396	то он	1	1
397	но особенно	1	1
398	это делает	1	1
399	этом достаточно	1	1
400	относятся к	1	1
401	только его	1	1
402	то есть	9	1
403	одним и	1	1
404	и активное	1	1
405	к одному	1	1
406	к изображаемому	1	1
407	что я	1	1
408	является художественное	1	1
409	художественное восприятие	2	1
410	в краткой	1	1
411	но эта	2	1
412	и тот	1	1
413	которые в	1	1
414	сами по	1	1
415	по крайней	3	1
416	анализ может	1	1
417	произведения в	5	1
418	моментов в	1	1
419	в словах	3	1
420	для нее	2	1
421	бы но	1	1
422	зрения и	1	1
423	материал для	1	1
424	и вся	1	1
425	художественный смысл	1	1
426	только для	1	1
427	точно и	1	1
428	в обоих	2	1
429	в противном	1	1
430	говорящий со	1	1
431	как о	3	1
432	тех или	2	1
433	не является	1	1
434	всех языках	1	1
435	материала в	1	1
436	при таком	2	1
437	лицо и	1	1
438	для всего	1	1
439	в результате	3	1
440	автора к	1	1
441	человек и	1	1
442	только и	1	1
443	в качестве	11	1
444	имеем дело	3	1
445	слова как	1	1
446	же время	2	1
447	особого рода	2	1
448	словесные пределы	1	1
449	от него	1	1
450	еще более	2	1
451	тем более	1	1
452	мы должны	1	1
453	по своей	1	1
454	убедиться в	1	1
455	герой нашего	1	1
456	связи с	1	1
457	для анализа	1	1
458	называет это	1	1
459	в свою	1	1
460	уже и	2	1
461	как будто	3	1
462	этом отношении	3	1
463	слово за	1	1
464	анализа в	1	1
465	нечего делать	1	1
466	нам не	1	1
467	образом не	1	1
468	может и	1	1
469	с ней	1	1
470	у нас	1	1
471	языка в	1	1
472	самой своей	1	1
473	его внутренней	1	1
474	или иного	3	1
475	и героев	1	1
476	ее нет	1	1
477	я и	3	1
478	должны быть	1	1
479	форма лирики	1	1
480	частности в	2	1
481	к другим	1	1
482	мы могли	1	1
483	в таком	2	1
484	к тому	7	1
485	сторон и	1	1
