N	2gram	Propp_Isto_1	Hudozhes
165	о которой	1	2
166	не как	3	2
167	на этом	3	2
168	оно не	1	2
169	однако в	2	2
170	могла бы	1	2
171	же не	3	2
172	а по	2	2
173	не с	3	2
174	его в	6	2
175	это было	2	2
176	от которого	1	2
177	обратимся к	1	2
178	и тогда	3	2
179	только тем	1	2
180	она в	1	2
181	о личной	1	2
182	нельзя было	1	2
183	дело не	5	2
184	того как	3	2
185	одна из	2	2
186	не по	2	2
187	к ней	1	2
188	ему в	3	2
189	в основе	4	2
190	приходит к	1	2
191	как мы	3	2
192	мысль о	2	2
193	она может	1	2
194	приводит к	2	2
195	с собой	1	2
196	те же	1	2
197	которая была	1	2
198	до сих	5	2
199	том как	2	2
200	за этими	1	2
201	в последней	1	2
202	один человек	1	2
203	о нем	2	2
204	в другом	3	2
205	с того	3	2
206	а также	1	2
207	того или	1	2
208	и только	2	2
209	и об	1	2
210	говорит в	2	2
211	один из	4	2
212	здесь не	4	2
213	идет по	1	2
214	дело с	2	2
215	ли он	3	2
216	страх перед	1	2
217	мы читаем	1	2
218	именно на	2	2
219	с какой	1	2
220	же и	1	2
221	и у	1	2
222	в виде	2	2
223	его и	2	2
224	ни с	1	2
225	из них	3	2
226	т п	1	2
227	вовсе не	2	2
228	он вновь	1	2
229	ее на	1	2
230	сих пор	5	2
231	другого и	1	2
232	именно в	3	2
233	еще и	2	2
234	была и	1	2
235	что не	2	2
236	мы знаем	4	2
237	именно так	2	2
238	она говорит	1	2
239	нет ничего	1	2
240	вместе с	6	2
241	он будет	1	2
242	или иного	1	2
243	я с	1	2
244	что же	3	2
245	и от	2	2
246	только для	2	2
247	и для	4	2
248	еще одна	2	2
249	отнюдь не	1	2
250	потому что	4	2
251	хотя бы	4	2
252	между ними	2	2
253	сказать что	5	2
254	т е	10	2
255	самое что	2	2
256	к числу	1	2
257	себе но	1	2
258	этой связи	1	2
259	страх в	1	2
260	гораздо более	1	2
261	в роли	1	2
262	отношения к	2	1
263	одним из	2	1
264	например в	5	1
265	не остается	1	1
266	своей жене	1	1
267	тех же	1	1
268	это и	1	1
269	упоминается и	1	1
270	не меняется	1	1
271	последней главе	1	1
272	и так	1	1
273	момент когда	2	1
274	также и	3	1
275	мы имеем	13	1
276	мы не	10	1
277	себе как	1	1
278	что если	2	1
279	ответить на	1	1
280	нам в	1	1
281	время как	3	1
282	так она	1	1
283	не совсем	3	1
284	это время	2	1
285	он был	1	1
286	на них	2	1
287	между собой	4	1
288	бы то	2	1
289	во всех	2	1
290	природы и	1	1
291	то он	2	1
292	точка зрения	2	1
293	к которой	1	1
294	в сторону	1	1
295	этого мотива	2	1
296	а он	1	1
297	иногда и	1	1
298	не просто	3	1
299	или иное	1	1
300	один и	2	1
301	не видно	1	1
302	поскольку они	1	1
303	и пол	1	1
304	ней в	1	1
305	как нам	1	1
306	заботе о	1	1
307	хотя и	1	1
308	когда он	6	1
309	имеет в	1	1
310	себе не	1	1
311	конечном итоге	2	1
312	от этого	2	1
313	и детей	1	1
314	за собой	2	1
315	оттого что	1	1
316	в которой	1	1
317	ни один	6	1
318	мне не	1	1
319	представляет собой	4	1
320	он в	2	1
321	все эти	4	1
322	где также	1	1
323	бы так	1	1
324	и тот	2	1
325	быть объяснена	1	1
326	ее как	1	1
327	но ведь	1	1
328	в жертву	2	1
329	уже иное	1	1
330	претендует на	1	1
331	так сказать	1	1
332	вот они	1	1
333	его но	2	1
334	же о	1	1
335	или нескольких	1	1
336	здесь однако	1	1
337	и когда	2	1
338	ими в	1	1
339	в силу	5	1
340	которому она	1	1
341	том чтобы	2	1
342	у читателя	1	1
343	содержит в	1	1
344	их в	5	1
345	так часто	2	1
346	после свадьбы	1	1
347	какой бы	1	1
348	он об	1	1
349	но все	4	1
350	значительной степени	1	1
351	здесь мы	7	1
352	происходит и	1	1
353	то ни	2	1
354	этом он	1	1
355	том случае	1	1
356	и стала	1	1
357	лучше чем	1	1
358	и тем	2	1
359	даже в	4	1
360	за ней	1	1
361	что непосредственно	1	1
362	быть только	1	1
363	этого не	1	1
364	не всегда	8	1
365	на своего	1	1
366	которой он	1	1
367	для чего	1	1
368	легче всего	1	1
369	других и	1	1
370	в один	1	1
371	не мог	1	1
372	в саду	1	1
373	и еще	1	1
374	нее все	1	1
375	во время	3	1
376	никак не	1	1
377	таким же	1	1
378	наших дней	1	1
379	где мы	1	1
380	знаем что	1	1
381	от себя	1	1
382	с уверенностью	1	1
383	от его	1	1
384	одном из	1	1
385	с дочерью	1	1
386	нем он	1	1
387	образом и	1	1
388	но он	1	1
389	видно что	6	1
390	и более	1	1
391	не могли	1	1
392	в конце	1	1
393	случае мы	1	1
394	нас к	1	1
395	раз и	3	1
396	эта мысль	3	1
397	и притом	1	1
398	а иногда	2	1
399	ничего нового	1	1
400	мы вынуждены	1	1
401	и другое	2	1
402	то чего	1	1
403	самого начала	2	1
404	дело в	3	1
405	только из	2	1
406	ее с	1	1
407	на себе	1	1
408	в сад	3	1
409	можно судить	1	1
410	всей его	1	1
411	появляются в	1	1
412	найти в	1	1
413	не лучше	1	1
414	не видели	2	1
415	в самой	1	1
416	имеем дело	1	1
417	о ней	1	1
418	почему это	1	1
419	к концу	1	1
420	такая же	1	1
421	окна и	2	1
422	героя а	1	1
423	мотиве в	1	1
424	в области	2	1
425	однако это	3	1
426	ему не	1	1
427	мы узнаем	1	1
428	когда мы	2	1
429	есть только	3	1
430	истории не	1	1
431	с легкостью	1	1
432	заставить ее	1	1
433	не самим	1	1
434	ли не	1	1
435	одно только	1	1
436	всего в	2	1
437	от нее	1	1
438	бы он	1	1
439	все еще	1	1
440	возвращается домой	1	1
441	на это	2	1
442	у себя	2	1
443	но по	1	1
444	а затем	2	1
445	человеку в	1	1
446	не существует	2	1
447	лица не	1	1
448	нет никакой	1	1
449	смерти в	1	1
450	в себя	1	1
451	с самого	2	1
452	и исчезает	1	1
453	в дальнейшем	5	1
454	только через	3	1
455	на нее	2	1
456	времени и	1	1
457	иногда в	1	1
458	еще в	2	1
459	что от	2	1
460	мы в	2	1
461	собой и	1	1
462	по себе	3	1
463	заключена в	1	1
464	образом в	1	1
465	именно потому	1	1
466	и здесь	7	1
467	со двора	1	1
468	только бы	1	1
469	но мы	2	1
470	и что	10	1
471	в глаза	1	1
472	после того	1	1
473	в значительной	1	1
474	нас в	2	1
475	второй половины	1	1
476	все в	1	1
477	а у	1	1
478	путь к	1	1
479	этот момент	2	1
480	должно было	1	1
481	и хорошо	1	1
482	пор мы	2	1
483	из своего	1	1
484	в другой	1	1
485	сад и	1	1
486	тот момент	1	1
487	у окна	1	1
488	о своих	1	1
489	того что	4	1
490	уходит в	1	1
491	по своей	2	1
492	но с	1	1
493	другого не	1	1
494	а если	1	1
495	было что	1	1
496	проникнуть в	1	1
497	в самое	1	1
498	и потому	2	1
499	бы его	1	1
500	но как	1	1
501	это означает	1	1
502	не мешает	1	1
503	так что	4	1
504	для всех	2	1
505	оказывается в	1	1
506	он очень	1	1
507	с крылатыми	1	1
508	мы получим	2	1
509	мешает ему	1	1
510	вопрос и	1	1
511	было пройти	1	1
512	в начале	3	1
513	еще одну	2	1
514	в глухом	1	1
515	легко может	2	1
516	мышления и	1	1
517	за ним	1	1
518	дом в	1	1
519	над ними	1	1
520	искать в	1	1
521	или даже	3	1
522	несомненно это	1	1
523	согласно которой	1	1
524	так как	6	1
525	то время	3	1
526	независимо от	1	1
527	этом отношении	1	1
528	на том	1	1
529	были бы	2	1
530	и неизвестно	1	1
531	д он	1	1
532	умер и	1	1
533	ней и	1	1
534	и даже	4	1
535	и точно	1	1
536	этом пути	1	1
537	а именно	4	1
538	это все	1	1
539	этой роли	1	1
540	когда герой	1	1
541	выступает в	1	1
542	только по	1	1
543	которых мы	1	1
544	же обстоит	2	1
545	у меня	3	1
546	не означает	2	1
547	а так	1	1
548	не то	4	1
549	из названных	1	1
550	там где	4	1
551	и силы	1	1
552	мы пока	1	1
553	уже давно	1	1
554	в точности	2	1
555	все более	1	1
556	вступает в	2	1
557	его лица	1	1
558	и она	2	1
559	эти слова	1	1
560	в лесу	8	1
561	как одно	1	1
562	не удается	1	1
563	власть над	1	1
564	в пределах	4	1
565	редко и	1	1
566	это своего	1	1
567	к жизни	1	1
568	из комнаты	1	1
569	чем в	1	1
570	такого рода	1	1
571	это за	3	1
572	в тот	1	1
573	по существу	5	1
574	лежит в	1	1
575	дело здесь	1	1
576	цели не	1	1
577	этом случае	1	1
578	но это	4	1
579	к двум	1	1
580	подобные вопросы	1	1
581	очень велика	1	1
582	это отнюдь	1	1
583	не найдет	1	1
584	к которому	5	1
585	в полном	1	1
586	его жилище	1	1
587	только тогда	1	1
588	котором он	1	1
589	то не	1	1
590	всего что	1	1
591	на дворе	1	1
592	бы в	2	1
593	держится на	1	1
594	в поле	1	1
595	приведенных выше	1	1
596	по ходу	2	1
597	обстоит дело	4	1
598	за этим	1	1
599	она его	2	1
600	понять ее	1	1
601	с ней	2	1
602	не знает	5	1
603	только как	1	1
604	другой стороны	5	1
605	в темноте	2	1
606	совершенно не	1	1
607	жизни а	1	1
608	точно так	3	1
609	думать об	1	1
610	первом случае	1	1
611	и героем	1	1
612	из этого	2	1
613	только о	1	1
614	здесь кроется	2	1
615	героя в	5	1
616	в действительности	2	1
617	об отношении	1	1
618	важно для	1	1
619	на примере	1	1
620	это так	4	1
621	к этой	1	1
622	люди и	1	1
623	от которой	1	1
624	к этому	2	1
625	можно назвать	2	1
626	и вновь	1	1
627	что внешнее	1	1
