N	2gram	Medvedev_V_1	Analitik
101	и к	3	3
102	как он	2	3
103	в нем	6	3
104	он не	2	3
105	в силу	11	3
106	подобно тому	2	3
107	таким образом	31	3
108	бы быть	1	3
109	того или	2	3
110	даже в	5	3
111	в ходе	1	3
112	в котором	3	3
113	дело не	1	3
114	того чтобы	3	3
115	т п	9	3
116	о нем	1	3
117	в таком	1	3
118	как будто	1	3
119	или ином	1	3
120	данного произведения	3	3
121	не могут	7	3
122	оно может	1	3
123	если бы	3	3
124	а также	1	3
125	с его	3	3
126	том или	1	3
127	еще не	2	3
128	с одной	2	3
129	что и	3	3
130	не случайно	1	3
131	одной стороны	2	3
132	а именно	1	3
133	что не	3	3
134	смысла и	1	3
135	личности в	1	3
136	тому как	2	3
137	что мы	2	3
138	и все	1	3
139	хотя бы	19	3
140	будто бы	2	3
141	что он	4	3
142	или иного	1	3
143	том числе	2	3
144	говоря о	1	2
145	самом деле	1	2
146	он может	2	2
147	также и	2	2
148	а как	2	2
149	на себя	1	2
150	как совокупность	1	2
151	и то	1	2
152	между собой	1	2
153	данном случае	1	2
154	на основе	5	2
155	не все	1	2
156	отношение к	1	2
157	нет и	3	2
158	за пределы	1	2
159	как говорит	5	2
160	не являются	1	2
161	в противоположность	3	2
162	то в	1	2
163	в которой	2	2
164	все эти	6	2
165	бы не	2	2
166	из этих	7	2
167	рассказ о	1	2
168	на его	1	2
169	собой не	1	2
170	свидетельствует о	1	2
171	ничего иного	1	2
172	и по	3	2
173	на этом	1	2
174	наблюдений и	1	2
175	из них	9	2
176	вовсе не	3	2
177	несмотря на	1	2
178	с бытием	1	2
179	для него	8	2
180	отрыве от	1	2
181	художественного творчества	18	2
182	не столько	2	2
183	вопрос о	1	2
184	только для	1	2
185	которые в	2	2
186	творчества и	1	2
187	для этого	1	2
188	тогда когда	2	2
189	в процессе	16	2
190	только не	2	2
191	в творческом	2	2
192	никогда не	4	2
193	текста к	1	2
194	потому что	1	2
195	в сознании	4	2
196	и заключается	2	2
197	отличается от	2	2
198	же самое	2	2
199	как мы	1	2
200	роль в	4	2
201	здесь не	1	2
202	говорит и	8	2
203	творческом акте	1	2
204	мысль о	2	2
205	в пределах	5	2
206	в искусстве	6	2
207	и сам	1	2
208	художественное творчество	6	2
209	еще в	1	2
210	не говоря	1	2
211	должно быть	2	2
212	различного рода	3	2
213	но к	1	2
214	и та	1	2
215	с целью	1	2
216	и просто	2	2
217	можно сказать	4	2
218	деле в	1	2
219	романа в	1	2
220	может иметь	1	2
221	один из	5	2
222	который в	1	2
223	в начале	1	2
224	смысла в	1	2
225	при помощи	3	2
226	по выражению	1	2
227	его и	1	2
228	следует что	1	2
229	себе в	1	2
230	сами по	1	2
231	при всей	2	2
232	не о	2	2
233	может служить	1	2
234	каждый из	1	2
235	этом отношении	13	2
236	образом не	3	2
237	было бы	7	2
238	представляет собою	11	2
239	соответствии с	1	2
240	только через	1	2
241	и составляет	1	2
242	следовало ожидать	1	2
243	что из	1	2
244	мира в	1	2
245	и потому	2	2
246	неотделимо от	1	2
247	как от	2	2
248	в данном	1	2
249	писал в	3	2
250	не является	5	2
251	и внешнего	1	2
252	об искусстве	1	2
253	это как	1	2
254	нет ничего	1	2
255	понимать как	2	2
256	другой стороны	8	2
257	в какой	1	2
258	в роли	1	2
259	художественном произведении	4	1
260	полного текста	1	1
261	речь идет	1	1
262	например в	3	1
263	человека и	3	1
264	сам по	1	1
265	смысле слова	2	1
266	интеллектуальный импульс	1	1
267	судьбу как	1	1
268	другими как	1	1
269	за скобки	2	1
270	или говоря	1	1
271	этого мира	1	1
272	он всегда	1	1
273	все те	1	1
274	видеть в	2	1
275	в зависимости	6	1
276	в году	6	1
277	и цельного	1	1
278	по его	2	1
279	обойтись без	1	1
280	в театре	1	1
281	для достижения	1	1
282	сведена к	1	1
283	превращать ее	1	1
284	из сказанного	1	1
285	равно как	4	1
286	себя свою	1	1
287	не вполне	2	1
288	которое не	1	1
289	следует смешивать	1	1
290	до полного	2	1
291	как не	1	1
292	зависимости от	5	1
293	не способен	1	1
294	судьба человека	1	1
295	в ней	2	1
296	свою очередь	1	1
297	меньшей степени	2	1
298	по этому	9	1
299	он был	1	1
300	он сам	2	1
301	ответа на	1	1
302	быть в	1	1
303	и служит	1	1
304	в различных	2	1
305	в чем	2	1
306	является таким	1	1
307	служит для	1	1
308	художественном творчестве	6	1
309	во всех	6	1
310	сознания а	1	1
311	как если	1	1
312	в ее	4	1
313	но как	3	1
314	а только	1	1
315	воздействие на	1	1
316	только тогда	1	1
317	быть сведена	1	1
318	или иное	1	1
319	как в	1	1
320	их последовательность	1	1
321	есть в	1	1
322	что ее	1	1
323	в противном	2	1
324	и той	1	1
325	целом но	1	1
326	сознательное и	1	1
327	и наконец	2	1
328	произведения так	1	1
329	художников не	1	1
330	более или	6	1
331	не приходится	2	1
332	меньшей мере	1	1
333	а во-вторых	1	1
334	свою душу	1	1
335	бы с	1	1
336	следует понимать	5	1
337	он в	1	1
338	исключительно в	1	1
339	опыт и	1	1
340	в известном	1	1
341	в вещи	1	1
342	быть причислены	1	1
343	имеем в	1	1
344	наиболее существенные	2	1
345	если он	1	1
346	не обходится	3	1
347	мы наблюдаем	2	1
348	этот процесс	2	1
349	противном случае	2	1
350	момента когда	1	1
351	приходят к	1	1
352	однако при	1	1
353	творца и	1	1
354	которые обычно	2	1
355	всех этих	2	1
356	не значит	1	1
357	первой части	1	1
358	в виде	1	1
359	не как	1	1
360	а о	2	1
361	следует видеть	1	1
362	любой из	1	1
363	из него	1	1
364	его от	2	1
365	что ни	2	1
366	его можно	1	1
367	плана и	2	1
368	и наоборот	1	1
369	вынести за	2	1
370	а вместе	1	1
371	однако все	1	1
372	а затем	2	1
373	что все	3	1
374	и ей	1	1
375	же не	1	1
376	в состоянии	1	1
377	и может	2	1
378	том случае	1	1
379	являются для	1	1
380	его в	3	1
381	заключается в	2	1
382	описание нельзя	1	1
383	произведения от	1	1
384	свести к	1	1
385	персонажей в	1	1
386	и целиком	1	1
387	смерть и	1	1
388	в ином	1	1
389	который по	2	1
390	в обыденной	1	1
391	только лишь	1	1
392	произведения не	2	1
393	для них	1	1
394	в них	4	1
395	как шутил	1	1
396	его частей	1	1
397	произведения или	1	1
398	единого и	2	1
399	с тем	3	1
400	он и	2	1
401	между собою	2	1
402	к а	1	1
403	из каких-либо	1	1
404	себе все	1	1
405	или менее	6	1
406	в этих	1	1
407	во время	3	1
408	сказать не	1	1
409	и при	5	1
410	и ее	4	1
411	том же	6	1
412	целого или	1	1
413	взгляд на	1	1
414	впечатления как	1	1
415	л толстого	5	1
416	знает и	1	1
417	что говорит	3	1
418	в которых	3	1
419	об отсутствии	1	1
420	одном из	3	1
421	процесса и	1	1
422	есть его	1	1
423	но он	1	1
424	не его	1	1
425	по крайней	2	1
426	и эти	1	1
427	их в	6	1
428	от начала	1	1
429	себя или	1	1
430	не требуется	1	1
431	мере и	1	1
432	оказывается далеко	1	1
433	зрения и	1	1
434	мы встречаемся	1	1
435	объективной данности	1	1
436	диалогов и	1	1
437	тому что	6	1
438	по мере	1	1
439	не менее	2	1
440	включен в	2	1
441	работы на	1	1
442	очень существенно	1	1
443	одна из	4	1
444	к этим	2	1
445	на него	1	1
446	его собственного	1	1
447	виду не	1	1
448	в самых	2	1
449	наблюдений над	1	1
450	для данной	1	1
451	может только	1	1
452	однако если	1	1
453	нельзя не	1	1
454	и убедительность	1	1
455	о природе	1	1
456	относят к	1	1
457	по меньшей	1	1
458	обычно относят	1	1
459	смешивать с	1	1
460	но это	1	1
461	объективная реальность	1	1
462	мы и	1	1
463	требуется чтобы	1	1
464	в каком	1	1
465	фактов и	1	1
466	одно и	1	1
467	уже о	1	1
468	то о	2	1
469	начиная с	2	1
470	в совокупности	1	1
471	числе и	2	1
472	и социальные	1	1
473	утверждать что	4	1
474	на это	2	1
475	говорит о	7	1
476	можно и	1	1
477	и художественное	3	1
478	но по	1	1
479	в виду	4	1
480	проявляется в	1	1
481	говоря уже	1	1
482	в в	1	1
483	то или	1	1
484	ином отношении	1	1
485	однако эта	1	1
486	в классической	1	1
487	если они	1	1
488	что может	1	1
489	по аналогии	1	1
490	реальной жизни	1	1
491	к действительности	1	1
492	том как	3	1
493	является в	1	1
494	строго говоря	1	1
495	этой жизни	1	1
496	ритм и	1	1
497	образом в	3	1
498	об одном	1	1
499	познания и	4	1
500	материала и	1	1
501	это происходит	1	1
502	его художественной	1	1
503	в самой	1	1
504	для своей	1	1
505	сказанного выше	2	1
506	внимание на	1	1
507	говорить не	3	1
508	говорит об	2	1
509	более высокой	1	1
510	и что	1	1
511	говоря иначе	3	1
512	может не	2	1
513	как единой	1	1
514	аналогии с	1	1
515	как было	1	1
516	и во	1	1
517	под именем	1	1
518	по слову	1	1
519	обходится в	1	1
520	и познания	2	1
521	творчества в	7	1
522	полноту и	1	1
523	во всей	2	1
524	и осознает	1	1
525	крайней мере	2	1
526	сомнения в	1	1
527	наконец в	1	1
528	в ту	1	1
529	вплоть до	2	1
530	что искусство	1	1
531	в него	1	1
532	следует однако	1	1
533	познания в	4	1
534	творческого акта	1	1
535	быть и	1	1
536	наконец в-третьих	1	1
537	оно и	1	1
538	справедливо говорит	1	1
539	что даже	2	1
540	друг друга	1	1
541	что художественные	1	1
542	как нечто	1	1
543	входит в	1	1
544	бытия в	1	1
545	самые разнообразные	1	1
546	произведения между	1	1
547	ему самому	1	1
548	но то	2	1
549	же при	1	1
550	но ее	1	1
551	все они	2	1
552	со своим	2	1
553	связи с	4	1
554	в итоге	1	1
555	текста его	1	1
556	оно в	1	1
557	от других	1	1
558	слова не	1	1
559	и процессов	2	1
560	или даже	1	1
561	в данной	1	1
562	чего бы	2	1
563	всяком случае	1	1
564	могло бы	2	1
565	ними нет	1	1
566	в одном	4	1
567	ему принадлежит	1	1
568	у него	6	1
569	при отсутствии	1	1
570	как раз	3	1
571	явлений в	1	1
572	и вместе	1	1
573	в науке	2	1
574	в целях	2	1
575	были бы	1	1
576	только на	1	1
577	в особенности	2	1
578	его противопоставлении	1	1
579	собою не	1	1
580	и даже	2	1
581	даже не	2	1
582	развития в	1	1
583	в любой	1	1
584	до сих	1	1
585	взаимодействует с	1	1
586	или иначе	1	1
587	не обязательно	1	1
588	какой-либо одной	1	1
589	вслед за	2	1
590	человека а	1	1
591	места из	1	1
592	действующих лиц	5	1
593	и быть	2	1
594	и др	9	1
595	что для	3	1
596	в соответствии	1	1
597	творческий процесс	15	1
598	не было	7	1
599	целым рядом	1	1
600	не означает	1	1
601	в действии	1	1
602	и следовало	1	1
603	о чем	2	1
604	двумя полюсами	1	1
605	не об	2	1
606	если не	1	1
607	в связи	3	1
608	можно утверждать	3	1
609	его внимание	1	1
610	и особенно	1	1
611	как это	12	1
612	индивидуальный характер	1	1
613	практике не	1	1
614	по своему	1	1
615	в течение	2	1
616	основанием для	1	1
617	и общих	1	1
618	типа как	1	1
619	происходит в	1	1
620	да и	1	1
621	ли эта	1	1
622	всего может	1	1
623	л толстой	10	1
624	в художественную	1	1
625	мира однако	1	1
626	с этой	1	1
627	еще раз	1	1
628	утверждение о	1	1
629	является для	1	1
630	анализу но	1	1
631	сих пор	1	1
632	о его	2	1
633	перед нами	4	1
634	этом смысле	1	1
635	при всем	3	1
636	произведения а	1	1
637	и для	2	1
638	это правило	1	1
639	лев толстой	1	1
640	мышления в	2	1
641	случае если	1	1
642	всего произведения	4	1
643	и от	3	1
644	не подлежит	2	1
645	и сосредоточенности	1	1
646	или в	3	1
647	вещь в	1	1
648	я всегда	1	1
649	что оно	3	1
650	в результате	5	1
651	мира и	3	1
652	между ними	3	1
653	о котором	1	1
654	хотя и	2	1
655	ее и	1	1
656	для нас	1	1
657	от него	1	1
658	из себя	2	1
659	только с	2	1
660	в большей	2	1
661	волей и	1	1
662	же оно	1	1
663	же в	6	1
664	хотя в	1	1
665	утверждал что	1	1
666	личности и	1	1
667	в своих	2	1
668	а н	1	1
669	личность и	1	1
670	не являлись	1	1
671	в свою	1	1
672	художника однако	1	1
673	в романе	4	1
674	совершенно не	1	1
675	к его	2	1
676	сознания на	1	1
677	частности к	1	1
678	которой я	1	1
679	жизни и	3	1
680	ее в	4	1
681	по поводу	2	1
682	это понятие	1	1
683	они не	2	1
684	вот этот	1	1
685	во всяком	1	1
686	этой точки	2	1
687	встречаемся с	1	1
