N	2gram	Tiupa_Lite_3	Freidism
137	если бы	2	3
138	и внешней	1	3
139	бы то	2	3
140	в конечном	1	3
141	во втором	2	3
142	и она	1	3
143	со всеми	2	3
144	себя в	7	3
145	у него	1	3
146	в них	1	3
147	со стороны	7	3
148	и т.п	6	3
149	на этот	1	3
150	вместе с	5	3
151	слова и	1	3
152	и от	1	3
153	но это	1	3
154	это как	3	3
155	когда он	2	3
156	не знает	2	3
157	жизни и	3	3
158	ее в	2	3
159	в искусстве	1	3
160	отношения к	3	2
161	и то	1	2
162	тех же	1	2
163	это и	1	2
164	в первом	2	2
165	и до	1	2
166	для своего	2	2
167	жизни по	1	2
168	того же	2	2
169	сказать и	2	2
170	в ее	5	2
171	себе и	1	2
172	отличие от	5	2
173	значение для	1	2
174	в своем	1	2
175	сознания в	1	2
176	в этот	1	2
177	в нашем	1	2
178	с чувством	2	2
179	врача и	1	2
180	же остается	1	2
181	в совершенно	2	2
182	в глубине	2	2
183	на этой	1	2
184	это не	5	2
185	своей основе	1	2
186	этого не	1	2
187	и уже	1	2
188	жизни но	1	2
189	том что	8	2
190	на один	1	2
191	во второй	2	2
192	и при	2	2
193	в их	1	2
194	в отличие	5	2
195	миф и	1	2
196	как это	3	2
197	в отношении	1	2
198	в таких	1	2
199	и притом	1	2
200	тому кто	1	2
201	в процессе	1	2
202	сознания как	1	2
203	в самых	1	2
204	в нас	2	2
205	реальности и	1	2
206	для всего	1	2
207	только не	1	2
208	не лучше	1	2
209	тем не	1	2
210	и теперь	1	2
211	из того	2	2
212	этом отношении	5	2
213	в области	3	2
214	когда мы	1	2
215	оно не	2	2
216	для себя	2	2
217	в виду	1	2
218	было его	1	2
219	о нем	2	2
220	в другом	6	2
221	произведение искусства	6	2
222	нуждается в	1	2
223	что и	2	2
224	во всей	2	2
225	также в	1	2
226	человека как	1	2
227	и об	2	2
228	может оказаться	1	2
229	окружающей его	1	2
230	с одной	4	2
231	для всех	1	2
232	и у	1	2
233	уже в	1	2
234	только на	1	2
235	ни было	2	2
236	из них	4	2
237	в конце	2	2
238	и даже	2	2
239	влияние на	1	2
240	с другой	6	2
241	человека в	2	2
242	и тех	1	2
243	в психологии	1	2
244	чем он	1	2
245	а с	1	2
246	социальной жизни	1	2
247	до конца	4	2
248	ничем не	1	2
249	связано с	1	2
250	одной стороны	4	2
251	более того	3	2
252	а не	12	2
253	так же	2	2
254	самого себя	1	2
255	матери и	1	2
256	к объекту	1	2
257	только для	3	2
258	же самое	2	2
259	к другим	1	2
260	это уже	1	2
261	для нас	1	2
262	все они	2	2
263	из тех	1	2
264	к его	1	2
265	всех других	1	2
266	есть и	1	2
267	в своих	2	2
268	к этому	2	2
269	как на	3	2
270	они не	1	2
271	и т	1	1
272	одним из	4	1
273	совершенно новой	2	1
274	объективной стороны	1	1
275	не признает	1	1
276	кажется что	1	1
277	каждого кто	1	1
278	оно было	1	1
279	объекта на	1	1
280	с таким	1	1
281	века в	1	1
282	обойтись без	1	1
283	полагает что	1	1
284	сильное впечатление	1	1
285	и другими	1	1
286	я как	4	1
287	для обеих	1	1
288	вопрос о	2	1
289	теперь как	2	1
290	память о	1	1
291	жизни как	2	1
292	мы и	2	1
293	то это	2	1
294	в будущем	1	1
295	в целом	5	1
296	в каждой	2	1
297	проявляется в	1	1
298	такое отношение	1	1
299	этих на	1	1
300	что по	1	1
301	время в	2	1
302	отказ от	2	1
303	о смерти	1	1
304	к которой	1	1
305	в качестве	5	1
306	с собою	1	1
307	нет и	1	1
308	осознание себя	1	1
309	контексте в	1	1
310	что они	1	1
311	к сожалению	1	1
312	в истории	1	1
313	человеческой личности	1	1
314	в центре	1	1
315	первый взгляд	1	1
316	независимо от	1	1
317	общего с	1	1
318	пути в	4	1
319	вспомним что	1	1
320	однако не	3	1
321	в противоположность	2	1
322	и хотя	1	1
323	человеком в	1	1
324	за собой	1	1
325	еще на	2	1
326	ситуации в	1	1
327	бы и	3	1
328	жизни еще	1	1
329	другого как	1	1
330	он в	2	1
331	жизни так	1	1
332	бы не	1	1
333	сознания он	1	1
334	по преимуществу	1	1
335	объекта в	2	1
336	как он	1	1
337	на то	2	1
338	вообще не	1	1
339	к искусству	1	1
340	что было	1	1
341	равно и	1	1
342	не найдя	1	1
343	принес с	1	1
344	апеллирует к	1	1
345	такого же	1	1
346	объект и	2	1
347	а затем	3	1
348	борьбы и	1	1
349	им как	1	1
350	входит в	4	1
351	и тем	3	1
352	о которых	1	1
353	жизни от	1	1
354	далеко не	2	1
355	место и	1	1
356	что произведение	1	1
357	со своими	2	1
358	не всегда	2	1
359	он и	2	1
360	рода и	1	1
361	чем в	1	1
362	и было	1	1
363	во внешнюю	1	1
364	с я	1	1
365	момента в	1	1
366	на первый	1	1
367	художественного творчества	2	1
368	сознания но	1	1
369	нас не	1	1
370	со всяким	1	1
371	где мы	1	1
372	как совокупность	1	1
373	не к	1	1
374	жизни с	1	1
375	себе самой	1	1
376	широком и	1	1
377	в одном	4	1
378	этой же	1	1
379	друг другу	1	1
380	и эти	1	1
381	неприемлемой для	1	1
382	однако в	4	1
383	нас к	2	1
384	его внутреннего	1	1
385	точно и	1	1
386	между людьми	2	1
387	друг друга	1	1
388	это последнее	2	1
389	тогда когда	1	1
390	на два	1	1
391	к новым	1	1
392	не по	1	1
393	мы живем	1	1
394	и внутренней	1	1
395	сознания конечно	1	1
396	таким расчетом	1	1
397	индивидуальной души	1	1
398	обратим внимание	3	1
399	а во	1	1
400	этих последних	1	1
401	характерные для	1	1
402	и является	1	1
403	себе во	1	1
404	языка который	1	1
405	составляющих ее	1	1
406	и со	1	1
407	точке зрения	1	1
408	сделать в	1	1
409	и далее	1	1
410	именно оно	1	1
411	нет ни	1	1
412	его за	1	1
413	мы все	1	1
414	сходство с	1	1
415	его с	1	1
416	той или	2	1
417	она же	1	1
418	как некое	1	1
419	о том	6	1
420	этот путь	2	1
421	в работе	2	1
422	правда не	1	1
423	он ищет	2	1
424	приходит к	1	1
425	культурное творчество	1	1
426	то она	2	1
427	но при	1	1
428	нормальный человек	1	1
429	свои силы	1	1
430	каков же	1	1
431	материала для	1	1
432	до самого	1	1
433	котором мы	1	1
434	и сам	2	1
435	художественное творчество	2	1
436	в мире	16	1
437	по аналогии	2	1
438	на нее	1	1
439	на заре	1	1
440	времени и	1	1
441	не с	2	1
442	культуры на	1	1
443	на месте	1	1
444	с собой	1	1
445	можно только	1	1
446	жизни о	1	1
447	как ему	1	1
448	жизнь и	1	1
449	жизненных явлений	1	1
450	жизнь по	1	1
451	и эстетический	1	1
452	о ней	1	1
453	мы чувствуем	1	1
454	познания и	1	1
455	на все	1	1
456	то есть	5	1
457	а также	4	1
458	внимание на	2	1
459	и социальном	1	1
460	говорит об	1	1
461	только за	1	1
462	этой почве	1	1
463	особого рода	5	1
464	аналогии с	1	1
465	борьба с	1	1
466	и состояние	1	1
467	русской литературы	2	1
468	на ее	1	1
469	я при	1	1
470	ко всей	1	1
471	искусства в	1	1
472	этом как	1	1
473	способность к	1	1
474	исходя из	1	1
475	все время	3	1
476	не знала	1	1
477	и всякое	1	1
478	в лице	2	1
479	не зная	1	1
480	глубине души	1	1
481	но так	1	1
482	в двух	1	1
483	и неофициального	1	1
484	от я	1	1
485	чтобы вызвать	1	1
486	и быть	1	1
487	во всем	1	1
488	которое должно	1	1
489	который в	1	1
490	в обществе	1	1
491	это означает	1	1
492	об их	1	1
493	какой степени	1	1
494	опыта но	1	1
495	есть в	1	1
496	решающее значение	2	1
497	то и	1	1
498	и забот	1	1
499	чтобы он	2	1
500	в последний	1	1
501	по выражению	1	1
502	и других	1	1
503	к своим	2	1
504	одно из	4	1
505	в корне	1	1
506	целом и	2	1
507	я что	1	1
508	на душу	1	1
509	бытия и	1	1
510	индивидуальном сознании	1	1
511	и влечет	1	1
512	как будто	4	1
513	тем что	2	1
514	расчетом чтобы	1	1
515	к той	1	1
516	и только	2	1
517	момент в	1	1
518	без того	1	1
519	или иной	2	1
520	даже не	1	1
521	исходят из	1	1
522	именно в	5	1
523	вмешивается в	1	1
524	мы его	1	1
525	всякого человека	1	1
526	своего собственного	1	1
527	которых оно	1	1
528	и тело	1	1
529	к человеку	1	1
530	только по	1	1
531	превращается в	1	1
532	вот в	2	1
533	а на	2	1
534	как ни	1	1
535	в свете	1	1
536	отнюдь не	3	1
537	в слове	3	1
538	объекте в	1	1
539	там где	3	1
540	растворяясь в	1	1
541	на слово	2	1
542	себя на	1	1
543	себя ведь	1	1
544	если это	2	1
545	и вовсе	2	1
546	всей остальной	1	1
547	себе самому	3	1
548	к своему	1	1
549	для искусства	1	1
550	целом ряде	1	1
551	такого рода	10	1
552	и страсти	1	1
553	и там	1	1
554	литературного произведения	1	1
555	в первой	2	1
556	быть не	2	1
557	мира с	1	1
558	материал для	1	1
559	в контексте	1	1
560	в первые	1	1
561	остается в	1	1
562	мира в	3	1
563	становится ясным	1	1
564	свое поведение	1	1
565	в книге	1	1
566	потому не	1	1
567	об искусстве	4	1
568	которая в	1	1
569	в индивидуальном	1	1
570	у них	1	1
571	бы в	1	1
572	еще более	1	1
573	его уже	1	1
574	будто бы	1	1
575	я в	7	1
576	же в	2	1
577	всю полноту	2	1
578	в том	12	1
579	отношении к	1	1
580	к ее	1	1
581	границу между	1	1
582	может и	1	1
583	нет ничего	1	1
584	это все	1	1
585	и интересы	1	1
586	на смену	3	1
587	весь мир	1	1
588	ведь он	1	1
589	мир но	1	1
590	жизни а	2	1
591	я это	2	1
592	из этого	1	1
593	который не	1	1
594	два момента	1	1
595	судьбы в	1	1
596	ряде других	1	1
597	значение в	1	1
