N	2gram	Losev_Prob_5	Literetu
430	нам представляется	1	1
431	частности для	1	1
432	никак не	8	1
433	и что	6	1
434	его жизни	1	1
435	означает не	1	1
436	можно сказать	6	1
437	и который	3	1
438	и многих	1	1
439	в значительной	2	1
440	других людей	1	1
441	на основе	1	1
442	делает уже	1	1
443	все в	3	1
444	который уже	1	1
445	к нему	3	1
446	ее от	1	1
447	от них	2	1
448	этому поводу	2	1
449	природы которая	1	1
450	крайней мере	4	1
451	и других	1	1
452	под именем	1	1
453	вслед за	2	1
454	в литературе	1	1
455	своем и	1	1
456	жизнь то	1	1
457	тот же	3	1
458	одной из	1	1
459	в какой	2	1
460	весьма глубокий	1	1
461	гораздо более	4	1
462	наше время	1	1
463	было и	1	1
464	самом и	1	1
465	бы ни	1	1
466	в теле	1	1
467	со всеми	2	1
468	человеческой личности	1	1
469	мысль моя	1	1
470	со своим	1	1
471	и у	5	1
472	решающее значение	1	1
473	в большинстве	1	1
474	борьбы с	2	1
475	в поэзии	1	1
476	в виде	10	1
477	свидетельствует о	2	1
478	за ним	1	1
479	для новой	1	1
480	нас будут	1	1
481	не так	4	1
482	свободу от	1	1
483	в котором	2	1
484	только лишь	1	1
485	в одном	3	1
486	никто не	1	1
487	говорит ему	1	1
488	не для	1	1
489	каковы бы	1	1
490	своих собственных	1	1
491	среди которых	1	1
492	так как	6	1
493	надежду на	1	1
494	не о	1	1
495	от меня	1	1
496	перейти к	3	1
497	о каком	1	1
498	в финале	1	1
499	из двух	1	1
500	нужно было	1	1
501	что и	6	1
502	до сих	2	1
503	именно в	3	1
504	стороны он	2	1
505	человека а	2	1
506	вяч иванов	1	1
507	чем он	1	1
508	а с	4	1
509	себя и	1	1
510	не удивительно	1	1
511	эти идеи	1	1
512	впоследствии в	1	1
513	света и	1	1
514	а на	1	1
515	до конца	1	1
516	в рассказе	1	1
517	и жизни	1	1
518	однако и	1	1
519	человек в	1	1
520	ниже в	1	1
521	если не	4	1
522	между собою	1	1
523	и если	1	1
524	в последней	1	1
525	по праву	1	1
526	однако для	2	1
527	к своему	1	1
528	и на	6	1
529	одновременно с	1	1
530	на эту	1	1
531	в ответ	1	1
532	является продолжением	1	1
533	в мир	2	1
534	мотив в	1	1
535	в первой	2	1
536	по существу	2	1
537	на свете	1	1
538	тех пор	1	1
539	в это	2	1
540	стремления к	1	1
541	с ее	1	1
542	и о	5	1
543	сих пор	2	1
544	только для	2	1
545	между прочим	1	1
546	но для	2	1
547	уже было	1	1
548	которые были	1	1
549	себя с	1	1
550	под названием	4	1
551	из которых	1	1
552	но такой	1	1
553	и состоит	1	1
554	на задний	1	1
555	в силах	1	1
556	себя самого	2	1
557	от него	1	1
558	и все	9	1
559	собственно говоря	1	1
560	у них	1	1
561	уже у	6	1
562	у которого	2	1
563	но зато	1	1
564	только что	1	1
565	как человек	1	1
566	жизни в	4	1
567	в свою	2	1
568	в романе	1	1
569	героя и	1	1
570	с ней	1	1
571	сказать что	9	1
572	только как	1	1
573	состоит из	1	1
574	была бы	2	1
575	из этого	4	1
576	в трех	2	1
577	а я	1	1
578	в роли	2	1
579	вместе с	7	1
580	ли на	1	1
581	к этому	2	1
582	значение в	1	1
583	все что	2	1
584	том числе	2	1
585	они не	2	1
