N	2gram	Bakhtin_sl_1	Myslijsy
154	этого не	1	3
155	или менее	3	3
156	как бы	12	3
157	место в	1	3
158	тем не	1	3
159	есть еще	1	3
160	тому что	2	3
161	образом в	3	3
162	того чтобы	1	3
163	есть к	1	3
164	ни о	2	3
165	могут быть	19	3
166	свою очередь	2	3
167	или в	8	3
168	здесь как	1	3
169	и вообще	2	3
170	со стороны	1	3
171	время в	1	3
172	можно сказать	2	3
173	это было	1	3
174	к нему	5	3
175	слова для	2	3
176	и следовательно	7	3
177	и такое	1	3
178	же и	2	3
179	есть в	1	3
180	только на	2	3
181	в начале	1	3
182	прежде всего	8	3
183	друг друга	3	3
184	до сих	2	3
185	именно в	3	3
186	одной стороны	4	3
187	там где	4	3
188	связь с	2	3
189	так же	2	3
190	сих пор	2	3
191	не знаем	1	3
192	говорящего и	2	3
193	тем и	2	3
194	и все	4	3
195	в свою	3	3
196	не знает	1	3
197	в последнем	1	3
198	в которой	4	3
199	как слово	1	3
200	к этому	2	3
201	в таком	1	3
202	а между	2	2
203	в зародыше	1	2
204	которого в	1	2
205	самый предмет	1	2
206	и до	1	2
207	входящих в	1	2
208	в их	4	2
209	мы уже	2	2
210	той же	2	2
211	предмета в	1	2
212	что уже	1	2
213	не столько	1	2
214	именно эти	1	2
215	оно ни	1	2
216	образа до	1	2
217	одним словом	2	2
218	к слову	1	2
219	остаются в	2	2
220	в новом	1	2
221	отношение к	7	2
222	своем языке	3	2
223	за пределы	4	2
224	что они	2	2
225	человек может	1	2
226	все же	7	2
227	и той	2	2
228	далее и	1	2
229	и слова	1	2
230	целый ряд	1	2
231	что по	1	2
232	его к	1	2
233	сливается с	2	2
234	та же	1	2
235	так или	1	2
236	же слово	3	2
237	в этой	1	2
238	а напротив	1	2
239	и тот	1	2
240	на то	1	2
241	не могла	2	2
242	так сказать	5	2
243	и если	1	2
244	на его	8	2
245	не как	4	2
246	с таким	1	2
247	не исчерпывают	1	2
248	из него	2	2
249	людей и	1	2
250	смысле в	3	2
251	могла бы	1	2
252	не дает	1	2
253	бы быть	1	2
254	на все	2	2
255	входит в	4	2
256	время и	2	2
257	ни в	1	2
258	образ предмета	1	2
259	несмотря на	1	2
260	точки зрения	16	2
261	в своей	7	2
262	а как	2	2
263	в которых	1	2
264	поэтического произведения	1	2
265	бы мы	1	2
266	единство и	3	2
267	т п	23	2
268	том же	4	2
269	даже в	2	2
270	она не	3	2
271	на котором	1	2
272	но только	1	2
273	только не	1	2
274	в разных	3	2
275	такая же	2	2
276	этом отношении	1	2
277	в некотором	1	2
278	ему не	2	2
279	от этого	2	2
280	его с	1	2
281	на предмет	4	2
282	и самое	2	2
283	то или	1	2
284	и о	2	2
285	это единство	1	2
286	в ее	2	2
287	с каким	1	2
288	языка и	12	2
289	так в	2	2
290	каждого из	1	2
291	произведения не	2	2
292	и с	4	2
293	могла быть	1	2
294	связанное с	1	2
295	о том	3	2
296	его жизни	1	2
297	или на	1	2
298	и содержание	1	2
299	от него	1	2
300	что поэт	1	2
301	этих слов	1	2
302	от них	1	2
303	в форме	1	2
304	может стать	1	2
305	языка мы	1	2
306	например при	1	2
307	и следует	3	2
308	вне себя	3	2
309	мы видим	2	2
310	одной из	3	2
311	в поэтическом	7	2
312	в какой	1	2
313	из многих	2	2
314	но как	1	2
315	на мир	4	2
316	связи с	2	2
317	в виде	2	2
318	слова не	1	2
319	был бы	2	2
320	в одном	2	2
321	себя от	2	2
322	но что	1	2
323	у него	3	2
324	в других	3	2
325	ближайшим образом	1	2
326	с общим	1	2
327	не были	3	2
328	и даже	6	2
329	только один	1	2
330	а с	2	2
331	предмет и	1	2
332	самое слово	1	2
333	эти слова	2	2
334	ко всем	1	2
335	как та	1	2
336	разве только	1	2
337	к своему	6	2
338	по своему	2	2
339	зрения и	2	2
340	что как	1	2
341	быть не	1	2
342	с этой	3	2
343	каждое из	1	2
344	перед нами	4	2
345	слова но	1	2
346	ему только	1	2
347	бы в	1	2
348	грамматических категорий	1	2
349	в большей	3	2
350	и наконец	4	2
351	язык не	2	2
352	же в	1	2
353	отношении к	6	2
354	в системе	1	2
355	в свой	1	2
356	первом случае	2	2
357	в свое	3	2
358	жизни и	1	2
359	которая не	3	2
360	слова которые	1	1
361	одним из	4	1
362	словом как	1	1
363	не остается	1	1
364	на самом	2	1
365	тех же	1	1
366	словами и	1	1
367	к своей	2	1
368	в данную	1	1
369	бы для	1	1
370	чего не	1	1
371	по преимуществу	4	1
372	в мыслях	1	1
373	из его	1	1
374	противном случае	1	1
375	оно было	2	1
376	его деятельность	1	1
377	поэзии и	4	1
378	его не	1	1
379	что между	1	1
380	в первый	1	1
381	из своих	2	1
382	чтобы не	1	1
383	и язык	1	1
384	мы называем	1	1
385	оно с	1	1
386	в сущности	13	1
387	время как	2	1
388	но она	1	1
389	взаимного понимания	2	1
390	и со	1	1
391	и заставляет	2	1
392	и столь	1	1
393	того же	6	1
394	его словесного	2	1
395	и он	1	1
396	всех сторон	1	1
397	в сочетании	2	1
398	он был	1	1
399	здесь не	2	1
400	бы то	1	1
401	без всякого	1	1
402	с его	4	1
403	пляски смерти	1	1
404	не исчерпываются	1	1
405	признаков но	1	1
406	от его	3	1
407	данном случае	3	1
408	он может	2	1
409	знающего только	1	1
410	а через	1	1
411	отличие от	1	1
412	нет и	1	1
413	в настоящем	1	1
414	один и	1	1
415	которые не	1	1
416	заключено в	1	1
417	представим себе	1	1
418	в истории	3	1
419	из которого	1	1
420	его на	1	1
421	из уст	1	1
422	стороны и	1	1
423	самим предметом	1	1
424	предметы и	1	1
425	в противном	1	1
426	хотя и	2	1
427	языке не	1	1
428	могли бы	1	1
429	один ряд	1	1
430	вносит в	2	1
431	но в	8	1
432	то в	2	1
433	словом не	1	1
434	явления и	1	1
435	все эти	9	1
436	степени от	2	1
437	если мы	2	1
438	такое значение	1	1
439	не те	1	1
440	языка к	1	1
441	все слова	3	1
442	говорит не	1	1
443	мы чувствуем	1	1
444	с чем	1	1
445	как оно	3	1
446	к миру	1	1
447	но именно	4	1
448	единство в	1	1
449	всем своем	1	1
450	в понимании	3	1
451	он должен	1	1
452	как увидим	2	1
453	слова которое	1	1
454	свое время	1	1
455	таких которые	1	1
456	языком и	1	1
457	языков и	9	1
458	в нее	1	1
459	с такими	1	1
460	ни был	1	1
461	может создать	1	1
462	его произведения	1	1
463	где нет	2	1
464	сознание и	1	1
465	конечно в	1	1
466	с этою	1	1
467	них не	1	1
468	на ту	2	1
469	лишь в	4	1
470	заключается в	1	1
471	те или	3	1
472	со всех	1	1
473	это не	6	1
474	этой силы	1	1
475	форму и	1	1
476	в жизни	1	1
477	слово рождается	1	1
478	только одно	1	1
479	в предмете	8	1
480	наглядность и	1	1
481	оно действительно	1	1
482	например и	1	1
483	или наоборот	1	1
484	его сознании	1	1
485	и вне	1	1
486	определений и	1	1
487	его слово	2	1
488	ни с	1	1
489	нет своего	1	1
490	от языка	3	1
491	в первые	1	1
492	сложившихся в	1	1
493	и было	1	1
494	форма и	1	1
495	сам в	1	1
496	нисколько не	2	1
497	в этих	2	1
498	места в	1	1
499	но если	1	1
500	от своего	1	1
501	таким же	1	1
502	как все	1	1
503	всей вероятности	3	1
504	с точки	8	1
505	и языка	1	1
506	языка от	1	1
507	его отношение	1	1
508	которые в	3	1
509	но он	2	1
510	друг другу	2	1
511	речи в	4	1
512	без всяких	2	1
513	и более	1	1
514	слова к	1	1
515	уже сказали	2	1
516	однако в	1	1
517	не должно	3	1
518	в устах	1	1
519	между прочим	1	1
520	и говорящий	1	1
521	и связанное	1	1
522	входящее в	1	1
523	мир он	1	1
524	хотя может	1	1
525	и развивается	1	1
526	можно оставаться	1	1
527	ничего нового	2	1
528	словом то	1	1
529	определенности и	1	1
530	ее с	1	1
531	его внутренняя	1	1
532	на себе	1	1
533	в процессе	4	1
534	которого он	1	1
535	не могло	3	1
536	следовательно и	3	1
537	того и	1	1
538	все свои	2	1
539	самого предмета	3	1
540	возможно и	1	1
541	на язык	2	1
542	ничего не	4	1
543	языка слово	1	1
544	значение во	1	1
545	с одним	1	1
546	находиться в	1	1
547	их если	1	1
548	во всем	1	1
549	рождается в	1	1
550	в более	1	1
551	не дано	1	1
552	века не	1	1
553	тесной связи	1	1
554	с другом	2	1
555	в язык	1	1
556	других случаях	2	1
557	над другими	1	1
558	того о	1	1
559	поэтическом произведении	3	1
560	языке и	2	1
561	его за	1	1
562	отличается от	1	1
563	глубокое и	1	1
564	не заключено	1	1
565	другое слово	1	1
566	для его	1	1
567	он видит	1	1
568	особенности и	1	1
569	которая есть	1	1
570	должен быть	1	1
571	и художественное	1	1
572	в виду	1	1
573	на предметы	1	1
574	мертвым и	1	1
575	с самого	1	1
576	одно лицо	1	1
577	с языком	2	1
578	произведение и	1	1
579	речи то	1	1
580	на том	2	1
581	не с	2	1
582	особенно в	1	1
583	оно как	2	1
584	на которую	1	1
585	двух лиц	1	1
586	этим в	1	1
587	в результате	3	1
588	это только	1	1
589	жизнь и	1	1
590	даны в	1	1
591	совершенно невозможно	1	1
592	мы читаем	1	1
593	для этого	1	1
594	из одного	2	1
595	сама она	1	1
596	остановимся на	2	1
597	систему в	1	1
598	но здесь	3	1
599	находится в	1	1
600	через этот	1	1
601	сводится к	1	1
602	именно потому	1	1
603	и здесь	3	1
604	и делается	1	1
605	одного из	2	1
606	в которое	1	1
607	все его	4	1
608	казаться что	1	1
609	нас в	2	1
610	души в	1	1
611	всего своего	1	1
612	своим предметом	1	1
613	во всех	17	1
614	однако с	1	1
615	творчества в	1	1
616	найти такой	1	1
617	эти два	1	1
618	на одном	1	1
619	в другой	2	1
620	язык в	4	1
621	непосредственно в	1	1
622	в художественной	1	1
623	формы его	1	1
624	исчерпываются все	1	1
625	следовательно в	3	1
626	предмета и	2	1
627	как из	1	1
628	в двух	1	1
629	оставаться при	1	1
630	тот же	1	1
631	же внутренняя	1	1
632	в стороне	1	1
633	между этими	2	1
634	и ее	3	1
635	не мешает	1	1
636	того который	1	1
637	себя в	9	1
638	конечно не	3	1
639	чем они	1	1
640	в поэзии	3	1
641	и чисто	3	1
642	живое слово	1	1
643	всяких формальных	1	1
644	рано или	1	1
645	или даже	2	1
646	языка но	4	1
647	слово принадлежит	1	1
648	его и	3	1
649	с первым	1	1
650	его души	1	1
651	в известной	2	1
652	х годах	1	1
653	произведения и	2	1
654	может находиться	1	1
655	к ним	1	1
656	как его	5	1
657	каждый из	1	1
658	гораздо сложнее	1	1
659	в очень	1	1
660	не является	2	1
661	предмету но	1	1
662	другие более	1	1
663	или поздно	1	1
664	влиянию на	1	1
665	со всем	1	1
666	точек зрения	5	1
667	как у	1	1
668	или иначе	1	1
669	по своим	6	1
670	в ряде	1	1
671	чем он	2	1
672	на которые	2	1
673	по всей	3	1
674	не входит	1	1
675	словом от	1	1
676	на этот	1	1
677	не на	5	1
678	и непосредственно	5	1
679	с которым	2	1
680	его как	2	1
681	этим определяются	1	1
682	только теперь	1	1
683	понимание и	1	1
684	бы оно	1	1
685	входить в	1	1
686	речь но	3	1
687	слова от	1	1
688	на который	1	1
689	художественное значение	1	1
690	и ограниченность	1	1
691	эта идея	1	1
692	в одной	1	1
693	как одно	1	1
694	его содержание	1	1
695	третье лицо	1	1
696	которое по	1	1
697	в данном	3	1
698	себя то	1	1
699	находятся в	1	1
700	есть как	3	1
701	да и	1	1
702	друг с	2	1
703	своего языка	3	1
704	более сложных	1	1
705	и там	3	1
706	до сознания	1	1
707	не вносит	1	1
708	на пути	1	1
709	на разных	1	1
710	и другим	2	1
711	впрочем не	1	1
712	которой оно	1	1
713	слагаясь в	1	1
714	слова так	2	1
715	слове а	1	1
716	бы невозможно	1	1
717	в разной	1	1
718	формы и	3	1
719	о котором	1	1
720	которая в	1	1
721	оно ничего	1	1
722	это может	1	1
723	язык народа	1	1
724	в эту	2	1
725	на языке	1	1
726	ни было	2	1
727	романа и	5	1
728	в самое	1	1
729	все то	1	1
730	самому и	1	1
731	довольно редки	1	1
732	первый раз	1	1
733	между ними	2	1
734	равно как	1	1
735	с ними	3	1
736	есть и	1	1
737	но эти	3	1
738	и эта	2	1
739	самого поэта	2	1
740	слово только	1	1
741	во всяком	7	1
