N	2gram	Losev_Vlad_1	Morfolog
412	уже видели	1	1
413	еще несколько	1	1
414	на которой	1	1
415	о его	2	1
416	если сравнить	1	1
417	тот свет	1	1
418	убежден что	1	1
419	с ними	2	1
420	ли он	1	1
421	если задача	1	1
422	как нечто	1	1
423	и действительно	3	1
424	который в	1	1
425	самые разнообразные	1	1
426	нам возможность	1	1
427	со всеми	1	1
428	в эти	7	1
429	и у	4	1
430	и которая	1	1
431	что не	1	1
432	соглашаясь с	1	1
433	их как	1	1
434	а и	1	1
435	всяком случае	2	1
436	в одном	1	1
437	у него	15	1
438	и никогда	2	1
439	между прочим	11	1
440	в с	1	1
441	прямо с	1	1
442	только на	3	1
443	и даже	15	1
444	со стороны	2	1
445	даже не	2	1
446	которые можно	1	1
447	именно в	1	1
448	а именно	2	1
449	человека а	1	1
450	еще и	7	1
451	в церковь	1	1
452	от другого	1	1
453	по тем	1	1
454	на этот	6	1
455	как ни	1	1
456	о чем	1	1
457	уже давно	1	1
458	входить в	1	1
459	в одной	1	1
460	же с	11	1
461	так мы	1	1
462	приводит в	1	1
463	в брак	1	1
464	и объект	1	1
465	по своему	3	1
466	в данном	1	1
467	что за	1	1
468	в течение	9	1
469	не удалось	1	1
470	одновременно с	1	1
471	религиозного характера	1	1
472	это его	1	1
473	в тот	2	1
474	из этой	1	1
475	отношения к	1	1
476	с изучением	1	1
477	никем не	1	1
478	быть не	1	1
479	что же	5	1
480	с этой	1	1
481	для тех	2	1
482	что отец	1	1
483	в формах	1	1
484	не будем	2	1
485	же самое	1	1
486	с большой	1	1
487	указать на	2	1
488	но на	3	1
489	так чудно	1	1
490	для нас	4	1
491	и все	4	1
492	которую он	2	1
493	бы в	1	1
494	и ни	2	1
495	у которого	1	1
496	его жизнь	1	1
497	бы на	1	1
498	а н	2	1
499	не будет	1	1
500	как первая	1	1
501	сведения о	2	1
502	между ними	1	1
503	которым он	1	1
504	эти же	1	1
505	одновременно и	1	1
506	не что	1	1
507	выходят за	1	1
508	к родителям	1	1
509	огромное значение	1	1
510	таким же	1	1
511	столько по	1	1
512	в таком	1	1
513	во всяком	2	1
