N	2gram	Tiupa_Lite_1	RusskieA
382	эти слова	1	1
383	в одной	1	1
384	к себе	3	1
385	смерть есть	1	1
386	в москве	2	1
387	ко всему	2	1
388	исходя из	3	1
389	многих других	1	1
390	и более	1	1
391	быть не	1	1
392	и не	12	1
393	этот не	1	1
394	из ряда	1	1
395	при всем	3	1
396	становится ясным	1	1
397	и другими	1	1
398	тот кто	1	1
399	от него	1	1
400	тем более	2	1
401	только что	1	1
402	или не	1	1
403	ее развития	1	1
404	несмотря на	3	1
405	он же	1	1
406	только с	1	1
407	от первого	1	1
408	о своем	2	1
409	в свою	1	1
410	сказать что	1	1
411	другой стороны	1	1
412	например и	1	1
413	него в	1	1
414	однако нет	1	1
415	время не	1	1
416	многообразие этих	1	1
417	и состоит	1	1
418	во всяком	3	1
419	и особенно	1	1
420	все что	1	1
