N	2gram	Vinokur_St_2	Istorich
378	лес в	1	1
379	со всех	1	1
380	окажется что	1	1
381	неподалеку от	1	1
382	и тем	1	1
383	не соответствует	1	1
384	был очень	1	1
385	найти кого-нибудь	1	1
386	одной из	3	1
387	сторону дела	1	1
388	но уже	1	1
389	а за	1	1
390	для чего	1	1
391	мы до	1	1
392	над его	1	1
393	что собственно	2	1
394	в эту	3	1
395	но если	1	1
396	к тем	1	1
397	в своей	7	1
398	спрашивает как	2	1
399	что такое	2	1
400	с точки	2	1
401	что вся	1	1
402	же действительно	1	1
403	своего рода	5	1
404	вышел из	1	1
405	и той	1	1
406	не могли	2	1
407	ты знаешь	1	1
408	что этот	2	1
409	по себе	3	1
410	и очень	1	1
411	был уже	1	1
412	вплоть до	1	1
413	ней вполне	1	1
414	в таких	1	1
415	себе целью	1	1
416	самого начала	3	1
417	того как	7	1
418	или другие	1	1
419	у кого	1	1
420	например что	2	1
421	но вместе	1	1
422	о них	1	1
423	на которых	1	1
424	совершенно правильно	1	1
425	не помню	1	1
426	для всего	1	1
427	больше чем	1	1
428	впрочем в	1	1
429	очень мало	2	1
430	как она	1	1
431	развивается в	1	1
432	е не	1	1
433	до того	4	1
434	только с	2	1
435	мы и	1	1
436	в каком	2	1
437	не создает	1	1
438	обстоятельство что	4	1
439	качестве мотивировки	1	1
440	для суждения	3	1
441	нам что	1	1
442	в семью	1	1
443	нет ни	1	1
444	героев и	1	1
445	его за	1	1
446	отличается от	1	1
447	с полной	1	1
448	себе объяснения	1	1
449	всего что	1	1
450	диалог между	2	1
451	и тот	1	1
452	что при	1	1
453	где он	2	1
454	ничего общего	1	1
455	на холм	1	1
456	тогда я	1	1
457	как не	1	1
458	свою очередь	1	1
459	меня в	2	1
460	в ее	2	1
461	уже потому	1	1
462	пр или	1	1
463	суждения об	1	1
464	с самого	3	1
465	и сам	2	1
466	в образе	3	1
467	можно было	1	1
468	каждого из	1	1
469	столько же	3	1
470	есть также	1	1
471	этой мысли	2	1
472	она до	1	1
473	в исторической	1	1
474	во второй	1	1
475	по тому	1	1
476	и всякого	1	1
477	он сам	1	1
478	к одной	1	1
479	никак не	2	1
480	могут дать	1	1
481	его тело	1	1
482	по их	2	1
483	последних двух	1	1
484	пр но	1	1
485	том значении	1	1
486	течение лет	1	1
487	находим и	1	1
488	говорит в	1	1
489	предполагать что	1	1
490	наконец и	1	1
491	еще несколько	1	1
492	тех пор	1	1
493	героини и	1	1
494	не хотят	1	1
495	и дело	2	1
496	тот же	1	1
497	пришел к	1	1
498	особенно если	1	1
499	хотя бы	3	1
500	по возвращении	1	1
501	неудивительно что	3	1
502	который в	1	1
503	тем материалам	1	1
504	по этому	2	1
505	вполне возможно	1	1
506	в указанном	1	1
507	конечно не	1	1
508	с нею	3	1
509	уже в	1	1
510	всем его	1	1
511	в начале	3	1
512	ее из	1	1
513	чем обычно	1	1
514	с какой	1	1
515	для такой	1	1
516	о причинах	1	1
517	одно из	1	1
518	и их	1	1
519	обычно не	1	1
520	могло бы	1	1
521	сами по	2	1
522	и убрать	1	1
523	гостям но	1	1
524	объяснения в	1	1
525	после некоторого	1	1
526	случае не	2	1
527	ставит себе	1	1
528	заметить что	1	1
529	тогда как	2	1
530	и вместе	1	1
531	но за	1	1
532	уступает место	2	1
533	были бы	1	1
534	здесь к	1	1
535	как у	3	1
536	или иначе	1	1
537	что человек	1	1
538	и русская	1	1
539	в каких	1	1
540	несколько примеров	1	1
541	и быть	1	1
542	такое же	2	1
543	или о	1	1
544	себя и	1	1
545	материалов в	1	1
546	только к	2	1
547	большую роль	1	1
548	говорит о	2	1
549	обратить внимание	5	1
550	близко к	1	1
551	них и	1	1
552	его голову	1	1
553	а на	1	1
554	которые не	3	1
555	на этот	2	1
556	ничем не	1	1
557	языка не	1	1
558	жизнь в	1	1
559	в открытом	1	1
560	ниже в	2	1
561	о чем	5	1
562	его собственной	1	1
563	на эту	1	1
564	или с	2	1
565	будет иметь	1	1
566	нигде не	2	1
567	в руках	1	1
568	всем что	1	1
569	над ним	1	1
570	к своему	2	1
571	что за	2	1
572	ли ты	1	1
573	это были	2	1
574	так или	1	1
575	на тот	2	1
576	в разгар	1	1
577	с тех	1	1
578	как бы	5	1
579	и всей	1	1
580	еще некоторые	1	1
581	целый год	1	1
582	человек с	1	1
583	том смысле	2	1
584	что же	1	1
585	с этой	2	1
586	и тому	1	1
587	а когда	1	1
588	все это	11	1
589	в один	2	1
590	но для	1	1
591	б в	2	1
592	в книге	1	1
593	становится понятным	1	1
594	уже на	1	1
595	не существует	1	1
596	своем пути	1	1
597	свою историческую	1	1
598	пошел по	1	1
599	они говорят	2	1
600	переходил на	1	1
601	он попал	1	1
602	время ее	1	1
603	все они	1	1
604	своими руками	1	1
605	в связь	1	1
606	могли быть	1	1
607	при себе	1	1
608	была бы	5	1
609	их с	1	1
610	зрелости и	1	1
611	является и	1	1
612	и также	1	1
613	героя в	1	1
614	бы его	1	1
615	это и	1	1
616	из этого	1	1
617	на своем	1	1
618	но эти	1	1
619	это предположение	1	1
620	я могу	1	1
621	бы думать	1	1
622	доступ к	1	1
623	как на	9	1
624	в таком	1	1
625	том числе	1	1
626	для тебя	1	1
627	которая не	1	1
