N	2gram	Vygotskiy__4	Morfolog
277	проявляются в	2	1
278	ii и	1	1
279	почти всегда	3	1
280	свое место	2	1
281	и черт	1	1
282	уже по	1	1
283	приходит к	3	1
284	то для	1	1
285	эту же	2	1
286	и ложный	1	1
287	установить что	2	1
288	приводят к	3	1
289	так чтобы	1	1
290	что это	2	1
291	что иное	1	1
292	оно есть	1	1
293	вместо того	1	1
294	ему в	1	1
295	не совсем	2	1
296	становятся на	1	1
297	в виду	3	1
298	его положения	1	1
299	опускается на	1	1
300	собой в	1	1
301	как причины	1	1
302	к целому	1	1
303	видим таким	4	1
304	тем как	3	1
305	есть функция	1	1
306	друг к	1	1
307	мы будем	2	1
308	но как	2	1
309	не то	1	1
310	и сл	1	1
311	не входит	1	1
312	значение и	1	1
313	тогда как	2	1
314	отличие от	2	1
315	оно является	1	1
316	сущности к	1	1
317	которые не	2	1
318	тем больше	1	1
319	его не	1	1
320	дает нам	1	1
321	мы имели	5	1
322	совершенно другой	1	1
323	более и	2	1
324	становится особенно	1	1
325	что касается	1	1
326	в полном	1	1
327	может получить	1	1
328	говорит что	3	1
329	по пути	2	1
330	но эта	1	1
331	его к	4	1
332	имеет в	1	1
333	следует сказать	1	1
334	в этот	1	1
335	следует рассмотреть	1	1
336	в которой	3	1
337	это утверждение	3	1
338	привести к	2	1
339	предметов и	2	1
340	из этих	2	1
341	не в	4	1
342	в этой	3	1
343	случаях значение	1	1
344	отца на	1	1
345	остановиться на	2	1
346	нами в	4	1
347	отношение между	1	1
348	и тот	7	1
349	но во	1	1
350	во многих	2	1
351	на то	5	1
352	возможность изучать	1	1
353	а вовсе	1	1
354	но прежде	1	1
355	вообще не	2	1
356	что она	1	1
357	главным образом	1	1
358	предметы имеющие	1	1
359	ожидать что	2	1
360	слова а	1	1
361	момента в	2	1
362	он пользуется	3	1
363	ни были	1	1
364	его можно	1	1
365	они играют	1	1
366	более близких	1	1
367	же момент	1	1
368	те функции	1	1
369	одно и	6	1
370	русском языке	1	1
371	в каждом	2	1
372	здесь мы	2	1
373	то ни	1	1
374	связанные с	1	1
375	и может	1	1
376	они должны	1	1
377	в совершенно	3	1
378	собой с	1	1
379	к другу	1	1
380	на все	3	1
381	с другими	1	1
382	то все	1	1
383	все другие	2	1
384	мы постараемся	2	1
385	и тем	8	1
386	даже в	2	1
387	лет в	1	1
388	о которых	1	1
389	медведь и	1	1
390	всякое значение	1	1
391	на что	1	1
392	это сходство	1	1
393	оно имеет	2	1
394	также с	2	1
395	чем в	3	1
396	как таковой	1	1
397	увидим как	1	1
398	нисколько не	2	1
399	и становится	1	1
400	в наши	2	1
401	том как	1	1
402	имеет ничего	1	1
403	и их	1	1
404	с различными	1	1
405	сказок на	1	1
406	лежат в	1	1
407	это делает	1	1
408	самого в	1	1
409	в их	12	1
410	сами себе	1	1
411	мы говорили	3	1
412	не столько	1	1
413	бы мы	1	1
414	значение для	1	1
415	которые в	4	1
416	при этом	12	1
417	свет на	1	1
418	но он	1	1
419	тех которые	1	1
420	все это	1	1
421	никак нельзя	1	1
422	имеет свою	1	1
423	для нее	1	1
424	видит в	1	1
425	своей смерти	1	1
426	тому что	4	1
427	задачи и	1	1
428	в известные	1	1
429	стоит в	1	1
430	и начинает	1	1
431	что с	4	1
432	из перечисления	1	1
433	самого начала	1	1
434	того как	2	1
435	из одной	3	1
436	и притом	1	1
437	уже очень	1	1
438	в основе	17	1
439	как его	1	1
440	функцию в	1	1
441	появляется в	1	1
442	значение этого	1	1
443	вытекает из	1	1
444	в другое	1	1
445	больше чем	1	1
446	этих двух	1	1
447	действительно в	1	1
448	в другую	3	1
449	вперед и	1	1
450	бы по	1	1
451	и делает	1	1
452	с другом	7	1
453	одним из	2	1
454	у нас	1	1
455	такие же	1	1
456	является то	1	1
457	выпадает из	1	1
458	детей в	1	1
459	в момент	1	1
460	включается в	2	1
461	встречается в	1	1
462	с логической	3	1
463	и развития	6	1
464	всего в	1	1
465	чем перейти	1	1
466	к тому	6	1
467	он узнает	1	1
468	причины так	1	1
469	не есть	2	1
470	таких слов	1	1
471	что при	2	1
472	ничего общего	3	1
473	не делает	1	1
474	что там	1	1
475	без всякого	1	1
476	же не	2	1
477	данном случае	2	1
478	а здесь	1	1
479	нами выше	4	1
480	они ни	1	1
481	постараемся показать	1	1
482	понятие могло	1	1
483	с самого	1	1
484	анализ и	1	1
485	всей своей	1	1
486	ряду с	1	1
487	приводит к	3	1
488	роль в	4	1
489	стороны они	1	1
490	в глаза	1	1
491	те же	6	1
492	мог бы	1	1
493	различное значение	1	1
494	самых различных	2	1
495	и с	4	1
496	даны в	2	1
497	связанная с	1	1
498	находится в	1	1
499	связанное с	1	1
500	иное как	1	1
501	на вопрос	1	1
502	собой те	1	1
503	но мы	1	1
504	бы то	1	1
505	функций как	1	1
506	собой всю	1	1
507	их в	2	1
508	как они	4	1
509	в приведенных	2	1
510	в его	11	1
511	имели возможность	2	1
512	в пруду	1	1
513	на одном	2	1
514	эти связи	1	1
515	во всей	4	1
516	в другой	2	1
517	язык есть	1	1
518	тот момент	1	1
519	этим знаком	1	1
520	целом и	2	1
521	научной литературе	1	1
522	если это	1	1
523	как вообще	1	1
524	в него	2	1
525	к третьей	1	1
526	теряет свою	1	1
527	но так	2	1
528	на которой	1	1
529	образом как	2	1
530	с ними	1	1
531	за другой	1	1
532	вплотную к	1	1
533	говорить о	1	1
534	и действительно	1	1
535	что новые	1	1
536	верно и	1	1
537	который в	1	1
538	самые разнообразные	1	1
539	заметим только	1	1
540	со всеми	3	1
541	какой степени	2	1
542	от одной	2	1
543	редко в	1	1
544	же и	1	1
545	видели выше	1	1
546	то их	1	1
547	и у	2	1
548	и которая	2	1
549	в нашей	2	1
550	ее из	1	1
551	что не	1	1
552	каким образом	1	1
553	этой новой	1	1
554	в данной	2	1
555	функции но	2	1
556	всяком случае	3	1
557	идет с	1	1
558	в одном	1	1
559	и со	1	1
560	составных частей	1	1
561	у него	2	1
562	которые могут	2	1
563	он является	1	1
564	мы берем	1	1
565	предметами и	1	1
566	понятия не	7	1
567	образом что	4	1
568	к двум	1	1
569	только на	2	1
570	и даже	1	1
571	со стороны	3	1
572	даже не	1	1
573	до сих	1	1
574	на ее	1	1
575	именно в	3	1
576	как функция	1	1
577	еще и	1	1
578	показывает что	2	1
579	могут иметь	1	1
580	всеми другими	1	1
581	которые еще	1	1
582	на этот	3	1
583	на которых	1	1
584	не на	1	1
585	что связи	1	1
586	возможность изучить	1	1
587	о чем	1	1
588	при определении	2	1
589	а предметы	1	1
590	могут служить	1	1
591	брат и	1	1
592	все более	2	1
593	вступает в	1	1
594	является его	1	1
595	совершенно другом	1	1
596	путь от	2	1
597	по своему	4	1
598	предположить что	1	1
599	в данном	2	1
600	в течение	1	1
601	ведет к	1	1
602	одновременно с	3	1
603	в тот	1	1
604	друг с	7	1
605	это значит	2	1
606	делает и	1	1
607	быть не	1	1
608	с этой	4	1
609	для тех	1	1
610	сих пор	1	1
611	же самое	7	1
612	из ряда	2	1
613	рассматривать как	2	1
614	следует ли	1	1
615	в следующей	2	1
616	указать на	1	1
617	к описанию	1	1
618	но на	1	1
619	как особая	1	1
620	для нас	4	1
621	могли бы	9	1
622	обычно только	1	1
623	которую он	2	1
624	бы в	3	1
625	возникает вопрос	1	1
626	все содержание	1	1
627	иметь различное	1	1
628	они затем	1	1
629	идет об	1	1
630	том случае	1	1
631	что следовательно	2	1
632	и предметом	1	1
633	значения для	1	1
634	этим связывается	1	1
635	то оно	1	1
636	между ними	4	1
637	применение его	1	1
638	черт и	1	1
639	предмета к	1	1
640	равно как	1	1
641	мы действительно	1	1
642	всех других	1	1
643	одновременно и	1	1
644	не что	1	1
645	содержится в	1	1
646	а другой	2	1
647	таким же	2	1
648	влияния на	2	1
649	случае если	1	1
650	очень редко	1	1
651	что необходимо	1	1
652	в таком	2	1
653	во всяком	4	1
