N	2gram	Tiupa_Lite_3	KulturaY
342	в первую	1	1
343	в принципе	2	1
344	силу своей	1	1
345	том чтобы	2	1
346	вообще не	1	1
347	на жизнь	2	1
348	прежде чем	1	1
349	не будь	1	1
350	о таком	1	1
351	в каждом	1	1
352	больше всего	1	1
353	то ни	2	1
354	борьбы и	1	1
355	в совершенно	2	1
356	в ход	1	1
357	а по	2	1
358	первую очередь	1	1
359	которого не	1	1
360	который и	1	1
361	всю свою	1	1
362	он все	2	1
363	здесь нет	1	1
364	кажется что	1	1
365	который по	1	1
366	действия а	2	1
367	нет в	1	1
368	как константин	1	1
369	далеко не	2	1
370	а прежде	1	1
371	его стихи	1	1
372	в слове	3	1
373	и уже	1	1
374	и вне	1	1
375	и было	1	1
376	этом в	1	1
377	на таких	1	1
378	и при	2	1
379	что такая	1	1
380	выступает на	1	1
381	на месте	1	1
382	место в	4	1
383	от себя	2	1
384	теперь как	2	1
385	значение для	1	1
386	всегда остается	1	1
387	и новые	1	1
388	в одном	4	1
389	быть может	2	1
390	был только	1	1
391	сознание что	1	1
392	как от	1	1
393	однако в	4	1
394	ты знаешь	1	1
395	бы быть	1	1
396	даже в	4	1
397	тому что	1	1
398	значение на	1	1
399	а а	1	1
400	но еще	2	1
401	тогда когда	1	1
402	с и	1	1
403	что вы	1	1
404	самого по	1	1
405	для всего	1	1
406	кино и	1	1
407	поэтическое произведение	1	1
408	же остается	1	1
409	записывает в	2	1
410	при котором	1	1
411	во всем	1	1
412	ему и	1	1
413	себе во	1	1
414	нужна была	1	1
415	в действительности	1	1
416	именно то	1	1
417	именно такой	1	1
418	свое собственное	1	1
419	когда мы	1	1
420	как только	1	1
421	значительной степени	1	1
422	не есть	1	1
423	все еще	3	1
424	слова с	1	1
425	п я	1	1
426	ничего общего	1	1
427	слово которое	1	1
428	приходит к	1	1
429	в театре	1	1
430	ни даже	1	1
431	то она	2	1
432	с ее	3	1
433	в ее	5	1
434	с каким	1	1
435	в огромном	1	1
436	он теряет	1	1
437	это путь	2	1
438	обращаясь к	1	1
439	природе своей	1	1
440	что однако	1	1
441	не с	2	1
442	здесь как	2	1
443	и прочих	1	1
444	современная русская	1	1
445	деятельности в	1	1
446	тем чем	1	1
447	словно в	1	1
448	этих заметок	1	1
449	слова из	2	1
450	тех кто	1	1
451	о том	6	1
452	о в	1	1
453	на вопрос	1	1
454	внимание на	2	1
455	говорит об	1	1
456	с того	1	1
457	в чем	1	1
458	в значительной	1	1
459	нас в	1	1
460	на точку	1	1
461	о природе	2	1
462	на протяжении	1	1
463	и требует	1	1
464	переходит в	1	1
465	деятельности именно	1	1
466	вслед за	3	1
467	в обеих	1	1
468	в ком	1	1
469	мы уже	1	1
470	что здесь	1	1
471	как например	2	1
472	возникающую вследствие	2	1
473	но с	2	1
474	и характерное	1	1
475	одной из	1	1
476	становится для	1	1
477	не идет	1	1
478	например с	1	1
479	по мнению	1	1
480	одних и	1	1
481	именно на	1	1
482	своем дневнике	1	1
483	процесса который	1	1
484	к идее	2	1
485	ни было	2	1
486	в поэзии	5	1
487	языка который	1	1
488	свидетельствует о	1	1
489	в школе	1	1
490	или даже	1	1
491	социальной жизни	1	1
492	одно из	4	1
493	для него	2	1
494	и их	1	1
495	парохода современности	1	1
496	отношение к	2	1
497	для меня	2	1
498	ее не	1	1
499	не случайно	3	1
500	уж тут	1	1
501	не становится	3	1
502	и только	2	1
503	нужно было	1	1
504	или иной	2	1
505	я был	1	1
506	чем он	1	1
507	в середине	1	1
508	новые и	1	1
509	но возможен	1	1
510	одной стороны	4	1
511	бы послужить	1	1
512	отношением к	2	1
513	где его	1	1
514	место и	1	1
515	а так	2	1
516	и я	1	1
517	они лишь	1	1
518	становится ясным	1	1
519	если не	2	1
520	все более	2	1
521	этой же	1	1
522	что поскольку	1	1
523	книге о	1	1
524	речь не	1	1
525	слово как	1	1
526	эти слова	2	1
527	такого рода	10	1
528	ведет к	1	1
529	и там	1	1
530	с тех	1	1
531	а вслед	1	1
532	когда он	2	1
533	сейчас на	1	1
534	произведение в	1	1
535	и идеи	1	1
536	путь который	1	1
537	в первые	1	1
538	еще раз	2	1
539	то именно	1	1
540	в книге	1	1
541	более того	3	1
542	совершается в	1	1
543	что там	1	1
544	это как	3	1
545	совершенно иную	1	1
546	и перед	2	1
547	здесь я	1	1
548	в ряду	1	1
549	лишь как	1	1
550	у них	1	1
551	бы в	1	1
552	в литературной	1	1
553	не должен	1	1
554	в свете	1	1
555	тут мы	1	1
556	в этих	1	1
557	я в	7	1
558	как без	1	1
559	вопрос как	1	1
560	может и	1	1
561	в период	1	1
562	это все	1	1
563	для каждой	1	1
564	не что	1	1
565	который не	1	1
566	в искусстве	1	1
567	и целого	1	1
568	в нынешнем	1	1
569	как на	3	1
570	они не	1	1
571	которая не	1	1
