N	2gram	Tiupa_Disk_1	StatiiOP
249	сам по	1	1
250	и то	1	1
251	трагедии и	1	1
252	это и	1	1
253	всего это	1	1
254	в первом	3	1
255	по преимуществу	1	1
256	и до	1	1
257	не имеют	1	1
258	для понимания	2	1
259	той же	1	1
260	следует обратить	1	1
261	мы не	1	1
262	точкой зрения	2	1
263	в сущности	2	1
264	совпадает с	2	1
265	говорить о	1	1
266	жанру и	1	1
267	не вполне	1	1
268	в изложении	1	1
269	из того	1	1
270	в составе	5	1
271	событий и	1	1
272	этого термина	2	1
273	как не	3	1
274	в каждой	3	1
275	еще не	14	1
276	на них	1	1
277	он сам	1	1
278	в чем	1	1
279	что означает	1	1
280	но как	2	1
281	в сторону	4	1
282	по отношению	9	1
283	обнаруживается не	1	1
284	одни и	1	1
285	отношение к	4	1
286	себе и	1	1
287	слову в	1	1
288	тут же	1	1
289	из важнейших	1	1
290	отличаются от	1	1
291	нет как	1	1
292	более чем	2	1
293	что во	1	1
294	независимо от	1	1
295	всех литературных	3	1
296	что касается	2	1
297	в творчестве	1	1
298	когда он	2	1
299	целый ряд	2	1
300	следует сказать	1	1
301	непосредственно из	1	1
302	к другому	2	1
303	представляет собой	17	1
304	из этих	1	1
305	всего к	1	1
306	что к	1	1
307	с их	1	1
308	о ее	1	1
309	в ряду	2	1
310	что она	1	1
311	не следует	2	1
312	в определенном	1	1
313	том в	1	1
314	вследствие этого	3	1
315	в первую	1	1
316	в понимании	1	1
317	в принципе	2	1
318	к одному	1	1
319	не как	4	1
320	нам только	1	1
321	новое и	1	1
322	в исторических	1	1
323	свое время	1	1
324	на этом	2	1
325	одно и	1	1
326	русском языке	1	1
327	значение в	1	1
328	различие между	2	1
329	же касается	2	1
330	к тексту	1	1
331	те же	1	1
332	а по	2	1
333	необходимой для	1	1
334	зрения на	3	1
335	заключается в	3	1
336	первую очередь	1	1
337	с другими	1	1
338	действительности в	1	1
339	позднее и	2	1
340	этом смысле	1	1
341	роль в	7	1
342	и тем	2	1
343	не соответствует	1	1
344	для них	1	1
345	но уже	1	1
346	романтизма но	1	1
347	текст в	1	1
348	мы видели	1	1
349	во второй	1	1
350	и их	1	1
351	это делает	1	1
352	рассказе о	1	1
353	одним и	1	1
354	что вся	1	1
355	представление о	1	1
356	что до	1	1
357	в прозе	1	1
358	путем в	1	1
359	последовательности в	1	1
360	об отсутствии	1	1
361	вплоть до	1	1
362	данном отношении	1	1
363	через посредство	1	1
364	и эти	1	1
365	приходится удивляться	2	1
366	можно указать	1	1
367	виду что	1	1
368	принадлежат к	3	1
369	какой он	1	1
370	на него	1	1
371	в основе	7	1
372	о них	1	1
373	но только	1	1
374	чем не	1	1
375	для всего	1	1
376	не полностью	1	1
377	а порой	1	1
378	и без	2	1
379	речи не	1	1
380	же время	4	1
381	этих двух	1	1
382	время к	1	1
383	впрочем в	1	1
384	к концу	1	1
385	на самого	2	1
386	одному и	1	1
387	как будто	1	1
388	на все	1	1
389	формы для	1	1
390	ни о	1	1
391	в момент	2	1
392	уже о	2	1
393	исходить из	1	1
394	не могут	1	1
395	на границе	1	1
396	и вполне	1	1
397	отличается от	2	1
398	не встречается	1	1
399	они и	3	1
400	отказаться от	1	1
401	которое принадлежит	1	1
402	размышлениями о	1	1
403	как мы	2	1
404	в свое	1	1
405	значения и	1	1
406	свою очередь	3	1
407	здесь не	1	1
408	не могу	1	1
409	данном случае	2	1
410	только при	1	1
411	х годов	2	1
412	средних веков	1	1
413	характер и	2	1
414	мысль о	1	1
415	реальной действительности	1	1
416	в пределах	2	1
417	быть еще	1	1
418	на том	2	1
419	не за	1	1
420	не трудно	1	1
421	не с	3	1
422	разного рода	2	1
423	основана на	1	1
424	поэтому в	1	1
425	жанра в	4	1
426	в эпоху	5	1
427	к языку	1	1
428	образом в	1	1
429	в построении	2	1
430	возникают и	1	1
431	быть ни	1	1
432	имеет право	1	1
433	столь же	3	1
434	одного из	2	1
435	можно сказать	5	1
436	с соответствующими	1	1
437	и во	2	1
438	и вследствие	1	1
439	во втором	4	1
440	в форме	2	1
441	чем и	1	1
442	в середине	1	1
443	святому духу	1	1
444	по содержанию	1	1
445	ни к	6	1
446	не случайно	1	1
447	один из	3	1
448	всей нашей	1	1
449	согласиться с	1	1
450	с ними	1	1
451	вполне определенного	1	1
452	особенно если	1	1
453	будто бы	2	1
454	и действительно	1	1
455	предков в	1	1
456	до нас	1	1
457	он уже	1	1
458	по мнению	1	1
459	к числу	1	1
460	или же	1	1
461	том чтобы	2	1
462	не будет	1	1
463	мнению автора	1	1
464	уже в	2	1
465	только на	1	1
466	со временем	1	1
467	различия в	1	1
468	это обстоятельство	1	1
469	в известной	1	1
470	и также	1	1
471	точка зрения	2	1
472	а в	5	1
473	этом жанре	1	1
474	не о	1	1
475	может служить	1	1
476	мы можем	1	1
477	как его	2	1
478	было выдвинуто	1	1
479	принципиально не	1	1
480	следует понимать	1	1
481	в каждом	2	1
482	реплики в	1	1
483	и литературной	1	1
484	представляют собой	1	1
485	в исторической	1	1
486	даже не	1	1
487	за пределы	2	1
488	что человек	1	1
489	предания и	1	1
490	в каких	1	1
491	к которому	2	1
492	уходит в	1	1
493	не спешил	1	1
494	представляет собою	1	1
495	или о	1	1
496	романа в	1	1
497	себя и	1	1
498	связано с	1	1
499	то и	1	1
500	на которых	1	1
501	из наиболее	2	1
502	ничем не	1	1
503	за год	1	1
504	мы и	1	1
505	одну из	2	1
506	а своего	1	1
507	его собственной	1	1
508	этом основании	1	1
509	было отмечено	1	1
510	первоначально не	1	1
511	его характер	2	1
512	в связи	1	1
513	пушкинского времени	1	1
514	брат и	1	1
515	было в	2	1
516	имея в	3	1
517	но оно	1	1
518	на который	1	1
519	в достоверности	1	1
520	является условным	1	1
521	по своим	4	1
522	приводит в	1	1
523	если оно	1	1
524	одновременно и	2	1
525	что же	2	1
526	своими глазами	1	1
527	да и	1	1
528	говоря уже	2	1
529	жизни в	2	1
530	не создает	1	1
531	всем что	1	1
532	в контексте	1	1
533	и тому	1	1
534	этом случае	1	1
535	порой даже	1	1
536	известном смысле	1	1
537	впрочем не	1	1
538	на своем	1	1
539	но для	1	1
540	принципиально важным	1	1
541	должны быть	3	1
542	рассматривать как	2	1
543	при всем	1	1
544	писал в	1	1
545	в книге	1	1
546	за его	2	1
547	и сами	1	1
548	и условных	1	1
549	не существует	1	1
550	и от	1	1
551	котором он	2	1
552	или в	2	1
553	был всем	1	1
554	к одной	1	1
555	в исторический	1	1
556	и все	2	1
557	в свою	3	1
558	могли быть	1	1
559	ii это	1	1
560	не говоря	2	1
561	их с	1	1
562	к его	2	1
563	пришел к	1	1
564	едва ли	2	1
565	отношению к	9	1
566	героя в	2	1
567	со сцены	1	1
568	всем чем	1	1
569	в голову	1	1
570	но эти	1	1
571	заметить что	2	1
572	в своих	3	1
573	который не	1	1
574	в таком	1	1
575	том числе	2	1
