N	2gram	Propp_Isto_3	Formalny
157	и что	2	3
158	можно сказать	2	3
159	их в	3	3
160	в них	6	3
161	в него	2	3
162	дело с	2	3
163	уже не	7	3
164	его и	4	3
165	у нас	4	3
166	на фоне	1	3
167	того что	5	3
168	отношению к	2	3
169	сказать что	3	3
170	равно как	3	3
171	героя в	1	3
172	и эта	1	3
173	ту же	2	2
174	человека и	1	2
175	утратило свою	1	2
176	в такой	1	2
177	это и	1	2
178	в котором	2	2
179	который был	2	2
180	видели что	4	2
181	в сторону	2	2
182	материал который	1	2
183	чем же	1	2
184	в своем	2	2
185	стороны и	3	2
186	приема в	1	2
187	с душой	1	2
188	это можно	1	2
189	бы не	1	2
190	из этих	3	2
191	в этой	5	2
192	е с	1	2
193	говорят о	1	2
194	вообще не	1	2
195	что она	5	2
196	главным образом	1	2
197	перестает быть	1	2
198	всех этих	2	2
199	не как	1	2
200	одной и	1	2
201	его от	1	2
202	на этом	4	2
203	форма в	1	2
204	человека в	1	2
205	это значит	1	2
206	уже знаем	2	2
207	и вне	1	2
208	для чего	1	2
209	друга в	1	2
210	такой же	2	2
211	что собственно	1	2
212	в эту	1	2
213	художественного творчества	1	2
214	знаем что	2	2
215	в основном	1	2
216	к одной	1	2
217	друг другу	2	2
218	однако в	1	2
219	что этот	1	2
220	даже в	2	2
221	сам он	1	2
222	и очень	1	2
223	правда в	1	2
224	одна из	2	2
225	как следует	2	2
226	только не	2	2
227	находятся в	1	2
228	тем не	5	2
229	нам важно	2	2
230	в каком	1	2
231	отличается от	1	2
232	и это	2	2
233	с ее	1	2
234	как не	1	2
235	здесь не	3	2
236	так в	6	2
237	сам становится	1	2
238	можно только	3	2
239	является в	1	2
240	для этого	1	2
241	ничего не	6	2
242	на все	2	2
243	что каждый	1	2
244	что и	9	2
245	и только	1	2
246	соединении с	1	2
247	человека как	1	2
248	говорит в	1	2
249	мы увидим	3	2
250	и действительно	2	2
251	именно на	1	2
252	материал как	1	2
253	не можем	1	2
254	за счет	2	2
255	из них	7	2
256	превращаются в	1	2
257	характерно что	1	2
258	тогда он	1	2
259	к более	2	2
260	сами по	1	2
261	имеется еще	1	2
262	от того	1	2
263	же деле	1	2
264	и даже	2	2
265	связаны с	1	2
266	и тех	1	2
267	в каких	1	2
268	мы еще	3	2
269	и др	2	2
270	связано с	4	2
271	превращается в	3	2
272	самом же	1	2
273	а на	1	2
274	самый факт	1	2
275	была бы	1	2
276	нет никаких	2	2
277	но уже	1	2
278	и иной	1	2
279	смысле этого	1	2
280	этого слова	1	2
281	но это	3	2
282	но для	1	2
283	она должна	1	2
284	такое предположение	2	2
285	от него	2	2
286	мы должны	7	2
287	одной из	1	2
288	но если	1	2
289	героя и	1	2
290	является и	1	2
291	бы быть	1	2
292	к этому	7	2
293	в таком	1	2
294	также что	1	1
295	они думают	1	1
296	таком случае	1	1
297	и через	1	1
298	и то	2	1
299	а из	1	1
300	и до	1	1
301	не имеют	2	1
302	он играл	1	1
303	все те	1	1
304	видеть в	1	1
305	со своей	1	1
306	в доме	12	1
307	от таких	1	1
308	и этот	1	1
309	есть не	1	1
310	со всех	1	1
311	мы имеем	19	1
312	или наоборот	2	1
313	этого нет	1	1
314	она выбирает	1	1
315	нас важно	1	1
316	определенное время	1	1
317	происходило в	1	1
318	историческое явление	1	1
319	в большом	8	1
320	ради него	1	1
321	из того	2	1
322	и говорят	3	1
323	это подтверждается	1	1
324	то это	2	1
325	так или	1	1
326	понято как	1	1
327	и согласие	1	1
328	и связь	1	1
329	тем как	1	1
330	как у	1	1
331	однако совершенно	1	1
332	из сторон	1	1
333	находит в	1	1
334	теперь что	1	1
335	в быту	1	1
336	не входит	1	1
337	должны были	3	1
338	иногда и	1	1
339	себе и	2	1
340	изменения и	1	1
341	не просто	1	1
342	друга и	1	1
343	ни одна	1	1
344	его на	2	1
345	с этим	8	1
346	что как	1	1
347	далее мы	1	1
348	к новому	1	1
349	кроме того	1	1
350	хотя и	2	1
351	который будет	1	1
352	следующим образом	3	1
353	вопрос почему	1	1
354	жизни так	1	1
355	что так	1	1
356	остановиться на	1	1
357	и тот	1	1
358	имеем в	4	1
359	на то	1	1
360	не могла	2	1
361	он не	5	1
362	явление но	1	1
363	весь и	1	1
364	моменты которые	1	1
365	еще одну	2	1
366	смысле как	1	1
367	и по	1	1
368	так например	1	1
369	в нее	2	1
370	но все	2	1
371	исходя из	1	1
372	положения что	1	1
373	в одну	1	1
374	в работе	2	1
375	не будет	1	1
376	же не	2	1
377	в определенном	1	1
378	в мире	1	1
379	его не	3	1
380	она находит	1	1
381	и обратно	1	1
382	с другими	1	1
383	предмета а	1	1
384	подчеркивают что	1	1
385	но самый	1	1
386	с начала	1	1
387	приходит в	3	1
388	этой работы	1	1
389	от отца	1	1
390	меняются и	1	1
391	с этой	1	1
392	становится и	1	1
393	чем в	1	1
394	выйти за	2	1
395	связаны между	1	1
396	этот материал	1	1
397	в первую	1	1
398	та что	2	1
399	еще сильнее	1	1
400	она в	1	1
401	могло бы	1	1
402	на место	1	1
403	и той	1	1
404	в другие	1	1
405	но он	4	1
406	и эти	3	1
407	вместе со	1	1
408	же мы	1	1
409	а от	1	1
410	с миром	2	1
411	с ним	1	1
412	самого начала	1	1
413	меня не	1	1
414	того как	1	1
415	или другие	1	1
416	на себе	1	1
417	и отдельных	1	1
418	для всего	1	1
419	коллектива в	1	1
420	говорят что	2	1
421	в разных	1	1
422	больше чем	1	1
423	и следующий	1	1
424	явление в	1	1
425	как она	1	1
426	предполагать что	1	1
427	нам важен	1	1
428	развивается в	1	1
429	связь и	2	1
430	не ставит	1	1
431	е не	1	1
432	с другом	1	1
433	но там	1	1
434	в америке	1	1
435	если он	2	1
436	во все	2	1
437	и другой	1	1
438	с полной	1	1
439	что при	1	1
440	утверждать что	2	1
441	но по	3	1
442	совершенно ясно	1	1
443	чтобы быть	1	1
444	в огромном	1	1
445	и этим	1	1
446	в себя	1	1
447	на той	1	1
448	с самого	1	1
449	связанную с	2	1
450	только через	1	1
451	можно было	1	1
452	не с	2	1
453	его совершенно	1	1
454	как герой	3	1
455	отсюда и	1	1
456	и вошел	1	1
457	по мере	1	1
458	об этом	1	1
459	и здесь	7	1
460	и должно	1	1
461	имеет еще	1	1
462	это происходит	1	1
463	и та	1	1
464	за пределами	1	1
465	одного из	2	1
466	можно утверждать	2	1
467	что его	1	1
468	там же	2	1
469	по их	1	1
470	нас в	1	1
471	быту в	1	1
472	где же	1	1
473	от них	3	1
474	нем происходит	1	1
475	материал не	1	1
476	но конечно	2	1
477	что бы	1	1
478	из моментов	1	1
479	в жизнь	1	1
480	известно что	2	1
481	быть и	3	1
482	мы видим	8	1
483	тот же	1	1
484	но этим	1	1
485	важно установить	3	1
486	так всегда	1	1
487	жизнь с	1	1
488	может оказаться	1	1
489	и так	2	1
490	который в	1	1
491	случаи когда	4	1
492	с одной	2	1
493	в качестве	2	1
494	видеть и	1	1
495	так что	5	1
496	период а	1	1
497	несколько типов	1	1
498	на определенном	1	1
499	литература но	1	1
500	и у	3	1
501	то и	6	1
502	определенном месте	1	1
503	в нашей	1	1
504	же в	2	1
505	в начале	1	1
506	они могли	1	1
507	а то	2	1
508	или даже	1	1
509	или просто	1	1
510	за ним	3	1
511	одно из	1	1
512	говорит о	1	1
513	себе в	2	1
514	в особых	1	1
515	в одном	2	1
516	и должна	1	1
517	для объяснения	1	1
518	случае не	1	1
519	должен был	3	1
520	связи в	3	1
521	явно не	1	1
522	и вместе	1	1
523	в других	4	1
524	не противоречит	5	1
525	ней и	1	1
526	даже не	2	1
527	с другим	1	1
528	до сих	5	1
529	другую сторону	1	1
530	или иначе	1	1
531	что человек	1	1
532	однако это	3	1
533	сюда же	2	1
534	предположению что	1	1
535	здесь в	1	1
536	и быть	1	1
537	огромном большинстве	1	1
538	и затем	1	1
539	на ней	5	1
540	только к	1	1
541	здесь действительно	1	1
542	к сожалению	1	1
543	не было	2	1
544	чтобы убедиться	1	1
545	одной стороны	2	1
546	она является	1	1
547	ничем не	1	1
548	жизнь в	1	1
549	в руках	1	1
550	о чем	1	1
551	или с	1	1
552	что мы	1	1
553	здесь имеет	1	1
554	понимания этого	1	1
555	для этой	1	1
556	он приобретает	1	1
557	если это	3	1
558	качестве мотивировки	1	1
559	нет ничего	2	1
560	в частности	5	1
561	направление в	1	1
562	и столь	1	1
563	к своему	1	1
564	этих случаях	7	1
565	то где	1	1
566	в течение	6	1
567	мы остановимся	1	1
568	и всей	1	1
569	в американских	1	1
570	происходит в	2	1
571	в отдельности	1	1
572	место здесь	1	1
573	друг с	1	1
574	этих случаев	1	1
575	указывает что	1	1
576	дело здесь	1	1
577	не создает	1	1
578	на другое	1	1
579	этом случае	5	1
580	и о	2	1
581	сих пор	5	1
582	только для	1	1
583	один из	5	1
584	под влиянием	1	1
585	становится понятным	1	1
586	мы найдем	2	1
587	тем и	1	1
588	при таком	1	1
589	что там	2	1
590	она может	1	1
591	та форма	1	1
592	есть одно	1	1
593	окончательно этот	1	1
594	свою историческую	1	1
595	это так	1	1
596	еще более	2	1
597	в ином	6	1
598	все они	1	1
599	или не	2	1
600	они находятся	1	1
601	лежит в	1	1
602	а в	6	1
603	не знает	1	1
604	состоит из	1	1
605	обычно не	1	1
606	ли было	1	1
607	но этот	2	1
608	бы его	1	1
609	для создания	1	1
610	это в	1	1
611	доступ к	1	1
612	этой точки	1	1
613	том числе	1	1
