N	2gram	Vinokur_St_1	OGranits
176	в виду	1	1
177	того же	3	1
178	на нем	1	1
179	в некоторых	1	1
180	как известно	1	1
181	на основе	1	1
182	что до	2	1
183	словами и	1	1
184	это и	4	1
185	работы но	1	1
186	последнее время	1	1
187	и есть	1	1
188	здесь и	1	1
189	стр и	5	1
190	включает в	1	1
191	и до	1	1
192	не имеют	1	1
193	ведь и	3	1
194	на том	1	1
195	едва ли	1	1
196	можно было	13	1
197	что ведь	1	1
198	значения как	1	1
199	отсюда и	1	1
200	здесь нет	1	1
201	мы имеем	2	1
202	когда в	1	1
203	и о	1	1
204	но у	1	1
205	мы в	1	1
206	вопрос о	4	1
207	другое дело	1	1
208	для этого	2	1
209	по себе	1	1
210	в строфе	1	1
211	о некотором	1	1
212	на себя	1	1
213	и который	1	1
214	из того	2	1
215	но даже	1	1
216	то это	3	1
217	другом месте	2	1
218	революции в	1	1
219	там нет	1	1
220	внимание на	3	1
221	следовательно в	1	1
222	и что	4	1
223	отдельном случае	1	1
224	почему же	1	1
225	еще не	3	1
226	столь же	4	1
227	время в	1	1
228	времени в	1	1
229	не могу	1	1
230	несомненно и	1	1
231	к нему	2	1
232	на самом	6	1
233	совсем не	2	1
234	но не	3	1
235	или иные	1	1
236	мысль что	1	1
237	отношение к	2	1
238	отметить что	2	1
239	нет и	1	1
240	или иное	3	1
241	в другой	1	1
242	в свои	1	1
243	и речи	2	1
244	на то	4	1
245	но столь	1	1
246	каждом отдельном	1	1
247	объясняется только	1	1
248	в истории	3	1
249	в одной	1	1
250	статье о	2	1
251	не зная	1	1
252	автора они	1	1
253	до его	1	1
254	в своем	2	1
255	то или	3	1
256	по своей	2	1
257	что касается	3	1
258	пушкина или	1	1
259	собой разумеется	1	1
260	этого материала	1	1
261	одной из	1	1
262	этот вопрос	4	1
263	история литературы	2	1
264	что он	10	1
265	поэтому вполне	1	1
266	или иную	1	1
267	не отражается	1	1
268	который в	1	1
269	не приходится	1	1
270	литературы такой	1	1
271	или же	2	1
272	существует лишь	1	1
273	понимания всего	1	1
274	можно уже	1	1
275	ставить в	1	1
276	чуть ли	2	1
277	со всеми	2	1
278	является лишь	1	1
279	так в	1	1
280	в этой	11	1
281	с их	1	1
282	значение так	1	1
283	само собой	1	1
284	эпохи но	1	1
285	с одним	1	1
286	конечно не	2	1
287	литературы в	1	1
288	и у	2	1
289	и правильное	1	1
290	если он	1	1
291	абсолютно точное	1	1
292	наук в	1	1
293	является не	4	1
294	что она	4	1
295	на врага	2	1
296	и гг	1	1
297	в статье	7	1
298	о системе	2	1
299	и других	1	1
300	на эту	4	1
301	его и	1	1
302	ту или	1	1
303	одно из	2	1
304	а вовсе	1	1
305	объективный факт	1	1
306	никто не	4	1
307	в узком	1	1
308	в виде	3	1
309	как их	1	1
310	ни была	1	1
311	сказал что	1	1
312	в конце	3	1
313	и язык	1	1
314	но что	1	1
315	только с	2	1
316	каждый из	1	1
317	еще одну	1	1
318	и никогда	1	1
319	не должно	1	1
320	даже и	2	1
321	для того	10	1
322	эпохи не	3	1
323	ни о	1	1
324	бы быть	1	1
325	на все	1	1
326	осуществлена в	1	1
327	его в	2	1
328	как к	3	1
329	те или	1	1
330	с известным	1	1
331	к которому	4	1
332	и дает	1	1
333	представляет собою	2	1
334	заключается в	4	1
335	ведь в	1	1
336	мира это	1	1
337	что мы	5	1
338	только одно	1	1
339	обратиться к	1	1
340	больше и	1	1
341	произведения не	1	1
342	для них	1	1
343	образом мы	1	1
344	нужно сказать	5	1
345	о которых	1	1
346	не было	4	1
347	неполно и	1	1
348	а на	3	1
349	далеко не	1	1
350	в рифме	1	1
351	которые с	1	1
352	самое слово	1	1
353	не всегда	2	1
354	которой он	1	1
355	выйти за	1	1
356	и заняться	2	1
357	этого произведения	1	1
358	него не	1	1
359	он встречался	1	1
360	такой же	5	1
361	и тогда	2	1
362	если не	2	1
363	но при	1	1
364	которую он	1	1
365	одно дело	1	1
366	и вполне	3	1
367	но если	4	1
368	на который	2	1
369	себе в	1	1
370	их места	1	1
371	внимания к	1	1
372	но там	1	1
373	в такой	2	1
374	как это	4	1
375	и абсолютно	1	1
376	и языка	6	1
377	представление о	4	1
378	всей полноте	1	1
379	в которых	5	1
380	бы что	2	1
381	бы мы	2	1
382	к этому	1	1
383	несомненно что	1	1
384	такого рода	2	1
385	должно было	2	1
386	отдельных произведений	1	1
387	и вот	1	1
388	и там	1	1
389	времени не	4	1
390	тем не	2	1
391	в эпоху	2	1
392	речи в	1	1
393	и более	2	1
394	их в	2	1
395	для понимания	1	1
396	и наоборот	1	1
397	в последнем	1	1
398	быть не	1	1
399	этого слова	2	1
400	что такое	1	1
401	только то	1	1
402	тому что	3	1
403	нет никакого	1	1
404	быть и	2	1
405	является для	1	1
406	до конца	1	1
407	вплоть до	5	1
408	но это	6	1
409	о значении	3	1
410	равно не	1	1
411	в начале	3	1
412	всего его	1	1
413	точно и	2	1
414	и другое	1	1
415	в то	9	1
416	как о	2	1
417	одна из	1	1
418	в науке	1	1
419	она ни	1	1
420	вопрос в	3	1
421	не говорить	1	1
422	которых он	1	1
423	случаях когда	1	1
424	того чтобы	11	1
425	но такой	1	1
426	при таком	2	1
427	не существует	3	1
428	систему как	1	1
429	в разных	1	1
430	или в	1	1
431	узком смысле	1	1
432	того как	1	1
433	изучение фактов	1	1
434	и требование	1	1
435	то не	2	1
436	у некоторых	1	1
437	же время	4	1
438	в основе	3	1
439	тем более	4	1
440	вообще в	1	1
441	за исключением	1	1
442	это слово	4	1
443	вполне достаточно	1	1
444	потому что	6	1
445	бы по	1	1
446	своей статье	4	1
447	грубой ошибкой	1	1
448	этом отношении	7	1
449	об этом	3	1
450	традиций и	1	1
451	бы несколько	1	1
452	местах в	1	1
453	этот разрыв	1	1
454	не знает	2	1
455	сказать что	7	1
456	ведь именно	1	1
457	уже говорить	1	1
458	языка что	1	1
459	работы и	1	1
460	когда мы	1	1
461	возможности но	1	1
462	ли не	2	1
463	с его	1	1
464	указать на	1	1
465	должны быть	3	1
466	вместе с	1	1
467	же только	1	1
468	этому не	1	1
469	например в	8	1
470	совсем иначе	1	1
471	по поводу	7	1
472	что при	2	1
473	они не	1	1
