N	2gram	Vinokur_St_3	Psycholo
456	не хочет	1	1
457	в литературном	1	1
458	это есть	4	1
459	из этих	6	1
460	поэт в	1	1
461	близости к	1	1
462	то обстоятельство	5	1
463	остановиться на	1	1
464	это его	1	1
465	как оно	1	1
466	этих авторов	1	1
467	он должен	1	1
468	что нужно	2	1
469	и если	3	1
470	в россии	6	1
471	но этого	1	1
472	свое время	1	1
473	два раза	1	1
474	у пушкина	22	1
475	в плане	2	1
476	которого и	1	1
477	что ни	1	1
478	в нее	1	1
479	но все	2	1
480	мне с	1	1
481	совпадают с	1	1
482	указывали на	1	1
483	другом случае	1	1
484	же касается	1	1
485	в другом	3	1
486	от некоторых	1	1
487	его не	2	1
488	принять во	1	1
489	говорил что	5	1
490	а по	2	1
491	быть столь	1	1
492	его в	1	1
493	в и	1	1
494	подходит к	1	1
495	как трагедия	1	1
496	на почве	5	1
497	самого пушкина	8	1
498	все действующие	1	1
499	между отдельными	1	1
500	правильно говорит	1	1
501	отражение в	1	1
502	только одно	1	1
503	он является	1	1
504	он начал	1	1
505	в стихах	2	1
506	эти вопросы	1	1
507	мы имели	2	1
508	он и	2	1
509	мы видели	1	1
510	жизни но	2	1
511	чем в	1	1
512	должно быть	1	1
513	которые я	1	1
514	и почему	1	1
515	и тогда	2	1
516	и того	1	1
517	форму но	1	1
518	этим трем	1	1
519	в эту	4	1
520	которую он	2	1
521	которая является	1	1
522	бы на	1	1
523	бахчисарайском фонтане	1	1
524	их он	1	1
525	нас не	2	1
526	взгляд на	2	1
527	наших дней	1	1
528	в котором	5	1
529	на такой	1	1
530	рядом других	1	1
531	не столько	2	1
532	которое дает	1	1
533	и значит	1	1
534	сам же	1	1
535	которые вызвали	1	1
536	времен и	1	1
537	по крайней	4	1
538	того кто	1	1
539	в устах	4	1
540	с так	1	1
541	и очень	1	1
542	нет никакого	3	1
543	что есть	1	1
544	начиная от	1	1
545	важно что	2	1
546	что эта	2	1
547	с теми	1	1
548	самого начала	2	1
549	что ему	1	1
550	в русской	6	1
551	дело не	2	1
552	на котором	2	1
553	дело в	1	1
554	одна из	2	1
555	своего существования	1	1
556	к этим	2	1
557	был оставлен	1	1
558	себе так	1	1
559	было у	2	1
560	что вы	1	1
561	похоже на	1	1
562	действующие лица	3	1
563	только не	1	1
564	найти в	2	1
565	в общих	2	1
566	возможно и	1	1
567	на язык	3	1
568	благодаря тому	1	1
569	в разных	1	1
570	в качестве	4	1
571	с нами	1	1
572	мыслей и	1	1
573	к ней	4	1
574	своей задачей	1	1
575	п в	1	1
576	же он	1	1
577	связи с	3	1
578	ничто не	1	1
579	для анализа	1	1
580	своей цели	1	1
581	в области	6	1
582	обстоятельство что	5	1
583	и оно	1	1
584	все то	1	1
585	встречается в	1	1
586	такая точка	1	1
587	форме а	1	1
588	чтобы создать	1	1
589	о роли	1	1
590	тот и	1	1
591	него как	1	1
592	в каждой	2	1
593	должен быть	2	1
594	для себя	1	1
595	совершается в	1	1
596	как мы	2	1
597	и о	1	1
598	к такому	2	1
599	смысле что	1	1
600	на нем	1	1
601	только при	1	1
602	в собственном	1	1
603	с самого	2	1
604	приводит к	1	1
605	и может	2	1
606	формы на	1	1
607	как с	1	1
608	по аналогии	1	1
609	чтобы дать	1	1
610	на нее	2	1
611	здесь он	1	1
612	тем которые	1	1
613	времени и	2	1
614	здесь как	1	1
615	трагедию но	1	1
616	часто в	1	1
617	по тому	2	1
618	разного рода	1	1
619	возможно что	1	1
620	является в	1	1
621	весьма мало	1	1
622	как у	1	1
623	на что	2	1
624	все согласны	1	1
625	стремление к	1	1
626	означает что	1	1
627	это объясняется	2	1
628	все дело	1	1
629	за образец	1	1
630	каждый раз	2	1
631	приближается к	1	1
632	и должно	1	1
633	который говорил	1	1
634	что основные	1	1
635	можно сказать	4	1
636	все его	1	1
637	и во	2	1
638	а у	2	1
639	идет к	1	1
640	этому поводу	2	1
641	бы утверждать	1	1
642	эти два	1	1
643	я думаю	2	1
644	что хотел	1	1
645	которое делает	1	1
646	есть с	1	1
647	крайней мере	4	1
648	пушкинского стиха	1	1
649	вообще и	1	1
650	движения в	2	1
651	которая и	1	1
652	искусства он	2	1
653	объясняется только	1	1
654	это приводит	1	1
655	и она	1	1
656	связь между	1	1
657	а она	1	1
658	форм как	1	1
659	и самые	1	1
660	сюда относится	2	1
661	же можно	1	1
662	дело так	1	1
663	этом смысле	4	1
664	которое было	1	1
665	в двух	1	1
666	бы из	1	1
667	русской литературе	1	1
668	по этому	3	1
669	со всеми	1	1
670	какой степени	1	1
671	где они	1	1
672	до наших	1	1
673	история и	1	1
674	чем его	1	1
675	конечно не	1	1
676	можно установить	1	1
677	ни одного	1	1
678	вдова и	1	1
679	поэтому его	2	1
680	он эту	1	1
681	сказать относительно	1	1
682	от других	1	1
683	а то	2	1
684	не дает	1	1
685	для него	3	1
686	прежде всего	10	1
687	даже к	1	1
688	произведения и	2	1
689	гораздо большей	1	1
690	не о	1	1
691	свое выражение	1	1
692	не просто	2	1
693	к той	1	1
694	другое что	1	1
695	до самого	1	1
696	это пушкин	1	1
697	с общим	1	1
698	из двух	1	1
699	ней и	1	1
700	со стороны	3	1
701	в данный	1	1
702	русской поэзии	2	1
703	и ему	1	1
704	вообще с	1	1
705	этого человека	1	1
706	именно в	1	1
707	лица в	1	1
708	писателя и	3	1
709	близок к	2	1
710	системы и	1	1
711	себя и	2	1
712	объясняется тем	1	1
713	к более	1	1
714	в некоторых	3	1
715	связано с	5	1
716	нужно сказать	2	1
717	века и	1	1
718	материал в	1	1
719	целым рядом	1	1
720	он просит	1	1
721	именно так	1	1
722	только несколько	1	1
723	свое отражение	1	1
724	к темам	1	1
725	с которым	3	1
726	что мы	3	1
727	совершенно очевидно	1	1
728	тем с	1	1
729	в связи	3	1
730	совершенно иное	1	1
731	с помощью	1	1
732	является совершенно	1	1
733	последние из	1	1
734	должна была	4	1
735	как материал	1	1
736	из его	7	1
737	как поэт	1	1
738	быть это	3	1
739	одной стороны	3	1
740	было написано	1	1
741	в той	1	1
742	такого рода	5	1
743	в европейской	2	1
744	показать свое	1	1
745	очень важно	1	1
746	или менее	1	1
747	том смысле	2	1
748	быть не	2	1
749	или другого	1	1
750	этого слова	2	1
751	и нет	1	1
752	что тогда	1	1
753	о его	1	1
754	нет ничего	1	1
755	этом и	1	1
756	пушкина было	1	1
757	в первые	1	1
758	говорить что	1	1
759	можно сравнить	1	1
760	это сделано	1	1
761	этих вещей	1	1
762	сомнения в	1	1
763	подлежащее и	1	1
764	потому не	1	1
765	на новый	1	1
766	или в	2	1
767	в результате	2	1
768	которой можно	1	1
769	как отмечал	1	1
770	не встречается	2	1
771	поэзии в	3	1
772	обращается к	3	1
773	вариантах и	1	1
774	этом сказывается	1	1
775	бы в	1	1
776	что из	2	1
777	с не	2	1
778	своих героев	1	1
779	и наконец	3	1
780	находим в	1	1
781	только что	2	1
782	усмотреть в	1	1
783	трагедии и	2	1
784	и поэтического	1	1
785	а о	1	1
786	слово в	2	1
787	работы и	1	1
788	и эта	1	1
789	понимать как	1	1
790	речи и	1	1
791	которым он	1	1
792	является и	1	1
793	в трех	1	1
794	пушкина когда	1	1
795	самое и	1	1
796	в виде	3	1
797	и другие	1	1
798	что за	1	1
799	к этому	3	1
800	они не	1	1
