N	2gram	Berdyaev_O_1	Problema
311	красоты в	1	1
312	ничего не	2	1
313	жизни не	1	1
314	по своей	1	1
315	и любовь	2	1
316	и после	1	1
317	достоевского можно	1	1
318	ничто не	2	1
319	перед ним	1	1
320	легенда о	2	1
321	не могут	3	1
322	могут быть	3	1
323	всего в	2	1
324	а что	1	1
325	бы он	1	1
326	в каждом	1	1
327	но к	1	1
328	и был	1	1
329	можно и	1	1
330	что все	2	1
331	братьев карамазовых	1	1
332	уже с	1	1
333	свободу и	1	1
334	и сам	1	1
335	умирает в	2	1
336	тысячи лет	1	1
337	связан с	1	1
338	особенно в	1	1
339	которая была	1	1
340	выходе из	1	1
341	по сравнению	1	1
342	в эпоху	1	1
343	его романов	1	1
344	находится в	1	1
345	и здесь	1	1
346	достоевского все	4	1
347	в глаза	1	1
348	все его	1	1
349	в преступлении	4	1
350	раскольникова и	1	1
351	каждом из	1	1
352	в которую	1	1
353	природы и	2	1
354	вообще и	1	1
355	нет такой	1	1
356	достоевского и	5	1
357	того что	3	1
358	бросается в	1	1
359	и личной	1	1
360	униженные и	1	1
361	который в	1	1
362	и раньше	1	1
363	других писателей	1	1
364	себе есть	1	1
365	в эти	1	1
366	с трудом	1	1
367	до последней	1	1
368	но от	1	1
369	только их	1	1
370	нуждается в	1	1
371	ведь это	2	1
372	он весь	2	1
373	не случайно	1	1
374	им самим	1	1
375	само по	1	1
376	вещей и	1	1
377	и оскорбленные	1	1
378	эпоху возрождения	1	1
379	с той	1	1
380	всякого человека	1	1
381	но есть	1	1
382	до конца	7	1
383	что для	2	1
384	жизни их	1	1
385	стремится к	1	1
386	и самый	1	1
387	его как	1	1
388	нужно считать	1	1
389	о чем	1	1
390	для человека	2	1
391	под влиянием	1	1
392	человека к	2	1
393	зачаточном виде	1	1
394	остается и	1	1
395	сравнению с	1	1
396	этого типа	1	1
397	что же	2	1
398	ко всему	1	1
399	у самого	1	1
400	ней не	1	1
401	в бесах	3	1
402	вот с	1	1
403	вот что	1	1
404	для тех	1	1
405	и нет	2	1
406	что есть	2	1
407	всего более	1	1
408	видно что	1	1
409	отношениях к	1	1
410	от человека	2	1
411	еще страшнее	1	1
412	братьях карамазовых	1	1
413	в антропологии	2	1
414	бы в	1	1
415	есть уже	1	1
416	отношении к	1	1
417	и начинается	1	1
418	всего мира	1	1
419	особенное значение	1	1
420	но можно	1	1
421	жизни а	1	1
422	т е	4	1
423	он и	1	1
424	всего его	1	1
425	ставрогина и	1	1
426	к этой	2	1
427	и наказании	3	1
428	человека все	2	1
