N	2gram	Medvedev_V_1	Hudozhes
189	начнем с	2	2
190	как видим	8	2
191	а вот	2	2
192	дело не	1	2
193	того как	1	2
194	одна из	4	2
195	не по	2	2
196	только не	2	2
197	к ней	1	2
198	в основе	1	2
199	они и	1	2
200	приходит к	1	2
201	как мы	1	2
202	данном случае	1	2
203	мысль о	2	2
204	приводит к	5	2
205	роль в	4	2
206	до сих	1	2
207	том как	3	2
208	за этими	1	2
209	все те	1	2
210	о нем	1	2
211	жизни не	1	2
212	в другом	2	2
213	и просто	2	2
214	с того	1	2
215	а также	1	2
216	с анной	1	2
217	того или	2	2
218	говорит в	3	2
219	один из	5	2
220	здесь не	1	2
221	дело с	1	2
222	же и	2	2
223	и у	2	2
224	ни одного	2	2
225	в виде	1	2
226	произведения не	2	2
227	его и	1	2
228	себе в	1	2
229	из них	9	2
230	т п	9	2
231	вовсе не	3	2
232	сих пор	1	2
233	или иной	2	2
234	жизни личности	1	2
235	как у	2	2
236	именно в	2	2
237	как же	1	2
238	еще и	2	2
239	себя и	1	2
240	что не	3	2
241	мы знаем	3	2
242	и составляет	1	2
243	жизнь в	1	2
244	нет ничего	1	2
245	вместе с	7	2
246	в духе	1	2
247	в данном	1	2
248	или иного	1	2
249	и от	3	2
250	только для	1	2
251	о его	2	2
252	не является	5	2
253	и для	2	2
254	отнюдь не	3	2
255	у которого	1	2
256	потому что	1	2
257	хотя бы	19	2
258	точки зрения	3	2
259	а о	2	2
260	личности и	1	2
261	между ними	3	2
262	сказать что	5	2
263	что даже	2	2
264	т е	18	2
265	как на	3	2
266	в роли	1	2
267	одним из	5	1
268	например в	3	1
269	в сфере	2	1
270	таком случае	1	1
271	и через	2	1
272	становится в	1	1
273	это и	6	1
274	и так	1	1
275	отметим еще	1	1
276	только эти	1	1
277	целого произведения	1	1
278	собою в	1	1
279	творческим воображением	3	1
280	обойтись без	1	1
281	также и	2	1
282	пока он	1	1
283	мы имеем	3	1
284	что если	1	1
285	содержания в	1	1
286	стремится найти	1	1
287	ответить на	1	1
288	построенного на	1	1
289	время как	1	1
290	но то	2	1
291	но ее	1	1
292	жизни это	1	1
293	в каждой	1	1
294	это время	1	1
295	характером и	1	1
296	а другие	1	1
297	он был	1	1
298	и памяти	1	1
299	между собой	1	1
300	именно этого	2	1
301	в различных	2	1
302	во всех	6	1
303	сознания а	1	1
304	легко и	1	1
305	этом говорит	1	1
306	его сознания	1	1
307	в общем	2	1
308	себе и	2	1
309	нет и	3	1
310	или иное	1	1
311	в свои	1	1
312	за пределы	1	1
313	ни одна	2	1
314	в течение	2	1
315	в той	1	1
316	только об	1	1
317	все случайное	1	1
318	хотя и	2	1
319	когда он	3	1
320	сознания в	1	1
321	и воображение	1	1
322	сказал бы	1	1
323	но для	2	1
324	мыслительного процесса	3	1
325	конечном итоге	2	1
326	и детей	1	1
327	жизни к	1	1
328	в которой	2	1
329	ни один	7	1
330	социальная природа	1	1
331	так или	1	1
332	он в	1	1
333	все эти	6	1
334	таков в	1	1
335	ничего и	1	1
336	ее как	2	1
337	но ведь	1	1
338	лица и	2	1
339	так сказать	2	1
340	жизнью и	1	1
341	что без	2	1
342	по словам	8	1
343	момента когда	1	1
344	же о	2	1
345	в силу	11	1
346	том чтобы	2	1
347	их в	6	1
348	него в	3	1
349	и заключается	2	1
350	не следует	8	1
351	слова не	1	1
352	в каждом	2	1
353	в мелодии	1	1
354	и характер	1	1
355	им как	2	1
356	том случае	1	1
357	то есть	1	1
358	в музыке	1	1
359	и других	1	1
360	наконец для	1	1
361	то все	1	1
362	зрения и	1	1
363	что один	1	1
364	даже в	5	1
365	одном полюсе	1	1
366	бы уже	1	1
367	который по	2	1
368	к области	1	1
369	вскрывается при	1	1
370	определял как	1	1
371	достоевского и	2	1
372	этого не	1	1
373	в слове	3	1
374	не всегда	1	1
375	которой он	1	1
376	он и	2	1
377	выйти за	1	1
378	духовной жизни	1	1
379	может идти	1	1
380	в саду	1	1
381	и еще	1	1
382	во время	3	1
383	в ходе	1	1
384	и при	5	1
385	никак не	1	1
386	обыденной жизни	1	1
387	рассказа о	1	1
388	взгляд на	1	1
389	художественное мышление	1	1
390	интерпретации в	1	1
391	и толстого	1	1
392	разума а	1	1
393	для зрелого	1	1
394	на свою	1	1
395	говорил о	1	1
396	знаем что	2	1
397	от его	2	1
398	признать что	1	1
399	одном из	3	1
400	для многих	2	1
401	образом и	1	1
402	но он	1	1
403	обращение к	1	1
404	этих и	2	1
405	в конце	3	1
406	том же	6	1
407	не должна	1	1
408	освободиться от	1	1
409	произведения и	7	1
410	того момента	1	1
411	эта мысль	1	1
412	а иногда	1	1
413	виду что	1	1
414	мысли в	1	1
415	самого начала	1	1
416	на себе	1	1
417	от жизни	1	1
418	в сад	1	1
419	каждым из	1	1
420	та или	1	1
421	не могло	1	1
422	например не	2	1
423	наблюдения и	3	1
424	на язык	2	1
425	это то	1	1
426	в самой	1	1
427	имеем дело	1	1
428	учения о	1	1
429	или иная	1	1
430	и чувства	1	1
431	свободе воли	1	1
432	доме или	1	1
433	не столь	3	1
434	за его	1	1
435	в области	2	1
436	ли не	2	1
437	отличается от	2	1
438	об одном	1	1
439	числе и	2	1
440	бы он	1	1
441	той или	1	1
442	на это	2	1
443	всего произведения	4	1
444	не ограничивается	1	1
445	в театре	1	1
446	и толстой	1	1
447	но по	1	1
448	а затем	2	1
449	себя до	1	1
450	же наконец	1	1
451	то или	1	1
452	н толстой	1	1
453	в дальнейшем	1	1
454	произведения именно	1	1
455	в классической	1	1
456	однако если	1	1
457	то как	1	1
458	образе и	3	1
459	только через	1	1
460	это состояние	1	1
461	реальной жизни	1	1
462	каждого из	1	1
463	в плоскости	1	1
464	еще в	1	1
465	по ее	1	1
466	это только	4	1
467	но у	1	1
468	жизнь и	1	1
469	мы в	1	1
470	является в	1	1
471	этой жизни	1	1
472	воображения не	2	1
473	остановимся на	2	1
474	по себе	2	1
475	заключена в	1	1
476	это обычно	1	1
477	образом в	3	1
478	автор не	1	1
479	никак между	1	1
480	что перед	1	1
481	эти тенденции	1	1
482	из рассказа	2	1
483	и что	1	1
484	в глаза	1	1
485	после того	1	1
486	первоначального замысла	1	1
487	в значительной	3	1
488	как было	1	1
489	заключается в	2	1
490	места и	1	1
491	и роли	2	1
492	что самое	1	1
493	или иначе	1	1
494	на одном	1	1
495	еще более	1	1
496	даже для	1	1
497	сад и	1	1
498	о своих	1	1
499	того что	3	1
500	чтобы ответить	1	1
501	как например	2	1
502	быть и	1	1
503	но с	2	1
504	в характеристике	1	1
505	оно и	1	1
506	обе эти	1	1
507	каждого человека	1	1
508	вне себя	1	1
509	согласиться с	1	1
510	собой не	1	1
511	но ни	1	1
512	и потому	2	1
513	бы его	1	1
514	но как	3	1
515	во времени	1	1
516	ему самому	1	1
517	например с	1	1
518	тургенева и	2	1
519	о свободе	1	1
520	тот или	1	1
521	без этого	1	1
522	не над	1	1
523	к идее	1	1
524	уже в	1	1
525	толстой в	1	1
526	его художественной	1	1
527	в нашей	4	1
528	в начале	1	1
529	отцов и	1	1
530	еще одну	1	1
531	целого ряда	2	1
532	по выражению	1	1
533	мышления и	1	1
534	глубину и	1	1
535	сущность и	1	1
536	следует что	1	1
537	который как	1	1
538	и заканчивается	1	1
539	или даже	1	1
540	представить себе	2	1
541	ведь это	1	1
542	его детстве	1	1
543	в прозе	1	1
544	могло бы	2	1
545	не для	1	1
546	то время	1	1
547	при всей	2	1
548	не о	2	1
549	может служить	1	1
550	случайное и	1	1
551	и никогда	1	1
552	этом отношении	13	1
553	образом не	3	1
554	от того	2	1
555	известно о	1	1
556	были бы	1	1
557	имели бы	1	1
558	без того	1	1
559	и даже	2	1
560	о своей	1	1
561	и точно	1	1
562	никитин и	3	1
563	а именно	1	1
564	человека а	1	1
565	действующих лиц	5	1
566	бытия в	1	1
567	наконец в	1	1
568	в воображении	2	1
569	полагаем что	1	1
570	в сумасшедшем	1	1
571	не означает	1	1
572	имеет своей	1	1
573	образом это	1	1
574	своей личности	1	1
575	некоторые места	1	1
576	стороны в	2	1
577	оказывается не	1	1
578	произведения у	1	1
579	из форм	1	1
580	в пределах	5	1
581	порой на	1	1
582	это его	1	1
583	по существу	3	1
584	исходя из	1	1
585	лежит в	1	1
586	с этой	1	1
587	слова и	1	1
588	еще раз	1	1
589	сказать не	1	1
590	художественное произведение	5	1
591	но это	1	1
592	к двум	1	1
593	которых он	1	1
594	художника мы	1	1
595	только тогда	1	1
596	место для	1	1
597	мира и	3	1
598	что нет	2	1
599	чехова и	1	1
600	ее и	1	1
601	из себя	2	1
602	бы в	3	1
603	приведенных выше	4	1
604	же в	6	1
605	и протекает	1	1
606	и вдруг	1	1
607	чем же	4	1
608	в творчестве	3	1
609	природы не	1	1
610	другой стороны	8	1
611	совершенно не	1	1
612	сумасшедшем доме	1	1
613	в кругу	1	1
614	внешнего облика	1	1
615	находился при	1	1
616	только о	2	1
617	время она	1	1
618	к этой	1	1
619	в искусстве	6	1
620	случае если	1	1
621	в своих	2	1
622	том числе	2	1
623	от которой	1	1
624	это в	1	1
625	сознания между	1	1
626	к этому	9	1
627	можно назвать	1	1
628	которая не	2	1
629	в таком	1	1
630	смысле что	1	1
